date,USDJPY,AUDUSD,GBPCHF,CHFJPY,EURGBP,GBPJPY,EURJPY,CADJPY,AUDNZD,empty,sum
2016.08.22,-52.00000000000671,0.0,-217.99999999998488,-112.99999999999955,-128.00000000000588,-106.00000000002296,-43.00000000000637,-75.9999999999934,-92.00000000000318,,-828.000000000023
2016.08.22,-46.999999999997044,97.9999999999981,-295.0000000000008,-103.00000000000864,-54.00000000000959,-97.00000000000841,-33.00000000000125,-72.00000000000273,-80.99999999999774,,-684.0000000000282
2016.08.22,36.000000000001364,95.00000000000064,-220.99999999998232,-32.00000000001069,-65.00000000000395,-40.99999999999682,16.999999999995907,-31.00000000000591,-110.99999999999443,,-352.99999999999625
2016.08.22,203.99999999999352,139.99999999999568,-238.99999999998923,84.99999999999375,-62.000000000006494,86.99999999998909,209.00000000000318,99.99999999999432,-154.0000000000097,,369.9999999999642
2016.08.22,222.99999999999898,161.00000000000003,-248.99999999998812,147.99999999999613,-68.00000000000139,132.99999999998136,259.00000000000034,128.0000000000001,-258.0000000000027,,476.9999999999847
2016.08.22,73.99999999999807,36.999999999998145,-269.9999999999925,57.999999999992724,-96.00000000000719,131.00000000000023,224.99999999999432,78.99999999999352,-158.99999999999804,,78.99999999997928
2016.08.22,-64.00000000000716,-85.00000000000173,-292.00000000000335,18.999999999991246,-114.00000000000298,-74.00000000001228,146.99999999999136,52.99999999999727,-225.00000000000853,,-635.0000000000562
2016.08.22,-57.00000000000216,-83.9999999999952,-275.9999999999874,16.999999999995907,-107.00000000000153,-37.00000000000614,164.00000000000148,39.00000000000148,-266.999999999995,,-607.9999999999886
2016.08.22,52.99999999999727,-58.000000000002494,-326.9999999999884,157.99999999998704,-112.000000000001,87.99999999999386,271.99999999999136,126.00000000000477,-290.00000000001245,,-90.00000000003007
2016.08.22,-93.00000000000352,-148.99999999999915,-334.9999999999964,50.99999999998772,-124.00000000000189,-70.0000000000216,170.99999999999227,66.0000000000025,-263.00000000001324,,-746.0000000000534
2016.08.22,-103.9999999999992,-109.00000000000354,-363.9999999999866,58.9999999999975,-128.00000000000588,-75.00000000001705,168.99999999999693,55.999999999997385,-324.9999999999975,,-821.000000000018
2016.08.22,-91.00000000000819,-138.00000000000477,-324.9999999999975,86.99999999998909,-112.000000000001,-17.00000000002433,177.99999999999727,79.9999999999983,-310.9999999999946,,-649.0000000000457
2016.08.22,-109.99999999999943,-136.99999999999824,-348.9999999999993,92.99999999998931,-111.00000000000554,-16.000000000019554,183.9999999999975,84.00000000000318,-327.99999999999494,,-690.0000000000271
2016.08.22,-179.00000000000205,-160.00000000000458,-363.0000000000022,99.99999999999432,-125.00000000000844,-32.00000000001069,167.99999999999216,70.99999999999795,-331.999999999999,,-852.0000000000425
2016.08.22,-170.0000000000017,-141.00000000000225,-354.9999999999942,109.99999999999943,-109.00000000000354,-22.00000000001978,186.9999999999976,73.99999999999807,-333.0000000000055,,-759.0000000000318
2016.08.22,-174.99999999999716,-138.00000000000477,-347.9999999999928,72.99999999999329,-94.00000000000519,-46.00000000002069,137.00000000000045,48.00000000000182,-449.9999999999948,,-993.00000000002
2016.08.22,-179.00000000000205,-82.99999999999974,-373.99999999998545,97.99999999999898,-109.00000000000354,-40.000000000020464,161.00000000000136,57.999999999992724,-449.0000000000105,,-917.0000000000286
2016.08.22,-246.9999999999999,-156.99999999999602,-435.9999999999919,48.99999999999238,-152.00000000000767,-115.0000000000091,107.99999999998988,37.9999999999967,-456.9999999999963,,-1369.000000000022
2016.08.22,-222.99999999999898,-139.00000000000023,-455.99999999998977,42.999999999992156,-171.00000000001003,-171.0000000000207,125.99999999999056,28.999999999996362,-370.00000000000364,,-1332.000000000044
2016.08.22,-243.0000000000092,-160.00000000000458,-449.9999999999948,73.99999999999807,-161.00000000000003,-143.00000000000068,134.9999999999909,45.000000000001705,-295.0000000000008,,-1198.0000000000196
2016.08.22,-100.99999999999909,-66.99999999999484,-512.0000000000014,128.0000000000001,-235.00000000000742,-90.00000000000341,188.99999999999295,126.00000000000477,-259.0000000000092,,-821.0000000000174
2016.08.22,-100.99999999999909,60.99999999999994,-812.999999999997,186.9999999999976,-345.0000000000064,-362.99999999999955,218.00000000000352,85.99999999999852,-290.00000000001245,,-1360.0000000000148
2016.08.22,-120.00000000000455,80.00000000000229,-912.999999999986,170.99999999999227,-407.0000000000018,-479.0000000000134,96.00000000000364,4.0000000000048885,-300.99999999999574,,-1868.9999999999984
2016.08.22,-120.00000000000455,61.999999999995396,-1034.999999999986,122.99999999999045,-475.0000000000032,-668.0000000000064,126.99999999999534,37.00000000000614,-241.00000000000233,,-2190.000000000015
2016.08.22,-28.000000000005798,104.99999999999955,-944.9999999999958,49.99999999999716,-460.00000000000483,-597.0000000000084,137.99999999999102,69.00000000000261,-168.99999999999693,,-1837.0000000000214
2016.08.22,-33.00000000000125,60.99999999999994,-947.9999999999933,142.99999999998647,-484.00000000000665,-568.000000000012,170.0000000000017,109.99999999999943,-164.00000000000858,,-1713.000000000034
2016.08.22,-22.00000000000557,55.000000000005045,-809.9999999999997,149.99999999999147,-367.0000000000062,-451.0000000000218,158.99999999999181,88.99999999999864,-171.00000000001003,,-1368.0000000000564
2016.08.22,33.00000000000125,21.00000000000435,-771.9999999999949,229.99999999998977,-320.00000000000915,-300.00000000001137,233.99999999999466,216.99999999999875,-185.99999999999727,,-843.0000000000239
2016.08.22,112.99999999999955,53.999999999998494,-824.9999999999868,256.0000000000002,-348.00000000000387,-320.99999999999795,242.999999999995,246.9999999999999,-158.0000000000137,,-739.0000000000093
2016.08.22,118.99999999999977,111.00000000000554,-858.0000000000032,265.99999999999113,-368.00000000000165,-330.0000000000125,253.0000000000001,243.99999999999977,-178.99999999999582,,-742.0000000000168
2016.08.22,57.999999999992724,48.000000000003595,-942.9999999999827,231.99999999999932,-404.99999999999983,-427.0000000000209,170.0000000000017,212.99999999999386,-226.99999999999943,,-1281.0000000000114
2016.08.22,204.9999999999983,160.00000000000458,-944.9999999999958,329.9999999999983,-406.00000000000637,-340.0000000000034,316.99999999999307,269.999999999996,-102.00000000000209,,-511.00000000001745
2016.08.22,293.99999999999693,200.00000000000017,-727.9999999999953,370.9999999999951,-304.00000000000426,-33.00000000001546,423.9999999999924,361.99999999999477,-45.000000000006146,,540.9999999999582
2016.08.22,247.99999999999045,170.00000000000347,-647.9999999999819,286.9999999999919,-236.00000000000287,-100.00000000002274,302.99999999999727,364.0000000000043,35.00000000000725,,422.99999999998715
2016.08.22,195.99999999999795,136.00000000000279,-756.9999999999854,280.9999999999917,-301.0000000000068,-195.99999999999795,289.99999999999204,280.00000000000114,59.99999999999339,,-11.000000000011156
2016.08.22,216.99999999999875,160.00000000000458,-1095.0000000000016,325.9999999999934,-461.0000000000003,-454.00000000000773,256.9999999999908,317.99999999999784,36.999999999998145,,-695.0000000000263
2016.08.22,295.99999999999227,246.00000000000176,-1122.0000000000007,336.9999999999891,-460.00000000000483,-460.00000000000796,259.9999999999909,459.99999999999375,28.999999999990145,,-414.0000000000554
2016.08.22,347.999999999999,251.99999999999667,-1065.999999999989,451.9999999999982,-442.00000000000904,-278.00000000002,391.9999999999959,611.9999999999948,-53.00000000001415,,216.9999999999522
2016.08.22,320.99999999999795,260.00000000000466,-1083.9999999999961,385.9999999999957,-478.0000000000006,-421.0000000000207,340.0000000000034,543.0000000000064,-78.00000000000028,,-211.0000000000096
2016.08.22,343.0000000000035,270.99999999999903,-1053.9999999999993,378.9999999999907,-468.00000000000176,-367.00000000001864,334.0000000000032,554.9999999999926,-80.99999999999774,,-88.00000000002855
2016.08.22,320.99999999999795,212.99999999999653,-966.9999999999845,342.9999999999893,-428.00000000000614,-350.00000000002274,313.99999999999295,623.0000000000047,-72.0000000000054,,-3.000000000037346
2016.08.22,350.9999999999991,219.00000000000253,-966.0000000000002,395.9999999999866,-401.00000000000693,-278.99999999999636,352.99999999999443,682.0000000000022,-65.00000000000395,,289.99999999997726
2016.08.22,337.99999999999386,234.00000000000088,-990.9999999999864,390.99999999999113,-408.00000000000836,-310.0000000000023,343.0000000000035,631.0000000000002,-62.000000000006494,,165.99999999998613
2016.08.22,390.99999999999113,226.00000000000398,-973.0000000000016,410.99999999998715,-406.00000000000637,-290.00000000002046,354.99999999998977,661.0000000000014,-56.99999999999594,,317.999999999949
2016.08.22,381.9999999999908,273.000000000001,-952.9999999999816,416.9999999999874,-387.99999999999943,-255.00000000002387,354.99999999998977,638.0000000000052,-83.9999999999952,,384.9999999999741
2016.08.22,349.00000000000375,261.0000000000001,-964.9999999999936,379.99999999999545,-404.99999999999983,-287.00000000000614,328.00000000000296,626.9999999999953,-66.00000000001049,,221.99999999998758
2016.08.22,361.0000000000042,285.9999999999974,-1003.9999999999827,410.99999999998715,-422.00000000000017,-308.9999999999975,343.0000000000035,646.0000000000008,-80.99999999999774,,231.000000000015
2016.08.22,352.99999999999443,248.00000000000378,-1051.0000000000018,412.9999999999967,-419.00000000000273,-310.0000000000023,332.9999999999984,629.0000000000049,-110.99999999999443,,84.99999999999693
2016.08.23,365.99999999999966,99.00000000000463,-1066.9999999999957,467.9999999999893,-477.0000000000052,-314.9999999999977,346.9999999999942,600.9999999999991,-15.999999999993797,,5.999999999994493
2016.08.23,334.99999999999375,273.9999999999965,-1080.9999999999986,416.9999999999874,-426.9999999999996,-344.99999999999886,319.9999999999932,569.9999999999932,79.99999999999119,,142.999999999958
2016.08.23,296.99999999999704,314.99999999999864,-1054.9999999999836,381.0000000000002,-435.0000000000076,-408.00000000001546,272.99999999999613,563.999999999993,21.999999999988695,,-46.00000000003302
2016.08.23,295.99999999999227,309.99999999999915,-1058.0000000000034,357.9999999999899,-431.99999999999903,-395.00000000001023,284.9999999999966,563.0000000000024,34.000000000000696,,-39.000000000031704
2016.08.23,313.99999999999295,266.999999999995,-1046.999999999998,413.99999999998727,-412.00000000000125,-338.0000000000223,310.99999999999284,572.9999999999933,-76.99999999999375,,4.999999999946112
2016.08.23,307.00000000000216,266.999999999995,-1119.0000000000034,447.9999999999933,-439.0000000000005,-332.9999999999984,334.0000000000032,572.0000000000027,-51.000000000001044,,-14.000000000006956
2016.08.23,349.00000000000375,283.99999999999534,-1122.9999999999852,500.99999999999056,-437.0000000000096,-271.000000000015,381.0000000000002,590.0000000000034,119.00000000000244,,392.99999999998585
2016.08.23,466.99999999999875,328.0000000000061,-1068.9999999999866,537.9999999999967,-413.0000000000078,-193.00000000001205,432.00000000000216,628.0000000000001,187.99999999998818,,905.9999999999854
2016.08.23,417.0000000000016,309.0000000000037,-1075.9999999999882,532.999999999987,-394.00000000000546,-240.0000000000091,375.0,578.000000000003,153.9999999999875,,655.99999999998
2016.08.23,399.0000000000009,265.99999999999955,-1102.000000000003,512.0000000000005,-407.0000000000018,-263.00000000000523,334.99999999999375,569.9999999999932,161.99999999999548,,471.9999999999733
2016.08.23,367.00000000000443,285.00000000000193,-1053.9999999999993,453.9999999999935,-375.0000000000031,-278.00000000002,298.9999999999924,575.9999999999934,289.9999999999903,,563.9999999999536
2016.08.23,365.99999999999966,275.99999999999847,-998.9999999999943,414.99999999999204,-358.0000000000028,-284.9999999999966,256.0000000000002,531.9999999999965,295.99999999998516,,498.99999999997846
2016.08.23,399.0000000000009,319.99999999999807,-1004.9999999999892,448.99999999999807,-337.0000000000095,-261.0000000000241,266.9999999999959,536.0000000000014,333.0000000000055,,700.999999999977
2016.08.23,316.0000000000025,273.000000000001,-1075.9999999999882,409.9999999999966,-365.0000000000042,-384.00000000001455,215.0000000000034,486.99999999999477,370.999999999988,,246.99999999997937
2016.08.23,301.9999999999925,290.00000000000136,-1136.0000000000036,411.9999999999919,-402.00000000000233,-431.0000000000116,194.00000000000261,492.999999999995,314.99999999999864,,36.999999999964416
2016.08.23,384.9999999999909,319.99999999999807,-1136.0000000000036,457.9999999999984,-402.00000000000233,-395.00000000001023,256.0000000000002,524.0000000000009,347.9999999999928,,357.99999999996504
2016.08.23,509.00000000000034,409.0000000000038,-1163.000000000003,516.9999999999959,-436.00000000000307,-302.0000000000209,343.9999999999941,566.9999999999931,391.9999999999924,,836.9999999999526
2016.08.23,492.00000000000443,419.9999999999982,-1194.9999999999905,503.0000000000001,-467.0000000000063,-386.0000000000241,331.00000000000307,560.0000000000023,438.00000000000506,,695.9999999999923
2016.08.23,513.9999999999958,387.99999999999943,-1254.9999999999839,528.9999999999964,-499.000000000005,-409.9999999999966,352.99999999999443,510.0000000000051,418.9999999999916,,548.9999999999973
2016.08.23,537.9999999999967,366.9999999999951,-1154.999999999995,463.99999999999864,-504.9999999999999,-320.99999999999795,447.9999999999933,536.0000000000014,453.99999999999886,,825.9999999999911
2016.08.23,552.9999999999973,392.00000000000347,-1410.0000000000002,450.9999999999934,-665.0000000000044,-576.0000000000218,384.00000000000034,510.0000000000051,489.0000000000061,,127.99999999997925
2016.08.23,563.0000000000024,412.9999999999967,-1295.0000000000018,417.99999999999216,-576.0000000000099,-602.0000000000039,307.9999999999927,486.99999999999477,472.00000000000574,,187.9999999999689
2016.08.23,484.99999999999943,431.99999999999903,-1422.9999999999966,321.9999999999885,-691.0000000000083,-832.000000000022,245.9999999999951,432.00000000000216,451.99999999998573,,-577.0000000000571
2016.08.23,472.999999999999,419.9999999999982,-1364.999999999994,322.9999999999933,-670.000000000004,-750.0,280.00000000000114,475.9999999999991,390.9999999999858,,-422.0000000000217
2016.08.23,486.0000000000042,365.99999999999966,-1383.9999999999852,428.99999999998784,-665.9999999999999,-691.0000000000025,354.99999999998977,542.0000000000016,394.9999999999898,,-168.00000000001472
2016.08.23,486.99999999999477,375.0000000000031,-1424.000000000003,483.99999999999466,-643.0000000000047,-600.9999999999991,370.9999999999951,531.0000000000059,480.99999999999807,,60.99999999998499
2016.08.23,438.99999999999295,326.9999999999995,-1556.0000000000018,537.9999999999967,-689.0000000000063,-674.0000000000066,367.999999999995,495.00000000000455,448.9999999999883,,-303.00000000003763
2016.08.23,465.999999999994,370.9999999999991,-1471.9999999999845,542.9999999999922,-650.0000000000061,-609.0000000000089,381.9999999999908,477.00000000000387,453.99999999999886,,-38.000000000020805
2016.08.23,478.9999999999992,421.0000000000047,-1588.999999999996,547.9999999999876,-718.0000000000075,-737.0000000000232,346.00000000000364,435.0000000000023,448.9999999999883,,-366.0000000000408
