date,USDCHF,GBPUSD,USDCAD,NZDUSD,EURCHF,AUDCHF,GBPJPY,GBPAUD,EURJPY,EURCAD,EURAUD,AUDJPY,NZDJPY,AUDCAD,AUDNZD,empty,sum
2018.01.08,-107.00000000000153,-1.999999999990898,-41.99999999998649,-148.0000000000037,-69.9999999999923,-72.0000000000054,-110.99999999999,-226.99999999999943,-81.00000000001728,0.0,-182.0000000000155,-1.0000000000047748,-93.99999999999409,-71.00000000000995,-116.00000000000499,,-1324.0000000000164
2018.01.08,-63.00000000000195,-1.999999999990898,-17.999999999984695,-147.00000000000824,-45.99999999999049,-31.999999999998696,-108.00000000000409,-235.00000000000742,-80.0000000000125,45.000000000006146,-178.00000000001148,-40.00000000000625,-138.9999999999958,-4.000000000004,-25.00000000000835,,-1072.0000000000189
2018.01.08,-26.000000000003798,-92.99999999998754,-105.99999999998388,-156.00000000000057,-95.999999999985,34.99999999999615,-263.9999999999816,-352.000000000019,-177.99999999999727,18.0000000000069,-223.00000000001762,-109.99999999999943,-164.00000000000148,-64.0000000000085,-5.000000000010552,,-1783.999999999993
2018.01.08,-21.00000000000435,-75.99999999998718,-147.99999999999258,-175.99999999999838,-92.00000000000318,-1.0000000000065512,-239.99999999998067,-442.00000000000904,-173.00000000000182,-46.999999999997044,-314.00000000001427,-67.00000000000728,-191.0000000000025,-178.00000000000037,-119.00000000000244,,-2285.0000000000077
2018.01.08,-6.0000000000060005,-83.9999999999952,-174.99999999999181,-173.00000000000094,-103.99999999999298,-11.00000000000545,-233.0000000000041,-461.0000000000003,-151.00000000001046,-66.99999999999484,-338.0000000000161,6.000000000000227,-177.99999999999727,-192.00000000000327,-124.00000000001299,,-2291.000000000032
2018.01.08,-26.999999999999247,-52.99999999999194,-217.99999999998488,-167.00000000000603,-134.99999999999625,-2.000000000002,-165.99999999999682,-407.0000000000018,-173.00000000000182,-49.99999999999449,-337.0000000000095,12.000000000000455,-143.99999999999125,-195.00000000000074,-76.0000000000094,,-2137.9999999999864
2018.01.08,-43.999999999999595,-163.00000000000205,-308.9999999999815,-281.00000000000904,-178.99999999999582,31.999999999998696,-256.0000000000002,-365.0000000000153,-243.99999999999977,-114.99999999999844,-303.0000000000088,-69.00000000000261,-260.9999999999957,-193.00000000000983,-163.00000000000205,,-2913.000000000022
2018.01.08,-23.00000000000635,-139.00000000000023,-273.9999999999965,-282.99999999999994,-182.99999999999983,-4.999999999999449,-280.00000000000114,-494.00000000001666,-264.00000000001,-73.99999999999629,-416.00000000001637,-40.00000000000625,-286.9999999999919,-225.00000000000853,-261.0000000000001,,-3248.0000000000496
2018.01.08,-21.00000000000435,-147.99999999999258,-218.99999999999142,-297.00000000000284,-160.99999999998892,-48.000000000003595,-274.0000000000009,-605.0000000000111,-213.99999999999864,-32.0000000000098,-465.0000000000043,-14.000000000010004,-298.0000000000018,-250.00000000000577,-339.0000000000004,,-3385.0000000000264
2018.01.08,6.999999999990347,-85.99999999998609,-149.9999999999835,-242.00000000000887,-127.99999999999478,-111.00000000000554,-248.99999999999523,-725.0000000000201,-176.00000000001614,-42.999999999993044,-571.0000000000103,91.99999999999875,-247.99999999999045,-331.0000000000035,-365.0000000000153,,-3326.000000000034
