date,EURJPY,NZDCAD,empty,sum
2019.06.10,37.9999999999967,38.0000000000047,,76.00000000000139
2019.06.10,60.99999999999284,88.00000000001029,,149.00000000000313
2019.06.10,86.99999999998909,127.00000000001043,,213.99999999999952
2019.06.10,-55.00000000000682,148.0000000000037,,92.99999999999687
2019.06.10,-67.00000000000728,157.00000000000713,,89.99999999999986
2019.06.10,-49.000000000006594,167.00000000000603,,117.99999999999943
2019.06.10,-118.00000000000921,205.00000000001074,,87.00000000000153
2019.06.10,-79.00000000000773,184.00000000000637,,104.99999999999864
2019.06.10,-39.00000000000148,84.0000000000063,,45.00000000000482
2019.06.10,-66.0000000000025,78.00000000000028,,11.999999999997783
2019.06.10,-68.00000000001205,47.00000000000814,,-21.000000000003908
2019.06.10,-76.00000000000762,54.00000000000959,,-21.999999999998025
2019.06.10,-80.0000000000125,-32.999999999994145,,-113.00000000000665
2019.06.10,-37.00000000000614,-67.9999999999903,,-104.99999999999643
2019.06.10,10.99999999999568,-50.99999999998994,,-39.99999999999426
2019.06.10,64.99999999999773,-83.9999999999952,,-18.99999999999747
2019.06.10,20.999999999986585,-122.99999999999534,,-102.00000000000875
2019.06.10,7.999999999995566,-154.99999999999403,,-146.99999999999847
2019.06.10,46.999999999997044,-200.00000000000017,,-153.00000000000313
2019.06.10,99.99999999999432,-272.99999999998994,,-172.99999999999562
2019.06.10,-30.000000000001137,-301.9999999999912,,-331.9999999999923
2019.06.10,-93.00000000000352,-322.00000000000006,,-415.0000000000036
2019.06.10,-32.00000000001069,-322.00000000000006,,-354.00000000001074
2019.06.10,-102.00000000000387,-336.9999999999984,,-439.0000000000023
2019.06.10,-115.99999999999966,-261.99999999999557,,-377.9999999999952
2019.06.10,-56.000000000011596,-301.9999999999912,,-358.0000000000028
2019.06.10,-31.00000000000591,-287.9999999999994,,-319.0000000000053
2019.06.10,9.000000000000341,-342.9999999999933,,-333.99999999999295
2019.06.10,12.999999999991019,-336.9999999999984,,-324.0000000000074
2019.06.10,-32.00000000001069,-349.99999999999477,,-382.00000000000546
2019.06.10,-60.000000000002274,-259.9999999999936,,-319.99999999999585
2019.06.10,-148.00000000001035,-257.9999999999916,,-406.00000000000193
2019.06.10,-19.000000000005457,-297.9999999999983,,-317.00000000000375
2019.06.10,-107.00000000001353,-292.9999999999988,,-400.00000000001234
2019.06.10,-52.00000000000671,-264.999999999993,,-316.9999999999997
2019.06.10,-33.00000000000125,-328.9999999999904,,-361.99999999999164
2019.06.10,-61.00000000000705,-400.9999999999958,,-462.00000000000284
2019.06.10,-23.000000000010346,-448.9999999999994,,-472.0000000000097
2019.06.10,4.9999999999954525,-402.9999999999978,,-398.00000000000233
2019.06.10,28.999999999996362,-405.9999999999952,,-376.99999999999886
2019.06.10,0.0,-494.9999999999899,,-494.9999999999899
2019.06.10,-55.00000000000682,-448.9999999999994,,-504.0000000000062
2019.06.10,-98.00000000001319,-387.99999999999943,,-486.0000000000126
2019.06.10,-124.00000000000944,-422.9999999999956,,-547.000000000005
2019.06.10,-103.00000000000864,-442.9999999999934,,-546.000000000002
2019.06.10,-75.00000000000284,-437.999999999994,,-512.9999999999968
2019.06.10,-72.00000000000273,-475.99999999999864,,-548.0000000000014
2019.06.10,-143.00000000000068,-467.9999999999906,,-610.9999999999914
2019.06.11,-121.00000000000932,-457.99999999999176,,-579.0000000000011
2019.06.11,-133.00000000000978,-462.9999999999912,,-596.0000000000009
2019.06.11,-123.00000000000466,-461.99999999999574,,-585.0000000000005
2019.06.11,-124.00000000000944,-461.99999999999574,,-586.0000000000052
2019.06.11,-157.0000000000107,-492.999999999999,,-650.0000000000097
2019.06.11,-163.0000000000109,-455.99999999998977,,-619.0000000000007
2019.06.11,-182.00000000000216,-485.99999999999756,,-667.9999999999998
2019.06.11,-57.00000000000216,-491.99999999999244,,-548.9999999999945
2019.06.11,90.99999999999397,-491.99999999999244,,-400.99999999999847
