date,USDCHF,GBPUSD,EURUSD,USDCAD,AUDUSD,NZDUSD,CHFJPY,CADCHF,AUDCHF,NZDCHF,GBPJPY,GBPCAD,EURJPY,EURCAD,EURAUD,EURNZD,CADJPY,AUDJPY,NZDJPY,NZDCAD,AUDNZD,empty,sum
2017.10.09,-26.999999999999247,-61.99999999998429,0.0,-5.000000000010552,-2.999999999997449,-33.9999999999896,-90.00000000000341,-68.99999999999685,-36.999999999998145,-50.0000000000056,-75.00000000001705,-66.99999999999484,-92.99999999998931,-68.00000000000139,-51.000000000001044,-119.99999999998678,-16.999999999995907,-90.99999999999397,-7.000000000005002,0.0,-82.00000000000429,,-1047.9999999999748
2017.10.09,4.000000000004,-45.99999999999049,26.0000000000149,-75.00000000000284,32.0000000000098,-101.99999999999099,-165.00000000000625,-114.99999999999844,-45.99999999999049,-123.00000000000644,-143.00000000000068,-106.00000000000608,-213.99999999999864,-140.0000000000068,-26.999999999999247,-75.00000000000284,-54.99999999999261,-174.99999999999716,-121.99999999999989,-131.99999999999878,-87.00000000001484,,-1885.9999999999754
2017.10.09,-39.999999999995595,31.000000000003247,28.000000000005798,-114.99999999999844,30.000000000007798,-100.99999999999554,-171.99999999999704,-87.99999999999919,-84.99999999999064,-121.99999999999989,-106.99999999999932,-28.000000000005798,-212.99999999999386,-199.00000000001583,-17.000000000000348,-112.000000000001,-185.00000000000227,-171.99999999999704,-120.99999999999511,-134.99999999999625,-11.00000000000545,,-1933.9999999999718
2017.10.09,0.0,51.000000000001044,65.00000000000395,-124.00000000001299,13.00000000000745,-95.99999999999609,6.000000000000227,-80.99999999999774,-60.99999999999994,-102.00000000000209,118.99999999999977,-38.0000000000047,-27.999999999991587,-224.000000000002,-86.99999999999264,-120.99999999999334,-165.99999999999682,-12.000000000000455,25.99999999999625,-153.00000000000313,-5.000000000010552,,-1017.9999999999953
2017.10.09,7.9999999999968985,21.00000000000435,73.00000000001194,-117.00000000001154,23.00000000000635,-47.9999999999925,-73.99999999999807,-78.99999999999574,-53.999999999998494,-73.00000000000084,8.99999999998613,-59.99999999999339,-108.00000000000409,-231.0000000000034,-82.00000000000429,-205.99999999999508,-98.99999999998954,-72.99999999999329,-1.0000000000047748,-98.99999999999353,34.000000000000696,,-1235.9999999999723
2017.10.09,12.000000000000899,-24.999999999986144,96.00000000000719,-87.00000000001484,64.0000000000085,-90.99999999999665,-81.00000000000307,-68.99999999999685,-87.99999999999919,-118.00000000000699,1.0000000000047748,-102.00000000000209,-137.00000000000045,-228.00000000000597,-35.999999999991594,-171.99999999999437,-66.99999999999307,-118.99999999999977,-72.00000000000273,-143.9999999999997,42.999999999993044,,-1419.9999999999793
2017.10.09,2.000000000002,9.999999999998899,95.00000000000064,-102.00000000000209,59.000000000009045,-142.99999999999312,-112.99999999999955,-51.000000000001044,-103.99999999999298,-174.00000000000747,-37.00000000000614,-48.000000000003595,-173.00000000000182,-241.00000000000233,-63.99999999999739,-76.99999999999375,-30.000000000001137,-165.99999999999682,-141.9999999999959,-205.99999999999508,-29.999999999996696,,-1734.9999999999764
2017.10.09,-41.000000000002146,21.00000000000435,46.999999999997044,-144.0000000000108,51.000000000001044,-139.99999999999568,-150.99999999999625,-60.00000000000449,-103.99999999999298,-180.0000000000024,-99.00000000001796,-102.99999999998644,-218.9999999999941,-252.0000000000078,0.0,26.999999999999247,-16.999999999995907,-171.99999999999704,-195.99999999999795,-237.99999999999378,-60.99999999999994,,-2030.999999999994
2017.10.09,-29.000000000001247,-18.999999999991246,62.000000000006494,-97.9999999999981,71.00000000000995,-152.99999999999204,-117.00000000000443,-22.999999999995246,-127.99999999999478,-196.00000000000728,-88.00000000002228,-34.99999999998504,-165.99999999999682,-192.00000000001438,8.000000000008,63.99999999999739,-3.9999999999906777,-185.00000000000227,-180.00000000000682,-190.99999999999673,-25.00000000000835,,-1623.999999999986
2017.10.09,-48.99999999999905,36.999999999998145,11.00000000000545,-104.99999999999955,-39.00000000000014,-145.9999999999906,-129.99999999999545,-21.00000000000435,-93.99999999999409,-195.00000000000074,-69.00000000001683,25.00000000000835,-162.00000000000614,-124.00000000001299,-124.00000000001299,-12.999999999996348,42.00000000000159,-162.9999999999967,-194.99999999999318,-187.9999999999993,-121.99999999999989,,-1824.000000000005
