date,USDCHF,EURUSD,NZDUSD,GBPCHF,EURCHF,EURGBP,GBPJPY,empty,sum
2015.01.26,172.99999999998983,74.99999999998064,146.00000000000168,200.00000000000017,-43.999999999999595,112.000000000001,163.0000000000109,,824.9999999999847
2015.01.26,102.99999999999754,66.99999999999484,203.00000000000873,78.00000000000028,31.999999999998696,92.00000000000318,111.99999999999477,,686.9999999999981
2015.01.26,25.999999999992696,240.9999999999801,221.99999999999997,-121.99999999999989,282.99999999999994,156.99999999999602,-341.0000000000082,,465.9999999999608
2015.01.26,121.99999999999989,79.99999999999119,211.00000000000563,8.999999999992347,53.00000000000304,46.999999999997044,-337.99999999999386,,183.99999999999523
2015.01.26,-135.00000000000733,-292.00000000000335,57.00000000000705,-187.00000000000384,-21.999999999999797,-95.99999999999609,347.0000000000084,,-327.999999999995
2015.01.26,-233.00000000000543,-175.99999999999838,153.00000000000313,-391.9999999999924,180.99999999999784,-51.000000000001044,135.99999999999568,,-382.00000000000057
2015.01.26,-267.00000000000614,-209.9999999999991,21.999999999999797,-500.9999999999959,210.99999999999451,-97.00000000000264,185.00000000000227,,-657.0000000000072
2015.01.26,-302.0000000000023,-191.00000000000784,78.00000000000028,-541.9999999999981,263.99999999999756,-97.00000000000264,223.0000000000132,,-566.9999999999999
2015.01.26,-191.00000000000784,-172.0000000000166,73.00000000000084,-381.99999999999346,168.00000000000148,-80.99999999999774,189.99999999999773,,-395.0000000000156
2015.01.26,135.99999999999167,-39.00000000001125,106.00000000000608,38.0000000000047,-112.000000000001,-27.999999999994696,-26.999999999986812,,74.00000000000868
2015.01.26,34.000000000000696,-211.00000000000563,38.0000000000047,-96.00000000000719,-109.99999999999899,-132.99999999999423,51.9999999999925,,-426.0000000000082
2015.01.26,-71.00000000000995,-258.0000000000027,60.99999999999994,-245.0000000000063,-43.999999999999595,-163.99999999999747,-68.9999999999884,,-790.0000000000044
2015.01.26,-8.000000000008,-260.0000000000158,141.00000000000225,-134.99999999999625,-117.99999999999588,-156.99999999999602,-54.000000000002046,,-591.0000000000118
2015.01.26,-82.00000000000429,-228.00000000000597,146.00000000000168,-238.0000000000049,-26.000000000003798,-132.99999999999423,19.000000000005457,,-542.000000000006
2015.01.26,-132.0000000000099,-301.0000000000179,94.00000000000519,-282.0000000000045,12.999999999996348,-159.9999999999935,110.00000000001364,,-658.0000000000106
