date,USDCHF,EURUSD,USDJPY,AUDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,AUDCHF,EURGBP,GBPCAD,EURJPY,EURCAD,CADJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2018.04.30,-34.99999999999615,-31.000000000003247,-31.999999999996476,-51.000000000001044,-1.999999999990898,-66.99999999999484,-121.99999999999989,-21.00000000000435,-46.00000000000159,-8.000000000008,-151.9999999999966,-68.00000000001205,-56.000000000011596,-20.000000000010232,-85.99999999999852,-60.99999999999994,-96.99999999999153,-35.00000000000725,,-990.0000000000243
2018.04.30,-20.999999999993246,-52.99999999999194,-19.99999999999602,-52.000000000007596,18.0000000000069,-22.999999999995246,-121.99999999999989,9.999999999998899,-12.000000000000899,-3.0000000000085514,-124.99999999999733,-63.99999999999295,-80.99999999999774,-19.000000000005457,-81.00000000000307,-68.00000000000139,-88.99999999999464,-36.999999999998145,,-841.9999999999783
2018.04.30,-13.999999999991797,-35.999999999991594,24.999999999991473,-69.00000000000794,73.00000000001194,-18.999999999991246,-149.0000000000009,25.999999999992696,23.999999999990695,-2.000000000002,-164.00000000000858,-84.00000000000318,-69.00000000000794,20.999999999986585,-126.99999999999534,-85.99999999999719,-105.99999999999498,-72.99999999998974,,-829.0000000000091
2018.04.30,4.000000000004,-9.999999999998899,70.99999999999795,-52.000000000007596,117.00000000001154,5.999999999994898,-147.99999999999613,57.99999999999139,47.9999999999925,19.999999999997797,-164.00000000000858,-86.00000000001273,-39.00000000001125,51.9999999999925,-132.000000000005,-70.99999999999883,-93.99999999999409,-65.00000000000395,,-485.00000000005457
2018.04.30,73.00000000000084,21.00000000000435,91.99999999999875,-34.000000000000696,140.0000000000068,49.99999999999449,-138.00000000000523,43.999999999999595,23.999999999990695,17.000000000000348,-182.99999999999983,-97.00000000000841,-89.00000000000574,36.99999999999193,-94.99999999999886,-72.0000000000054,-69.9999999999923,-95.00000000000064,,-375.0000000000294
2018.04.30,62.000000000006494,22.0000000000109,42.00000000000159,-14.999999999998348,92.00000000000318,36.999999999998145,-115.0000000000091,44.99999999999504,13.999999999991797,-7.0000000000014495,-184.00000000000637,-80.0000000000125,-85.00000000000173,0.0,-72.00000000000273,-67.00000000000594,-89.99999999999008,-96.00000000000719,,-497.0000000000283
2018.04.30,6.0000000000060005,-43.999999999999595,-31.00000000000591,-68.00000000000139,65.00000000000395,35.00000000000725,-94.0000000000083,40.99999999999105,1.999999999990898,-21.00000000000435,-124.99999999999733,-34.99999999999659,-70.99999999999883,-9.000000000000341,-67.99999999999784,-73.99999999999629,-101.99999999999099,-52.000000000007596,,-645.0000000000063
2018.04.30,-1.999999999990898,-70.99999999999883,-10.99999999999568,-73.00000000000084,72.0000000000054,46.0000000000127,-106.99999999999932,45.99999999999049,-28.000000000005798,-26.000000000003798,-96.00000000000719,-69.99999999999318,-85.00000000000173,9.999999999990905,-103.9999999999992,-75.9999999999983,-118.99999999999133,-73.99999999999629,,-767.9999999999828
2018.04.30,8.000000000008,-56.99999999999594,7.999999999995566,-80.00000000000229,75.00000000000284,46.999999999997044,-103.00000000000864,46.999999999997044,5.999999999994898,-28.000000000005798,-120.99999999999334,-63.0000000000166,-85.00000000000173,13.999999999995794,-93.00000000000352,-78.00000000000028,-95.99999999999609,-134.99999999999625,,-734.0000000000292
2018.04.30,2.000000000002,-93.99999999999409,22.999999999996135,-52.000000000007596,106.00000000000608,46.0000000000127,-138.9999999999958,25.999999999992696,-26.999999999999247,-29.000000000001247,-214.00000000000307,-128.00000000001432,-167.00000000000603,8.99999999998613,-37.00000000000614,-73.00000000000084,-44.99999999999504,-107.99999999999699,,-901.0000000000246
2018.04.30,4.000000000004,-90.99999999999665,16.999999999995907,-6.0000000000060005,104.00000000001519,83.00000000001084,-132.99999999999557,25.999999999992696,-29.000000000001247,-29.000000000001247,-222.99999999999542,-129.99999999999545,-178.00000000001148,-1.0000000000047748,-21.000000000000796,-17.000000000000348,-26.999999999999247,-96.00000000000719,,-746.9999999999967
2018.04.30,25.00000000000835,-76.0000000000094,30.000000000001137,29.000000000001247,129.00000000000134,86.0000000000083,-115.99999999999966,3.999999999992898,-102.00000000000209,-14.000000000002899,-329.00000000000153,-117.00000000001864,-224.000000000002,-27.000000000001023,15.999999999991132,7.0000000000014495,3.0000000000085514,-123.00000000000644,,-799.0000000000293
2018.04.30,52.000000000007596,-56.99999999999594,49.99999999999716,92.99999999999864,167.00000000000603,90.99999999999665,-106.99999999999932,9.999999999998899,-108.00000000000809,1.999999999990898,-341.99999999999784,-123.99999999999523,-229.99999999999687,-25.000000000005684,42.00000000000159,44.99999999999504,11.00000000000545,-100.99999999999554,,-530.9999999999965
2018.04.30,60.99999999999994,-26.999999999999247,54.000000000002046,79.99999999999119,172.0000000000166,82.00000000000429,-103.00000000000864,21.999999999999797,-92.99999999999864,9.999999999998899,-334.9999999999964,-98.00000000001319,-181.00000000000892,-19.000000000005457,12.000000000000455,46.00000000000159,-8.999999999992347,-35.00000000000725,,-361.00000000001535
2018.04.30,43.00000000000415,-46.999999999997044,75.9999999999934,62.99999999999084,205.00000000001074,76.99999999999375,-138.9999999999958,20.999999999993246,-65.99999999999939,41.9999999999976,-374.999999999992,-144.00000000000546,-184.99999999999073,0.0,-40.99999999999682,24.999999999997247,-41.9999999999976,-2.999999999997449,,-489.99999999999125
