date,GBPUSD,EURCHF,EURCAD,empty,sum
2020.06.01,0.0,0.0,-314.99999999999864,,-314.99999999999864
2020.06.01,130.99999999999224,28.999999999990145,-220.99999999998232,,-60.99999999999994
2020.06.01,35.999999999991594,17.000000000000348,-247.99999999998158,,-194.99999999998965
2020.06.01,208.00000000000819,28.000000000005798,-59.99999999999339,,176.00000000002058
2020.06.01,187.99999999998818,49.99999999999449,-12.999999999996348,,224.9999999999863
2020.06.01,180.0000000000024,75.00000000000284,20.000000000020002,,275.00000000002524
2020.06.01,201.00000000000674,73.99999999999629,-421.99999999998903,,-146.99999999998602
2020.06.01,496.00000000000756,87.99999999999919,-438.9999999999894,,145.00000000001728
2020.06.01,504.9999999999999,83.00000000001084,-479.99999999999153,,108.00000000001916
2020.06.01,744.9999999999957,195.9999999999962,-442.9999999999934,,497.9999999999984
2020.06.01,812.999999999997,208.00000000000819,-458.9999999999872,,562.000000000018
2020.06.01,804.9999999999891,208.99999999999253,-539.999999999985,,473.9999999999966
2020.06.01,632.9999999999947,232.99999999999432,-518.9999999999806,,347.0000000000084
2020.06.01,557.9999999999918,253.99999999999866,-365.99999999999966,,445.9999999999908
2020.06.01,601.9999999999915,258.0000000000027,-285.99999999998624,,574.0000000000078
2020.06.01,584.9999999999911,256.99999999999613,-316.99999999998954,,524.9999999999977
2020.06.01,529.0000000000017,242.99999999999324,-317.9999999999961,,453.9999999999989
2020.06.01,602.999999999998,245.0000000000063,-323.99999999999096,,524.0000000000134
2020.06.01,628.0000000000064,242.00000000000887,-358.9999999999982,,511.00000000001705
2020.06.01,615.9999999999943,243.99999999999977,-479.99999999999153,,380.00000000000256
2020.06.01,594.99999999999,204.00000000000418,-616.9999999999786,,182.00000000001558
2020.06.01,757.999999999992,201.00000000000674,-689.9999999999907,,269.0000000000081
2020.06.01,656.9999999999965,42.999999999993044,-736.9999999999877,,-36.99999999999818
2020.06.01,675.0000000000034,-18.0000000000069,-503.99999999999335,,153.00000000000313
2020.06.01,787.0000000000043,21.00000000000435,-680.9999999999983,,127.00000000001035
2020.06.01,592.9999999999991,7.0000000000014495,-669.9999999999928,,-69.99999999999227
2020.06.01,557.0000000000075,25.999999999992696,-766.9999999999843,,-183.99999999998408
2020.06.01,553.0000000000035,53.999999999998494,-794.9999999999901,,-187.99999999998806
2020.06.01,516.9999999999897,75.00000000000284,-803.9999999999825,,-211.99999999999
2020.06.01,543.0000000000045,87.99999999999919,-845.9999999999912,,-214.9999999999875
2020.06.01,634.0000000000013,109.00000000000354,-828.9999999999909,,-85.99999999998613
2020.06.01,611.9999999999903,133.00000000000534,-838.9999999999898,,-93.99999999999409
2020.06.01,666.9999999999953,144.99999999999514,-680.9999999999983,,130.99999999999216
2020.06.01,822.9999999999959,204.00000000000418,-872.9999999999905,,154.00000000000955
2020.06.01,936.0000000000035,184.99999999999073,-1271.0,,-150.00000000000568
2020.06.01,1397.9999999999882,208.99999999999253,-1513.9999999999932,,92.9999999999875
2020.06.01,1377.000000000006,221.00000000000452,-1708.9999999999827,,-110.99999999997226
2020.06.01,1323.9999999999918,195.9999999999962,-1865.99999999999,,-346.00000000000205
2020.06.01,1384.9999999999918,212.00000000001216,-1978.9999999999975,,-381.9999999999934
2020.06.01,1333.0000000000064,249.99999999999466,-1903.9999999999945,,-320.99999999999363
2020.06.01,1377.000000000006,256.99999999999613,-1904.9999999999789,,-270.9999999999768
2020.06.01,1490.999999999998,275.000000000003,-1841.9999999999882,,-75.99999999998727
2020.06.01,1527.9999999999961,299.00000000000483,-1945.9999999999811,,-118.99999999998022
2020.06.01,1523.0000000000077,314.99999999999864,-2008.999999999994,,-170.99999999998772
2020.06.01,1695.000000000002,331.999999999999,-2157.999999999993,,-130.99999999999227
2020.06.01,1719.0000000000039,323.0000000000066,-2183.999999999986,,-141.99999999997544
2020.06.01,1672.9999999999911,309.0000000000037,-2094.99999999998,,-112.99999999998522
2020.06.01,1622.9999999999966,266.999999999995,-2061.999999999986,,-171.99999999999432
