date,USDCHF,GBPUSD,EURUSD,USDCAD,AUDUSD,NZDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,GBPJPY,GBPCAD,GBPAUD,EURCAD,EURAUD,EURNZD,AUDJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2021.01.25,73.99999999999629,-9.999999999998899,22.999999999995246,227.99999999998377,51.99999999999649,20.999999999993246,-161.99999999999548,-12.999999999996348,-240.99999999999966,4.999999999999449,-22.999999999995246,29.999999999996696,-72.00000000000273,-316.99999999998954,-165.9999999999995,211.00000000000563,68.00000000000139,121.00000000001555,34.000000000006025,-1.0000000000047748,-130.0000000000079,-124.99999999999733,-24.999999999986144,,-417.9999999999837
2021.01.25,129.9999999999968,34.000000000000696,38.99999999998904,197.00000000000273,73.99999999999629,17.999999999995797,-194.0000000000053,-62.99999999999084,-165.99999999999682,-34.99999999999615,-46.00000000000159,-85.00000000000173,-20.000000000010232,-200.99999999998454,-173.00000000000094,164.00000000000858,153.00000000000313,200.00000000000017,46.999999999997044,4.9999999999954525,-50.0000000000056,-68.99999999999685,-8.999999999992347,,-49.999999999997236
2021.01.25,119.99999999999788,-58.99999999998684,53.999999999998494,181.9999999999933,-21.999999999999797,-60.99999999999994,-255.00000000000523,-38.0000000000047,-228.9999999999992,-80.99999999999774,-129.00000000000134,-148.99999999999915,-116.99999999999022,-309.0000000000037,-97.9999999999981,144.99999999999514,-31.000000000003247,-2.999999999997449,-48.99999999999238,-79.00000000000773,-184.00000000000637,-190.00000000000128,-28.000000000005798,,-1610.0000000000155
2021.01.25,137.9999999999937,-57.99999999998029,35.999999999991594,208.99999999999253,24.999999999997247,-51.000000000001044,-286.99999999999284,-78.99999999998464,-192.00000000000728,-80.00000000000229,-97.00000000000264,-153.00000000000313,-93.99999999999409,-349.99999999998363,-218.00000000000708,207.00000000000162,90.99999999999665,43.999999999999595,13.00000000000523,-57.00000000000216,-144.0000000000108,-195.00000000000074,22.0000000000109,,-1269.9999999999836
2021.01.25,127.99999999999478,-72.99999999998974,-9.000000000014552,132.99999999998312,-70.0000000000034,-156.00000000000057,-293.0000000000099,-105.99999999998388,-189.99999999999773,-117.99999999999588,-175.00000000000293,-239.0000000000003,-92.00000000001296,-270.99999999999903,-26.999999999999247,174.00000000000747,-45.000000000006146,-129.99999999998568,-73.99999999999807,-153.0000000000058,-209.00000000000364,-264.999999999993,34.000000000000696,,-2226.0000000000164
2021.01.25,113.99999999999189,-53.999999999998494,25.999999999992696,106.99999999999044,-52.000000000007596,-177.00000000000495,-259.0000000000092,-58.99999999998684,-254.0000000000049,-122.99999999999534,-148.99999999999915,-245.0000000000063,-122.99999999999045,-211.99999999998997,-43.999999999999595,93.00000000000975,-55.000000000005045,-224.99999999998633,-84.99999999999375,-204.00000000000773,-166.00000000001057,-275.99999999999847,86.0000000000083,,-2336.000000000002
2021.01.25,176.99999999999383,-51.000000000001044,65.99999999998829,167.9999999999904,-9.999999999998899,-153.00000000000313,-334.00000000001205,-96.99999999999153,-222.99999999999898,-138.00000000000477,-161.99999999999548,-269.00000000000813,-176.9999999999925,-286.99999999999284,-131.99999999999878,116.99999999998934,-21.00000000000435,-231.0000000000034,-75.00000000000284,-211.00000000001273,-157.00000000000713,-290.9999999999968,120.00000000000898,,-2371.0000000000546
2021.01.25,164.99999999999292,-24.999999999986144,61.99999999998429,163.9999999999864,-3.0000000000085514,-150.00000000000568,-297.9999999999983,-85.99999999998609,-218.9999999999941,-129.9999999999968,-139.99999999999568,-261.0000000000001,-128.99999999999068,-252.99999999999213,-120.00000000000898,123.00000000000644,5.999999999994898,-217.99999999998488,-51.9999999999925,-198.0000000000075,-144.0000000000108,-288.9999999999948,129.00000000000134,,-2065.9999999999877
2021.01.25,147.99999999999258,-107.99999999999699,22.999999999995246,78.99999999998464,-87.00000000000374,-247.00000000000833,-343.00000000000443,-104.99999999999955,-177.0000000000067,-163.99999999999747,-207.99999999999707,-334.00000000000097,-135.99999999999568,-232.99999999999432,-19.999999999997797,69.9999999999923,-123.99999999999079,-390.9999999999858,-100.99999999999909,-258.0000000000098,-190.00000000000128,-345.99999999999073,153.00000000000313,,-3099.0000000000127
2021.01.25,127.99999999999478,-190.00000000000128,1.999999999990898,7.0000000000014495,-156.00000000000057,-293.0000000000099,-397.0000000000029,-95.999999999985,-195.99999999999795,-190.00000000000128,-253.0000000000032,-362.00000000000676,-217.9999999999893,-246.99999999999721,20.999999999982144,4.999999999988347,-235.00000000000742,-468.00000000000176,-164.99999999999204,-301.00000000000193,-221.99999999999997,-353.99999999999875,129.00000000000134,,-4051.0000000000387
2021.01.25,100.00000000000009,-241.99999999998667,-68.00000000000139,0.0,-170.99999999999892,-307.0000000000017,-397.0000000000029,-121.99999999999989,-221.9999999999942,-170.99999999999892,-241.99999999999778,-353.0000000000033,-254.99999999999545,-295.99999999998516,-11.00000000000545,82.00000000000429,-174.99999999999181,-409.99999999999926,-173.00000000000182,-309.0000000000117,-234.00000000000088,-368.9999999999971,127.99999999999478,,-4216.999999999975
2021.01.25,98.99999999999353,-212.99999999999653,-45.000000000006146,-1.0000000000065512,-168.00000000000148,-308.00000000000824,-378.999999999996,-107.99999999999699,-215.0000000000034,-170.00000000000347,-241.99999999999778,-354.0000000000099,-221.00000000000364,-265.99999999998846,14.999999999987246,53.999999999998494,-200.00000000000017,-442.9999999999934,-164.99999999999204,-303.0000000000115,-228.00000000000597,-368.9999999999971,136.00000000000279,,-4094.0000000000364
