names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
USDCHF,10,['AUDCAD'],80.0,1.0,S
EURUSD,20,['EURCHF'],80.0,-1.0,B
USDJPY,10,['EURCHF'],80.0,1.0,S
AUDUSD,30,['USDJPY'],80.0,0.5056724615254029,S
NZDUSD,10,['EURJPY'],80.0,1.0,S
GBPCHF,10,"['GBPCAD', 'GBPAUD', 'GBPJPY']",100.0,-0.26,B
EURCHF,20,"['AUDNZD', 'EURCHF', 'NZDJPY', 'CADJPY', 'AUDCAD', 'EURGBP', 'CADCHF']",100.0,-0.38,B
CHFJPY,20,"['AUDCAD', 'NZDUSD', 'EURCHF']",100.0,-1.0,B
CADCHF,10,"['GBPCHF', 'GBPJPY', 'GBPAUD', 'AUDCAD']",100.0,-0.82,B
AUDCHF,10,"['GBPCHF', 'GBPJPY', 'GBPAUD', 'AUDCAD']",100.0,-0.9,B
NZDCHF,10,['GBPCHF'],80.0,-0.3086190476190477,B
GBPJPY,10,"['EURCAD', 'EURJPY']",80.0,1.0,S
GBPCAD,10,['AUDUSD'],80.0,1.0,S
GBPAUD,15,"['EURNZD', 'AUDCHF', 'NZDCHF', 'USDCHF']",80.0,0.5912471972471972,S
EURJPY,10,['EURAUD'],80.0,0.98,S
EURAUD,20,"['NZDCHF', 'AUDCHF', 'CHFJPY', 'EURGBP', 'NZDUSD', 'EURCHF']",100.0,-0.7483333333333333,B
EURNZD,10,"['AUDCHF', 'NZDCHF', 'CADCHF']",100.0,0.1,S
AUDJPY,10,['EURUSD'],80.0,0.846,S
NZDCAD,10,"['CADCHF', 'AUDCHF', 'NZDCHF']",80.0,-0.35708730158730156,B
