date,GBPUSD,AUDUSD,NZDUSD,CHFJPY,AUDCHF,NZDCHF,EURNZD,AUDJPY,NZDJPY,empty,sum
2021.03.01,-464.9999999999821,-375.0000000000031,-373.00000000000114,-316.0000000000025,-404.99999999999983,-397.99999999999835,-564.9999999999933,-484.00000000000887,-454.9999999999983,,-3835.9999999999873
2021.03.01,-509.99999999998823,-426.00000000000415,-409.0000000000038,-239.99999999999488,-446.00000000000193,-419.9999999999982,-584.9999999999911,-468.0000000000035,-432.00000000000216,,-3935.9999999999877
2021.03.01,-559.9999999999827,-458.00000000000284,-409.99999999999926,-286.00000000000136,-481.0000000000092,-429.0000000000016,-597.9999999999874,-555.9999999999974,-486.99999999999477,,-4264.999999999976
2021.03.01,-574.9999999999922,-483.0000000000001,-432.0000000000102,-323.99999999999807,-487.0000000000041,-426.9999999999996,-581.9999999999936,-587.0000000000033,-509.00000000000034,,-4406.000000000001
2021.03.01,-693.9999999999947,-541.0000000000026,-482.00000000000466,-379.99999999999545,-506.0000000000064,-458.9999999999983,-621.9999999999892,-650.0000000000057,-569.9999999999932,,-4903.999999999989
2021.03.01,-705.0000000000001,-641.9999999999982,-569.0000000000084,-361.99999999999477,-645.0000000000067,-556.0000000000009,-868.9999999999865,-769.999999999996,-668.9999999999969,,-5786.999999999989
2021.03.01,-641.0000000000027,-631.0000000000038,-584.0000000000067,-355.000000000004,-619.9999999999983,-563.0000000000024,-845.9999999999912,-742.999999999995,-670.0000000000017,,-5653.0000000000055
2021.03.01,-385.99999999999744,-480.0000000000027,-429.0000000000016,-243.99999999999977,-618.0000000000074,-519.9999999999983,-706.999999999991,-623.0000000000047,-527.9999999999916,,-4534.9999999999945
2021.03.01,-222.99999999999542,-407.99999999999727,-315.0000000000097,-203.00000000000296,-572.0000000000058,-472.00000000000574,-668.9999999999862,-591.9999999999987,-438.0000000000024,,-3892.0000000000045
2021.03.01,-229.99999999999687,-409.0000000000038,-282.99999999999994,-224.99999999999432,-575.9999999999987,-441.99999999999795,-672.9999999999902,-626.0000000000048,-462.99999999999386,,-3926.99999999998
2021.03.01,-258.0000000000027,-275.99999999999847,-123.00000000000644,-155.00000000000114,-550.000000000006,-350.00000000000585,-529.0000000000017,-492.00000000000443,-286.9999999999919,,-3020.0000000000186
2021.03.01,-258.0000000000027,-277.000000000005,-63.00000000000195,-78.00000000000296,-623.0000000000069,-368.00000000000165,-363.9999999999866,-489.0000000000043,-219.99999999999886,,-2740.000000000011
2021.03.01,-386.9999999999818,-348.00000000000387,-71.00000000000995,28.999999999996362,-748.0000000000042,-458.9999999999983,-315.99999999998295,-567.0000000000073,-250.0,,-3116.999999999992
2021.03.01,-495.000000000001,-322.00000000000006,-69.00000000000794,147.00000000000557,-772.000000000006,-492.0000000000035,-249.99999999999466,-519.0000000000055,-216.99999999999875,,-2989.000000000012
2021.03.01,-383.0,-221.00000000000452,6.999999999990347,66.0000000000025,-622.0000000000003,-385.99999999999744,-190.00000000000128,-430.9999999999974,-159.9999999999966,,-2320.0000000000045
2021.03.01,-194.99999999998963,-228.00000000000597,0.0,40.99999999999682,-595.0000000000011,-353.99999999999875,-143.99999999998857,-436.00000000000705,-167.99999999999216,,-2078.9999999999864
2021.03.01,-193.99999999998306,-262.00000000000665,-57.00000000000705,84.00000000000318,-758.0000000000031,-531.0000000000036,-292.9999999999877,-506.0000000000002,-253.0000000000001,,-2769.999999999988
2021.03.01,-15.999999999993797,-336.00000000000296,-158.0000000000026,182.99999999999272,-783.0000000000003,-583.9999999999957,-420.9999999999825,-563.0000000000024,-334.99999999999375,,-3012.999999999981
2021.03.01,-124.99999999999733,-407.0000000000018,-276.00000000000955,269.00000000000546,-870.9999999999995,-714.0000000000035,-675.9999999999877,-576.9999999999982,-409.9999999999966,,-3786.999999999989
2021.03.01,-332.9999999999833,-514.0000000000033,-343.9999999999999,251.99999999999534,-934.0000000000015,-722.0000000000005,-702.9999999999869,-650.0000000000057,-417.99999999999216,,-4365.999999999977
2021.03.01,-96.99999999999153,-568.9999999999973,-413.0000000000078,272.99999999999613,-1025.0000000000093,-841.9999999999983,-1005.9999999999958,-734.9999999999994,-545.9999999999923,,-4959.999999999996
2021.03.01,-185.99999999999727,-706.0000000000066,-471.0000000000103,379.0000000000049,-1213.0000000000084,-953.9999999999993,-1311.9999999999798,-802.0000000000067,-539.999999999992,,-5804.999999999995
2021.03.01,-127.99999999999478,-768.9999999999975,-448.000000000004,245.00000000000455,-1155.000000000006,-890.0000000000019,-1210.0,-960.000000000008,-593.0000000000035,,-5908.000000000012
2021.03.01,-276.9999999999939,-773.9999999999969,-486.00000000000864,174.99999999999716,-1139.0000000000011,-824.999999999998,-1101.9999999999807,-939.0000000000072,-591.9999999999987,,-5958.999999999989
2021.03.01,-215.99999999999397,-692.9999999999992,-400.00000000000034,248.99999999999523,-1089.0000000000066,-800.9999999999961,-970.9999999999885,-884.0000000000003,-557.0000000000022,,-5361.999999999992
2021.03.01,-197.99999999998707,-724.9999999999978,-432.0000000000102,212.99999999999386,-1118.000000000008,-800.9999999999961,-947.9999999999933,-939.9999999999977,-593.0000000000035,,-5542.0
2021.03.01,-180.99999999998673,-724.0000000000024,-396.00000000000745,189.99999999999773,-1135.0000000000082,-797.9999999999987,-932.9999999999839,-975.0000000000085,-596.0000000000036,,-5548.000000000002
2021.03.01,84.0000000000174,-605.0,-342.000000000009,240.99999999999966,-1102.000000000003,-812.999999999997,-1000.0000000000009,-890.0000000000006,-581.9999999999936,,-5008.999999999987
2021.03.01,23.00000000001745,-675.9999999999989,-354.0000000000099,293.00000000000637,-1213.0000000000084,-870.9999999999995,-966.0000000000002,-996.9999999999999,-623.9999999999952,,-5384.999999999988
2021.03.01,43.999999999999595,-687.9999999999998,-377.0000000000051,275.99999999999625,-1257.0000000000082,-911.0000000000063,-1000.9999999999852,-1051.0000000000018,-667.0000000000016,,-5632.000000000013
2021.03.01,-41.000000000002146,-729.9999999999973,-397.0000000000029,257.000000000005,-1267.000000000007,-916.0000000000057,-1006.9999999999801,-1055.0000000000068,-667.9999999999922,,-5823.999999999988
2021.03.01,-2.999999999997449,-687.9999999999998,-362.00000000000676,254.99999999999545,-1189.0000000000068,-846.0000000000023,-947.9999999999933,-995.0000000000045,-611.9999999999948,,-5388.00000000001
2021.03.01,36.999999999998145,-636.9999999999986,-325.00000000000864,242.00000000000443,-1140.0000000000077,-812.999999999997,-905.0000000000002,-941.0000000000025,-576.9999999999982,,-5059.00000000001
2021.03.01,51.000000000001044,-636.9999999999986,-340.00000000000693,272.00000000000557,-1136.0000000000036,-819.0000000000031,-931.9999999999995,-927.0000000000067,-570.999999999998,,-5039.00000000001
2021.03.01,1.0000000000065512,-641.9999999999982,-317.0000000000006,284.9999999999966,-1136.999999999999,-794.0000000000058,-842.9999999999937,-912.9999999999967,-533.9999999999918,,-4893.999999999983
2021.03.02,25.00000000000835,-678.0000000000008,-457.0000000000074,257.99999999999557,-1138.0000000000057,-851.0000000000017,-1412.9999999999975,-944.0000000000026,-620.9999999999951,,-5819.000000000007
2021.03.02,9.999999999998899,-661.0000000000005,-397.0000000000029,218.00000000000352,-1129.0000000000023,-817.9999999999965,-1244.999999999985,-927.9999999999973,-623.9999999999952,,-5573.999999999977
2021.03.02,-21.999999999988695,-646.9999999999976,-339.0000000000004,243.99999999999977,-1129.0000000000023,-827.0,-898.9999999999832,-927.9999999999973,-599.0000000000038,,-5145.999999999973
2021.03.02,-14.000000000002899,-641.0000000000027,-398.00000000000944,191.99999999999307,-1148.0000000000045,-883.0000000000005,-1020.9999999999831,-987.000000000009,-697.9999999999933,,-5598.000000000013
2021.03.02,-29.999999999996696,-658.0000000000031,-458.00000000000284,210.99999999999852,-1151.000000000002,-929.9999999999975,-1154.999999999995,-989.9999999999949,-736.9999999999948,,-5897.999999999987
2021.03.02,-39.999999999995595,-636.0000000000032,-426.9999999999996,185.99999999999284,-1141.9999999999986,-907.0000000000023,-1098.9999999999834,-984.0000000000089,-725.9999999999991,,-5774.999999999998
2021.03.02,-9.999999999998899,-600.0000000000006,-343.9999999999999,216.99999999999875,-1144.0000000000007,-865.0000000000047,-1018.9999999999922,-966.0000000000082,-655.0000000000011,,-5386.000000000007
2021.03.02,121.99999999999989,-502.9999999999979,-260.00000000000466,242.999999999995,-1086.000000000009,-819.9999999999985,-901.9999999999806,-873.9999999999952,-581.0000000000031,,-4660.999999999994
2021.03.02,165.00000000001512,-533.0000000000057,-242.00000000000887,256.0000000000002,-1091.0000000000086,-777.0000000000055,-851.0000000000017,-871.9999999999999,-519.999999999996,,-4465.000000000011
2021.03.02,238.0000000000049,-470.00000000000375,-207.00000000000162,263.9999999999958,-1031.9999999999995,-748.9999999999997,-839.9999999999964,-786.0000000000014,-471.9999999999942,,-4053.9999999999955
2021.03.02,373.00000000000114,-412.9999999999967,-165.00000000000404,368.9999999999998,-994.000000000006,-726.0000000000044,-839.9999999999964,-679.000000000002,-379.99999999999545,,-3455.0000000000045
2021.03.02,331.0000000000146,-585.0000000000022,-221.00000000000452,326.9999999999982,-1122.0000000000007,-746.9999999999976,-924.9999999999981,-870.9999999999951,-447.00000000000273,,-4259.999999999988
2021.03.02,348.9999999999993,-592.0000000000036,-200.00000000000017,308.9999999999975,-1147.000000000009,-741.0000000000027,-880.9999999999984,-914.0000000000015,-454.9999999999983,,-4272.000000000017
2021.03.02,415.0000000000098,-551.0000000000015,-177.00000000000495,305.9999999999974,-1114.0000000000039,-724.0000000000024,-847.9999999999822,-876.9999999999953,-445.99999999999795,,-4015.999999999981
2021.03.02,504.0000000000156,-475.99999999999864,-129.00000000000134,322.00000000000273,-1062.0000000000073,-697.9999999999986,-784.9999999999912,-805.9999999999974,-394.999999999996,,-3524.9999999999723
2021.03.02,412.9999999999967,-517.9999999999962,-169.00000000000804,343.0000000000035,-1104.000000000005,-738.0000000000053,-831.9999999999883,-841.9999999999987,-427.99999999999727,,-3874.9999999999986
2021.03.02,336.00000000000296,-594.0000000000057,-217.0000000000005,328.00000000000296,-1158.9999999999989,-765.0000000000045,-909.9999999999886,-911.0000000000014,-468.9999999999941,,-4360.999999999987
2021.03.02,335.00000000001864,-565.9999999999999,-173.00000000000094,325.00000000000284,-1139.0000000000011,-729.9999999999973,-818.9999999999919,-879.9999999999955,-427.99999999999727,,-4074.9999999999623
2021.03.02,402.0000000000135,-523.0000000000068,-99.00000000000463,326.9999999999982,-1108.0000000000089,-670.000000000004,-697.9999999999986,-841.0000000000082,-355.000000000004,,-3565.0000000000236
2021.03.02,446.0000000000131,-453.99999999999886,-19.00000000000235,364.0000000000043,-1075.0000000000036,-626.9999999999998,-584.9999999999911,-792.0000000000016,-290.9999999999968,,-3032.999999999977
2021.03.02,398.00000000000944,-429.99999999999704,90.99999999999665,439.9999999999977,-1153.000000000004,-633.0000000000058,-489.99999999999045,-756.0000000000002,-164.00000000000148,,-2696.999999999995
2021.03.02,263.99999999999756,-501.000000000007,67.9999999999903,489.9999999999949,-1268.0000000000025,-685.9999999999977,-468.9999999999861,-856.9999999999993,-206.99999999999363,,-3166.0000000000036
2021.03.02,500.00000000001154,-407.99999999999727,127.99999999999478,554.000000000002,-1192.9999999999995,-653.0000000000035,-398.9999999999938,-769.0000000000055,-158.99999999999181,,-2398.9999999999827
2021.03.02,531.0000000000148,-516.0000000000053,-26.000000000003798,558.9999999999975,-1288.0000000000002,-782.0000000000049,-673.9999999999968,-865.9999999999997,-307.00000000000216,,-3369.0000000000005
2021.03.02,422.00000000001125,-685.0000000000023,-211.00000000000563,516.0000000000053,-1382.0000000000055,-905.9999999999957,-943.9999999999893,-1036.0000000000014,-495.00000000000455,,-4720.999999999988
2021.03.02,316.0000000000052,-831.000000000004,-277.000000000005,507.99999999999557,-1558.0000000000039,-994.000000000006,-1062.9999999999918,-1204.9999999999982,-578.000000000003,,-5682.000000000011
2021.03.02,236.99999999999832,-906.0000000000068,-320.00000000000915,471.00000000000364,-1631.0000000000048,-1027.0000000000002,-1156.999999999986,-1326.9999999999982,-647.0000000000056,,-6307.000000000009
2021.03.02,0.0,-968.9999999999976,-340.00000000000693,367.999999999995,-1623.0000000000077,-978.9999999999966,-1093.999999999995,-1381.0000000000002,-668.9999999999969,,-6687.000000000006
2021.03.02,1.0000000000065512,-934.0000000000015,-304.9999999999997,441.99999999999307,-1614.9999999999998,-1002.9999999999983,-1079.999999999992,-1350.0000000000086,-643.0000000000007,,-6487.000000000001
2021.03.02,1.0000000000065512,-950.0000000000064,-317.0000000000006,466.99999999999875,-1657.0000000000084,-1029.9999999999975,-1042.9999999999939,-1341.9999999999986,-618.9999999999998,,-6490.0
2021.03.02,1.0000000000065512,-944.0000000000003,-319.0000000000026,578.000000000003,-1707.000000000003,-1060.0000000000055,-1105.0000000000005,-1346.0000000000036,-626.9999999999953,,-6529.000000000001
2021.03.02,106.00000000000608,-875.0000000000035,-243.99999999999977,463.99999999999864,-1649.0000000000005,-1004.0000000000049,-934.9999999999969,-1284.9999999999966,-569.0000000000026,,-5991.0
2021.03.02,2.0000000000131024,-999.0000000000055,-363.0000000000022,503.0000000000001,-1662.000000000008,-1034.0000000000016,-989.9999999999798,-1329.0000000000077,-638.0000000000052,,-6509.999999999996
2021.03.02,-58.99999999998684,-1055.000000000006,-400.00000000000034,456.00000000000307,-1707.9999999999984,-1051.0000000000018,-1113.9999999999927,-1409.9999999999966,-674.9999999999972,,-7015.999999999976
2021.03.02,-69.9999999999923,-1046.999999999998,-400.00000000000034,450.9999999999934,-1605.000000000001,-958.9999999999987,-1122.9999999999852,-1326.0000000000077,-612.9999999999995,,-6691.999999999989
2021.03.02,-229.99999999999687,-1051.0000000000018,-469.0000000000083,331.00000000000307,-1528.000000000007,-944.0000000000003,-983.9999999999849,-1332.9999999999984,-662.9999999999967,,-6870.999999999991
2021.03.02,-343.99999999998875,-1073.0000000000018,-524.0000000000023,257.99999999999557,-1507.0000000000027,-985.999999999998,-983.9999999999849,-1329.0000000000077,-730.9999999999945,,-7219.999999999985
2021.03.02,-332.9999999999833,-1136.0000000000036,-569.0000000000084,212.99999999999386,-1529.0000000000025,-983.0000000000006,-998.9999999999943,-1429.000000000002,-795.9999999999923,,-7560.999999999993
2021.03.02,-408.9999999999927,-1165.000000000005,-621.0000000000049,206.99999999999363,-1553.9999999999998,-1012.9999999999973,-1085.999999999987,-1430.9999999999973,-823.9999999999981,,-7895.999999999989
2021.03.02,-417.99999999998505,-1199.0000000000057,-626.0000000000043,203.00000000000296,-1577.0000000000061,-1019.9999999999986,-1097.999999999999,-1481.9999999999993,-841.9999999999987,,-8058.999999999994
2021.03.02,-465.99999999998863,-1200.9999999999966,-634.0000000000013,197.9999999999933,-1582.0000000000057,-1029.000000000002,-1279.9999999999923,-1504.000000000005,-858.0000000000041,,-8356.000000000002
2021.03.02,-466.9999999999952,-1249.0,-696.0000000000077,185.00000000000227,-1643.0000000000055,-1094.0000000000061,-1164.9999999999939,-1537.0000000000061,-909.9999999999966,,-8576.00000000001
2021.03.02,-485.0000000000021,-1211.0000000000066,-654.0000000000101,268.0000000000007,-1636.9999999999995,-1083.9999999999961,-1083.9999999999961,-1498.0000000000045,-875.0,,-8260.000000000015
2021.03.02,-378.999999999996,-1233.0000000000064,-670.000000000004,200.00000000000284,-1614.0000000000043,-1055.000000000006,-1105.0000000000005,-1525.0000000000057,-894.999999999996,,-8276.000000000016
2021.03.02,-434.000000000001,-1285.0000000000027,-725.000000000009,192.99999999999784,-1640.0000000000082,-1090.9999999999975,-1154.999999999995,-1560.0000000000023,-933.9999999999975,,-8631.000000000016
2021.03.02,-432.9999999999945,-1239.9999999999966,-686.0000000000089,197.00000000000273,-1613.0000000000089,-1077.0000000000057,-1063.9999999999982,-1530.0000000000011,-908.9999999999918,,-8355.000000000004
2021.03.02,-383.0,-1194.0000000000061,-660.000000000005,248.99999999999523,-1612.0000000000023,-1075.0000000000036,-1046.999999999998,-1490.9999999999995,-890.0000000000006,,-8103.000000000021
2021.03.02,-342.9999999999822,-1155.000000000006,-608.0000000000085,278.0000000000058,-1577.0000000000061,-1034.999999999997,-943.9999999999893,-1439.9999999999977,-825.0000000000028,,-7648.9999999999845
2021.03.03,-329.99999999998585,-1170.9999999999998,-577.0000000000052,346.00000000000364,-1607.000000000003,-1031.9999999999995,-1037.9999999999834,-1427.9999999999973,-760.9999999999957,,-7597.999999999965
2021.03.03,-319.999999999987,-1109.0000000000043,-565.0000000000044,355.000000000004,-1549.0000000000005,-999.0000000000055,-968.9999999999976,-1365.9999999999995,-742.999999999995,,-7264.999999999989
2021.03.03,-282.9999999999888,-1109.0000000000043,-545.0000000000066,299.0000000000066,-1588.0000000000005,-1027.0000000000002,-841.9999999999872,-1414.0000000000014,-780.0000000000011,,-7288.999999999983
2021.03.03,-300.99999999999574,-1161.000000000001,-586.0000000000088,334.99999999999375,-1639.0000000000016,-1063.9999999999982,-957.9999999999922,-1474.0000000000036,-816.0000000000025,,-7664.00000000001
2021.03.03,-295.99999999998516,-1202.9999999999984,-642.0000000000092,301.00000000000193,-1636.000000000004,-1083.0000000000007,-1008.9999999999932,-1480.000000000004,-849.9999999999943,,-7897.999999999987
2021.03.03,-316.99999999998954,-1287.0000000000048,-684.0000000000068,260.9999999999957,-1736.000000000004,-1138.0000000000057,-1127.9999999999957,-1623.9999999999952,-956.0000000000031,,-8609.00000000001
2021.03.03,-336.9999999999873,-1283.000000000001,-653.0000000000035,243.99999999999977,-1745.0000000000077,-1124.0000000000027,-1057.9999999999811,-1596.0000000000036,-924.9999999999972,,-8476.999999999984
2021.03.03,-375.9999999999986,-1256.0000000000016,-679.0000000000074,233.99999999999466,-1701.000000000008,-1134.999999999997,-1055.9999999999902,-1614.0000000000043,-962.0000000000033,,-8545.000000000016
2021.03.03,-333.9999999999899,-1241.9999999999986,-654.0000000000101,234.99999999999943,-1692.0000000000045,-1116.000000000006,-1002.9999999999983,-1602.0000000000039,-938.0000000000024,,-8346.000000000013
2021.03.03,-319.999999999987,-1188.0000000000002,-581.0000000000093,265.00000000000057,-1677.0000000000064,-1075.999999999999,-925.9999999999824,-1560.0000000000023,-873.9999999999952,,-7936.999999999983
2021.03.03,-367.99999999999056,-1210.0,-597.0000000000031,259.00000000000034,-1690.0000000000025,-1075.0000000000036,-949.9999999999842,-1582.9999999999984,-884.0000000000003,,-8097.999999999982
2021.03.03,-364.9999999999931,-1195.999999999997,-580.0000000000027,242.999999999995,-1672.0000000000068,-1063.0000000000027,-927.9999999999955,-1557.0000000000023,-862.9999999999995,,-7981.0000000000055
2021.03.03,-371.99999999999454,-1190.9999999999977,-562.0000000000069,239.00000000000432,-1685.0000000000032,-1061.000000000001,-864.9999999999825,-1567.9999999999977,-858.0000000000041,,-7922.999999999984
2021.03.03,-358.9999999999982,-1182.0000000000052,-556.0000000000009,212.99999999999386,-1652.000000000009,-1031.000000000004,-804.9999999999891,-1563.0000000000023,-855.000000000004,,-7790.000000000018
2021.03.03,-312.00000000000114,-1145.000000000007,-538.0000000000051,209.00000000000318,-1632.0000000000002,-1022.0000000000007,-777.9999999999898,-1540.0000000000064,-852.0000000000039,,-7610.000000000011
2021.03.03,-259.9999999999936,-1094.0000000000061,-508.00000000000847,198.99999999999807,-1572.0000000000068,-990.000000000002,-759.999999999983,-1484.0000000000089,-816.0000000000025,,-7285.000000000014
2021.03.03,-242.99999999999324,-1090.9999999999975,-507.0000000000019,209.99999999999375,-1572.0000000000068,-994.000000000006,-766.9999999999843,-1475.0000000000086,-816.9999999999931,,-7255.999999999998
2021.03.03,-319.0000000000026,-1146.0000000000025,-542.0000000000091,206.99999999999363,-1610.0000000000002,-1022.0000000000007,-854.9999999999835,-1528.000000000006,-847.999999999999,,-7663.00000000001
2021.03.03,-563.9999999999867,-1244.9999999999961,-629.0000000000018,203.00000000000296,-1717.0000000000018,-1105.0000000000005,-925.9999999999824,-1622.0,-924.9999999999972,,-8529.999999999964
2021.03.03,-601.9999999999915,-1290.9999999999977,-662.000000000007,132.000000000005,-1692.0000000000045,-1087.0000000000045,-906.9999999999911,-1635.000000000005,-926.0000000000019,,-8669.999999999998
2021.03.03,-549.9999999999839,-1214.9999999999993,-622.0000000000003,167.0000000000016,-1740.0000000000082,-1163.000000000003,-1023.9999999999804,-1581.0000000000032,-920.0000000000017,,-8647.999999999978
2021.03.03,-486.999999999993,-1200.0000000000011,-609.9999999999994,344.99999999999886,-1797.000000000004,-1205.999999999996,-1034.999999999986,-1606.9999999999993,-936.9999999999976,,-8533.999999999976
2021.03.03,-641.999999999987,-1224.9999999999984,-641.0000000000027,275.99999999999625,-1792.0000000000048,-1190.9999999999977,-1092.9999999999884,-1614.999999999995,-968.9999999999941,,-8891.999999999973
2021.03.03,-777.9999999999898,-1272.0000000000064,-700.0000000000006,182.99999999999272,-1758.000000000004,-1197.0000000000036,-1064.9999999999827,-1679.000000000002,-1030.0000000000011,,-9295.999999999998
2021.03.03,-594.99999999999,-1222.000000000001,-668.0000000000019,164.00000000000148,-1697.9999999999995,-1144.999999999996,-967.9999999999911,-1635.9999999999957,-1004.0000000000049,,-8771.999999999978
2021.03.03,-570.9999999999882,-1175.9999999999993,-631.0000000000038,182.99999999999272,-1692.0000000000045,-1134.0000000000016,-915.9999999999835,-1620.999999999995,-998.9999999999952,,-8556.999999999978
2021.03.03,-557.9999999999918,-1090.000000000002,-537.0000000000097,239.00000000000432,-1702.9999999999989,-1141.0000000000032,-887.9999999999999,-1546.0000000000064,-911.9999999999919,,-8136.0
2021.03.03,-466.9999999999952,-1067.0000000000068,-520.0000000000093,302.99999999999727,-1739.0000000000016,-1161.9999999999964,-1012.9999999999973,-1528.9999999999964,-906.9999999999965,,-8101.000000000002
2021.03.03,-330.9999999999924,-1080.9999999999986,-513.0000000000078,347.999999999999,-1756.000000000002,-1180.9999999999986,-1063.9999999999982,-1555.0000000000068,-894.0000000000055,,-8027.000000000011
2021.03.03,-495.99999999998533,-1078.9999999999966,-521.0000000000048,402.000000000001,-1729.0000000000027,-1168.0000000000023,-1056.9999999999968,-1509.0000000000005,-878.0000000000001,,-8034.999999999987
2021.03.03,-400.9999999999847,-1056.0000000000014,-483.0000000000001,474.9999999999943,-1721.000000000006,-1138.0000000000057,-1009.9999999999998,-1463.9999999999986,-814.9999999999977,,-7613.0
2021.03.03,-461.99999999998465,-858.0000000000032,-265.0000000000041,448.99999999999807,-1597.9999999999993,-999.0000000000055,-652.9999999999925,-1251.9999999999955,-584.9999999999937,,-6222.99999999998
2021.03.03,-443.99999999999994,-856.9999999999967,-291.0000000000079,456.99999999999363,-1588.0000000000005,-1004.0000000000049,-674.9999999999811,-1253.0,-611.0000000000042,,-6266.000000000002
2021.03.03,-398.9999999999938,-846.0000000000023,-284.0000000000065,304.00000000000205,-1500.0000000000014,-946.0000000000024,-600.9999999999849,-1305.0000000000068,-668.9999999999969,,-6245.999999999994
2021.03.03,-299.99999999998914,-807.9999999999976,-221.99999999999997,332.9999999999984,-1504.0000000000052,-917.9999999999966,-455.99999999998977,-1296.999999999997,-593.0000000000035,,-5764.999999999981
2021.03.03,-498.9999999999828,-933.000000000006,-259.0000000000092,248.99999999999523,-1594.0000000000066,-924.0000000000026,-341.99999999999784,-1393.0000000000007,-623.0000000000047,,-6318.0000000000155
2021.03.03,-619.9999999999983,-1022.0000000000007,-376.00000000000966,373.9999999999952,-1660.000000000006,-1014.0000000000038,-565.9999999999999,-1394.999999999996,-670.0000000000017,,-6949.00000000002
2021.03.03,-626.9999999999998,-1028.0000000000066,-374.0000000000077,418.99999999999693,-1719.0000000000039,-1012.0000000000018,-535.9999999999809,-1436.9999999999977,-670.0000000000017,,-6984.000000000004
2021.03.03,-529.0000000000017,-1000.9999999999964,-307.0000000000017,484.99999999999943,-1723.000000000008,-1027.0000000000002,-487.99999999999955,-1412.0000000000061,-638.0000000000052,,-6640.000000000019
2021.03.03,-471.9999999999835,-951.9999999999973,-245.0000000000063,510.0000000000051,-1694.0000000000066,-978.0000000000011,-391.9999999999924,-1382.9999999999955,-603.9999999999992,,-6209.999999999977
2021.03.03,-516.9999999999897,-1004.0000000000049,-315.0000000000097,509.00000000000034,-1729.9999999999982,-1031.9999999999995,-415.99999999999415,-1439.9999999999977,-664.0000000000015,,-6608.999999999996
2021.03.03,-559.9999999999827,-1017.9999999999967,-321.0000000000046,531.9999999999965,-1751.0000000000025,-1049.0,-430.9999999999814,-1436.9999999999977,-658.0000000000013,,-6692.99999999997
2021.03.03,-422.9999999999956,-907.9999999999977,-230.000000000008,543.0000000000064,-1672.0000000000068,-985.0000000000025,-295.0000000000008,-1353.0000000000086,-587.0000000000033,,-5910.000000000018
2021.03.03,-347.9999999999928,-868.9999999999975,-285.00000000000193,599.0000000000038,-1697.000000000004,-1085.0000000000027,-430.9999999999814,-1307.0000000000023,-632.000000000005,,-6054.999999999985
2021.03.03,-375.9999999999986,-866.0000000000001,-311.00000000000574,590.0000000000034,-1689.0000000000073,-1083.0000000000007,-518.9999999999806,-1316.0000000000025,-670.9999999999923,,-6240.999999999985
