date,GBPUSD,AUDUSD,NZDUSD,CHFJPY,AUDCHF,NZDCHF,EURNZD,AUDJPY,NZDJPY,empty,sum
2021.03.01,67.00000000001705,-636.0000000000032,-321.0000000000046,302.0000000000067,-1135.0000000000082,-802.9999999999982,-896.9999999999923,-909.000000000006,-542.9999999999922,,-4874.999999999981
2021.03.01,52.000000000007596,-617.9999999999964,-282.0000000000045,299.99999999999716,-1118.000000000008,-768.000000000002,-797.9999999999876,-893.0000000000007,-504.99999999999545,,-4629.99999999999
2021.03.01,36.999999999998145,-601.000000000007,-301.0000000000068,367.00000000000443,-1092.9999999999995,-790.0000000000018,-834.0000000000014,-876.0000000000048,-519.999999999996,,-4611.0000000000155
2021.03.02,58.000000000002494,-650.0000000000061,-314.0000000000032,304.9999999999926,-1122.0000000000007,-768.9999999999975,-1079.999999999992,-905.0000000000011,-515.0000000000006,,-4992.000000000006
2021.03.02,30.0000000000189,-600.0000000000006,-332.00000000001006,325.00000000000284,-1079.0000000000077,-768.9999999999975,-857.999999999981,-881.0000000000002,-543.9999999999969,,-4707.999999999973
2021.03.02,48.000000000003595,-567.0000000000064,-304.00000000000426,251.00000000000477,-1077.0000000000057,-792.0000000000039,-800.9999999999851,-881.0000000000002,-563.0000000000024,,-4686.0
2021.03.02,-1.999999999990898,-641.0000000000027,-396.00000000000745,225.9999999999991,-1145.000000000007,-878.000000000001,-1012.9999999999973,-978.0000000000086,-679.9999999999926,,-5507.000000000009
2021.03.02,-14.000000000002899,-621.0000000000049,-416.00000000000523,234.99999999999943,-1127.0000000000002,-895.9999999999968,-1071.999999999984,-954.0000000000077,-700.0000000000028,,-5565.000000000005
2021.03.02,2.0000000000131024,-592.0000000000036,-335.0000000000075,248.99999999999523,-1136.999999999999,-856.0000000000013,-1003.9999999999827,-953.000000000003,-635.9999999999957,,-5261.9999999999845
2021.03.02,135.00000000001845,-494.00000000000557,-260.00000000000466,278.0000000000058,-1083.0000000000007,-821.000000000005,-901.9999999999806,-870.9999999999951,-579.9999999999983,,-4597.999999999965
2021.03.02,225.00000000000853,-438.00000000000506,-158.0000000000026,286.00000000000136,-1025.0000000000093,-724.0000000000024,-705.0000000000001,-796.0000000000065,-459.99999999999375,,-3795.0000000000095
2021.03.02,262.00000000000665,-455.0000000000054,-199.00000000000472,322.00000000000273,-1014.9999999999992,-738.0000000000053,-766.9999999999843,-759.0000000000003,-451.9999999999982,,-3800.9999999999886
2021.03.02,462.0000000000068,-375.9999999999986,-138.00000000000477,450.00000000000284,-970.9999999999997,-705.9999999999956,-798.9999999999942,-615.9999999999997,-331.99999999999363,,-3025.9999999999764
2021.03.02,426.9999999999996,-328.0000000000061,-80.00000000000229,385.9999999999957,-905.0000000000002,-636.9999999999986,-644.0000000000001,-582.9999999999984,-287.9999999999967,,-2652.000000000007
2021.03.02,368.00000000001273,-539.0000000000006,-176.0000000000095,331.99999999999363,-1084.0000000000073,-707.000000000002,-808.9999999999931,-831.0000000000031,-409.9999999999966,,-3856.0000000000055
2021.03.02,442.00000000000904,-531.9999999999991,-152.00000000000767,325.00000000000284,-1101.0000000000075,-707.000000000002,-818.9999999999919,-853.9999999999992,-414.99999999999204,,-3812.9999999999873
2021.03.02,580.0000000000027,-450.00000000000597,-90.0000000000012,355.000000000004,-1024.0000000000027,-648.9999999999995,-696.999999999992,-745.0000000000045,-326.9999999999982,,-3046.9999999999973
2021.03.02,575.0000000000144,-436.9999999999985,-90.0000000000012,371.9999999999999,-1035.0000000000082,-672.0000000000059,-713.9999999999924,-746.9999999999999,-341.99999999999875,,-3089.9999999999905
2021.03.02,469.0000000000083,-485.99999999999756,-152.00000000000767,365.99999999999966,-1077.0000000000057,-722.9999999999959,-822.9999999999959,-798.0000000000018,-406.9999999999965,,-3630.9999999999927
2021.03.02,348.00000000001495,-560.0000000000049,-169.00000000000804,344.99999999999886,-1131.0000000000043,-728.0000000000064,-813.9999999999814,-876.0000000000048,-426.9999999999925,,-4011.999999999988
2021.03.02,408.00000000000836,-519.0000000000028,-94.00000000000519,349.9999999999943,-1099.0000000000055,-663.999999999998,-678.0000000000008,-835.9999999999985,-346.9999999999942,,-3479.0000000000023
2021.03.02,457.00000000001853,-440.00000000000705,0.999999999995449,364.0000000000043,-1058.9999999999989,-607.9999999999974,-535.9999999999809,-778.9999999999964,-272.00000000000557,,-2871.9999999999677
2021.03.02,497.0000000000141,-363.0000000000022,149.99999999999457,466.99999999999875,-1038.0000000000057,-516.0000000000053,-335.9999999999808,-680.0000000000068,-97.99999999999898,,-1916.9999999999923
2021.03.02,446.0000000000131,-380.00000000000256,131.99999999999878,587.0000000000033,-1131.0000000000043,-604.0000000000045,-387.99999999998835,-701.9999999999982,-118.99999999999977,,-2158.9999999999827
2021.03.02,502.00000000000244,-350.00000000000585,167.9999999999904,709.0000000000032,-1185.0000000000027,-646.9999999999976,-354.9999999999942,-679.000000000002,-88.99999999999864,,-1926.000000000005
2021.03.02,602.0000000000136,-407.0000000000018,131.99999999999878,575.0000000000028,-1180.9999999999986,-626.9999999999998,-393.99999999998323,-769.0000000000055,-152.9999999999916,,-2221.9999999999654
2021.03.02,619.9999999999983,-446.9999999999974,31.999999999998696,623.9999999999952,-1240.0000000000077,-741.9999999999982,-625.9999999999932,-805.0000000000068,-256.0000000000002,,-2840.000000000011
2021.03.02,443.99999999999994,-663.999999999998,-190.00000000000128,524.0000000000009,-1363.9999999999986,-875.999999999999,-928.9999999999799,-1016.0000000000053,-478.9999999999992,,-4549.999999999981
2021.03.02,360.0000000000048,-805.0000000000001,-255.00000000000523,590.0000000000034,-1541.0000000000034,-983.0000000000006,-1042.9999999999939,-1179.000000000002,-557.9999999999927,,-5413.999999999989
2021.03.02,300.00000000001137,-884.000000000007,-247.00000000000833,484.99999999999943,-1595.000000000002,-956.0000000000013,-1000.9999999999852,-1317.0000000000073,-597.999999999999,,-5812.999999999999
2021.03.02,14.000000000002899,-933.000000000006,-301.0000000000068,447.00000000000273,-1600.0000000000014,-961.9999999999961,-1030.999999999982,-1349.0000000000036,-631.0000000000002,,-6345.99999999999
2021.03.02,127.00000000001043,-848.0000000000043,-211.00000000000563,481.9999999999993,-1544.000000000001,-902.9999999999983,-888.9999999999842,-1260.000000000005,-539.999999999992,,-5585.999999999981
2021.03.02,1.0000000000065512,-926.0000000000045,-310.0000000000103,591.9999999999987,-1652.000000000009,-1027.9999999999957,-1014.9999999999882,-1307.0000000000023,-611.0000000000042,,-6256.00000000001
2021.03.02,143.00000000000423,-873.999999999997,-234.00000000000088,612.9999999999995,-1645.0000000000075,-999.0000000000055,-908.999999999982,-1283.0000000000014,-563.0000000000024,,-5750.999999999994
2021.03.02,174.00000000000747,-833.0000000000059,-192.00000000000327,525.0000000000057,-1556.0000000000018,-912.0000000000017,-815.9999999999945,-1242.999999999995,-519.0000000000055,,-5371.9999999999945
2021.03.02,43.00000000001525,-992.000000000004,-360.0000000000048,569.0000000000026,-1656.0000000000018,-1022.9999999999961,-986.9999999999824,-1323.9999999999982,-618.9999999999998,,-6348.99999999997
2021.03.02,-26.999999999999247,-1009.9999999999998,-358.0000000000028,468.9999999999941,-1563.0000000000032,-917.9999999999966,-1001.9999999999918,-1287.0000000000061,-563.0000000000024,,-6259.000000000008
2021.03.02,97.00000000001374,-873.999999999997,-287.0000000000039,477.00000000000387,-1453.9999999999998,-870.0000000000041,-889.9999999999908,-1158.0000000000014,-503.0000000000001,,-5461.99999999998
2021.03.02,-192.99999999999872,-1038.0000000000057,-447.0000000000085,331.00000000000307,-1492.0000000000045,-911.0000000000063,-934.9999999999969,-1304.000000000002,-647.9999999999961,,-6637.0000000000155
2021.03.02,-263.99999999999756,-1046.999999999998,-524.0000000000023,332.9999999999984,-1502.0000000000034,-983.999999999996,-954.9999999999948,-1314.9999999999977,-730.9999999999945,,-6988.999999999985
2021.03.02,-329.00000000000153,-1124.0000000000027,-558.000000000003,218.9999999999941,-1519.999999999999,-965.0000000000048,-963.999999999987,-1415.9999999999968,-781.9999999999965,,-7438.999999999998
2021.03.02,-404.9999999999887,-1143.0000000000052,-586.0000000000088,245.00000000000455,-1538.0000000000061,-995.9999999999969,-1023.9999999999804,-1423.0000000000018,-801.9999999999925,,-7671.999999999976
2021.03.02,-390.0000000000015,-1124.0000000000027,-550.000000000006,230.99999999999454,-1522.0000000000011,-726.0000000000044,-948.9999999999999,-1411.0000000000014,-769.0000000000055,,-7210.000000000027
2021.03.02,-454.9999999999832,-1200.0000000000011,-620.0000000000094,200.9999999999934,-1582.0000000000057,-1012.9999999999973,-996.9999999999812,-1503.0,-855.000000000004,,-8023.999999999987
2021.03.02,-458.9999999999872,-1204.000000000005,-644.0000000000001,290.00000000000625,-1628.0000000000073,-1073.9999999999973,-1063.9999999999982,-1492.999999999995,-867.0000000000044,,-8142.999999999988
2021.03.02,-340.9999999999913,-1173.9999999999973,-590.0000000000016,281.9999999999965,-1591.000000000009,-1014.0000000000038,-957.9999999999922,-1457.0000000000077,-804.000000000002,,-7647.000000000007
2021.03.02,-356.9999999999851,-1192.000000000004,-616.0000000000055,219.99999999999886,-1589.000000000007,-1022.0000000000007,-1021.9999999999895,-1497.0,-852.0000000000039,,-7926.999999999996
2021.03.02,-408.9999999999927,-1227.0000000000002,-676.0000000000099,201.99999999999818,-1590.0000000000025,-1044.999999999996,-1034.999999999986,-1510.9999999999957,-893.0000000000007,,-8183.999999999985
2021.03.02,-376.9999999999829,-1189.0000000000068,-657.0000000000076,263.9999999999958,-1604.0000000000055,-1077.0000000000057,-1044.9999999999848,-1484.9999999999995,-888.9999999999958,,-8058.999999999992
2021.03.02,-272.99999999998994,-1119.9999999999989,-579.0000000000073,295.0000000000017,-1553.0000000000043,-1012.9999999999973,-879.9999999999919,-1403.000000000006,-795.9999999999923,,-7321.999999999987
2021.03.02,-232.99999999999432,-1095.0000000000016,-523.0000000000068,367.999999999995,-1485.9999999999984,-951.0000000000018,-883.9999999999959,-1335.9999999999986,-750.0,,-6890.000000000002
2021.03.03,-308.9999999999815,-1097.0000000000036,-491.0000000000081,387.00000000000045,-1550.0000000000068,-953.0000000000039,-817.000000000001,-1338.9999999999986,-680.9999999999974,,-6850.000000000001
2021.03.03,-234.99999999998522,-1058.0000000000034,-465.9999999999998,405.00000000000114,-1506.0000000000073,-909.0000000000042,-759.999999999983,-1307.0000000000023,-641.9999999999959,,-6477.99999999998
2021.03.03,-269.9999999999925,-1099.0000000000055,-536.0000000000032,352.00000000000387,-1585.0000000000032,-1027.0000000000002,-834.0000000000014,-1403.000000000006,-772.9999999999961,,-7175.000000000004
2021.03.03,-253.99999999999866,-1151.000000000002,-579.0000000000073,337.99999999999386,-1621.0000000000057,-1051.9999999999973,-926.999999999989,-1454.0000000000077,-810.9999999999928,,-7511.000000000007
2021.03.03,-254.999999999983,-1163.9999999999984,-609.9999999999994,331.99999999999363,-1614.9999999999998,-1065.0000000000048,-986.9999999999824,-1451.9999999999982,-828.9999999999935,,-7644.999999999966
2021.03.03,-285.99999999998624,-1236.0000000000039,-641.0000000000027,304.9999999999926,-1691.000000000009,-1100.000000000001,-1047.9999999999823,-1558.0000000000068,-885.9999999999957,,-8140.999999999995
2021.03.03,-293.99999999999426,-1190.9999999999977,-608.0000000000085,274.0000000000009,-1651.0000000000025,-1075.0000000000036,-939.9999999999853,-1534.9999999999966,-876.9999999999953,,-7896.999999999983
2021.03.03,-322.9999999999844,-1214.0000000000039,-650.0000000000061,256.0000000000002,-1671.0000000000002,-1116.000000000006,-1001.9999999999918,-1572.0000000000027,-938.0000000000024,,-8229.999999999996
2021.03.03,-258.99999999998704,-1151.000000000002,-548.0000000000041,272.00000000000557,-1635.0000000000086,-1041.9999999999984,-861.0000000000007,-1519.999999999996,-840.999999999994,,-7584.9999999999845
2021.03.03,-314.99999999999864,-1143.0000000000052,-540.0000000000072,277.000000000001,-1636.9999999999995,-1038.0000000000057,-856.9999999999967,-1515.0000000000005,-832.9999999999984,,-7601.000000000011
2021.03.03,-352.9999999999811,-1195.999999999997,-579.0000000000073,281.0000000000059,-1674.0000000000089,-1063.9999999999982,-926.999999999989,-1555.0000000000068,-861.9999999999948,,-7928.999999999976
2021.03.03,-334.9999999999964,-1158.0000000000034,-526.9999999999997,286.00000000000136,-1652.000000000009,-1027.9999999999957,-831.9999999999883,-1525.0000000000057,-814.9999999999977,,-7585.9999999999945
2021.03.03,-342.9999999999822,-1156.9999999999968,-533.0000000000057,239.00000000000432,-1635.0000000000086,-1019.0000000000032,-790.9999999999861,-1537.9999999999968,-834.9999999999937,,-7611.99999999997
2021.03.03,-273.9999999999965,-1122.0000000000007,-501.000000000007,230.99999999999454,-1597.0000000000039,-980.9999999999985,-691.9999999999815,-1503.0,-801.0000000000019,,-7239.999999999995
2021.03.03,-230.9999999999812,-1068.9999999999977,-491.0000000000081,228.9999999999992,-1553.0000000000043,-978.0000000000011,-697.9999999999986,-1450.0000000000027,-793.9999999999969,,-7034.999999999991
2021.03.03,-232.99999999999432,-1082.0000000000052,-499.000000000005,227.99999999999443,-1566.0000000000007,-988.9999999999955,-758.9999999999985,-1466.9999999999986,-807.9999999999927,,-7174.999999999996
2021.03.03,-113.99999999999189,-1026.0000000000048,-461.0000000000003,250.0,-1530.000000000009,-966.9999999999957,-731.9999999999993,-1409.000000000006,-766.9999999999959,,-6756.000000000004
2021.03.03,-265.99999999998846,-1068.9999999999977,-480.0000000000027,240.99999999999966,-1565.0000000000052,-978.0000000000011,-736.9999999999877,-1457.0000000000077,-784.9999999999966,,-7095.999999999987
2021.03.03,-527.9999999999951,-1226.0000000000048,-618.0000000000074,231.99999999999932,-1675.9999999999998,-1077.0000000000057,-890.9999999999974,-1599.0000000000036,-909.9999999999966,,-8293.000000000011
2021.03.03,-527.9999999999951,-1214.9999999999993,-568.0000000000018,180.99999999999739,-1623.0000000000077,-992.000000000004,-786.9999999999822,-1567.9999999999977,-843.0000000000035,,-7942.9999999999945
2021.03.03,-373.99999999998545,-1146.999999999998,-583.0000000000002,373.00000000000466,-1724.0000000000034,-1156.9999999999968,-1018.9999999999922,-1546.0000000000064,-908.0000000000013,,-8084.999999999979
2021.03.03,-334.9999999999964,-1133.0000000000061,-539.0000000000006,427.0000000000067,-1758.9999999999995,-1163.9999999999984,-969.999999999982,-1549.9999999999973,-876.9999999999953,,-7899.999999999969
2021.03.03,-641.999999999987,-1173.0000000000018,-629.0000000000018,299.99999999999716,-1702.0000000000034,-1156.0000000000014,-1044.9999999999848,-1573.0000000000075,-956.9999999999936,,-8576.999999999984
2021.03.03,-531.9999999999991,-1214.9999999999993,-650.0000000000061,215.99999999999397,-1697.000000000004,-1136.999999999999,-866.9999999999956,-1626.0000000000048,-984.9999999999994,,-8493.000000000013
2021.03.03,-531.9999999999991,-1177.000000000006,-631.0000000000038,186.9999999999976,-1673.0000000000023,-1127.9999999999957,-912.999999999986,-1620.0000000000045,-995.0000000000045,,-8482.000000000004
2021.03.03,-539.0000000000006,-1085.9999999999982,-532.0000000000102,253.0000000000001,-1641.999999999999,-1087.0000000000045,-840.9999999999807,-1534.9999999999966,-902.000000000001,,-7910.999999999991
2021.03.03,-455.99999999998977,-1058.9999999999989,-509.9999999999993,314.9999999999977,-1663.9999999999989,-1114.0000000000039,-834.9999999999858,-1518.0000000000007,-894.0000000000055,,-7734.9999999999845
2021.03.03,-238.99999999998923,-1026.0000000000048,-450.00000000000597,423.0000000000018,-1724.0000000000034,-1139.9999999999966,-946.9999999999867,-1510.000000000005,-849.9999999999943,,-7462.999999999984
2021.03.03,-256.99999999999613,-1053.9999999999993,-490.00000000000153,438.0000000000024,-1729.0000000000027,-1155.000000000006,-1019.9999999999986,-1506.0000000000002,-862.9999999999995,,-7636.000000000002
2021.03.03,-384.9999999999909,-1056.9999999999968,-482.00000000000466,480.000000000004,-1719.9999999999993,-1138.0000000000057,-1000.0000000000009,-1463.9999999999986,-813.999999999993,,-7579.999999999985
2021.03.03,-342.9999999999822,-841.0000000000028,-239.0000000000003,572.9999999999933,-1585.9999999999986,-973.999999999997,-627.9999999999841,-1242.999999999995,-563.0000000000024,,-5843.999999999969
2021.03.03,-420.9999999999825,-819.9999999999985,-240.00000000000688,480.99999999999454,-1492.0000000000045,-905.9999999999957,-567.9999999999907,-1200.0000000000027,-542.0000000000016,,-5707.999999999989
2021.03.03,-244.9999999999841,-766.0,-230.000000000008,460.9999999999985,-1482.0000000000055,-934.0000000000015,-545.9999999999799,-1201.9999999999982,-588.9999999999986,,-5532.999999999976
2021.03.03,-214.00000000000307,-694.0000000000057,-132.0000000000099,409.9999999999966,-1446.9999999999982,-873.999999999997,-353.99999999998766,-1200.0000000000027,-554.000000000002,,-5059.000000000009
2021.03.03,-2.999999999997449,-695.9999999999966,-68.00000000000139,361.99999999999477,-1443.0000000000055,-807.0000000000022,-217.0000000000005,-1222.999999999999,-506.0000000000002,,-4601.000000000008
2021.03.03,-458.9999999999872,-878.9999999999965,-220.00000000000907,384.00000000000034,-1548.000000000005,-892.0000000000039,-275.9999999999874,-1331.0000000000032,-587.0000000000033,,-5807.9999999999945
2021.03.03,-600.9999999999849,-1002.9999999999983,-350.00000000000585,465.999999999994,-1644.000000000001,-992.9999999999994,-497.99999999999847,-1385.000000000005,-652.9999999999916,,-6660.99999999999
2021.03.03,-493.99999999999443,-985.0000000000025,-272.00000000000557,513.0000000000052,-1697.000000000004,-982.0000000000051,-377.9999999999894,-1411.0000000000014,-608.0000000000041,,-6314.0
2021.03.03,-286.99999999999284,-929.9999999999975,-239.0000000000003,521.0000000000008,-1665.0000000000055,-973.999999999997,-391.9999999999924,-1370.999999999995,-593.9999999999941,,-5930.9999999999745
2021.03.03,-425.99999999999307,-902.9999999999983,-203.00000000000873,546.0000000000065,-1657.0000000000084,-955.0000000000058,-270.99999999999903,-1343.0000000000036,-554.000000000002,,-5766.000000000013
2021.03.03,-506.9999999999908,-982.0000000000051,-289.0000000000059,566.9999999999931,-1723.000000000008,-1021.0000000000052,-373.00000000000114,-1406.9999999999964,-623.9999999999952,,-6359.000000000015
2021.03.03,-417.0000000000007,-906.0000000000068,-230.000000000008,557.0000000000022,-1671.0000000000002,-985.0000000000025,-291.9999999999812,-1350.999999999999,-587.0000000000033,,-5882.0
2021.03.03,-302.9999999999866,-787.9999999999998,-139.00000000000023,602.9999999999944,-1605.000000000001,-941.9999999999984,-168.99999999999693,-1243.9999999999998,-507.000000000005,,-5093.999999999993
2021.03.03,-275.9999999999874,-834.0000000000014,-241.00000000000233,680.9999999999974,-1685.0000000000032,-1070.9999999999998,-415.99999999999415,-1280.0000000000011,-605.000000000004,,-5726.999999999995
2021.03.03,-302.9999999999866,-819.0000000000031,-301.0000000000068,605.9999999999945,-1617.0000000000018,-1078.0000000000011,-508.9999999999817,-1256.0000000000002,-664.0000000000015,,-5940.999999999988
2021.03.03,-235.99999999999176,-741.9999999999982,-140.0000000000068,694.0000000000026,-1617.0000000000018,-994.000000000006,-227.99999999998377,-1194.0000000000027,-507.000000000005,,-4963.999999999993
