date,USDCHF,EURUSD,USDCAD,GBPCHF,CHFJPY,GBPJPY,GBPAUD,EURJPY,EURCAD,CADJPY,AUDCAD,NZDCAD,empty,sum
2016.02.01,0.0,-45.000000000006146,-105.99999999998388,-378.00000000001165,0.0,-18.000000000000682,0.0,-174.99999999998295,-64.99999999998174,0.0,-126.0000000000039,-136.99999999999824,,-1049.999999999969
2016.02.01,192.99999999999872,-52.000000000007596,-166.99999999998383,-377.0000000000051,34.99999999999659,-39.99999999999204,139.00000000002245,-141.9999999999959,51.000000000001044,16.999999999995907,-177.00000000000495,-63.99999999999739,,-583.9999999999721
2016.02.01,278.00000000000045,8.000000000008,-205.99999999999508,-476.0000000000098,64.99999999999773,-145.00000000001023,245.0000000000063,-134.9999999999909,-197.99999999998707,-112.99999999999955,-180.99999999999784,65.00000000000395,,-792.999999999974
2016.02.01,342.9999999999822,46.999999999997044,-148.99999999999915,-533.0000000000057,176.00000000000193,-117.999999999995,306.00000000000625,-141.9999999999959,-161.99999999999548,-52.99999999999727,-213.00000000000762,80.99999999999774,,-417.0000000000109
2016.02.01,185.99999999999727,-45.000000000006146,-216.99999999997831,-581.0000000000093,70.99999999999795,-252.00000000000955,559.9999999999827,-125.99999999997635,-90.99999999999665,-114.00000000000432,-295.0000000000008,63.99999999999739,,-840.0000000000061
2016.02.01,133.99999999998968,-92.00000000000318,-368.9999999999971,-312.00000000000114,39.99999999999204,-9.999999999990905,800.0000000000007,-147.99999999999613,175.00000000001404,72.00000000000273,-341.99999999999784,117.99999999999588,,66.00000000000878
2016.02.01,78.99999999998464,-140.0000000000068,-373.99999999998545,-363.0000000000022,-79.00000000000773,-256.0000000000002,815.0000000000101,-126.99999999998113,292.00000000000335,75.00000000000284,-204.99999999999963,-31.000000000003247,,-313.9999999999854
2016.02.01,72.99999999998974,-154.99999999999403,-388.9999999999949,-384.00000000000654,-70.00000000000739,-304.00000000000205,648.9999999999885,-38.99999999998727,320.00000000000915,85.99999999999852,-229.99999999999687,-105.99999999999498,,-548.999999999998
2016.02.01,44.99999999998394,-188.00000000001037,-436.9999999999985,-364.00000000000875,-9.000000000000341,-163.99999999998727,782.000000000016,-55.999999999983174,374.0000000000077,185.00000000000227,-107.00000000000153,-175.99999999999838,,-114.99999999997848
2016.02.01,69.9999999999923,-184.99999999999073,-363.9999999999866,-409.99999999999926,-63.00000000000239,-280.00000000000114,767.0000000000066,95.00000000002728,433.0000000000167,129.99999999999545,-56.0000000000005,-180.99999999999784,,-43.99999999994003
2016.02.01,82.99999999998863,-174.00000000000747,-380.9999999999869,-401.00000000000693,-28.000000000005798,-241.00000000001387,857.0000000000189,83.00000000002683,472.00000000000574,149.99999999999147,-70.0000000000034,-165.00000000000404,,185.00000000000318
2016.02.01,53.999999999998494,-222.00000000001108,-461.0000000000003,-322.00000000000006,-15.000000000000568,-122.99999999999045,844.9999999999847,84.00000000000318,595.0000000000122,227.00000000000387,-72.0000000000054,-197.99999999999818,,391.99999999999613
2016.02.01,51.99999999998539,-218.99999999999142,-420.9999999999825,-314.00000000001427,-41.00000000001103,-168.00000000000637,665.0000000000044,96.00000000000364,601.000000000007,215.0000000000034,-26.999999999999247,-243.00000000000432,,195.99999999999494
2016.02.01,54.99999999998284,-204.00000000000418,-417.99999999998505,-322.00000000000006,-21.000000000000796,-151.00000000001046,661.0000000000227,78.00000000000296,545.0000000000177,207.9999999999984,36.999999999998145,-261.0000000000001,,207.0000000000221
2016.02.01,55.99999999998939,-192.99999999999872,-341.99999999999784,-334.9999999999964,-128.0000000000001,-319.9999999999932,436.00000000001415,117.00000000001864,392.9999999999989,61.99999999999761,43.999999999999595,-214.99999999999852,,-424.99999999996646
2016.02.01,63.99999999999739,-177.00000000000495,-303.9999999999932,-383.0,-136.0000000000099,-399.0000000000009,448.000000000004,162.00000000000614,337.0000000000095,42.999999999992156,61.999999999995396,-161.00000000000003,,-444.0000000000042
2016.02.01,59.99999999999339,-185.99999999999727,-420.9999999999825,-334.9999999999964,-112.99999999999955,-324.0000000000123,550.000000000006,152.00000000001523,499.000000000005,111.99999999999477,75.9999999999983,-200.99999999999562,,-130.99999999997084
2016.02.01,56.99999999999594,-222.99999999999542,-550.9999999999903,-363.0000000000022,-64.99999999999773,-240.0000000000091,553.9999999999878,112.00000000002319,625.0000000000089,194.99999999999318,108.99999999999244,-255.00000000000523,,-44.99999999999858
