date,USDCAD,EURCAD,empty,sum
2018.07.23,-95.00000000000064,-89.00000000000574,,-184.00000000000637
2018.07.23,-113.00000000000753,-141.00000000001333,,-254.00000000002086
2018.07.23,-114.0000000000141,-121.99999999999989,,-236.00000000001398
2018.07.23,-42.0000000000087,-100.0000000000112,,-142.0000000000199
2018.07.23,53.999999999998494,-131.99999999999878,,-78.00000000000028
2018.07.23,41.99999999998649,-107.99999999999699,,-66.00000000001049
2018.07.23,19.999999999997797,-161.99999999999548,,-141.99999999999767
2018.07.23,35.999999999991594,-182.0000000000155,,-146.0000000000239
2018.07.23,-13.000000000018552,-205.00000000001074,,-218.0000000000293
2018.07.23,1.999999999990898,-219.00000000001364,,-217.00000000002274
2018.07.23,-40.0000000000178,-239.00000000001143,,-279.0000000000292
2018.07.23,-59.000000000009045,-224.000000000002,,-283.000000000011
2018.07.23,-72.0000000000054,-209.9999999999991,,-282.0000000000045
2018.07.23,-38.0000000000047,-238.0000000000049,,-276.0000000000096
2018.07.23,-50.0000000000167,-235.00000000000742,,-285.0000000000241
2018.07.23,-66.00000000001049,-188.9999999999947,,-255.0000000000052
2018.07.23,-68.00000000000139,-178.99999999999582,,-246.99999999999721
2018.07.23,-101.00000000001774,-163.00000000000205,,-264.0000000000198
2018.07.23,-90.00000000001229,-124.99999999999733,,-215.0000000000096
2018.07.23,-120.00000000000898,-87.00000000001484,,-207.00000000002382
2018.07.23,-130.0000000000079,-194.0000000000053,,-324.0000000000132
2018.07.23,-148.99999999999915,-348.9999999999993,,-497.99999999999847
2018.07.23,-131.99999999999878,-236.00000000001398,,-368.00000000001273
2018.07.23,-186.0000000000195,-120.00000000000898,,-306.0000000000285
2018.07.23,-278.00000000000045,-9.000000000014552,,-287.000000000015
2018.07.23,-254.00000000002086,90.99999999999665,,-163.00000000002422
2018.07.23,-254.00000000002086,58.000000000002494,,-196.00000000001836
2018.07.23,-143.00000000000423,31.000000000003247,,-112.000000000001
2018.07.23,-131.00000000001444,-19.00000000001345,,-150.00000000002788
2018.07.23,-131.00000000001444,-62.000000000006494,,-193.00000000002092
2018.07.23,-139.00000000000023,-11.00000000000545,,-150.00000000000568
2018.07.23,-170.00000000000347,-93.99999999999409,,-263.99999999999756
2018.07.23,-319.0000000000026,-173.00000000000094,,-492.0000000000035
2018.07.23,-298.00000000002046,-89.00000000000574,,-387.0000000000262
2018.07.23,-316.0000000000052,-99.00000000000463,,-415.0000000000098
2018.07.23,-296.0000000000074,-76.0000000000094,,-372.00000000001677
2018.07.23,-298.00000000002046,-59.000000000009045,,-357.0000000000295
2018.07.23,-291.00000000001904,-63.99999999999739,,-355.0000000000164
2018.07.23,-389.0000000000171,-36.999999999998145,,-426.00000000001523
2018.07.23,-379.0000000000182,-21.00000000000435,,-400.0000000000225
2018.07.23,-378.00000000001165,-131.99999999999878,,-510.00000000001046
2018.07.23,-496.00000000000756,-161.00000000001114,,-657.0000000000186
2018.07.23,-509.00000000000387,-109.00000000000354,,-618.0000000000074
2018.07.23,-503.000000000009,-116.00000000000499,,-619.000000000014
2018.07.23,-470.00000000001484,-104.99999999999955,,-575.0000000000143
2018.07.23,-451.0000000000014,-104.99999999999955,,-556.0000000000009
2018.07.23,-389.0000000000171,-59.99999999999339,,-449.0000000000105
2018.07.23,-469.0000000000083,-99.00000000000463,,-568.000000000013
2018.07.24,-465.0000000000043,-85.00000000000173,,-550.000000000006
2018.07.24,-458.00000000000284,-99.00000000000463,,-557.0000000000075
2018.07.24,-446.0000000000131,-83.00000000001084,,-529.0000000000239
2018.07.24,-426.00000000001523,-89.00000000000574,,-515.0000000000209
2018.07.24,-470.00000000001484,-70.0000000000145,,-540.0000000000293
2018.07.24,-469.0000000000083,-89.00000000000574,,-558.0000000000141
2018.07.24,-478.0000000000006,-99.00000000000463,,-577.0000000000052
2018.07.24,-486.00000000000864,-129.00000000000134,,-615.00000000001
2018.07.24,-533.0000000000057,-154.0000000000097,,-687.0000000000153
2018.07.24,-510.00000000001046,-168.99999999999693,,-679.0000000000074
2018.07.24,-459.0000000000094,-117.00000000001154,,-576.0000000000209
2018.07.24,-463.0000000000134,-52.000000000007596,,-515.000000000021
2018.07.24,-467.0000000000174,-26.999999999999247,,-494.00000000001666
2018.07.24,-479.0000000000072,-49.99999999999449,,-529.0000000000017
2018.07.24,-484.00000000001774,-53.999999999998494,,-538.0000000000163
2018.07.24,-559.0000000000206,-21.00000000000435,,-580.0000000000249
2018.07.24,-540.0000000000072,-9.000000000014552,,-549.0000000000217
2018.07.24,-503.000000000009,-29.999999999996696,,-533.0000000000057
2018.07.24,-570.0000000000039,-11.00000000000545,,-581.0000000000093
2018.07.24,-620.0000000000206,65.00000000000395,,-555.0000000000166
2018.07.24,-625.0000000000089,12.999999999996348,,-612.0000000000125
2018.07.24,-522.0000000000002,-211.00000000000563,,-733.0000000000059
2018.07.24,-491.0000000000192,-134.99999999999625,,-626.0000000000155
2018.07.24,-491.0000000000192,7.0000000000014495,,-484.00000000001774
