date,USDCHF,GBPUSD,AUDUSD,NZDUSD,GBPCHF,EURCHF,NZDCHF,EURGBP,GBPCAD,EURCAD,EURAUD,AUDJPY,AUDCAD,AUDNZD,empty,sum
2017.02.20,-48.000000000003595,-86.0000000000083,-50.0000000000056,0.0,-89.00000000000574,-71.00000000002105,-73.00000000000084,-31.000000000003247,-46.999999999997044,-180.0000000000024,-232.00000000000998,-45.99999999999227,-29.999999999996696,-160.00000000000458,,-1143.0000000000514
2017.02.20,-24.000000000001798,-165.9999999999995,-26.000000000003798,12.999999999996348,-103.99999999999298,-103.00000000000864,-85.00000000000173,22.999999999995246,-124.99999999999733,-234.00000000000088,-327.00000000001063,40.00000000000625,-28.000000000005798,150.00000000000568,,-996.0000000000198
2017.02.20,-5.999999999994898,-353.0000000000033,-2.999999999997449,-26.999999999999247,-211.00000000000563,-109.00000000000354,-141.00000000000225,-14.999999999998348,-257.99999999998045,-219.00000000001364,-373.00000000000114,34.000000000006025,0.0,181.00000000000892,,-1499.9999999999848
2017.02.20,14.999999999987246,-387.000000000004,-63.00000000000195,-48.99999999999905,-245.0000000000063,-126.0000000000039,-166.99999999999494,-34.000000000000696,-312.9999999999855,-263.99999999999756,-495.000000000001,-37.9999999999967,38.99999999998904,192.99999999999872,,-1934.0000000000164
2017.02.20,-42.999999999993044,-275.9999999999874,-114.00000000000298,-106.00000000000608,-204.99999999998852,-124.00000000001299,-159.9999999999935,4.999999999999449,-210.99999999998343,-239.99999999999577,-496.99999999999187,-102.99999999999443,86.99999999999264,188.00000000001037,,-1798.9999999999472
2017.02.20,-60.99999999999994,-219.99999999999798,-67.00000000000594,-109.00000000000354,-226.99999999999943,-122.00000000002208,-139.00000000000023,-6.0000000000060005,-237.99999999998266,-207.00000000000162,-394.00000000000546,-75.9999999999934,11.999999999989797,226.99999999999943,,-1627.000000000029
2017.02.20,-117.99999999999588,-229.99999999999687,-129.00000000000134,-148.99999999999915,-231.0000000000034,-122.00000000002208,-144.99999999999514,-12.000000000000899,-237.99999999998266,-225.99999999999287,-428.00000000000614,-96.9999999999942,15.999999999993797,209.00000000001472,,-1899.9999999999825
2017.02.20,-160.00000000000458,-161.99999999999548,-121.00000000000443,-148.0000000000037,-262.999999999991,-115.00000000002063,-130.99999999999224,-34.000000000000696,-232.99999999999432,-184.00000000000637,-347.9999999999928,-69.00000000000261,22.999999999995246,242.00000000000887,,-1703.0000000000045
2017.02.20,-140.0000000000068,-154.99999999999403,-87.99999999999919,-150.00000000000568,-256.99999999999613,-119.00000000000244,-127.99999999999478,-34.000000000000696,-212.99999999999653,-140.0000000000068,-296.9999999999917,1.0000000000047748,17.000000000000348,299.00000000000483,,-1403.999999999985
2017.02.20,-131.99999999999878,-143.99999999998857,-39.00000000000014,-129.9999999999968,-241.00000000000233,-117.00000000001154,-119.00000000000244,-19.999999999997797,-120.99999999999334,-103.00000000000864,-221.00000000000452,164.00000000000148,-39.00000000001125,327.00000000001063,,-935.0000000000041
