date,GBPUSD,EURCHF,GBPJPY,GBPCAD,EURJPY,AUDJPY,empty,sum
2017.10.23,14.000000000002899,-25.999999999992696,10.99999999999568,153.00000000000313,-14.000000000010004,72.00000000000273,,210.00000000000173
2017.10.23,4.000000000004,-63.99999999999739,-34.99999999999659,224.000000000002,-57.999999999992724,91.00000000000819,,162.00000000002746
2017.10.23,-5.000000000010552,-80.99999999999774,80.0000000000125,343.99999999998875,-75.9999999999934,94.0000000000083,,356.00000000000784
2017.10.23,35.999999999991594,-21.00000000000435,-20.000000000010232,248.00000000000378,31.00000000000591,64.99999999999773,,338.9999999999844
2017.10.23,-35.999999999991594,-35.00000000000725,127.00000000000955,343.00000000000443,-44.00000000001114,31.999999999996476,,387.00000000000045
2017.10.23,-56.99999999999594,4.000000000004,318.9999999999884,436.9999999999985,-93.00000000001774,7.999999999995566,,617.9999999999728
2017.10.23,92.99999999998754,4.000000000004,146.99999999999136,282.0000000000045,-118.99999999999977,45.000000000001705,,451.9999999999893
2017.10.23,69.00000000000794,49.99999999999449,-98.99999999998954,256.99999999999613,87.99999999999386,129.99999999999545,,494.99999999999835
2017.10.23,-48.000000000003595,41.99999999998649,98.00000000001319,381.99999999999346,10.99999999999568,131.00000000000023,,615.9999999999854
2017.10.23,-7.0000000000014495,43.999999999999595,-52.99999999999727,286.99999999999284,64.99999999999773,67.00000000000728,,402.9999999999987
2017.10.23,-107.00000000001265,45.99999999999049,-36.000000000001364,333.0000000000055,94.99999999999886,91.99999999999875,,422.9999999999796
2017.10.23,-90.99999999999665,28.000000000005798,-80.99999999998886,356.00000000000074,132.000000000005,103.9999999999992,,448.00000000002524
2017.10.23,-107.99999999999699,7.0000000000014495,3.9999999999906777,364.9999999999931,84.00000000000318,73.0000000000075,,424.999999999999
2017.10.23,-116.00000000000499,15.999999999993797,-9.999999999990905,306.9999999999906,85.99999999998431,34.000000000006025,,316.99999999997885
2017.10.23,-148.99999999999915,9.999999999998899,32.99999999998704,336.00000000000296,46.999999999997044,45.000000000001705,,321.9999999999885
2017.10.23,-129.00000000000134,52.99999999999194,-20.000000000010232,320.9999999999935,112.99999999999955,64.99999999999773,,402.9999999999712
2017.10.23,-158.99999999999804,62.000000000006494,32.00000000001069,347.9999999999928,127.9999999999859,24.00000000000091,,434.99999999999875
2017.10.23,-266.0000000000107,96.99999999999153,73.0000000000075,463.9999999999977,133.99999999998613,55.00000000000682,,556.9999999999791
2017.10.23,-249.00000000001032,140.99999999999113,92.00000000001296,414.00000000000324,155.00000000000114,-16.999999999995907,,536.0000000000023
2017.10.23,-151.00000000001222,146.00000000000168,18.000000000000682,465.99999999998863,215.0000000000034,43.00000000000637,,736.9999999999885
2017.10.23,-59.99999999999339,134.99999999999625,-9.999999999990905,340.9999999999913,197.00000000000273,10.99999999999568,,614.0000000000016
2017.10.23,-56.99999999999594,63.99999999999739,-46.999999999997044,313.99999999999204,218.9999999999941,84.00000000000318,,576.9999999999937
2017.10.23,130.0000000000079,156.00000000000057,-206.99999999999363,174.99999999999181,319.9999999999932,126.00000000000477,,700.0000000000045
2017.10.23,86.0000000000083,45.99999999999049,-134.9999999999909,261.0000000000001,263.9999999999816,131.00000000000023,,652.9999999999898
2017.10.23,59.99999999999339,-22.999999999995246,-72.00000000000273,214.00000000000307,210.9999999999843,128.0000000000001,,517.999999999983
2017.10.23,173.00000000000094,14.000000000002899,-88.99999999999864,112.000000000001,258.99999999998613,109.99999999999943,,578.9999999999918
2017.10.23,120.99999999999334,-56.99999999999594,-74.00000000001228,188.9999999999947,194.99999999999318,99.00000000000375,,472.99999999997675
