date,GBPUSD,EURUSD,USDCAD,AUDUSD,NZDUSD,AUDNZD,empty,sum
2019.04.15,23.999999999979593,-38.0000000000047,-34.000000000000696,-8.999999999992347,97.00000000000264,-32.999999999994145,,6.999999999990351
2019.04.15,12.999999999996348,-21.999999999988695,-58.000000000002494,-1.999999999990898,90.0000000000012,-19.999999999997797,,1.000000000017664
2019.04.15,65.99999999998829,-4.999999999988347,-24.000000000001798,8.000000000008,128.00000000000588,-49.00000000001015,,124.00000000000188
2019.04.15,83.9999999999952,8.000000000008,-31.999999999987594,-29.000000000001247,128.00000000000588,-102.00000000000209,,57.00000000001815
2019.04.15,104.99999999999955,28.000000000005798,-10.999999999983245,-7.9999999999968985,148.0000000000037,-99.00000000000463,,163.00000000002424
2019.04.15,122.99999999998423,-5.999999999994898,-64.99999999998174,-51.99999999999649,109.00000000000354,-103.00000000000864,,6.000000000005997
2019.04.15,172.99999999997874,-2.999999999997449,-83.9999999999952,-48.99999999999905,107.99999999999699,-95.00000000000064,,49.99999999998339
2019.04.15,195.9999999999962,2.999999999997449,-76.99999999999375,-69.9999999999923,119.00000000000244,-144.99999999999514,,26.000000000014893
2019.04.15,183.99999999998417,17.000000000000348,-61.99999999998429,-65.99999999999939,138.00000000000477,-168.99999999999693,,42.0000000000087
2019.04.15,197.99999999998707,52.000000000007596,34.000000000000696,-34.000000000000696,190.99999999999673,-198.99999999999363,,241.99999999999773
2019.04.15,265.99999999998846,86.0000000000083,29.00000000001235,3.0000000000085514,217.0000000000005,-190.00000000000128,,411.00000000001694
2019.04.15,296.9999999999917,100.99999999999554,70.0000000000145,40.00000000000669,231.99999999999886,-157.00000000000713,,583.0000000000001
2019.04.15,233.99999999997868,85.00000000000173,29.00000000001235,-30.999999999992145,185.00000000000182,-188.00000000001037,,313.99999999999204
2019.04.15,222.99999999999542,75.00000000000284,12.000000000012001,-15.999999999993797,177.00000000000495,-153.00000000000313,,318.0000000000183
2019.04.15,254.999999999983,85.00000000000173,19.999999999997797,-2.999999999997449,207.99999999999707,-181.9999999999933,,382.99999999998886
2019.04.15,224.99999999998633,52.99999999999194,-5.999999999994898,-65.99999999999939,163.99999999999747,-208.99999999999253,,160.99999999998894
2019.04.15,215.99999999999397,41.000000000002146,-11.999999999989797,-56.0000000000005,187.00000000000384,-232.00000000000998,,143.9999999999997
2019.04.15,169.99999999998127,29.999999999996696,-39.999999999995595,-90.0000000000012,158.0000000000026,-232.00000000000998,,-4.000000000026205
2019.04.15,177.99999999998929,73.00000000001194,-93.99999999999409,-61.999999999995396,161.00000000000003,-198.00000000000927,,58.0000000000025
2019.04.15,90.99999999999665,83.00000000001084,-112.99999999998533,-75.9999999999983,146.99999999999713,-195.9999999999962,,-63.99999999997519
2019.04.15,255.99999999998957,150.00000000000568,-17.999999999984695,-1.999999999990898,175.99999999999838,-131.99999999999878,,430.0000000000192
2019.04.15,281.99999999998226,129.00000000000134,-22.999999999995246,-40.99999999999105,131.99999999999878,-117.00000000001154,,361.9999999999846
2019.04.15,331.999999999999,150.99999999999002,-82.99999999998863,-56.0000000000005,92.99999999999864,-83.9999999999952,,353.0000000000033
2019.04.15,280.9999999999979,144.99999999999514,-90.99999999999665,-69.9999999999923,90.99999999999665,-97.9999999999981,,258.0000000000026
2019.04.15,255.99999999998957,106.00000000000608,-102.99999999998644,-42.999999999993044,83.9999999999952,-48.000000000003595,,252.0000000000078
2019.04.15,292.9999999999877,103.99999999999298,-45.99999999999049,19.00000000000235,116.00000000000499,-8.000000000008,,477.9999999999895
2019.04.15,295.99999999998516,49.99999999999449,-75.99999999998718,-21.999999999999797,60.99999999999994,18.0000000000069,,326.9999999999995
2019.04.15,389.99999999997925,59.000000000009045,-45.99999999999049,-30.999999999992145,24.999999999997247,60.99999999999994,,458.00000000000284
2019.04.15,384.9999999999909,99.00000000000463,43.00000000001525,9.999999999998899,51.000000000001044,82.00000000000429,,670.000000000015
2019.04.15,353.99999999998766,42.999999999993044,36.0000000000138,-18.999999999991246,43.999999999999595,46.999999999997044,,504.99999999999994
2019.04.15,400.9999999999847,90.99999999999665,235.00000000000742,17.000000000000348,87.00000000000374,28.000000000005798,,858.9999999999986
2019.04.15,427.99999999998397,96.99999999999153,294.0000000000165,36.0000000000027,77.00000000000485,79.00000000000685,,1011.0000000000064
2019.04.15,461.99999999998465,46.999999999997044,181.00000000000892,9.999999999998899,51.99999999999649,79.00000000000685,,830.9999999999928
2019.04.15,317.9999999999961,-2.999999999997449,131.99999999999878,-39.00000000000014,11.00000000000545,72.0000000000054,,491.00000000000813
2019.04.15,299.99999999998914,36.999999999998145,141.00000000001333,-30.999999999992145,0.0,109.00000000000354,,556.0000000000119
2019.04.15,440.9999999999803,46.999999999997044,-414.9999999999876,14.000000000002899,6.0000000000060005,160.00000000000458,,253.00000000000318
2019.04.15,331.999999999999,-28.000000000005798,-534.9999999999966,-17.999999999995797,12.000000000000899,102.00000000000209,,-134.9999999999962
2019.04.15,327.99999999999494,1.999999999990898,-461.0000000000003,23.00000000000635,63.00000000000195,85.00000000000173,,39.999999999995595
2019.04.15,362.99999999998,1.999999999990898,-445.99999999999085,12.000000000000899,63.00000000000195,66.99999999999484,,60.99999999997773
2019.04.15,366.999999999984,29.999999999996696,-456.9999999999963,31.000000000003247,75.00000000000284,75.00000000000284,,120.99999999999335
2019.04.15,272.99999999998994,7.0000000000014495,-454.9999999999832,11.00000000000545,46.00000000000159,89.00000000000574,,-28.999999999979025
2019.04.15,260.99999999997794,-9.999999999998899,-400.9999999999847,-9.999999999998899,41.9999999999976,68.00000000000139,,-50.000000000005556
2019.04.15,288.99999999998374,-11.999999999989797,-492.9999999999879,4.000000000004,58.000000000002494,60.99999999999994,,-92.99999999998747
2019.04.15,252.99999999999213,1.999999999990898,-507.9999999999973,-25.999999999992696,50.0000000000056,32.0000000000098,,-196.9999999999916
2019.04.15,218.99999999999142,-14.000000000002899,-492.0000000000035,-37.99999999999359,48.99999999999905,19.999999999997797,,-256.00000000001177
2019.04.15,270.99999999999903,18.0000000000069,-447.99999999998175,-39.999999999995595,65.99999999999939,-11.00000000000545,,-143.9999999999775
2019.04.15,244.9999999999841,-8.999999999992347,-403.99999999998215,-40.99999999999105,60.99999999999994,-8.000000000008,,-155.99999999998948
2019.04.15,259.9999999999936,-8.999999999992347,-391.9999999999924,-34.99999999999615,53.999999999998494,-22.0000000000109,,-143.99999999999972
2019.04.16,221.99999999998886,-9.999999999998899,-434.000000000001,-49.99999999999449,65.00000000000395,-22.999999999995246,,-229.99999999999687
2019.04.16,264.9999999999819,-25.999999999992696,-435.9999999999919,-61.999999999995396,60.00000000000449,-46.999999999997044,,-245.99999999999062
2019.04.16,259.9999999999936,-5.999999999994898,-434.000000000001,-46.00000000000159,85.00000000000173,-52.99999999999194,,-193.99999999999415
2019.04.16,261.9999999999845,-15.00000000000945,-466.9999999999952,-56.99999999999594,83.9999999999952,-70.99999999999883,,-264.0000000000198
2019.04.16,281.99999999998226,-8.999999999992347,-453.99999999999886,-36.999999999998145,109.99999999999899,-83.00000000001084,,-191.00000000001893
2019.04.16,276.9999999999939,7.0000000000014495,-422.9999999999956,-23.999999999990695,100.99999999999554,-48.000000000003595,,-109.99999999999905
2019.04.16,270.99999999999903,22.999999999995246,-485.0000000000021,-47.9999999999925,87.99999999999919,-68.00000000000139,,-219.00000000000253
2019.04.16,279.99999999999136,18.999999999991246,-502.00000000000244,-56.99999999999594,119.99999999999788,-124.99999999999733,,-265.00000000001523
2019.04.16,209.9999999999991,-28.000000000005798,-543.999999999989,-120.99999999999334,68.99999999999685,-143.00000000000423,,-556.9999999999964
2019.04.16,93.99999999999409,-102.00000000000209,-625.9999999999932,-305.99999999999517,-53.999999999998494,-222.00000000001108,,-1216.000000000006
2019.04.16,156.99999999998494,-62.000000000006494,-600.0000000000006,-302.9999999999977,-60.99999999999994,-207.00000000000162,,-1076.0000000000214
