date,AUDCHF,AUDJPY,AUDCAD,NZDCAD,empty,sum
2017.08.14,-75.9999999999983,-30.000000000001137,-40.00000000000669,-17.000000000000348,,-163.00000000000648
2017.08.14,-78.99999999999574,-78.99999999999352,-110.00000000001009,68.00000000000139,,-199.99999999999793
2017.08.14,-63.99999999999739,-128.99999999999068,-178.00000000001148,189.00000000000583,,-181.99999999999372
2017.08.14,-69.9999999999923,-129.99999999999545,-150.00000000000568,119.00000000000244,,-230.99999999999096
2017.08.14,-139.00000000000023,-137.99999999999102,-177.00000000000495,189.00000000000583,,-264.99999999999034
2017.08.14,-204.99999999999963,-268.0000000000007,-204.00000000000418,146.00000000000168,,-531.0000000000028
2017.08.14,-332.99999999999443,-478.9999999999992,-385.99999999999744,146.00000000000168,,-1051.9999999999895
2017.08.14,-361.9999999999957,-491.9999999999902,-385.00000000001313,168.00000000000148,,-1070.9999999999977
2017.08.14,-371.99999999999454,-519.999999999996,-368.9999999999971,179.00000000000693,,-1081.999999999981
2017.08.14,-343.9999999999999,-516.9999999999959,-400.00000000000034,180.0000000000024,,-1080.9999999999936
2017.08.14,-309.99999999999915,-463.99999999999864,-327.99999999999494,142.00000000000878,,-959.999999999984
2017.08.14,-302.0000000000023,-399.0000000000009,-293.0000000000099,178.00000000000037,,-816.0000000000127
2017.08.14,-302.0000000000023,-427.99999999999727,-262.00000000000665,164.00000000000858,,-827.9999999999975
2017.08.14,-363.99999999999767,-540.9999999999968,-303.9999999999932,175.00000000000293,,-1033.9999999999848
2017.08.14,-368.00000000000165,-539.0000000000015,-268.0000000000016,176.0000000000095,,-998.9999999999952
2017.08.14,-336.00000000000296,-484.99999999999943,-181.00000000000892,118.00000000000699,,-884.0000000000043
2017.08.14,-278.9999999999959,-393.99999999999125,-117.00000000001154,89.00000000000574,,-700.999999999993
2017.08.14,-280.9999999999979,-385.9999999999957,-137.9999999999937,113.00000000000753,,-691.9999999999798
2017.08.14,-300.99999999999574,-427.99999999999727,-163.00000000000205,167.00000000000603,,-724.999999999989
2017.08.14,-230.99999999999233,-366.9999999999902,-129.00000000000134,143.9999999999997,,-582.9999999999842
2017.08.14,-202.9999999999976,-399.9999999999915,-163.00000000000205,153.00000000000313,,-612.999999999988
2017.08.14,-220.99999999999343,-430.9999999999974,-157.00000000000713,121.99999999999989,,-686.9999999999981
2017.08.14,-191.99999999999218,-387.999999999991,-110.99999999999443,77.00000000000485,,-613.9999999999727
2017.08.14,-180.0000000000024,-343.0000000000035,-73.00000000001194,86.0000000000083,,-510.00000000000955
2017.08.14,-283.99999999999534,-314.9999999999977,-70.99999999999883,114.00000000000298,,-555.999999999989
2017.08.14,-317.9999999999961,-290.9999999999968,-85.00000000000173,112.000000000001,,-581.9999999999936
2017.08.14,-346.9999999999973,-313.99999999999295,-131.00000000001444,90.0000000000012,,-702.0000000000034
2017.08.14,-422.00000000000017,-343.9999999999941,-161.00000000001114,173.00000000000094,,-754.0000000000045
