names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
EURUSD,15,['CHFJPY'],80.0,0.5367727272727274,B
USDJPY,15,['EURNZD'],80.0,0.7622171717171716,B
USDCAD,50,"['USDJPY', 'EURUSD', 'NZDJPY']",80.0,0.7268752358752362,B
AUDUSD,10,"['AUDJPY', 'GBPAUD', 'EURJPY', 'USDCAD']",80.0,-0.9853333333333333,S
NZDUSD,10,"['AUDUSD', 'GBPAUD', 'AUDJPY']",80.0,-1.0,S
EURCHF,15,"['EURAUD', 'AUDNZD']",100.0,0.9625,B
CADCHF,10,['EURNZD'],80.0,0.7265793650793649,B
AUDCHF,20,['NZDCHF'],80.0,0.7384105339105339,B
NZDCHF,50,"['AUDNZD', 'EURCAD', 'GBPCHF', 'USDCHF']",80.0,0.5812128427128429,B
GBPCAD,10,"['AUDJPY', 'GBPCHF', 'GBPAUD']",80.0,0.8,B
GBPAUD,50,"['AUDJPY', 'GBPAUD', 'EURJPY', 'USDCAD', 'NZDUSD']",80.0,0.4682056244409188,B
EURCAD,15,['EURNZD'],80.0,-0.7741517926517923,S
EURNZD,20,"['CHFJPY', 'USDCHF', 'GBPUSD']",80.0,0.7603333333333333,B
CADJPY,10,"['AUDJPY', 'GBPAUD']",80.0,-0.9840000000000001,S
NZDJPY,10,"['AUDUSD', 'GBPAUD', 'AUDJPY']",80.0,-1.0,S
AUDCAD,10,"['USDCHF', 'USDCAD', 'EURJPY']",80.0,0.4239523809523809,B
NZDCAD,10,['NZDUSD'],80.0,-0.6662380952380954,S
