date,GBPUSD,USDCAD,EURGBP,GBPJPY,CADJPY,empty,sum
2021.08.09,89.00000000000574,-38.99999999998904,-40.99999999999105,162.00000000000614,94.0000000000083,,265.0000000000401
2021.08.09,103.00000000000864,-59.99999999999339,-36.999999999998145,120.00000000000455,45.000000000001705,,171.00000000002336
2021.08.09,0.0,-241.00000000000233,-81.9999999999932,131.00000000000023,13.00000000000523,,-178.99999999999005
2021.08.09,-15.999999999993797,-272.99999999998994,-73.00000000000084,94.99999999999886,-9.999999999990905,,-276.99999999997664
2021.08.09,-75.00000000000284,-300.99999999999574,-60.99999999999994,60.000000000002274,-16.999999999995907,,-393.99999999999216
2021.08.09,-26.999999999999247,-286.00000000000847,-35.999999999991594,94.00000000002251,-16.999999999995907,,-271.9999999999727
2021.08.09,-102.00000000000209,-348.9999999999993,-84.99999999999064,32.00000000001069,-48.99999999999238,,-552.9999999999737
2021.08.09,-86.99999999999264,-339.0000000000004,-95.99999999999609,25.000000000005684,-56.99999999998795,,-553.9999999999715
2021.08.09,-65.00000000000395,-300.99999999999574,-110.99999999999443,19.000000000005457,-43.99999999999693,,-501.99999999998556
2021.08.09,-116.99999999998934,-279.00000000000705,-136.99999999999824,-49.99999999998295,-37.9999999999967,,-620.9999999999742
2021.08.09,-28.999999999990145,-200.00000000000017,-107.99999999999699,28.00000000002001,7.000000000005002,,-301.99999999996226
2021.08.09,-32.999999999994145,-201.00000000000674,-134.0000000000008,6.000000000000227,2.0000000000095497,,-359.9999999999919
2021.08.09,-43.999999999999595,-184.00000000000637,-124.99999999999733,34.000000000020236,30.000000000001137,,-288.9999999999819
2021.08.09,-11.999999999989797,-184.99999999999073,-109.99999999999899,53.00000000002569,18.000000000000682,,-235.99999999995316
2021.08.09,-17.000000000000348,-191.00000000000784,-107.99999999999699,42.00000000000159,14.000000000010004,,-259.9999999999936
2021.08.09,6.000000000017103,-160.00000000000458,-131.99999999999878,63.0000000000166,31.00000000000591,,-191.99999999996373
2021.08.09,24.000000000001798,-137.9999999999937,-125.99999999999278,44.00000000001114,25.000000000005684,,-170.99999999996786
2021.08.09,-24.000000000001798,-198.99999999999363,-110.99999999999443,-4.9999999999954525,-13.999999999995794,,-352.9999999999811
2021.08.09,131.00000000001444,-225.00000000000853,-58.99999999999794,60.000000000002274,-91.99999999999875,,-184.99999999998852
2021.08.09,107.00000000001265,-225.99999999999287,-36.999999999998145,127.00000000000955,-42.999999999992156,,-71.99999999996098
2021.08.09,83.00000000001084,-79.00000000000685,-68.99999999999685,66.0000000000025,46.00000000000648,,47.00000000001613
2021.08.09,-35.999999999991594,-58.000000000002494,-112.000000000001,-24.999999999977263,82.00000000000784,,-148.9999999999645
2021.08.09,-76.99999999999375,-78.00000000000028,-159.9999999999935,-57.999999999992724,72.00000000000273,,-300.9999999999775
