date,USDCHF,EURUSD,USDJPY,AUDUSD,GBPCHF,EURCHF,EURGBP,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,NZDJPY,AUDCAD,NZDCAD,empty,sum
2017.11.13,-65.00000000000395,-25.00000000000835,-55.999999999997385,-26.000000000003798,-120.00000000000898,-304.9999999999997,-58.000000000002494,-218.99999999999142,-176.99999999998272,-135.99999999999568,0.0,-114.99999999999844,0.0,-22.999999999995246,0.0,,-1324.9999999999882
2017.11.13,-112.99999999999643,-18.0000000000069,-123.00000000000466,-43.00000000000415,-180.0000000000024,-295.99999999998516,-70.99999999999883,-211.99999999998997,-240.9999999999801,-209.00000000000318,171.99999999999437,-171.00000000001003,85.99999999999852,-7.9999999999968985,139.00000000000023,,-1287.9999999999857
2017.11.13,-112.99999999999643,-5.999999999994898,-207.9999999999984,-19.00000000000235,-191.00000000000784,-337.99999999999386,-24.000000000001798,-218.00000000000708,-213.99999999998087,-331.99999999999363,242.99999999999324,-226.99999999999943,128.0000000000001,62.000000000006494,143.9999999999997,,-1312.9999999999773
2017.11.13,-127.99999999999478,25.999999999992696,-221.00000000000364,-26.000000000003798,-29.00000000001235,-353.99999999998766,129.00000000000134,18.0000000000069,0.0,-347.0000000000084,276.9999999999939,-252.99999999999213,171.00000000000648,65.99999999999939,184.00000000000637,,-486.99999999999557
2017.11.13,-226.00000000000398,-123.99999999999079,-227.00000000000387,-65.99999999999939,192.99999999999872,-348.9999999999993,233.00000000000543,330.0000000000081,364.00000000000875,-335.00000000000796,129.99999999998568,-232.99999999999432,105.00000000000398,48.99999999999905,154.0000000000097,,-1.999999999980247
2017.11.13,-166.99999999999494,-124.99999999999733,-183.00000000000693,-30.000000000007798,177.99999999998929,-269.9999999999925,206.00000000000617,334.9999999999964,359.0000000000204,-147.99999999999613,118.99999999998023,-73.00000000001194,105.99999999999454,80.00000000000229,162.0000000000066,,548.9999999999883
2017.11.13,-163.99999999999747,-126.0000000000039,-183.9999999999975,-43.00000000000415,253.99999999999866,-268.9999999999859,256.0000000000007,383.0,397.0000000000029,-164.99999999999204,139.00000000000023,-120.00000000000898,131.00000000000023,58.000000000002494,194.0000000000053,,741.0000000000205
2017.11.13,-161.00000000000003,-106.99999999999044,-185.00000000000227,-28.000000000005798,-120.00000000000898,-261.0000000000001,260.00000000000466,415.0000000000098,440.00000000001813,-170.99999999999227,135.9999999999806,-89.00000000000574,117.00000000000443,65.99999999999939,158.0000000000026,,470.000000000014
2017.11.13,-148.99999999999915,-78.00000000000028,-206.00000000000307,7.9999999999968985,273.9999999999965,-275.000000000003,278.00000000000045,425.99999999999307,504.0000000000156,-230.0000000000182,160.99999999998892,-39.999999999995595,155.00000000000114,104.99999999999955,193.00000000000983,,1125.9999999999827
2017.11.13,-158.0000000000026,-85.00000000000173,-209.00000000000318,19.00000000000235,247.99999999998158,-282.9999999999888,260.00000000000466,422.00000000001125,526.0000000000042,-231.99999999999932,134.99999999999625,-12.000000000012001,170.0000000000017,121.99999999999989,173.00000000000094,,1095.9999999999952
