date,USDCHF,EURUSD,USDJPY,AUDUSD,EURCHF,CHFJPY,CADCHF,EURGBP,GBPJPY,GBPAUD,CADJPY,NZDJPY,AUDNZD,empty,sum
2020.11.30,-60.99999999999994,43.999999999999595,-76.99999999999818,53.999999999998494,-86.99999999999264,149.0000000000009,-126.99999999999933,36.999999999998145,-79.00000000000773,95.00000000000064,129.99999999999545,141.00000000000534,2.999999999997449,,221.99999999999818
2020.11.30,-56.0000000000005,60.000000000015596,-66.99999999999307,43.999999999999595,-99.99999999998899,182.00000000000216,-155.00000000000514,43.999999999999595,-97.99999999998477,12.999999999996348,161.99999999999193,135.00000000000512,56.99999999999594,,221.0000000000338
2020.11.30,-78.00000000000028,63.99999999999739,-128.0000000000001,166.99999999999494,-128.99999999997914,275.99999999999625,-216.0000000000051,19.00000000000235,-270.9999999999866,197.00000000000273,274.9999999999915,293.99999999999693,93.99999999999409,,564.000000000005
2020.11.30,-53.999999999998494,117.99999999999588,-91.99999999999875,182.00000000000438,-151.9999999999966,268.99999999999125,-170.99999999999892,60.00000000000449,-229.99999999998977,241.00000000000233,216.99999999999875,192.99999999999784,222.99999999999542,,804.0000000000078
2020.11.30,-87.99999999999919,53.00000000001415,-22.999999999996135,154.99999999999403,-134.99999999999625,150.99999999999625,-162.0000000000066,33.000000000005244,-102.00000000000387,214.00000000000307,125.99999999999056,180.00000000000682,143.00000000000423,,545.0000000000123
2020.11.30,1.0000000000065512,107.00000000001265,112.99999999999955,195.9999999999962,-74.99999999998064,113.99999999999011,-101.00000000000664,39.00000000000014,28.999999999996362,242.99999999999324,30.000000000001137,120.00000000000455,146.00000000000168,,962.0000000000149
2020.11.30,-14.999999999998348,100.99999999999554,112.99999999999955,168.00000000000148,-89.99999999999008,93.99999999999409,-126.99999999999933,36.0000000000027,28.00000000002001,178.00000000001148,43.99999999999693,134.00000000000034,85.99999999998609,,750.0000000000205
2020.11.30,9.00000000000345,139.00000000000023,129.0000000000049,204.00000000000418,-95.00000000000064,109.99999999999943,-126.99999999999933,21.999999999999797,-19.000000000005457,170.00000000000347,54.99999999999261,138.00000000000523,114.99999999999844,,850.0000000000063
2020.11.30,21.999999999999797,104.99999999999955,128.0000000000001,117.99999999999588,-46.999999999997044,126.99999999999534,-89.00000000000574,14.999999999998348,2.0000000000095497,-7.999999999985796,21.99999999999136,21.000000000000796,158.99999999999804,,575.0000000000002
2020.11.30,-1.999999999990898,86.0000000000083,78.00000000000296,82.00000000000429,-61.99999999998429,149.99999999999147,-97.9999999999981,16.0000000000049,-38.99999999998727,-58.000000000002494,48.99999999999238,27.000000000001023,149.9999999999835,,379.00000000002575
