names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
USDCHF,10,['EURGBP'],80.0,-0.5308571428571429,S
GBPUSD,10,"['GBPAUD', 'GBPCAD']",80.0,0.988,B
EURUSD,10,['GBPCAD'],80.0,0.904,B
USDJPY,10,"['USDJPY', 'AUDCAD', 'GBPAUD']",100.0,0.76,B
USDCAD,10,['GBPUSD'],80.0,1.0,B
AUDUSD,10,"['GBPCAD', 'AUDCHF']",100.0,0.9613333333333333,B
NZDUSD,10,"['USDCAD', 'NZDUSD', 'GBPJPY']",80.0,-0.32,S
GBPCHF,10,"['EURGBP', 'AUDNZD']",100.0,-0.98,S
EURCHF,10,"['EURAUD', 'AUDNZD', 'AUDCHF', 'AUDCAD', 'GBPAUD', 'USDCHF', 'USDCAD']",100.0,0.54,B
CHFJPY,10,['AUDCAD'],100.0,-1.0,S
CADCHF,30,"['NZDCHF', 'NZDUSD']",80.0,0.48094101435200515,B
NZDCHF,20,"['USDCAD', 'EURJPY']",100.0,-0.3771666666666667,S
EURGBP,10,['EURGBP'],80.0,1.0,B
GBPAUD,10,['EURJPY'],100.0,0.3239999999999999,B
EURJPY,15,"['GBPCAD', 'GBPJPY', 'GBPUSD', 'AUDJPY']",100.0,-0.6666904761904761,S
EURNZD,10,"['USDCAD', 'EURJPY']",80.0,0.4803333333333332,B
CADJPY,10,['GBPCHF'],80.0,-1.0,S
NZDJPY,10,['CADJPY'],80.0,0.7123571428571429,B
AUDCAD,20,"['CADCHF', 'AUDNZD']",100.0,0.5916544011544016,B
NZDCAD,30,['AUDCAD'],80.0,0.6003784204271823,B
AUDNZD,10,['EURGBP'],80.0,-0.972,S
