date,GBPUSD,EURUSD,USDJPY,USDCAD,NZDUSD,EURCHF,NZDJPY,AUDCAD,NZDCAD,empty,sum
2015.06.29,-248.00000000000378,-302.0000000000023,-31.999999999996476,-11.00000000000545,0.0,-100.0000000000112,-108.00000000000409,-307.0000000000017,-23.00000000000635,,-1131.0000000000314
2015.06.29,-344.00000000001097,-500.9999999999959,33.00000000000125,-198.00000000000927,-144.99999999999514,-121.99999999999989,-382.000000000005,-311.00000000000574,-131.99999999999878,,-2102.0000000000196
2015.06.29,-347.0000000000084,-509.00000000000387,10.000000000005116,-208.99999999999253,-363.99999999999767,-134.00000000001188,-881.0000000000002,-356.9999999999962,-365.0000000000042,,-3156.00000000001
2015.06.29,35.999999999991594,-178.00000000001148,60.000000000002274,-157.99999999999147,-54.999999999993946,-116.00000000000499,-326.9999999999982,-60.00000000000449,-9.00000000000345,,-807.0000000000141
2015.06.29,70.99999999999883,-158.99999999999804,66.0000000000025,-157.00000000000713,-42.999999999993044,-107.00000000001265,-201.99999999999818,34.000000000000696,69.9999999999923,,-427.0000000000148
2015.06.29,-83.00000000001084,-358.9999999999982,72.00000000000273,-181.00000000000892,-51.99999999999649,-129.00000000000134,-162.00000000000614,-90.0000000000012,64.99999999999284,,-919.0000000000276
2015.06.29,-78.00000000000028,-300.00000000001137,-358.0000000000041,-228.99999999999034,-2.000000000002,-95.00000000000064,-176.00000000000193,-2.999999999997449,141.00000000000225,,-1100.0000000000057
2015.06.29,10.999999999983245,59.99999999999339,-284.9999999999966,-76.99999999999375,67.00000000000594,10.999999999983245,217.9999999999893,-12.000000000000899,129.00000000000134,,121.99999999996525
2015.06.29,74.99999999998064,-2.999999999997449,-412.9999999999967,-86.0000000000083,97.9999999999981,14.999999999987246,260.9999999999957,187.00000000000384,190.99999999999673,,324.99999999995975
2015.06.29,52.99999999999194,-60.99999999999994,-445.99999999999795,-131.99999999999878,89.00000000000574,12.999999999996348,354.99999999998977,219.00000000000253,176.99999999999383,,266.99999999998346
2015.06.29,42.999999999993044,-5.999999999994898,-444.0000000000026,-127.00000000001043,102.99999999999754,65.99999999998829,394.999999999996,312.00000000000114,224.000000000002,,565.9999999999701
2015.06.29,124.99999999999733,21.00000000000435,-409.9999999999966,-96.00000000000719,275.99999999999847,60.99999999999994,593.9999999999941,473.99999999999665,403.99999999999324,,1448.9999999999802
2015.06.29,133.99999999998968,21.00000000000435,-370.9999999999951,-86.99999999999264,158.0000000000026,64.99999999998174,295.0000000000017,417.99999999999613,257.9999999999916,,890.99999999998
2015.06.29,162.99999999997982,95.00000000000064,-188.0000000000024,-5.000000000010552,175.99999999999838,65.99999999998829,289.0000000000015,385.99999999999744,205.99999999999508,,1187.9999999999482
2015.06.29,151.9999999999966,34.99999999998504,-186.9999999999976,-28.000000000005798,126.0000000000039,62.99999999999084,242.999999999995,377.0000000000051,173.9999999999964,,954.9999999999694
2015.06.29,39.999999999995595,-41.000000000002146,-156.99999999999648,-11.00000000000545,109.99999999999899,52.99999999999194,24.00000000000091,338.00000000000495,151.9999999999966,,507.9999999999849
2015.06.29,52.99999999999194,18.999999999991246,75.9999999999934,-49.99999999999449,36.0000000000027,35.999999999991594,-157.0000000000107,153.99999999999858,73.99999999999629,,240.99999999996055
2015.06.29,71.99999999998319,-198.00000000000927,224.00000000000375,-28.999999999990145,29.999999999996696,-53.999999999998494,-213.99999999999864,144.99999999999514,39.999999999995595,,15.999999999977831
2015.06.29,100.99999999999554,51.99999999998539,3.0000000000001137,-5.999999999994898,106.00000000000608,22.999999999995246,-112.00000000000898,178.00000000000037,126.99999999999933,,471.9999999999782
2015.06.29,-16.000000000016,556.0000000000009,-180.00000000000682,69.00000000000794,146.99999999999713,291.9999999999812,212.99999999999386,280.00000000000244,136.99999999999824,,1497.9999999999588
2015.06.29,-18.0000000000069,591.9999999999925,-162.00000000000614,119.00000000000244,58.99999999999794,411.99999999999017,147.99999999999613,144.99999999999514,-14.000000000002899,,1280.9999999999584
2015.06.29,-16.000000000016,531.9999999999991,-209.99999999999375,76.0000000000094,36.999999999998145,629.9999999999973,144.99999999999602,112.99999999999643,-1.0000000000065512,,1305.9999999999798
2015.06.29,-117.00000000001154,526.9999999999886,-260.9999999999957,1.999999999990898,-17.999999999995797,562.9999999999802,78.00000000000296,151.9999999999966,-14.000000000002899,,911.9999999999534
2015.06.29,-30.0000000000189,753.9999999999881,-328.00000000000296,34.000000000000696,0.0,762.9999999999803,45.000000000001705,170.00000000000347,-13.00000000000745,,1394.999999999945
2015.06.29,56.99999999999594,780.000000000003,-224.99999999999432,-2.999999999997449,57.00000000000705,577.9999999999897,195.99999999999795,387.000000000004,49.99999999999449,,1877.0
2015.06.29,-31.000000000003247,790.0000000000018,-237.99999999999955,-249.00000000001032,7.9999999999968985,556.9999999999853,132.99999999999557,446.9999999999974,179.99999999999127,,1596.9999999999552
2015.06.29,-42.0000000000087,808.9999999999931,-189.99999999999773,-350.9999999999902,9.00000000000345,533.99999999999,105.99999999999454,541.0000000000026,185.99999999999727,,1601.999999999984
2015.06.29,-83.00000000001084,1027.0000000000002,-185.00000000000227,-324.9999999999975,43.00000000000415,514.9999999999987,137.99999999999102,602.999999999998,258.9999999999981,,1991.9999999999798
