date,USDCAD,CHFJPY,EURGBP,GBPJPY,EURJPY,CADJPY,AUDNZD,empty,sum
2016.06.21,-1246.9999999999982,-323.0000000000075,-1550.0000000000068,-2883.9999999999864,-1291.000000000011,-454.00000000000773,140.99999999999113,,-7608.000000000027
2016.06.21,-1114.9999999999993,-344.99999999999886,-1561.0000000000014,-2914.999999999992,-1207.0000000000077,-469.0000000000083,140.99999999999113,,-7471.0000000000155
2016.06.21,-1218.000000000008,-405.00000000000114,-1522.0000000000011,-2923.999999999978,-1263.0000000000052,-504.99999999999545,154.99999999999403,,-7681.999999999995
2016.06.21,-1194.9999999999905,-315.00000000001194,-1580.999999999999,-2893.9999999999773,-1131.0000000000002,-489.0000000000043,157.99999999999147,,-7446.999999999991
2016.06.21,-1183.0000000000007,-90.00000000000341,-1541.0000000000034,-2673.000000000002,-942.0000000000073,-373.00000000000466,201.99999999999108,,-6600.00000000003
2016.06.21,-1046.999999999998,-51.00000000000193,-1736.9999999999995,-2655.9999999999773,-728.9999999999992,-268.0000000000007,302.9999999999866,,-6184.99999999999
2016.06.21,-933.000000000006,-131.00000000000023,-1712.0000000000025,-2376.999999999981,-683.0000000000069,-240.99999999999966,331.999999999999,,-5744.999999999998
2016.06.21,-800.0000000000007,12.000000000000455,-1721.000000000006,-2453.999999999979,-490.99999999999966,-221.00000000000364,218.99999999999142,,-5455.999999999997
2016.06.21,-836.9999999999989,-368.9999999999998,-1750.000000000007,-2566.999999999979,-634.0000000000003,-239.99999999999488,292.00000000000335,,-6104.999999999975
2016.06.21,-931.9999999999995,-270.00000000001023,-1566.0000000000007,-2258.9999999999864,-618.9999999999998,-275.0000000000057,421.99999999998903,,-5499.000000000013
2016.06.21,-829.9999999999974,-138.00000000000523,-1568.9999999999982,-2037.9999999999825,-453.00000000000296,-180.00000000000682,455.99999999998977,,-4752.000000000003
2016.06.21,-778.9999999999964,-100.00000000000853,-1585.9999999999986,-1975.999999999999,-404.0000000000106,-118.99999999999977,451.99999999998573,,-4512.000000000028
2016.06.21,-834.0000000000014,16.999999999995907,-1594.0000000000066,-2019.9999999999818,-440.00000000001194,-224.00000000000375,383.0,,-4712.000000000009
2016.06.21,-870.9999999999995,-134.00000000000034,-1534.000000000002,-2182.9999999999927,-593.0000000000035,-311.00000000000705,344.99999999999534,,-5281.00000000001
2016.06.21,-934.9999999999969,-204.00000000000773,-1593.0,-2403.9999999999964,-670.0000000000017,-403.0000000000058,312.00000000000114,,-5897.000000000007
2016.06.21,-1055.9999999999902,-190.00000000001194,-1629.0000000000027,-2502.999999999986,-689.0000000000072,-490.99999999999966,323.99999999999096,,-6234.000000000007
2016.06.21,-984.000000000007,-147.00000000000557,-1607.9999999999984,-2372.9999999999905,-662.0000000000061,-462.0000000000033,458.00000000000284,,-5778.000000000009
2016.06.21,-920.0000000000097,-338.0000000000081,-1524.0000000000032,-2546.9999999999973,-879.0000000000049,-578.000000000003,428.9999999999905,,-6357.000000000035
2016.06.21,-917.9999999999966,-272.00000000000557,-1517.0000000000016,-2432.9999999999927,-797.0000000000113,-540.0000000000063,383.99999999998437,,-6093.000000000029
2016.06.21,-801.0000000000073,-144.00000000000546,-1392.9999999999998,-1911.0000000000014,-647.0000000000056,-370.00000000000455,285.00000000000193,,-4981.000000000023
2016.06.21,-839.9999999999964,-134.00000000000034,-1580.0000000000036,-2098.9999999999895,-661.0000000000014,-373.9999999999952,253.99999999999866,,-5433.999999999987
2016.06.22,-838.9999999999898,-19.000000000005457,-1734.9999999999977,-2474.9999999999945,-539.0000000000015,-311.9999999999976,353.99999999998766,,-5564.999999999999
2016.06.22,-822.9999999999959,-43.00000000000637,-1661.9999999999968,-2298.999999999978,-547.0000000000113,-335.9999999999985,367.99999999999056,,-5341.999999999995
2016.06.22,-870.9999999999995,12.000000000000455,-1578.999999999997,-2173.000000000002,-530.0000000000011,-332.00000000000784,356.00000000000074,,-5117.000000000006
2016.06.22,-873.999999999997,37.9999999999967,-1553.9999999999998,-2106.999999999999,-484.99999999999943,-290.00000000000625,358.9999999999982,,-4913.000000000006
2016.06.22,-875.0000000000035,-52.00000000000671,-1594.0000000000066,-2235.99999999999,-597.0000000000084,-376.99999999999534,388.9999999999949,,-5342.000000000016
2016.06.22,-876.9999999999944,-59.00000000001171,-1611.0000000000068,-2293.9999999999827,-578.000000000003,-405.00000000000114,361.9999999999957,,-5462.000000000004
2016.06.22,-863.9999999999981,1.9999999999953388,-1694.0000000000066,-2256.9999999999764,-486.0000000000042,-332.00000000000784,463.9999999999977,,-5167.0
2016.06.22,-855.9999999999901,54.000000000002046,-1693.0,-2257.9999999999814,-426.00000000000193,-305.9999999999974,507.9999999999973,,-4976.999999999971
2016.06.22,-869.999999999993,113.99999999999011,-1728.0000000000073,-2179.000000000002,-292.0000000000016,-227.00000000000387,465.0000000000043,,-4717.000000000013
2016.06.22,-845.9999999999912,168.99999999999693,-1731.0000000000048,-2117.999999999995,-216.99999999999875,-164.00000000000148,400.9999999999847,,-4506.000000000011
2016.06.22,-844.0000000000003,191.99999999999307,-1690.999999999998,-1984.9999999999852,-207.00000000000784,-129.0000000000049,520.9999999999936,,-4143.00000000001
2016.06.22,-950.0000000000064,21.000000000000796,-1667.0000000000073,-1989.9999999999807,-316.0000000000025,-170.0000000000017,509.00000000000387,,-4562.9999999999945
2016.06.22,-1027.0000000000002,-24.00000000000091,-1619.0000000000039,-2048.999999999978,-368.0000000000092,-224.99999999999432,434.000000000001,,-4877.999999999986
2016.06.22,-1097.999999999999,96.9999999999942,-1614.0000000000043,-1998.9999999999952,-344.99999999999886,-246.9999999999999,415.99999999999415,,-4790.000000000009
2016.06.22,-1092.9999999999884,63.99999999999295,-1606.0000000000075,-2135.9999999999955,-447.00000000000273,-316.0000000000025,469.99999999999267,,-5064.000000000011
2016.06.22,-1065.999999999989,42.999999999992156,-1604.0000000000055,-2182.9999999999927,-481.00000000000875,-328.00000000000296,469.99999999999267,,-5149.000000000014
2016.06.22,-1055.9999999999902,164.00000000000148,-1593.0,-2122.9999999999905,-439.00000000000716,-314.9999999999977,530.9999999999926,,-4830.999999999991
2016.06.22,-984.000000000007,156.99999999999648,-1641.999999999999,-2114.999999999981,-364.0000000000043,-260.0000000000051,489.99999999999045,,-4718.000000000011
2016.06.22,-1070.9999999999998,192.99999999999784,-1672.0000000000068,-2150.999999999982,-365.0000000000091,-269.999999999996,424.00000000000216,,-4911.9999999999945
2016.06.22,-1143.9999999999895,12.000000000000455,-1641.999999999999,-2137.0000000000005,-496.9999999999999,-352.00000000000387,366.999999999984,,-5393.000000000009
2016.06.22,-1194.0000000000061,-60.000000000002274,-1689.0000000000073,-2276.999999999987,-516.0000000000053,-385.0000000000051,331.999999999999,,-5789.000000000014
2016.06.22,-1147.000000000009,55.999999999997385,-1590.0000000000025,-2033.9999999999918,-385.0000000000051,-272.00000000000557,280.9999999999979,,-5091.000000000019
2016.06.22,-1048.0000000000045,24.999999999991473,-1432.0,-1786.9999999999777,-426.00000000000193,-201.99999999999818,258.99999999998704,,-4611.000000000004
2016.06.22,-1069.0000000000089,-54.000000000002046,-1475.000000000004,-1831.9999999999936,-428.0000000000115,-233.0000000000041,275.000000000003,,-4816.000000000023
2016.06.22,-1049.9999999999955,-65.00000000001194,-1489.000000000007,-1774.9999999999773,-375.0,-213.00000000000807,319.0000000000026,,-4647.999999999997
2016.06.22,-1181.999999999994,-123.00000000000466,-1434.000000000002,-2006.0000000000002,-673.0000000000018,-364.0000000000043,269.9999999999925,,-5512.000000000015
2016.06.22,-1198.9999999999945,-195.99999999999795,-1422.0000000000011,-2119.9999999999764,-755.0000000000097,-412.00000000000614,252.99999999999213,,-5850.9999999999945
2016.06.22,-1245.0000000000073,-335.9999999999985,-1385.000000000003,-2055.999999999983,-798.0000000000018,-432.00000000000216,268.9999999999859,,-5983.000000000011
2016.06.22,-1239.9999999999966,-319.0000000000026,-1443.0000000000055,-2236.9999999999945,-849.0000000000038,-463.0000000000081,336.00000000000296,,-6215.000000000008
2016.06.22,-1177.9999999999902,-183.00000000000693,-1502.9999999999989,-2250.9999999999764,-734.9999999999994,-394.999999999996,383.99999999998437,,-5860.999999999984
2016.06.22,-1292.0000000000043,-109.99999999999943,-1534.000000000002,-2250.9999999999764,-695.0000000000074,-469.0000000000083,329.00000000000153,,-6021.999999999995
2016.06.22,-1486.9999999999939,-198.99999999999807,-1541.0000000000034,-2605.9999999999945,-925.0000000000114,-603.9999999999992,361.9999999999957,,-7000.0000000000055
2016.06.22,-1367.000000000007,-319.0000000000026,-1461.9999999999966,-2542.000000000002,-986.0000000000042,-501.0000000000048,360.9999999999891,,-6816.000000000028
2016.06.22,-1197.0000000000036,-579.0000000000077,-1531.0000000000045,-2706.9999999999936,-1033.0000000000014,-433.9999999999975,344.99999999999534,,-7136.000000000013
2016.06.22,-1229.9999999999977,-653.0000000000058,-1578.999999999997,-3127.999999999986,-1240.9999999999995,-522.0000000000056,333.9999999999899,,-8019.000000000003
2016.06.22,-1092.9999999999884,-590.0000000000034,-1551.0000000000023,-2643.000000000001,-1059.0000000000118,-444.0000000000026,387.000000000004,,-6993.0000000000055
2016.06.22,-770.9999999999884,-292.0000000000016,-1636.9999999999995,-2663.9999999999873,-828.000000000003,-251.99999999999534,448.9999999999883,,-5994.999999999986
2016.06.22,-726.0000000000044,-249.00000000000944,-1607.000000000003,-2539.999999999992,-734.0000000000089,-159.00000000000603,451.99999999998573,,-5563.000000000039
2016.06.22,-873.999999999997,-323.99999999999807,-1419.0000000000036,-2256.9999999999764,-838.0000000000081,-173.00000000000182,400.9999999999847,,-5484.0
2016.06.22,-1018.0000000000077,-388.00000000000523,-1444.000000000001,-2345.9999999999754,-960.9999999999985,-248.99999999999523,336.9999999999873,,-6068.999999999995
2016.06.22,-975.9999999999991,-140.00000000000057,-1429.999999999998,-2185.0000000000023,-742.0000000000044,-189.99999999999773,285.00000000000193,,-5378.0
2016.06.22,-790.0000000000018,-121.00000000000932,-1249.0,-1728.999999999985,-719.9999999999989,-4.0000000000048885,375.9999999999986,,-4237.000000000001
2016.06.22,-591.0000000000082,-115.0000000000091,-1323.0000000000075,-1960.9999999999843,-722.999999999999,69.00000000000261,414.9999999999876,,-4229.000000000018
2016.06.22,-692.9999999999881,-84.00000000000318,-1349.0000000000002,-2025.999999999982,-746.0000000000093,-1.0000000000047748,391.9999999999924,,-4506.9999999999945
2016.06.22,-675.0000000000034,-127.00000000000955,-1406.0000000000073,-2244.9999999999764,-831.0000000000031,-24.00000000000091,388.9999999999949,,-4919.0000000000055
2016.06.22,-609.9999999999994,-76.99999999999818,-1406.0000000000073,-2149.000000000001,-746.0000000000093,72.99999999999329,390.9999999999858,,-4524.0000000000355
2016.06.22,-575.9999999999987,-111.0000000000042,-1463.9999999999986,-2180.999999999983,-753.0000000000001,55.999999999997385,275.000000000003,,-4753.999999999985
2016.06.22,-540.0000000000072,-70.99999999999795,-1593.0,-2400.999999999982,-679.000000000002,129.99999999999545,322.9999999999844,,-4831.000000000009
2016.06.23,-758.9999999999985,-581.0000000000031,-1848.0000000000052,-3867.999999999995,-1390.0000000000005,-272.99999999999613,200.99999999998454,,-8518.000000000015
2016.06.23,-903.0000000000093,-805.0000000000068,-1883.9999999999968,-4244.0,-1671.0000000000064,-496.9999999999999,218.99999999999142,,-9785.000000000027
2016.06.23,-852.9999999999926,-453.00000000000296,-1846.9999999999986,-3768.000000000001,-1457.0000000000077,-355.000000000004,226.99999999999943,,-8506.000000000005
2016.06.23,-858.0000000000032,-299.0000000000066,-1717.9999999999973,-3506.0,-1329.9999999999982,-313.0000000000024,224.99999999998633,,-7799.000000000022
2016.06.23,-845.0000000000068,-340.0000000000034,-1826.0000000000055,-3777.999999999992,-1377.0000000000095,-316.0000000000025,109.00000000000354,,-8373.000000000015
2016.06.23,-828.0000000000065,-343.0000000000035,-1810.0000000000005,-3752.999999999986,-1370.0000000000045,-316.0000000000025,116.99999999998934,,-8303.000000000015
2016.06.23,-835.9999999999923,-225.00000000000853,-1822.0000000000014,-3593.999999999994,-1227.0000000000039,-313.0000000000024,133.99999999998968,,-7883.000000000013
2016.06.23,-872.0000000000061,-362.000000000009,-1814.0000000000045,-3780.000000000001,-1388.0000000000052,-368.9999999999998,121.99999999999989,,-8463.000000000025
2016.06.23,-916.0000000000057,-379.0000000000049,-1868.9999999999984,-3875.9999999999764,-1420.0000000000018,-415.00000000000625,134.99999999999625,,-8739.999999999996
2016.06.23,-974.9999999999925,-272.00000000000557,-1834.0000000000023,-3706.9999999999936,-1303.0000000000114,-329.00000000000773,195.9999999999962,,-8224.000000000016
2016.06.23,-939.0000000000009,-281.0000000000059,-1819.0000000000039,-3619.0,-1332.9999999999984,-328.00000000000296,197.99999999998707,,-8121.0000000000255
2016.06.23,-872.9999999999905,-271.0000000000008,-1724.0000000000034,-3496.9999999999854,-1350.0000000000086,-263.9999999999958,234.00000000000088,,-7744.999999999984
2016.06.23,-855.9999999999901,-240.0000000000091,-1677.0000000000064,-3429.000000000002,-1318.000000000012,-236.0000000000042,248.99999999998812,,-7507.0000000000355
2016.06.23,-842.9999999999937,-286.00000000000136,-1646.9999999999984,-3438.9999999999927,-1385.000000000005,-221.9999999999942,293.99999999999426,,-7527.999999999991
2016.06.23,-841.0000000000028,-289.0000000000015,-1663.9999999999989,-3439.9999999999977,-1365.000000000009,-251.00000000000477,278.00000000000045,,-7572.000000000015
2016.06.23,-822.9999999999959,-290.00000000000625,-1678.9999999999973,-3405.000000000001,-1317.0000000000073,-219.0000000000083,305.9999999999841,,-7427.000000000031
2016.06.23,-953.0000000000039,-287.00000000000614,-1697.000000000004,-3448.9999999999836,-1318.000000000012,-305.9999999999974,282.0000000000045,,-7728.000000000003
2016.06.23,-953.9999999999882,-437.0000000000118,-1694.0000000000066,-3552.9999999999973,-1451.0000000000077,-352.99999999999443,282.9999999999888,,-8159.000000000016
2016.06.23,-930.0000000000086,-427.0000000000067,-1629.0000000000027,-3483.9999999999804,-1442.0000000000073,-329.9999999999983,306.9999999999906,,-7935.000000000013
2016.06.23,-930.0000000000086,-126.00000000000477,-1480.0000000000036,-2685.0000000000023,-1103.0000000000086,-128.0000000000001,337.99999999999386,,-6114.0000000000355
2016.06.23,-1072.0000000000064,-257.000000000005,-1631.0000000000048,-3168.9999999999827,-1174.0000000000066,-286.00000000000136,317.9999999999961,,-7271.000000000011
2016.06.23,-1080.9999999999986,-261.0000000000099,-1582.0000000000057,-3012.0000000000005,-1197.0000000000027,-293.00000000000637,266.999999999995,,-7159.000000000029
2016.06.23,-1195.999999999997,-361.0000000000042,-1717.9999999999973,-3055.999999999983,-1085.9999999999986,-346.9999999999942,156.99999999998494,,-7606.99999999999
2016.06.23,-1235.0000000000084,-544.0000000000111,-1663.0000000000034,-3264.9999999999864,-1319.0000000000027,-391.9999999999959,178.99999999999582,,-8239.000000000011
2016.06.23,-1591.9999999999934,-1210.9999999999986,-1834.0000000000023,-4830.999999999989,-2367.0000000000045,-992.0000000000044,63.99999999999739,,-12762.999999999995
2016.06.23,-1757.0000000000086,-1213.0000000000082,-1844.0000000000011,-4593.9999999999945,-2079.999999999998,-1013.0000000000052,103.99999999999298,,-12397.000000000024
2016.06.23,-1967.999999999992,-1387.0000000000005,-2015.0000000000002,-5607.999999999975,-2471.0000000000036,-1375.0,156.00000000000057,,-14667.99999999997
2016.06.23,-2123.000000000008,-1921.0000000000064,-2063.0000000000036,-6645.999999999986,-3534.000000000006,-2001.0000000000048,275.9999999999874,,-18012.000000000025
2016.06.23,-1946.0000000000032,-1948.0000000000075,-1909.0000000000052,-6413.999999999987,-3395.00000000001,-1885.000000000005,226.99999999999943,,-17270.00000000002
