date,USDCAD,CHFJPY,EURGBP,GBPJPY,EURJPY,CADJPY,AUDNZD,empty,sum
2016.06.20,-534.9999999999966,-78.00000000000296,-104.99999999999955,-191.0000000000025,-1321.0000000000123,-28.000000000005798,-5.000000000010552,,-2263.00000000003
2016.06.20,-459.0000000000094,9.999999999990905,-85.00000000000173,-71.9999999999743,-1256.0000000000002,-76.00000000000762,-12.999999999996348,,-1950.9999999999986
2016.06.20,-461.0000000000003,107.99999999998988,-118.00000000000699,-187.99999999998818,-1256.0000000000002,-82.99999999999841,-32.0000000000098,,-2030.000000000014
2016.06.20,-472.9999999999901,-59.00000000001171,-151.9999999999966,-375.99999999997635,-1307.0000000000023,-111.99999999999477,88.99999999998354,,-2389.999999999988
2016.06.20,-472.00000000000574,-64.00000000000716,-150.00000000000568,-383.99999999998613,-1350.999999999999,-106.99999999999932,143.00000000000423,,-2384.9999999999986
2016.06.20,-522.0000000000002,-215.0000000000034,-590.999999999997,-1528.9999999999964,-1549.0000000000066,-102.99999999999443,112.99999999998533,,-4396.000000000013
2016.06.20,-425.0000000000087,-365.99999999999966,-516.0000000000053,-1254.9999999999955,-1588.0000000000082,-33.00000000000125,102.99999999998644,,-4080.000000000032
2016.06.20,-483.99999999999557,-441.0000000000025,-458.9999999999983,-1378.9999999999907,-1673.0000000000018,-111.99999999999477,8.999999999992347,,-4538.999999999991
2016.06.20,-492.9999999999879,-418.00000000000637,-419.9999999999982,-1257.9999999999814,-1629.000000000005,-156.0000000000059,34.000000000000696,,-4339.999999999983
2016.06.20,-506.9999999999908,-352.00000000000387,-407.99999999999727,-1230.9999999999945,-1588.0000000000082,-108.99999999999466,182.99999999999983,,-4011.999999999989
2016.06.20,-551.9999999999969,-234.99999999999943,-429.0000000000016,-1123.9999999999952,-1462.0000000000032,-34.99999999999659,236.99999999999832,,-3599.9999999999945
2016.06.20,-547.999999999993,-298.0000000000018,-485.99999999999756,-1337.9999999999939,-1536.0000000000014,-46.999999999997044,302.9999999999866,,-3949.999999999998
2016.06.20,-550.000000000006,-322.00000000000273,-472.00000000000574,-1319.9999999999932,-1556.0000000000116,-48.00000000000182,310.9999999999946,,-3957.0000000000264
2016.06.20,-561.9999999999958,-291.000000000011,-519.0000000000028,-1510.9999999999957,-1621.0000000000093,-24.00000000000091,319.999999999987,,-4208.000000000028
2016.06.20,-574.9999999999922,-299.0000000000066,-448.9999999999994,-1400.999999999982,-1649.000000000001,-43.99999999999693,322.00000000000006,,-4094.999999999978
2016.06.20,-592.9999999999991,-368.9999999999998,-346.0000000000019,-1323.9999999999839,-1772.0000000000055,-93.00000000000352,347.9999999999928,,-4149.000000000001
2016.06.20,-584.9999999999911,-364.0000000000043,-348.9999999999993,-1350.999999999999,-1743.000000000009,-109.99999999999943,336.9999999999873,,-4165.000000000015
2016.06.20,-594.99999999999,-312.0000000000118,-351.0000000000013,-1177.9999999999973,-1644.0000000000055,-105.99999999999454,353.0000000000033,,-3832.999999999997
2016.06.20,-546.000000000002,-364.0000000000043,-539.0000000000006,-1423.9999999999782,-1591.9999999999986,-125.0,383.0,,-4206.999999999984
2016.06.20,-570.0000000000039,-370.00000000000455,-514.9999999999987,-1419.9999999999875,-1560.0000000000023,-112.99999999999955,392.9999999999989,,-4154.999999999997
2016.06.20,-607.0000000000019,-379.0000000000049,-595.0000000000011,-1414.999999999992,-1457.9999999999984,-141.00000000000534,204.99999999998852,,-4390.0000000000155
2016.06.20,-649.999999999995,-390.00000000000057,-639.0000000000007,-1431.999999999988,-1478.999999999999,-120.00000000000455,97.9999999999981,,-4611.99999999999
2016.06.20,-628.9999999999907,-341.99999999999875,-966.0000000000002,-2076.999999999998,-1417.0000000000016,-91.00000000000819,124.99999999999733,,-5397.0
2016.06.20,-788.9999999999952,-291.000000000011,-983.0000000000006,-1926.9999999999925,-1328.000000000003,-114.00000000000432,136.00000000000279,,-5296.000000000004
2016.06.20,-775.9999999999989,-67.99999999999784,-858.9999999999986,-1716.9999999999845,-1272.0000000000055,-111.99999999999477,224.000000000002,,-4579.999999999978
2016.06.20,-750.9999999999906,-65.00000000001194,-904.0000000000048,-1534.9999999999966,-1152.000000000001,-40.00000000000625,244.9999999999841,,-4202.000000000026
2016.06.20,-853.9999999999992,-21.000000000000796,-968.9999999999976,-1674.999999999983,-1079.9999999999982,-140.00000000000057,249.99999999999466,,-4488.999999999985
2016.06.20,-815.9999999999945,-62.00000000001182,-856.9999999999967,-1494.9999999999761,-1128.0,-120.99999999999511,304.9999999999997,,-4173.9999999999745
2016.06.20,-781.9999999999939,-88.99999999999864,-933.000000000006,-1650.999999999982,-1115.9999999999995,-159.9999999999966,174.99999999999181,,-4555.9999999999845
2016.06.20,-768.9999999999975,-76.99999999999818,-1006.0000000000069,-1862.9999999999995,-1137.0000000000005,-132.000000000005,130.99999999999224,,-4853.0000000000155
2016.06.20,-883.9999999999959,-125.0,-960.0000000000053,-1821.9999999999743,-1285.000000000011,-213.00000000000807,93.99999999999409,,-5195.0
2016.06.20,-923.9999999999915,-88.00000000000807,-887.0000000000044,-1619.9999999999761,-1182.0000000000023,-177.0000000000067,59.99999999999339,,-4817.9999999999945
2016.06.20,-1136.999999999988,-131.00000000000023,-878.000000000001,-1723.9999999999895,-1274.000000000001,-280.00000000000114,73.99999999999629,,-5349.9999999999845
2016.06.20,-1164.0000000000095,-90.00000000000341,-909.9999999999997,-1693.9999999999884,-1195.0000000000073,-305.0000000000068,52.99999999999194,,-5305.000000000023
2016.06.20,-1180.0000000000032,-88.00000000000807,-897.0000000000033,-1799.999999999983,-1267.00000000001,-341.0000000000082,34.000000000000696,,-5539.000000000015
2016.06.20,-1100.9999999999964,-65.00000000001194,-1139.0000000000011,-2101.9999999999754,-1197.0000000000027,-275.99999999999625,38.99999999998904,,-5840.9999999999945
2016.06.20,-1014.0000000000038,39.00000000000148,-1271.0,-2193.999999999988,-1017.0000000000101,-177.99999999999727,8.999999999992347,,-5626.0000000000055
2016.06.20,-895.0000000000014,208.99999999998897,-1336.9999999999993,-1969.9999999999989,-840.0000000000034,-91.00000000000819,34.000000000000696,,-4890.000000000022
2016.06.20,-889.9999999999908,376.99999999999534,-1271.0,-1778.9999999999964,-713.9999999999986,7.000000000005002,106.99999999999044,,-4162.999999999995
2016.06.20,-878.000000000001,423.0000000000018,-1324.9999999999984,-1860.99999999999,-654.0000000000106,27.000000000001023,124.99999999999733,,-4143.0
2016.06.20,-878.000000000001,470.9999999999894,-1268.999999999998,-1730.9999999999945,-634.0000000000003,54.99999999999261,153.00000000000313,,-3833.0000000000086
2016.06.20,-804.0000000000047,625.0,-1288.0000000000002,-1381.9999999999766,-387.00000000000045,245.00000000000455,167.9999999999904,,-2822.9999999999873
2016.06.20,-852.0000000000083,741.9999999999902,-1285.0000000000027,-1307.9999999999927,-307.00000000000216,256.0000000000002,188.9999999999947,,-2565.000000000021
2016.06.20,-926.999999999989,831.9999999999936,-1297.0000000000036,-1339.999999999975,-287.00000000000614,236.99999999999477,177.99999999998929,,-2603.9999999999964
2016.06.20,-913.0000000000083,822.9999999999933,-1319.0000000000034,-1382.9999999999814,-280.00000000000114,216.99999999999875,184.99999999999073,,-2670.0000000000114
2016.06.20,-868.000000000002,792.0000000000016,-1346.9999999999982,-1417.0000000000016,-258.0000000000098,231.99999999999932,168.99999999999693,,-2697.000000000014
2016.06.20,-852.9999999999926,897.9999999999961,-1324.9999999999984,-1256.0000000000002,-184.0000000000117,305.9999999999974,158.99999999999804,,-2255.000000000012
2016.06.20,-1002.9999999999983,784.9999999999966,-1380.0000000000034,-1570.999999999998,-356.00000000000875,177.99999999999727,163.00000000000205,,-3184.000000000012
2016.06.21,-941.9999999999984,747.9999999999905,-1361.0000000000011,-1183.9999999999975,-296.0000000000065,263.00000000000523,204.00000000000418,,-2568.000000000003
2016.06.21,-930.999999999993,811.9999999999976,-1268.0000000000025,-1134.999999999991,-239.00000000000432,275.99999999999625,144.99999999999514,,-2340.0000000000014
2016.06.21,-937.9999999999944,792.0000000000016,-1341.9999999999986,-1338.9999999999986,-291.000000000011,251.99999999999534,35.999999999991594,,-2830.0000000000136
2016.06.21,-948.9999999999999,813.999999999993,-1289.0000000000068,-1312.9999999999882,-291.000000000011,227.99999999999443,55.99999999998939,,-2744.0000000000286
2016.06.21,-987.0000000000045,810.9999999999928,-1224.9999999999984,-1149.9999999999773,-258.0000000000098,263.9999999999958,121.99999999999989,,-2423.0000000000014
2016.06.21,-988.9999999999955,872.9999999999905,-1202.000000000003,-1033.9999999999918,-221.00000000000364,292.0000000000016,126.99999999998823,,-2154.0000000000136
2016.06.21,-958.9999999999987,867.999999999995,-1139.0000000000011,-997.9999999999905,-306.0000000000116,263.00000000000523,51.99999999998539,,-2219.0000000000164
2016.06.21,-1008.0000000000089,853.9999999999992,-1112.0000000000018,-933.9999999999975,-346.00000000000364,272.99999999999613,68.99999999998573,,-2204.0000000000305
2016.06.21,-1004.9999999999892,759.0000000000003,-963.9999999999982,-900.999999999982,-487.000000000009,188.0000000000024,112.000000000001,,-2297.999999999975
2016.06.21,-1004.0000000000049,598.9999999999895,-978.0000000000011,-1234.9999999999852,-707.0000000000078,91.99999999999875,-58.000000000002494,,-3291.000000000013
2016.06.21,-1025.9999999999936,549.9999999999972,-992.000000000004,-1244.9999999999761,-712.0000000000033,37.9999999999967,-62.000000000006494,,-3448.999999999989
2016.06.21,-1007.0000000000024,570.999999999998,-1007.9999999999978,-1193.9999999999884,-695.0000000000074,66.0000000000025,-22.0000000000109,,-3289.0000000000064
2016.06.21,-1078.0000000000011,658.9999999999918,-1072.0000000000064,-1215.9999999999798,-552.0000000000067,111.0000000000042,-52.000000000007596,,-3200.000000000006
2016.06.21,-1080.9999999999986,646.0000000000008,-1046.0000000000025,-1125.9999999999764,-573.0000000000075,90.99999999999397,-46.999999999997044,,-3135.9999999999873
2016.06.21,-1058.0000000000034,594.9999999999989,-1011.0000000000064,-1087.9999999999939,-533.0000000000013,96.9999999999942,-49.00000000001015,,-3047.000000000022
2016.06.21,-1059.00000000001,522.9999999999961,-1021.0000000000052,-1216.9999999999845,-675.0000000000114,13.999999999995794,-66.99999999999484,,-3502.000000000014
2016.06.21,-1075.9999999999882,376.99999999999534,-1085.0000000000027,-1667.0000000000016,-868.0000000000092,-91.99999999999875,-112.000000000001,,-4523.000000000006
2016.06.21,-1076.9999999999945,268.99999999999125,-1322.000000000001,-2252.999999999986,-966.9999999999987,-171.99999999999704,-109.00000000000354,,-5630.99999999999
2016.06.21,-1073.9999999999973,104.99999999998977,-1309.0000000000045,-2369.0,-1067.0000000000073,-269.00000000000546,-131.99999999999878,,-6115.000000000024
2016.06.21,-1086.000000000009,36.99999999999193,-1243.0000000000052,-2310.0000000000023,-1144.0000000000055,-260.0000000000051,-97.00000000001374,,-6103.00000000005
2016.06.21,-1190.0000000000023,-93.00000000000352,-1353.9999999999995,-2649.9999999999773,-1319.0000000000027,-402.000000000001,-78.00000000000028,,-7085.999999999986
2016.06.21,-1251.000000000002,-49.000000000006594,-1282.0000000000055,-2573.9999999999836,-1293.0000000000064,-391.9999999999959,27.999999999983594,,-6813.000000000016
2016.06.21,-1238.99999999999,-31.00000000000591,-1358.999999999999,-2485.99999999999,-1146.000000000001,-356.9999999999993,12.999999999996348,,-6604.999999999989
2016.06.21,-1248.0000000000045,-40.00000000000625,-1494.0000000000064,-2825.9999999999936,-1140.0000000000005,-361.0000000000042,45.99999999999049,,-7063.000000000025
2016.06.21,-1242.999999999994,15.999999999991132,-1502.0000000000034,-2727.99999999998,-1060.0000000000023,-302.99999999999727,116.00000000000499,,-6703.999999999982
2016.06.21,-1280.9999999999989,-31.00000000000591,-1632.0000000000002,-2816.999999999979,-1049.0000000000066,-328.00000000000296,148.99999999999915,,-6988.999999999994
2016.06.21,-1275.9999999999882,-258.0000000000098,-1546.000000000003,-2945.999999999998,-1243.000000000009,-442.0000000000073,177.00000000000495,,-7534.000000000011
