,Unnamed: 0,names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
0,0,USDCHF,10,"['NZDCAD', 'AUDCAD']",100.0,-0.30153420634920286,S
1,1,GBPUSD,10,"['EURCAD', 'USDJPY']",80.0,0.9602373412698411,B
2,2,EURUSD,10,"['EURCAD', 'USDJPY']",80.0,0.9629812698412692,B
3,3,USDJPY,10,"['EURCAD', 'AUDJPY', 'CADJPY', 'CADCHF']",100.0,-0.6033,S
4,4,USDCAD,10,"['USDJPY', 'EURCAD']",80.0,-0.9804831746031744,S
5,5,AUDUSD,50,"['EURNZD', 'EURGBP']",80.0,-0.2839159611435275,S
6,6,NZDUSD,10,['CHFJPY'],80.0,-0.5947769444444623,S
7,7,EURCHF,20,['NZDJPY'],80.0,0.4962622921849333,B
8,8,CHFJPY,10,['EURGBP'],80.0,0.5976503571428773,B
9,9,CADCHF,15,['USDJPY'],80.0,0.6007648260073318,B
10,10,EURGBP,10,"['NZDCAD', 'AUDCAD']",80.0,-0.9518400000000024,S
11,11,GBPJPY,10,['EURJPY'],80.0,-0.3298651984126968,S
12,12,GBPCAD,10,"['GBPUSD', 'EURUSD', 'USDCAD']",80.0,-0.487388611111123,S
13,13,GBPAUD,30,['AUDCAD'],80.0,-0.1985636880721085,S
14,14,EURCAD,10,"['CADCHF', 'AUDJPY', 'AUDUSD', 'EURCHF', 'AUDCHF', 'GBPAUD']",80.0,0.5634461904761867,B
15,15,EURAUD,30,"['CHFJPY', 'AUDCAD']",80.0,-0.48654018213169037,S
16,16,EURNZD,10,"['CHFJPY', 'USDCHF', 'NZDCHF']",80.0,0.9998,B
17,17,CADJPY,10,"['NZDCAD', 'AUDCAD']",80.0,0.9617500000000009,B
18,18,AUDJPY,20,['AUDCAD'],80.0,0.3375986410811357,B
19,19,NZDJPY,20,['USDCHF'],80.0,-0.3365505035994193,S
