date,USDCHF,EURUSD,USDCAD,GBPCHF,CHFJPY,EURGBP,GBPJPY,GBPAUD,EURJPY,EURCAD,CADJPY,AUDCAD,NZDCAD,empty,sum
2016.02.01,0.0,-9.999999999998899,-105.99999999998388,-378.00000000001165,0.0,-7.0000000000014495,-18.000000000000682,-248.99999999998812,-174.99999999998295,-64.99999999998174,0.0,-126.0000000000039,-136.99999999999824,,-1270.9999999999516
2016.02.01,192.99999999999872,-9.999999999998899,-166.99999999998383,-377.0000000000051,34.99999999999659,36.0000000000027,-39.99999999999204,-593.0000000000213,-141.9999999999959,51.000000000001044,16.999999999995907,-177.00000000000495,-63.99999999999739,,-1238.0000000000045
2016.02.01,278.00000000000045,-154.99999999999403,-205.99999999999508,-476.0000000000098,64.99999999999773,-2.999999999997449,-145.00000000001023,-587.9999999999885,-134.9999999999909,-197.99999999998707,-112.99999999999955,-180.99999999999784,65.00000000000395,,-1791.9999999999684
2016.02.01,342.9999999999822,-154.0000000000097,-148.99999999999915,-533.0000000000057,176.00000000000193,-2.000000000002,-117.999999999995,-658.0000000000031,-141.9999999999959,-161.99999999999548,-52.99999999999727,-213.00000000000762,80.99999999999774,,-1584.000000000029
2016.02.01,185.99999999999727,-56.99999999999594,-216.99999999997831,-581.0000000000093,70.99999999999795,-5.999999999994898,-252.00000000000955,-943.000000000005,-125.99999999997635,-90.99999999999665,-114.00000000000432,-295.0000000000008,63.99999999999739,,-2360.9999999999786
2016.02.01,133.99999999998968,39.00000000001125,-368.9999999999971,-312.00000000000114,39.99999999999204,75.00000000000284,-9.999999999990905,-1200.0000000000011,-147.99999999999613,175.00000000001404,72.00000000000273,-341.99999999999784,117.99999999999588,,-1727.999999999976
2016.02.01,78.99999999998464,62.99999999999084,-373.99999999998545,-363.0000000000022,-79.00000000000773,31.000000000003247,-256.0000000000002,-1129.0000000000243,-126.99999999998113,292.00000000000335,75.00000000000284,-204.99999999999963,-31.000000000003247,,-2024.0000000000186
2016.02.01,72.99999999998974,43.999999999999595,-388.9999999999949,-384.00000000000654,-70.00000000000739,4.999999999999449,-304.00000000000205,-1278.9999999999857,-38.99999999998727,320.00000000000915,85.99999999999852,-229.99999999999687,-105.99999999999498,,-2272.999999999979
2016.02.01,44.99999999998394,45.000000000006146,-436.9999999999985,-364.00000000000875,-9.000000000000341,23.00000000000635,-163.99999999998727,-1041.9999999999873,-55.999999999983174,374.0000000000077,185.00000000000227,-107.00000000000153,-175.99999999999838,,-1682.9999999999588
2016.02.01,69.9999999999923,90.99999999999665,-363.9999999999866,-409.99999999999926,-63.00000000000239,39.00000000000014,-280.00000000000114,-931.0000000000151,95.00000000002728,433.0000000000167,129.99999999999545,-56.0000000000005,-180.99999999999784,,-1426.999999999974
2016.02.01,82.99999999998863,134.00000000001188,-380.9999999999869,-401.00000000000693,-28.000000000005798,53.999999999998494,-241.00000000001387,-993.9999999999837,83.00000000002683,472.00000000000574,149.99999999999147,-70.0000000000034,-165.00000000000404,,-1303.9999999999816
2016.02.01,53.999999999998494,168.99999999999693,-461.0000000000003,-322.00000000000006,-15.000000000000568,95.99999999999609,-122.99999999999045,-1048.9999999999889,84.00000000000318,595.0000000000122,227.00000000000387,-72.0000000000054,-197.99999999999818,,-1014.9999999999729
2016.02.01,51.99999999998539,154.0000000000097,-420.9999999999825,-314.00000000001427,-41.00000000001103,85.00000000000173,-168.00000000000637,-925.9999999999824,96.00000000000364,601.000000000007,215.0000000000034,-26.999999999999247,-243.00000000000432,,-936.9999999999892
2016.02.01,54.99999999998284,164.99999999999292,-417.99999999998505,-322.00000000000006,-21.000000000000796,73.99999999999629,-151.00000000001046,-823.0000000000182,78.00000000000296,545.0000000000177,207.9999999999984,36.999999999998145,-261.0000000000001,,-834.0000000000254
2016.02.01,55.99999999998939,134.99999999999625,-341.99999999999784,-334.9999999999964,-128.0000000000001,51.99999999999649,-319.9999999999932,-801.0000000000073,117.00000000001864,392.9999999999989,61.99999999999761,43.999999999999595,-214.99999999999852,,-1281.9999999999968
2016.02.01,63.99999999999739,113.99999999999189,-303.9999999999932,-383.0,-136.0000000000099,6.0000000000060005,-399.0000000000009,-688.0000000000219,162.00000000000614,337.0000000000095,42.999999999992156,61.999999999995396,-161.00000000000003,,-1283.0000000000273
2016.02.01,59.99999999999339,137.9999999999937,-420.9999999999825,-334.9999999999964,-112.99999999999955,51.000000000001044,-324.0000000000123,-715.0000000000211,152.00000000001523,499.000000000005,111.99999999999477,75.9999999999983,-200.99999999999562,,-1021.0000000000059
2016.02.01,56.99999999999594,167.9999999999904,-550.9999999999903,-363.0000000000022,-64.99999999999773,78.99999999999574,-240.0000000000091,-774.000000000008,112.00000000002319,625.0000000000089,194.99999999999318,108.99999999999244,-255.00000000000523,,-903.0000000000127
2016.02.01,48.99999999998794,137.9999999999937,-584.9999999999911,-387.000000000004,-91.99999999999875,65.99999999999939,-329.00000000000773,-900.9999999999962,123.00000000001887,596.0000000000188,155.00000000000114,127.99999999999478,-251.00000000000122,,-1289.9999999999843
2016.02.01,14.999999999987246,126.0000000000039,-662.9999999999914,-438.00000000000506,-38.000000000010914,11.00000000000545,-233.0000000000041,-978.0000000000122,5.000000000023874,748.9999999999997,310.0000000000023,146.00000000000168,-192.00000000000327,,-1180.0000000000025
2016.02.01,-7.0000000000014495,148.99999999999915,-796.999999999981,-516.0000000000053,-10.000000000005116,-17.000000000000348,-260.9999999999957,-1047.0000000000202,-41.99999999997317,798.0000000000098,378.9999999999907,185.99999999999727,-292.00000000000335,,-1476.9999999999889
2016.02.01,-26.999999999999247,153.00000000000313,-715.9999999999833,-565.0000000000155,-126.00000000000477,-39.999999999995595,-515.9999999999911,-997.0000000000034,16.000000000019554,870.9999999999995,341.99999999999875,315.9999999999941,-321.0000000000046,,-1609.9999999999827
2016.02.01,-42.0000000000087,185.99999999999727,-867.9999999999799,-731.9999999999993,-147.00000000000557,-141.99999999999767,-641.9999999999959,-1481.0000000000211,91.00000000000819,872.0000000000061,352.99999999999443,278.00000000000045,-363.0000000000022,,-2637.0000000000036
2016.02.01,21.999999999988695,110.00000000001009,-789.9999999999797,-859.0000000000098,-26.00000000001046,-210.99999999999451,-769.0000000000055,-1556.000000000024,7.000000000005002,748.9999999999997,370.9999999999951,190.99999999999673,-329.999999999997,,-3091.0000000000255
2016.02.01,40.99999999997994,217.0000000000005,-878.9999999999853,-619.9999999999983,-29.000000000010573,56.0000000000005,-379.99999999999545,-1176.0000000000214,138.00000000000523,1092.000000000004,459.0000000000032,258.9999999999981,-341.99999999999784,,-1164.0000000000168
2016.02.01,42.999999999993044,287.9999999999994,-792.9999999999993,-623.000000000018,-84.00000000000318,45.000000000006146,-520.9999999999866,-1345.0000000000184,263.00000000000523,1114.000000000015,408.9999999999918,224.9999999999974,-268.0000000000016,,-1247.000000000019
2016.02.01,41.99999999998649,287.9999999999994,-716.9999999999899,-636.0000000000143,-138.00000000000523,19.999999999997797,-675.9999999999877,-1288.0000000000002,277.00000000001523,1032.0000000000107,290.9999999999968,202.0000000000022,-268.0000000000016,,-1570.99999999999
2016.02.01,2.999999999997449,313.00000000000773,-770.9999999999884,-632.0000000000103,-195.0000000000074,24.000000000001798,-693.000000000012,-1286.9999999999936,365.0000000000091,1147.000000000009,310.99999999999284,203.99999999999307,-261.99999999999557,,-1472.999999999996
