date,USDCHF,GBPUSD,USDJPY,NZDUSD,EURCHF,CHFJPY,CADCHF,GBPJPY,GBPCAD,CADJPY,AUDJPY,NZDCAD,empty,sum
2018.07.23,-52.99999999999194,-80.00000000001339,-81.99999999999363,0.0,-11.999999999989797,-148.00000000001035,-4.000000000004,-175.99999999998772,-205.99999999999508,-72.00000000000273,-123.00000000000466,-109.00000000000354,,-1064.9999999999968
2018.07.23,-78.99999999999574,2.999999999997449,-74.99999999998863,55.000000000005045,1.0000000000065512,-145.00000000001023,46.999999999997044,-167.99999999997794,-303.9999999999932,-70.99999999999795,-134.00000000000034,-175.00000000000293,,-1044.999999999961
2018.07.23,3.0000000000085514,69.00000000000794,-140.00000000000057,77.00000000000485,18.0000000000069,-216.00000000000819,59.99999999999339,-290.9999999999968,-333.0000000000055,-123.00000000000466,-180.99999999999739,-267.00000000000614,,-1323.9999999999975
2018.07.23,-17.999999999995797,117.99999999999588,-86.99999999998909,145.00000000000622,50.0000000000167,-173.00000000000182,110.99999999999443,-263.9999999999816,-313.99999999999204,-96.00000000000364,-176.00000000000193,-309.0000000000037,,-1012.9999999999563
2018.07.23,-95.00000000000064,165.9999999999995,-6.000000000000227,213.00000000000762,40.0000000000178,-118.00000000000921,102.99999999999754,-183.9999999999975,-282.0000000000045,-91.99999999999875,-167.0000000000016,-294.00000000000534,,-715.9999999999952
2018.07.23,-104.99999999999955,212.99999999999653,135.00000000000512,237.00000000000944,43.999999999999595,-57.00000000000216,95.00000000000064,-72.99999999997908,-290.9999999999968,7.999999999995566,-79.9999999999983,-318.00000000000716,,-191.99999999997613
2018.07.23,-139.00000000000023,160.99999999998892,286.00000000000136,247.00000000000833,28.000000000005798,69.00000000000261,63.00000000000195,102.00000000000387,-346.0000000000019,116.99999999999022,25.99999999999625,-345.0000000000064,,268.99999999999073
2018.07.23,-135.99999999999167,228.99999999999034,389.00000000001,235.00000000000742,50.0000000000167,152.00000000000102,51.99999999999649,233.0000000000041,-367.0000000000062,176.00000000000193,123.99999999999523,-365.0000000000042,,772.0000000000213
2018.07.23,-134.0000000000008,140.99999999999113,197.00000000000273,204.00000000000418,48.000000000003595,21.000000000000796,42.999999999993044,98.00000000001319,-365.99999999999966,106.99999999999932,96.00000000000364,-358.0000000000028,,97.00000000000836
2018.07.23,-170.99999999999892,238.0000000000049,392.0000000000101,214.00000000000307,38.0000000000047,137.99999999999102,31.000000000003247,252.00000000000955,-417.0000000000007,215.99999999999397,143.99999999999125,-363.0000000000022,,712.00000000001
2018.07.23,-124.99999999999733,181.9999999999933,394.00000000000546,204.99999999999963,40.0000000000178,209.99999999999375,26.999999999999247,302.0000000000209,-429.99999999999704,269.999999999996,218.00000000000352,-326.9999999999995,,966.0000000000359
2018.07.23,-85.99999999999719,180.0000000000024,416.000000000011,165.00000000000404,41.000000000002146,223.99999999998954,41.9999999999976,323.0000000000075,-398.9999999999938,286.00000000000136,242.00000000000443,-330.0000000000081,,1104.000000000021
2018.07.23,-80.99999999999774,191.99999999999218,410.0000000000108,169.00000000000804,41.000000000002146,223.99999999998954,36.999999999998145,325.00000000001705,-425.99999999999307,292.99999999999216,219.99999999999886,-347.0000000000084,,1057.0000000000098
2018.07.23,-125.99999999999278,239.99999999999577,450.00000000000284,231.0000000000034,31.000000000003247,229.99999999998977,14.999999999998348,325.00000000001705,-462.0000000000068,308.9999999999975,209.99999999999375,-369.0000000000082,,1083.999999999994
2018.07.23,-122.99999999999534,219.99999999999798,436.00000000000705,204.00000000000418,4.000000000004,206.99999999999363,17.000000000000348,296.0000000000207,-462.0000000000068,305.9999999999974,203.00000000000296,-365.0000000000042,,943.0000000000219
2018.07.23,-91.99999999999208,207.99999999998596,422.00000000001125,208.00000000000819,2.0000000000131024,226.99999999998965,19.999999999997797,324.0000000000123,-456.00000000001194,310.0000000000023,224.99999999999432,-362.00000000000676,,1036.0000000000039
2018.07.23,-106.99999999999044,209.9999999999991,386.0000000000099,228.00000000000597,-2.999999999997449,192.99999999999784,25.999999999992696,268.0000000000007,-456.00000000001194,260.9999999999957,170.0000000000017,-400.00000000000034,,776.0000000000033
2018.07.23,-102.99999999999754,143.00000000000423,358.0000000000041,216.0000000000051,-40.99999999997994,198.99999999999807,37.99999999999359,267.00000000002433,-432.9999999999945,266.9999999999959,176.9999999999925,-399.0000000000049,,689.0000000000408
2018.07.23,-100.00000000000009,130.99999999999224,352.00000000000387,199.00000000000472,-51.99999999998539,198.99999999999807,27.999999999994696,279.0000000000248,-414.00000000000324,262.999999999991,180.99999999999739,-375.0000000000031,,691.0000000000148
2018.07.23,-88.99999999999464,109.99999999998789,320.99999999999795,155.00000000000514,-60.99999999999994,195.99999999999795,34.99999999999615,294.00000000001114,-424.00000000000216,265.00000000000057,201.99999999999818,-353.99999999999875,,649.9999999999994
2018.07.23,-91.99999999999208,99.00000000000463,240.99999999999966,131.00000000000333,-79.99999999999119,147.99999999999613,7.0000000000014495,166.00000000002524,-556.0000000000009,214.9999999999892,191.99999999999307,-419.00000000000273,,52.00000000002581
2018.07.23,-153.99999999999858,253.99999999999866,359.99999999999943,247.00000000000833,-60.99999999999994,109.99999999999943,-63.99999999999739,112.00000000002319,-710.999999999995,307.9999999999927,215.0000000000034,-487.99999999999955,,128.0000000000348
2018.07.23,-167.9999999999904,224.000000000002,375.0,246.00000000000176,-142.99999999998204,102.99999999999443,-48.99999999999905,169.00000000001114,-665.0000000000044,274.9999999999915,266.9999999999959,-469.0000000000083,,165.0000000000125
