date,USDCHF,GBPUSD,EURUSD,USDJPY,AUDUSD,EURCHF,CHFJPY,CADCHF,NZDCHF,EURGBP,GBPJPY,EURAUD,EURNZD,CADJPY,AUDJPY,NZDJPY,AUDCAD,NZDCAD,empty,sum
2016.05.23,60.99999999999994,42.999999999993044,-117.99999999999588,77.00000000001239,-86.0000000000083,225.99999999999287,-224.00000000000375,81.9999999999932,159.00000000000912,-153.00000000000313,186.9999999999834,180.0000000000024,-211.99999999998997,-98.99999999998954,-179.00000000000205,-188.99999999999295,-189.00000000000583,-236.99999999999832,,-671.0000000000034
2016.05.23,44.99999999999504,0.0,-141.99999999999767,28.000000000005798,-98.0000000000092,229.99999999999687,-183.9999999999975,100.00000000000009,141.00000000000225,-180.99999999999784,74.99999999998863,205.00000000001074,-231.99999999998778,-75.9999999999934,-126.00000000000477,-149.0000000000009,-206.00000000000617,-212.00000000000108,,-781.9999999999968
2016.05.23,95.00000000000064,-28.000000000005798,-109.99999999998789,67.00000000000728,-90.0000000000012,244.9999999999841,-179.00000000000205,134.0000000000008,187.00000000000384,-190.00000000000128,90.99999999997976,202.9999999999976,-174.00000000000747,-97.99999999999898,-149.0000000000009,-189.99999999999773,-211.00000000000563,-278.00000000000045,,-675.0000000000352
2016.05.23,92.00000000000318,-4.000000000004,-126.99999999998823,99.00000000000375,-80.00000000000229,259.9999999999936,-218.9999999999941,134.0000000000008,194.0000000000053,-197.99999999999818,164.99999999999204,243.00000000001543,-182.99999999999983,-125.0,-162.00000000000614,-218.9999999999941,-191.00000000000784,-285.9999999999974,,-606.999999999978
2016.05.23,92.99999999999864,-23.00000000001745,-150.99999999999002,58.000000000006935,-70.0000000000034,278.9999999999848,-177.0000000000067,95.00000000000064,134.0000000000008,-219.00000000000253,88.99999999999864,299.00000000000483,-367.99999999999056,-51.00000000000193,-121.00000000000932,-121.99999999999989,-226.99999999999943,-253.99999999999866,,-736.0000000000246
2016.05.23,119.99999999999788,-90.00000000001229,-167.00000000000603,-75.9999999999934,-53.00000000000304,326.0000000000041,-13.00000000000523,103.99999999999298,141.00000000000225,-268.0000000000016,-180.00000000000682,363.0000000000022,-401.00000000000693,63.00000000000239,-3.0000000000001137,-24.00000000000091,-214.00000000000307,-255.00000000000523,,-627.0000000000429
2016.05.23,31.000000000003247,-8.000000000008,-265.0000000000041,-243.99999999999977,-131.00000000000333,323.99999999999096,58.9999999999975,103.99999999999298,151.00000000000114,-289.0000000000059,-337.0000000000175,328.00000000001717,-384.00000000000654,118.00000000000921,33.00000000000125,13.00000000000523,-236.00000000000287,-265.0000000000041,,-998.0000000000333
2016.05.23,44.99999999999504,40.99999999997994,-208.99999999999253,-292.99999999999216,-189.00000000000583,286.99999999999284,117.00000000000443,143.9999999999997,201.00000000000674,-224.000000000002,-354.0000000000134,124.99999999999733,-197.00000000000273,115.99999999999966,6.000000000000227,0.0,-267.00000000000614,-282.0000000000045,,-933.0000000000434
2016.05.23,-36.0000000000027,47.99999999998139,-265.0000000000041,-411.9999999999919,-150.00000000000568,248.00000000000378,153.0000000000058,87.99999999999919,116.00000000000499,-260.00000000000466,-516.0000000000196,284.00000000001756,-356.00000000000074,204.00000000000773,134.00000000000034,115.0000000000091,-219.00000000000253,-243.00000000000432,,-1067.0000000000064
2016.05.23,9.00000000000345,56.99999999999594,-265.99999999998846,-371.9999999999999,-160.00000000000458,302.9999999999866,159.00000000000603,107.99999999999699,216.0000000000051,-258.0000000000027,-449.0000000000123,265.0000000000041,-190.00000000000128,189.00000000000716,91.99999999999875,9.000000000000341,-246.00000000000176,-345.0000000000064,,-879.0000000000127
