date,USDCHF,GBPUSD,EURUSD,USDJPY,AUDUSD,EURCHF,CHFJPY,CADCHF,NZDCHF,EURGBP,GBPJPY,EURAUD,EURNZD,CADJPY,AUDJPY,NZDJPY,AUDCAD,NZDCAD,empty,sum
2016.05.23,-4.999999999999449,-25.00000000000835,-156.00000000000057,0.0,-86.0000000000083,0.0,-224.99999999999432,-39.00000000000014,-22.999999999995246,-162.0000000000066,-16.000000000019554,-15.999999999993797,-299.99999999998914,-99.99999999999432,-183.00000000000693,-203.99999999999352,-207.00000000000162,-261.0000000000001,,-2008.0000000000123
2016.05.23,44.99999999999504,-30.0000000000189,-192.99999999999872,7.000000000005002,-131.00000000000333,217.0000000000005,-251.00000000000477,68.00000000000139,140.0000000000068,-203.00000000000873,24.999999999977263,136.00000000000279,-242.00000000000887,-102.99999999999443,-182.00000000000216,-224.99999999999432,-241.00000000000233,-295.0000000000008,,-1458.0000000000487
2016.05.23,44.99999999999504,-42.0000000000087,-164.99999999999292,23.000000000010346,-121.00000000000443,215.99999999999397,-248.99999999999523,83.9999999999952,117.00000000000044,-213.00000000000762,34.99999999999659,162.00000000001768,-304.9999999999997,-111.99999999999477,-189.00000000000716,-216.99999999999875,-262.00000000000665,-319.99999999999807,,-1513.0000000000045
2016.05.23,85.99999999999719,-35.00000000000725,-129.99999999998568,67.00000000000728,-126.0000000000039,241.99999999998667,-239.00000000000432,115.99999999999389,181.00000000000892,-200.00000000000017,87.99999999999386,140.0000000000068,-191.99999999999218,-140.00000000000057,-203.00000000000296,-251.99999999999534,-251.00000000000122,-343.00000000000443,,-1191.0000000000034
2016.05.23,80.00000000000229,-34.000000000000696,-158.99999999999804,34.000000000006025,-108.00000000000809,255.99999999998957,-219.99999999999886,88.99999999999464,133.00000000000534,-221.99999999999997,57.999999999992724,187.00000000000384,-371.99999999999454,-125.99999999999056,-184.0000000000117,-250.0,-250.00000000000577,-356.00000000000074,,-1444.0000000000146
2016.05.23,88.99999999999464,-106.00000000000608,-190.99999999998562,-107.99999999998988,-110.00000000001009,278.9999999999848,-180.99999999999739,80.99999999999774,115.00000000000954,-277.000000000005,-209.00000000000318,249.00000000001032,-451.0000000000014,-54.99999999999261,-137.00000000000045,-137.99999999999102,-272.00000000000557,-284.0000000000065,,-1705.9999999999977
2016.05.23,27.999999999994696,-98.0000000000203,-268.9999999999859,-275.99999999999625,-140.0000000000068,292.9999999999877,-85.99999999999852,78.99999999999574,125.00000000000844,-299.00000000000483,-407.0000000000107,239.00000000001143,-438.00000000000506,21.000000000000796,-60.000000000002274,-68.9999999999884,-267.00000000000614,-284.0000000000065,,-1908.0000000000327
2016.05.23,14.999999999998348,-25.00000000000835,-282.0000000000045,-318.9999999999884,-204.99999999999963,286.99999999999284,-16.999999999995907,100.00000000000009,148.99999999999915,-295.0000000000008,-386.0000000000241,109.00000000000354,-400.00000000000034,55.00000000000682,-54.000000000002046,-62.99999999998818,-281.00000000000904,-326.0000000000041,,-1938.0000000000248
2016.05.23,-60.99999999999994,28.999999999990145,-297.9999999999983,-469.99999999999886,-199.00000000000472,238.99999999998923,102.00000000000387,71.99999999999429,87.00000000000374,-275.000000000003,-585.000000000008,121.99999999999989,-452.00000000000796,115.0000000000091,0.999999999990564,-0.999999999990564,-312.00000000000114,-302.0000000000023,,-2188.0000000000337
2016.05.23,-36.0000000000027,2.999999999997449,-279.99999999999136,-439.9999999999977,-192.00000000000327,239.99999999999577,103.9999999999992,71.99999999999429,104.00000000000409,-270.0000000000036,-535.000000000025,206.00000000001728,-391.9999999999924,159.00000000000603,39.99999999999204,-3.9999999999906777,-273.000000000001,-350.00000000000585,,-1844.0000000000073
