date,AUDUSD,CADCHF,EURGBP,GBPAUD,EURCAD,EURAUD,CADJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2020.06.29,0.0,-36.999999999998145,-4.000000000004,-367.0000000000062,0.0,-229.99999999999687,-95.99999999998943,0.0,0.0,0.0,,-733.9999999999947
2020.06.29,-73.99999999999629,-31.999999999998696,78.99999999999574,-583.0000000000002,116.00000000000499,-530.0000000000082,-64.99999999999773,-62.99999999999084,100.00000000000009,70.0000000000145,,-981.9999999999768
2020.06.29,-82.99999999999974,-10.999999999994348,131.99999999999878,-536.9999999999875,211.00000000000563,-480.99999999999807,-52.99999999999727,-34.99999999999615,112.99999999999643,59.000000000009045,,-684.999999999963
2020.06.29,14.999999999998348,-48.99999999999905,140.99999999999113,-402.9999999999978,232.99999999999432,-343.00000000000443,-94.99999999999886,92.00000000000318,219.00000000000253,130.0000000000079,,-60.0000000000027
2020.06.29,-7.0000000000014495,-54.999999999993946,143.9999999999997,-400.00000000000034,225.00000000000853,-348.9999999999993,-110.99999999999,82.99999999999974,217.0000000000005,125.00000000001954,,-127.99999999995698
2020.06.29,-7.0000000000014495,-73.00000000000084,123.99999999999079,-429.99999999999704,201.00000000000674,-354.9999999999942,-132.99999999999557,81.00000000000884,229.99999999999687,131.99999999999878,,-229.99999999998707
2020.06.29,4.000000000004,-80.00000000000229,123.99999999999079,-391.000000000008,161.99999999999548,-327.00000000001063,-153.99999999999636,84.0000000000063,173.9999999999964,150.00000000000568,,-254.00000000001876
2020.06.29,53.999999999998494,-131.00000000000333,69.9999999999923,-364.00000000000875,100.99999999999554,-252.0000000000078,-265.00000000000057,109.99999999999899,182.99999999999983,198.00000000000927,,-296.0000000000259
2020.06.29,128.00000000000588,-185.99999999999727,86.99999999999264,-320.9999999999935,72.99999999998974,-211.00000000000563,-376.99999999999534,67.00000000000594,170.99999999999892,101.00000000001774,,-467.9999999999809
2020.06.29,119.00000000000244,-165.00000000000404,99.99999999998899,-377.9999999999894,112.000000000001,-242.00000000000887,-316.99999999999307,90.0000000000012,241.99999999999778,116.00000000000499,,-322.99999999999903
2020.06.29,165.9999999999995,-158.0000000000026,56.99999999999594,-232.99999999999432,121.99999999999989,-136.00000000000279,-302.99999999999727,148.0000000000037,256.99999999999613,145.00000000001734,,65.00000000001552
2020.06.29,233.00000000000543,-170.99999999999892,58.99999999999794,-228.99999999999034,143.99999999998857,-62.000000000006494,-290.9999999999968,203.00000000000873,272.00000000000557,205.00000000001074,,363.00000000002444
2020.06.29,217.99999999999596,-161.99999999999548,72.99999999998974,-275.000000000003,180.0000000000024,-109.00000000000354,-251.99999999999534,192.99999999999872,304.00000000000426,175.00000000001404,,345.00000000000773
2020.06.29,187.9999999999993,-129.00000000000134,58.99999999999794,-367.99999999999056,201.99999999999108,-161.00000000001114,-225.9999999999991,179.00000000000693,278.00000000000045,173.00000000000094,,194.99999999999451
2020.06.29,158.0000000000026,-119.99999999999788,68.99999999999685,-404.9999999999887,214.00000000000307,-251.00000000000122,-205.99999999998886,154.0000000000097,241.00000000000233,191.00000000000784,,45.000000000045645
2020.06.29,129.9999999999968,-107.99999999999699,98.99999999999353,-482.00000000000466,269.00000000000813,-324.9999999999975,-167.0000000000016,139.00000000000023,243.00000000000432,173.00000000000094,,-28.99999999999679
2020.06.29,182.99999999999983,-124.99999999999733,44.99999999999504,-404.0000000000044,252.0000000000078,-218.99999999999142,-218.9999999999941,180.0000000000024,273.9999999999965,187.00000000000384,,154.00000000001816
2020.06.29,209.9999999999991,-126.0000000000039,59.99999999999339,-442.9999999999934,265.0000000000041,-286.00000000000847,-210.99999999999852,211.00000000000563,285.00000000000193,152.0000000000188,,117.00000000001862
2020.06.29,223.00000000000654,-95.00000000000064,107.99999999999699,-385.99999999999744,375.9999999999986,-275.000000000003,-211.9999999999891,242.00000000000887,321.0000000000046,164.00000000000858,,466.000000000034
2020.06.29,268.0000000000016,-93.99999999999409,122.99999999999534,-380.00000000000256,395.99999999999636,-309.0000000000037,-216.99999999999875,252.0000000000078,370.9999999999991,145.00000000001734,,555.0000000000184
2020.06.29,263.0000000000021,-158.99999999999804,131.99999999999878,-245.0000000000063,306.00000000000625,-217.0000000000005,-256.0000000000002,248.99999999999923,370.00000000000364,146.00000000000168,,589.0000000000066
2020.06.29,199.00000000000472,-158.0000000000026,158.99999999999804,-157.99999999999147,304.9999999999997,-218.00000000000708,-224.99999999999432,231.0000000000034,346.9999999999973,157.00000000000713,,639.0000000000149
2020.06.29,117.00000000000044,-104.00000000000409,164.99999999999292,-232.99999999999432,317.9999999999961,-456.00000000001194,-204.9999999999983,143.9999999999997,300.0000000000003,80.00000000001339,,125.99999999999415
2020.06.29,107.00000000000153,-61.999999999995396,310.9999999999946,-222.99999999999542,428.9999999999905,-543.0000000000045,-222.99999999999898,145.00000000000622,339.0000000000004,34.000000000000696,,313.99999999999955
2020.06.29,126.0000000000039,-70.0000000000034,445.99999999999085,35.999999999991594,435.0000000000076,-496.99999999999187,-241.99999999999022,148.0000000000037,397.99999999999835,-5.999999999994898,,774.0000000000156
2020.06.29,121.99999999999989,-56.99999999999594,498.9999999999939,100.0000000000112,469.0000000000083,-534.9999999999966,-277.9999999999916,148.99999999999915,368.00000000000165,-5.999999999994898,,831.000000000035
2020.06.29,197.99999999999818,-2.999999999997449,592.9999999999991,195.00000000001182,618.0000000000074,-624.0000000000023,-265.00000000000057,177.00000000000495,360.0000000000048,63.000000000013046,,1312.0000000000389
2020.06.29,173.00000000000094,28.000000000005798,649.999999999995,236.99999999999832,655.9999999999899,-731.9999999999993,-277.9999999999916,173.00000000000094,329.999999999997,97.9999999999981,,1334.9999999999952
2020.06.29,190.99999999999673,-12.000000000000899,766.0,435.0000000000076,655.9999999999899,-723.0000000000069,-292.0000000000016,169.00000000000804,323.0000000000066,111.00000000001664,,1624.000000000016
2020.06.29,189.00000000000583,-41.000000000002146,748.9999999999997,371.99999999999454,661.0000000000005,-740.0000000000073,-323.99999999999807,148.0000000000037,297.00000000000284,110.00000000001009,,1421.0000000000095
2020.06.29,134.0000000000008,-24.000000000001798,721.9999999999893,304.9999999999997,706.999999999991,-896.000000000008,-338.99999999999864,118.00000000000699,278.00000000000045,83.00000000001084,,1087.999999999991
2020.06.29,72.0000000000054,12.000000000000899,795.9999999999967,158.99999999999804,848.0000000000043,-1028.0000000000066,-305.9999999999974,106.00000000000608,282.0000000000045,94.00000000001629,,1035.0000000000282
2020.06.29,50.0000000000056,-12.000000000000899,774.9999999999924,106.00000000000608,794.0000000000058,-1035.9999999999925,-371.9999999999999,48.000000000003595,231.99999999999886,53.999999999998494,,639.0000000000176
2020.06.29,-68.00000000000139,-31.000000000003247,691.9999999999926,-69.9999999999923,761.999999999996,-1099.0000000000055,-349.9999999999943,19.00000000000235,197.00000000000273,46.0000000000127,,98.00000000000983
2020.06.29,-124.00000000000189,-124.99999999999733,633.9999999999901,-133.00000000000534,577.0000000000052,-1015.9999999999947,-486.99999999999477,-7.9999999999968985,265.0000000000041,-24.999999999986144,,-441.9999999999776
2020.06.29,-112.99999999999643,-219.00000000000253,695.9999999999966,160.00000000000458,438.9999999999894,-829.0000000000131,-612.9999999999995,-12.999999999996348,204.00000000000418,43.00000000001525,,-244.99999999999795
2020.06.29,-90.0000000000012,-143.9999999999997,822.9999999999959,407.0000000000018,672.9999999999902,-900.9999999999962,-432.00000000000216,76.0000000000094,214.99999999999852,109.00000000000354,,736.0000000000001
2020.06.29,-75.9999999999983,-214.00000000000307,713.9999999999924,327.00000000001063,486.00000000000864,-818.0000000000076,-452.99999999998875,24.000000000001798,168.99999999999693,135.00000000001845,,294.00000000003104
2020.06.29,-46.00000000000159,-297.00000000000284,656.9999999999965,300.00000000001137,398.00000000000944,-676.9999999999943,-518.0000000000007,31.999999999998696,150.00000000000568,161.00000000001114,,160.00000000003337
2020.06.29,-21.00000000000435,-404.99999999999983,583.9999999999957,286.00000000000847,226.99999999999943,-590.0000000000016,-543.9999999999969,-4.999999999999449,112.99999999999643,173.00000000000094,,-182.00000000000128
2020.06.29,-48.99999999999905,-398.9999999999938,569.9999999999927,218.99999999999142,217.0000000000005,-524.0000000000133,-554.9999999999926,-15.999999999993797,114.00000000000298,161.00000000001114,,-261.99999999999375
2020.06.29,-10.999999999994348,-356.9999999999962,574.9999999999922,285.00000000000193,331.999999999999,-506.0000000000064,-506.0000000000002,51.000000000001044,165.00000000000404,163.00000000000205,,191.00000000000298
2020.06.29,-4.999999999999449,-356.9999999999962,550.9999999999903,278.00000000000045,319.0000000000026,-449.0000000000105,-500.0,82.00000000000429,195.9999999999962,177.00000000000495,,291.9999999999926
2020.06.29,7.9999999999968985,-305.99999999999517,597.9999999999985,337.99999999999386,429.99999999999704,-517.0000000000119,-441.0000000000025,116.00000000000499,226.99999999999943,139.00000000000023,,591.9999999999814
2020.06.29,11.00000000000545,-298.9999999999937,617.9999999999964,383.0,431.0000000000036,-486.00000000000864,-430.9999999999974,128.00000000000588,226.99999999999943,119.00000000000244,,701.0000000000136
2020.06.29,39.00000000000014,-332.99999999999443,608.9999999999928,383.0,356.00000000000074,-482.00000000000466,-435.0000000000023,94.00000000000519,217.99999999999596,148.00000000001478,,597.0000000000083
2020.06.29,90.0000000000012,-390.0000000000015,588.9999999999951,452.00000000000796,241.00000000000233,-354.9999999999942,-465.999999999994,78.00000000000028,175.99999999999838,165.9999999999995,,581.000000000015
2020.06.29,90.99999999999665,-407.0000000000018,587.9999999999997,431.0000000000036,228.00000000000597,-368.9999999999971,-510.9999999999957,-22.999999999995246,155.00000000000514,131.99999999999878,,315.00000000002
2020.06.30,34.000000000000696,-424.00000000000216,512.9999999999968,310.0000000000103,106.00000000000608,-422.9999999999956,-504.99999999999545,-35.999999999991594,19.999999999997797,104.00000000001519,,-300.999999999958
2020.06.30,50.0000000000056,-387.000000000004,534.9999999999966,285.00000000000193,194.99999999998963,-486.999999999993,-480.99999999999454,-1.999999999990898,28.000000000005798,85.00000000000173,,-178.99999999998116
2020.06.30,104.00000000000409,-419.00000000000273,559.9999999999939,453.99999999999886,208.00000000000819,-343.00000000000443,-527.9999999999916,54.00000000000959,128.00000000000588,123.00000000000644,,341.00000000002814
2020.06.30,162.0000000000066,-419.00000000000273,545.9999999999909,452.00000000000796,243.99999999999977,-310.9999999999946,-555.9999999999974,114.00000000000298,202.0000000000022,172.0000000000166,,606.0000000000323
2020.06.30,168.99999999999693,-419.00000000000273,554.9999999999944,449.9999999999948,256.99999999999613,-324.0000000000132,-536.0000000000014,118.00000000000699,217.0000000000005,173.00000000000094,,659.9999999999734
2020.06.30,167.00000000000603,-417.0000000000007,538.9999999999895,408.9999999999927,255.99999999998957,-327.99999999999494,-564.9999999999977,109.99999999999899,211.00000000000563,153.00000000000313,,534.9999999999923
2020.06.30,133.00000000000534,-407.0000000000018,520.9999999999936,336.00000000000296,279.00000000000705,-371.00000000001023,-543.9999999999969,98.0000000000092,221.00000000000452,148.00000000001478,,414.0000000000285
2020.06.30,45.000000000006146,-427.99999999999505,522.9999999999957,276.00000000000955,258.0000000000027,-442.00000000000904,-557.9999999999927,40.00000000000669,148.0000000000037,192.99999999999872,,55.00000000002635
2020.06.30,78.99999999999574,-412.9999999999967,556.9999999999964,341.99999999999784,265.0000000000041,-400.00000000000034,-597.999999999999,69.00000000000794,129.9999999999968,218.00000000000708,,249.00000000000978
