date,USDCHF,GBPUSD,EURUSD,USDCAD,AUDUSD,EURCHF,CADCHF,AUDCHF,NZDCHF,GBPCAD,GBPAUD,EURCAD,EURAUD,EURNZD,NZDJPY,AUDNZD,empty,sum
2017.05.22,-35.00000000000725,-246.99999999999721,-83.9999999999952,-29.00000000001235,-166.99999999999494,-89.00000000000574,-56.99999999999594,-197.00000000000273,-102.00000000000209,-236.99999999999832,-482.00000000000466,-241.00000000000233,-286.99999999999284,-304.9999999999997,-93.99999999999409,-154.0000000000097,,-2807.0000000000146
2017.05.22,-70.0000000000034,-285.00000000000193,-86.0000000000083,-76.99999999999375,-79.99999999999119,-83.9999999999952,-80.00000000000229,-141.99999999999767,-116.00000000000499,-339.0000000000004,-538.0000000000163,-285.99999999998624,-183.99999999998417,-360.0000000000048,-45.000000000001705,-198.99999999999363,,-2970.9999999999864
2017.05.22,-32.0000000000098,-283.99999999999534,-89.00000000000574,-12.000000000012001,-42.999999999993044,-56.99999999999594,11.00000000000545,-85.00000000000173,-65.00000000000395,-290.9999999999968,-476.0000000000098,-238.99999999998923,-112.99999999998533,-252.99999999999213,39.00000000000148,-188.9999999999947,,-2177.999999999978
2017.05.22,-3.0000000000085514,-275.9999999999874,-80.99999999999774,-7.0000000000014495,-44.99999999999504,-5.000000000010552,60.00000000000449,-33.000000000005244,17.999999999995797,-261.9999999999845,-459.0000000000094,-232.99999999999432,-116.99999999998934,-195.9999999999962,143.00000000000068,-144.99999999999514,,-1640.9999999999739
2017.05.22,-31.000000000003247,-313.00000000000773,-112.000000000001,4.000000000004,-5.999999999994898,-15.00000000000945,36.0000000000027,-21.00000000000435,78.99999999999574,-307.99999999999716,-368.00000000001273,-275.000000000003,-55.000000000005045,-18.999999999991246,207.9999999999984,-52.000000000007596,,-1248.0000000000364
2017.05.22,-2.000000000002,-208.99999999999253,-66.00000000001049,-41.000000000002146,-34.99999999999615,-25.00000000000835,33.000000000005244,-55.000000000005045,42.999999999993044,-207.00000000000162,-351.99999999999676,-255.00000000000523,-124.99999999999733,-79.00000000000685,210.00000000000796,-52.99999999999194,,-1218.0000000000102
2017.05.22,34.000000000000696,-158.99999999999804,-45.000000000006146,-119.00000000000244,-78.00000000000028,-21.00000000000435,43.00000000000415,-46.999999999997044,46.999999999997044,-215.99999999999397,-341.00000000001353,-258.99999999998704,-119.00000000000244,-78.00000000000028,245.00000000000455,-95.00000000000064,,-1207.9999999999998
2017.05.22,66.99999999999484,-5.999999999994898,4.999999999988347,-234.00000000000088,-125.99999999999278,-19.999999999997797,19.00000000000235,-39.999999999995595,48.99999999999905,-66.99999999999484,-144.0000000000108,-275.000000000003,-78.00000000000028,-70.99999999999883,255.00000000000966,-96.00000000000719,,-762.0000000000025
2017.05.22,135.99999999999167,43.999999999999595,97.9999999999981,-268.0000000000016,-143.9999999999997,-26.999999999999247,28.000000000005798,-39.999999999995595,75.9999999999983,-166.99999999998383,-270.99999999999903,-268.0000000000016,-102.00000000000209,-1.999999999990898,287.00000000000614,-52.99999999999194,,-672.9999999999658
2017.05.22,121.99999999999989,-9.999999999998899,48.99999999998794,-231.0000000000034,-153.99999999999858,-4.000000000004,46.999999999997044,-56.0000000000005,73.99999999999629,-153.9999999999875,-327.00000000001063,-258.99999999998704,-151.9999999999966,-31.999999999987594,293.00000000000637,-42.999999999993044,,-836.9999999999801
