date,USDCHF,GBPUSD,EURUSD,USDCAD,AUDUSD,EURCHF,CADCHF,AUDCHF,NZDCHF,GBPCAD,GBPAUD,EURCAD,EURAUD,EURNZD,NZDJPY,AUDNZD,empty,sum
2017.05.22,-34.000000000000696,-222.99999999999542,-60.000000000015596,28.000000000005798,-60.99999999999994,-26.999999999999247,-34.000000000000696,-78.00000000000028,-57.00000000000705,-197.99999999998707,-312.00000000000114,-177.00000000000495,-78.99999999998464,-255.00000000000523,16.000000000005343,-123.99999999999079,,-1674.9999999999818
2017.05.22,17.000000000000348,-221.99999999998886,-17.000000000000348,42.0000000000087,-45.99999999999049,-32.0000000000098,12.999999999996348,-50.0000000000056,-33.000000000005244,-185.99999999999727,-391.000000000008,-116.00000000000499,-55.000000000005045,-185.99999999999727,49.000000000006594,-129.00000000000134,,-1342.0000000000023
2017.05.22,63.99999999999739,-177.99999999998929,-22.0000000000109,-5.999999999994898,-20.999999999993246,25.999999999992696,89.00000000000574,4.999999999999449,25.999999999992696,-186.99999999998164,-317.0000000000117,-177.99999999998929,-43.999999999999595,-160.00000000000458,172.00000000001125,-134.99999999999625,,-865.999999999972
2017.05.22,5.999999999994898,-238.99999999998923,-77.00000000001594,34.000000000000696,59.000000000009045,14.999999999987246,70.0000000000034,37.99999999999359,109.99999999999899,-219.99999999999798,-214.00000000000307,-208.99999999999253,39.00000000001125,65.00000000000395,296.0000000000065,-51.000000000001044,,-277.9999999999902
2017.05.22,13.999999999991797,-205.99999999999508,-45.000000000006146,8.999999999992347,-4.999999999999449,-8.999999999992347,58.000000000002494,-21.00000000000435,98.99999999999353,-200.99999999998454,-320.00000000000915,-194.0000000000053,-41.000000000002146,59.99999999999339,243.0000000000092,9.999999999998899,,-549.0000000000168
2017.05.22,34.99999999999615,-157.00000000000713,-45.000000000006146,-38.0000000000047,9.00000000000345,14.999999999987246,51.000000000001044,9.999999999998899,98.99999999999353,-197.00000000000273,-222.00000000001108,-246.99999999999721,-21.999999999988695,25.999999999992696,271.0000000000008,-32.999999999994145,,-445.000000000038
2017.05.22,90.99999999999665,11.00000000000545,52.99999999999194,-78.00000000000028,-17.999999999995797,-17.000000000000348,72.0000000000054,22.999999999995246,76.99999999999375,-20.999999999982144,-68.00000000000139,-160.99999999998892,56.99999999999594,25.999999999992696,310.0000000000023,-90.99999999999665,,266.0000000000138
2017.05.22,151.00000000000114,121.99999999999989,120.99999999999334,-222.99999999999542,-107.99999999999699,-15.00000000000945,39.00000000000014,-16.0000000000049,85.99999999999719,-55.99999999998939,-120.00000000000898,-234.00000000000088,-28.999999999990145,42.0000000000087,291.000000000011,-8.000000000008,,43.00000000000723
2017.05.22,157.99999999999147,56.000000000011596,106.99999999999044,-218.00000000000708,-87.99999999999919,7.0000000000014495,48.99999999999905,9.999999999998899,95.99999999999609,-142.99999999998204,-171.00000000001003,-245.0000000000063,-7.0000000000014495,24.000000000001798,332.9999999999984,-41.000000000002146,,-73.00000000001909
2017.05.22,124.99999999999733,-2.999999999997449,56.99999999999594,-143.00000000000423,-100.00000000000009,18.0000000000069,63.99999999999739,-29.000000000001247,137.9999999999937,-123.99999999999079,-280.0000000000136,-226.99999999999943,-99.00000000000463,120.00000000000898,368.9999999999998,86.0000000000083,,-28.000000000003183
2017.05.22,169.99999999999238,9.999999999998899,133.00000000000534,-143.00000000000423,-87.99999999999919,-2.999999999997449,97.9999999999981,15.999999999993797,168.99999999999693,-105.99999999998388,-228.00000000000597,-124.99999999999733,26.999999999999247,219.00000000001364,416.000000000011,62.99999999999084,,628.0000000000122
2017.05.22,114.99999999999844,-41.99999999998649,68.99999999998573,-129.00000000000134,-67.9999999999903,-5.999999999994898,65.00000000000395,-4.000000000004,148.0000000000037,-156.99999999998494,-253.00000000001432,-194.99999999998963,-17.999999999984695,175.00000000001404,394.00000000000546,69.9999999999923,,164.000000000053
2017.05.22,112.000000000001,-69.9999999999923,59.99999999999339,-116.00000000000499,-68.99999999999685,-2.0000000000131024,68.99999999999685,-6.0000000000060005,180.99999999999784,-182.99999999999983,-290.9999999999968,-194.0000000000053,-26.999999999999247,246.99999999999721,431.0000000000116,126.0000000000039,,267.9999999999874
