date,GBPCHF,EURCHF,CHFJPY,EURJPY,EURAUD,AUDCAD,empty,sum
2018.10.29,-153.9999999999875,-9.000000000014552,-210.99999999999852,-32.99999999998704,-56.99999999999594,-70.99999999999883,,-534.9999999999824
2018.10.29,-184.99999999999073,55.99999999998939,-188.0000000000024,-31.999999999996476,-59.99999999999339,-104.00000000000409,,-512.9999999999977
2018.10.29,-174.99999999999181,61.99999999998429,-216.99999999999875,-63.99999999999295,-7.0000000000014495,-106.00000000000608,,-507.00000000000676
2018.10.29,-194.99999999998963,55.99999999998939,-227.00000000000387,-96.9999999999942,-26.999999999999247,-96.00000000000719,,-586.0000000000048
2018.10.29,-229.99999999999687,64.99999999998174,-260.0000000000051,-120.99999999999511,-53.999999999998494,-101.00000000000664,,-701.0000000000205
2018.10.29,-269.9999999999925,15.999999999993797,-265.00000000000057,-114.99999999999488,-109.00000000000354,-43.00000000000415,,-786.0000000000018
2018.10.29,-235.99999999999176,18.999999999991246,-213.00000000000807,-35.99999999998715,-80.99999999999774,-55.000000000005045,,-601.9999999999985
2018.10.29,-264.9999999999819,46.999999999997044,-161.00000000000136,-3.0000000000001137,-86.0000000000083,-42.0000000000087,,-510.00000000000335
2018.10.29,-268.0000000000016,55.99999999998939,-81.00000000000307,84.00000000000318,-130.99999999999224,-48.000000000003595,,-388.0000000000079
2018.10.29,-290.9999999999968,80.99999999999774,-60.000000000002274,81.00000000000307,-123.99999999999079,-91.00000000000774,,-403.9999999999968
2018.10.29,-289.9999999999903,72.99999999998974,-105.99999999999454,53.00000000001148,52.99999999999194,-168.00000000000148,,-384.9999999999932
2018.10.29,-298.9999999999826,58.99999999998684,-156.0000000000059,10.000000000005116,139.00000000000023,-165.9999999999995,,-412.99999999999585
2018.10.29,-276.9999999999939,27.999999999983594,-174.0000000000066,26.00000000001046,109.00000000000354,-143.9999999999997,,-432.0000000000026
2018.10.29,-278.00000000000045,41.99999999998649,-215.0000000000034,-52.99999999999727,106.99999999999044,-148.99999999999915,,-546.0000000000234
2018.10.29,-296.9999999999917,55.99999999998939,-230.99999999999454,-72.99999999999329,143.00000000000423,-231.99999999999886,,-633.9999999999848
2018.10.29,-284.9999999999797,46.999999999997044,-218.9999999999941,-55.999999999997385,137.9999999999937,-208.00000000000819,,-582.9999999999886
2018.10.29,-314.99999999999864,54.99999999998284,-192.99999999999784,-42.999999999992156,-28.000000000005798,-202.0000000000022,,-726.0000000000138
2018.10.29,-323.99999999999096,71.99999999998319,-159.9999999999966,-33.999999999991815,-100.0000000000112,-136.00000000000279,,-682.0000000000102
2018.10.29,-327.99999999999494,79.99999999999119,-242.00000000000443,-164.99999999999204,-93.00000000000975,-189.00000000000583,,-937.0000000000158
2018.10.29,-295.99999999998516,134.99999999999625,-221.9999999999942,-204.9999999999983,-109.00000000000354,-226.99999999999943,,-923.9999999999843
2018.10.29,-315.99999999998295,125.99999999998168,-207.00000000000784,-201.99999999999818,96.99999999999153,-239.0000000000003,,-741.000000000016
2018.10.29,-287.9999999999994,103.99999999999298,-61.99999999999761,1.0000000000047748,139.00000000000023,-174.00000000000747,,-280.0000000000065
2018.10.29,-417.0000000000007,21.999999999988695,-28.999999999996362,41.00000000001103,167.9999999999904,-103.00000000000864,,-318.0000000000156
2018.10.29,-419.9999999999982,135.9999999999806,-200.00000000000284,-229.99999999998977,93.99999999999409,-100.00000000000009,,-720.0000000000163
2018.10.29,-454.9999999999832,166.99999999998383,-394.999999999996,-570.9999999999837,-59.99999999999339,-142.00000000000878,,-1455.9999999999814
2018.10.29,-523.9999999999911,242.99999999999324,-420.0000000000017,-564.0000000000072,-102.00000000000209,-94.00000000000519,,-1461.000000000014
2018.10.29,-598.999999999994,264.9999999999819,-489.0000000000043,-692.9999999999978,-174.00000000000747,-70.0000000000034,,-1760.000000000025
2018.10.29,-638.9999999999895,245.99999999999068,-510.9999999999957,-661.9999999999919,-202.9999999999976,-26.000000000003798,,-1794.999999999988
2018.10.29,-480.99999999999807,170.99999999998784,-483.0000000000041,-588.0000000000081,-151.9999999999966,1.999999999990898,,-1531.000000000028
2018.10.29,-469.99999999999267,178.99999999999582,-465.0000000000034,-525.9999999999962,18.999999999991246,-53.00000000000304,,-1316.000000000008
2018.10.29,-438.9999999999894,120.99999999999334,-418.00000000000637,-430.9999999999974,21.00000000000435,-70.0000000000034,,-1215.999999999999
2018.10.29,-474.999999999981,106.99999999999044,-525.0000000000057,-476.99999999998965,-151.9999999999966,43.999999999999595,,-1477.999999999983
2018.10.29,-454.9999999999832,113.99999999999189,-552.9999999999973,-509.00000000000034,-90.99999999999665,-21.999999999999797,,-1515.9999999999854
2018.10.29,-366.999999999984,149.9999999999835,-498.9999999999952,-516.9999999999817,-157.99999999999147,-62.000000000006494,,-1452.9999999999757
2018.10.29,-316.99999999998954,159.99999999998238,-527.000000000001,-575.0000000000028,-246.99999999999721,-33.000000000005244,,-1539.0000000000134
2018.10.29,-436.9999999999985,238.99999999998923,-516.9999999999959,-641.0000000000053,-348.9999999999993,-60.00000000000449,,-1765.0000000000143
2018.10.29,-345.99999999997965,265.99999999998846,-486.99999999999477,-646.0000000000008,-478.0000000000006,-41.000000000002146,,-1731.9999999999895
2018.10.29,-469.99999999999267,256.99999999999613,-338.0000000000081,-518.9999999999912,-493.99999999999443,98.99999999999353,,-1464.9999999999968
2018.10.29,-422.9999999999956,335.9999999999808,-367.00000000000443,-535.9999999999872,-435.0000000000076,57.99999999999139,,-1367.0000000000227
2018.10.29,-438.9999999999894,378.999999999996,-344.99999999999886,-617.0000000000044,-499.000000000005,113.99999999999189,,-1407.00000000001
2018.10.29,-407.99999999998613,363.9999999999866,-340.0000000000034,-591.9999999999987,-676.0000000000099,134.0000000000008,,-1518.000000000011
2018.10.29,-391.9999999999924,350.9999999999902,-323.99999999999807,-529.9999999999869,-661.0000000000005,136.99999999999824,,-1418.9999999999895
2018.10.29,-387.99999999998835,358.9999999999982,-260.0000000000051,-480.000000000004,-775.9999999999989,120.99999999999334,,-1424.0000000000048
2018.10.29,-420.9999999999825,339.99999999998477,-206.00000000000307,-418.99999999999693,-842.0000000000094,95.00000000000064,,-1453.0000000000066
2018.10.29,-418.9999999999916,346.9999999999862,-204.9999999999983,-416.9999999999874,-679.9999999999917,127.99999999999478,,-1245.999999999988
2018.10.29,-386.9999999999818,290.9999999999968,-186.9999999999976,-327.99999999998875,-611.000000000006,154.99999999999403,,-1066.9999999999832
2018.10.29,-428.9999999999905,244.9999999999841,-216.99999999999875,-259.9999999999909,-512.0000000000014,143.9999999999997,,-1028.9999999999975
2018.10.29,-390.9999999999858,265.99999999998846,-182.00000000000216,-268.99999999999125,-485.0000000000021,143.9999999999997,,-916.9999999999931
2018.10.30,-417.0000000000007,286.99999999999284,-177.99999999999727,-271.0000000000008,-479.0000000000072,139.00000000000023,,-919.000000000013
2018.10.30,-421.99999999998903,278.00000000000045,-174.0000000000066,-268.99999999999125,-475.0000000000032,157.99999999999147,,-903.9999999999981
