date,USDCAD,empty,sum
2015.12.07,-40.0000000000178,,-40.0000000000178
2015.12.07,-37.00000000002035,,-37.00000000002035
2015.12.07,25.999999999992696,,25.999999999992696
2015.12.07,85.99999999998609,,85.99999999998609
2015.12.07,175.99999999999838,,175.99999999999838
2015.12.07,200.99999999998454,,200.99999999998454
2015.12.07,194.99999999998963,,194.99999999998963
2015.12.07,157.99999999999147,,157.99999999999147
2015.12.07,162.99999999997982,,162.99999999997982
2015.12.07,212.99999999999653,,212.99999999999653
2015.12.07,246.99999999999721,,246.99999999999721
2015.12.07,244.9999999999841,,244.9999999999841
2015.12.07,275.9999999999874,,275.9999999999874
2015.12.07,266.999999999995,,266.999999999995
2015.12.07,230.9999999999812,,230.9999999999812
2015.12.07,265.99999999998846,,265.99999999998846
2015.12.07,273.9999999999965,,273.9999999999965
2015.12.07,229.99999999999687,,229.99999999999687
2015.12.07,228.99999999999034,,228.99999999999034
2015.12.07,264.9999999999819,,264.9999999999819
2015.12.07,268.0000000000016,,268.0000000000016
2015.12.07,449.9999999999948,,449.9999999999948
2015.12.07,444.9999999999843,,444.9999999999843
2015.12.07,503.99999999999335,,503.99999999999335
2015.12.07,556.0000000000009,,556.0000000000009
2015.12.07,550.9999999999903,,550.9999999999903
2015.12.07,546.9999999999864,,546.9999999999864
2015.12.07,605.9999999999955,,605.9999999999955
2015.12.07,722.0000000000005,,722.0000000000005
2015.12.07,598.999999999994,,598.999999999994
2015.12.07,805.9999999999956,,805.9999999999956
2015.12.07,985.999999999998,,985.999999999998
2015.12.07,1068.9999999999866,,1068.9999999999866
2015.12.07,1110.9999999999952,,1110.9999999999952
2015.12.07,1251.9999999999864,,1251.9999999999864
2015.12.07,1149.0,,1149.0
2015.12.07,1156.0000000000014,,1156.0000000000014
2015.12.07,1320.9999999999943,,1320.9999999999943
2015.12.07,1386.9999999999827,,1386.9999999999827
2015.12.07,1438.9999999999902,,1438.9999999999902
2015.12.07,1408.9999999999936,,1408.9999999999936
2015.12.07,1468.999999999987,,1468.999999999987
2015.12.07,1361.9999999999966,,1361.9999999999966
2015.12.07,1386.9999999999827,,1386.9999999999827
2015.12.07,1405.9999999999961,,1405.9999999999961
2015.12.07,1429.999999999998,,1429.999999999998
2015.12.07,1391.9999999999932,,1391.9999999999932
2015.12.07,1278.9999999999857,,1278.9999999999857
2015.12.08,1271.0,,1271.0
2015.12.08,1305.0000000000007,,1305.0000000000007
2015.12.08,1363.9999999999875,,1363.9999999999875
2015.12.08,1361.9999999999966,,1361.9999999999966
2015.12.08,1392.9999999999998,,1392.9999999999998
2015.12.08,1390.9999999999866,,1390.9999999999866
2015.12.08,1420.9999999999834,,1420.9999999999834
2015.12.08,1367.9999999999914,,1367.9999999999914
2015.12.08,1345.9999999999804,,1345.9999999999804
2015.12.08,1371.9999999999955,,1371.9999999999955
2015.12.08,1430.9999999999823,,1430.9999999999823
2015.12.08,1427.0000000000005,,1427.0000000000005
2015.12.08,1418.9999999999925,,1418.9999999999925
2015.12.08,1441.9999999999877,,1441.9999999999877
2015.12.08,1462.999999999992,,1462.999999999992
2015.12.08,1472.999999999991,,1472.999999999991
2015.12.08,1444.9999999999852,,1444.9999999999852
2015.12.08,1401.999999999992,,1401.999999999992
2015.12.08,1364.999999999994,,1364.999999999994
2015.12.08,1363.9999999999875,,1363.9999999999875
