date,EURGBP,GBPJPY,EURNZD,empty,sum
2021.11.08,-11.00000000000545,-131.00000000000023,44.99999999998394,,-97.00000000002174
2021.11.08,-4.999999999999449,-152.9999999999916,119.99999999998678,,-38.00000000000426
2021.11.08,26.999999999999247,-316.0000000000025,255.99999999998957,,-33.00000000001367
2021.11.08,46.00000000000159,-294.9999999999875,332.9999999999833,,83.99999999999739
2021.11.08,20.999999999993246,-417.0000000000016,378.999999999996,,-17.000000000012335
2021.11.08,43.999999999999595,-375.0,281.99999999998226,,-49.00000000001813
2021.11.08,13.999999999991797,-351.99999999997544,80.99999999999774,,-256.9999999999859
2021.11.08,60.99999999999994,-256.9999999999766,166.99999999998383,,-28.99999999999281
2021.11.08,39.999999999995595,-288.99999999998727,0.9999999999843467,,-248.00000000000733
2021.11.08,43.999999999999595,-363.9999999999759,-37.00000000002035,,-356.99999999999665
2021.11.08,35.999999999991594,-426.9999999999925,-205.00000000001074,,-596.0000000000116
2021.11.08,46.00000000000159,-399.99999999997726,-245.0000000000063,,-598.999999999982
2021.11.08,71.99999999999429,-277.9999999999916,-224.000000000002,,-429.9999999999993
2021.11.08,63.00000000000195,-313.99999999999295,-243.00000000001543,,-494.0000000000065
2021.11.08,41.9999999999976,-334.99999999997954,-257.0000000000183,,-550.0000000000002
2021.11.08,12.000000000000899,-381.0000000000002,-508.00000000001955,,-877.0000000000189
2021.11.08,31.999999999998696,-438.99999999999295,-460.000000000016,,-867.0000000000102
2021.11.08,52.99999999999194,-385.9999999999957,-336.00000000000296,,-669.0000000000067
2021.11.08,5.999999999994898,-423.9999999999782,-582.0000000000158,,-999.9999999999991
2021.11.08,42.999999999993044,-304.00000000000205,-543.0000000000045,,-804.0000000000135
2021.11.08,164.99999999999292,42.00000000000159,-330.0000000000081,,-123.00000000001356
2021.11.08,95.00000000000064,-233.99999999998045,-326.0000000000041,,-464.9999999999839
2021.11.08,64.99999999999284,-230.99999999999454,-564.000000000009,,-730.0000000000107
2021.11.08,0.0,-168.99999999998272,-602.0000000000136,,-770.9999999999964
2021.11.08,13.999999999991797,-206.99999999999363,-635.0000000000077,,-828.0000000000095
2021.11.08,46.00000000000159,-218.9999999999941,-590.0000000000016,,-762.9999999999941
2021.11.08,22.999999999995246,-284.9999999999966,-715.0000000000211,,-977.0000000000225
2021.11.08,-80.99999999999774,-578.000000000003,-730.0000000000084,,-1389.000000000009
