date,USDCAD,NZDUSD,GBPCHF,CADCHF,EURGBP,GBPCAD,EURJPY,EURCAD,EURAUD,CADJPY,NZDJPY,empty,sum
2017.07.24,-96.99999999999153,0.0,-103.99999999999298,-63.99999999999739,-24.999999999997247,-100.99999999999554,-33.00000000001546,-119.00000000000244,-217.99999999998488,-19.99999999999602,0.0,,-780.9999999999736
2017.07.24,-102.99999999998644,98.99999999999353,-112.000000000001,-73.00000000000084,7.0000000000014495,-180.0000000000024,63.99999999999295,-160.00000000000458,-332.9999999999833,-32.99999999998704,34.000000000006025,,-789.9999999999716
2017.07.24,-121.99999999999989,156.00000000000057,-158.99999999999804,-17.000000000000348,19.00000000000235,-245.0000000000063,18.000000000000682,-197.00000000000273,37.00000000002035,-19.99999999999602,88.99999999999864,,-440.9999999999807
2017.07.24,-130.99999999999224,165.9999999999995,-177.99999999998929,-21.999999999999797,36.0000000000027,-266.0000000000107,79.99999999998408,-235.00000000000742,83.00000000001084,-28.999999999996362,115.99999999999966,,-379.99999999999903
2017.07.24,-102.00000000000209,181.9999999999933,-192.99999999999872,-7.9999999999968985,34.99999999999615,-295.0000000000008,97.99999999998477,-232.00000000000998,9.000000000014552,-12.000000000000455,97.00000000000841,,-421.0000000000118
2017.07.24,-51.99999999998539,190.99999999999673,-178.99999999999582,-1.999999999990898,34.99999999999615,-296.9999999999917,-43.00000000000637,-252.0000000000078,-45.99999999999049,-101.99999999998965,5.000000000009663,,-741.9999999999555
2017.07.24,-122.99999999998423,112.99999999999643,-221.99999999998886,-5.999999999994898,46.00000000000159,-326.0000000000041,-254.99999999999545,-282.0000000000045,-41.99999999998649,-251.99999999999534,-140.00000000000057,,-1488.9999999999563
2017.07.24,-130.99999999999224,57.99999999999139,-350.00000000000585,-5.999999999994898,-54.999999999993946,-449.9999999999948,-195.99999999999795,-279.00000000000705,60.99999999999994,-211.9999999999891,-171.99999999999704,,-1731.9999999999816
2017.07.24,-177.99999999998929,1.999999999990898,-331.999999999999,17.000000000000348,-36.999999999998145,-429.99999999999704,-263.00000000000523,-235.00000000000742,120.00000000000898,-271.99999999999136,-229.99999999998977,,-1837.999999999977
2017.07.24,-163.00000000000205,53.999999999998494,-363.0000000000022,11.00000000000545,-49.99999999999449,-482.00000000000466,-204.00000000000773,-262.00000000000665,40.0000000000178,-245.9999999999951,-173.00000000000182,,-1837.9999999999932
2017.07.24,-170.00000000000347,47.9999999999925,-361.9999999999957,26.999999999999247,-39.999999999995595,-461.0000000000003,-167.0000000000016,-262.00000000000665,-12.999999999996348,-208.99999999998897,-170.99999999999227,,-1779.999999999989
2017.07.24,-149.9999999999835,64.99999999999284,-384.00000000000654,42.0000000000087,-49.99999999999449,-442.00000000000904,-78.00000000000296,-243.00000000001543,-88.99999999998354,-141.9999999999959,-84.00000000000318,,-1554.9999999999932
2017.07.24,-137.9999999999937,56.0000000000005,-385.99999999999744,39.00000000000014,-51.000000000001044,-469.99999999999267,-72.00000000000273,-236.00000000001398,-87.99999999999919,-140.00000000000057,-121.99999999999989,,-1608.0000000000005
2017.07.24,-112.99999999998533,64.99999999999284,-387.000000000004,35.00000000000725,-53.999999999998494,-479.0000000000072,-87.00000000001751,-246.00000000001288,-61.99999999998429,-158.99999999999181,-134.00000000000034,,-1621.0000000000018
2017.07.24,-112.000000000001,17.999999999995797,-388.0000000000106,54.00000000000959,-53.999999999998494,-445.99999999999085,-114.00000000000432,-213.00000000001873,-80.99999999999774,-151.9999999999868,-206.00000000000307,,-1694.000000000006
2017.07.24,-73.99999999999629,-49.00000000001015,-417.0000000000007,70.0000000000034,-75.00000000000284,-436.9999999999985,-102.00000000000387,-192.99999999999872,-106.99999999999044,-140.99999999999113,-200.9999999999934,,-1725.9999999999827
2017.07.24,-62.99999999999084,-70.0000000000034,-480.99999999999807,97.00000000000264,-88.99999999999464,-469.0000000000083,-28.00000000002001,-164.00000000000858,-104.99999999999955,-58.9999999999975,-212.99999999999386,,-1644.0000000000123
2017.07.24,-44.99999999998394,-69.00000000000794,-492.0000000000035,119.00000000000244,-78.00000000000028,-412.9999999999967,4.9999999999954525,-148.99999999999915,-209.9999999999991,-38.99999999998727,-217.9999999999893,,-1588.9999999999693
2017.07.24,-103.99999999999298,-72.0000000000054,-455.99999999998977,84.0000000000063,-115.99999999999389,-347.0000000000084,-79.00000000000773,-97.00000000001374,-329.99999999998585,-1.9999999999953388,-143.00000000000068,,-1661.9999999999875
2017.07.24,-103.99999999999298,-102.00000000000209,-337.99999999999386,70.99999999999883,-117.99999999999588,-293.99999999999426,-242.00000000001864,-8.000000000008,-534.9999999999966,-12.000000000000455,-179.9999999999926,,-1861.9999999999964
2017.07.24,-42.999999999993044,-24.000000000001798,-443.99999999999994,121.00000000000443,-200.00000000000017,-320.9999999999935,-498.0000000000189,105.99999999998388,-945.9999999999802,-151.9999999999868,-265.00000000000057,,-2665.9999999999864
2017.07.24,-52.99999999999194,-21.999999999999797,-554.00000000001,135.00000000000733,-351.0000000000013,-358.9999999999982,-700.000000000017,200.99999999998454,-1055.9999999999902,-247.99999999999045,-357.9999999999899,,-3364.999999999997
2017.07.24,-85.99999999998609,-43.00000000000415,-462.9999999999912,89.00000000000574,-297.9999999999983,-395.99999999999636,-593.0000000000177,129.99999999998568,-988.9999999999955,-218.9999999999941,-322.00000000000273,,-3189.9999999999945
2017.07.24,-43.999999999999595,15.999999999993797,-506.9999999999908,81.00000000000884,-309.0000000000037,-543.999999999989,-572.0000000000027,112.000000000001,-1156.999999999986,-262.00000000000045,-289.99999999999204,,-3475.999999999961
2017.07.24,-15.999999999993797,67.9999999999903,-615.00000000001,63.00000000000195,-422.9999999999956,-668.0000000000019,-659.0000000000202,134.99999999999625,-1074.9999999999816,-311.9999999999976,-343.9999999999941,,-3846.0000000000064
2017.07.24,-48.000000000003595,34.99999999999615,-649.999999999995,-9.999999999998899,-397.99999999999835,-737.9999999999942,-658.0000000000155,42.999999999993044,-1022.9999999999961,-301.9999999999925,-362.99999999999955,,-4112.0000000000055
2017.07.24,-193.99999999998306,41.9999999999976,-530.0000000000082,-88.99999999999464,-366.9999999999951,-873.999999999997,-603.0000000000086,-140.0000000000068,-810.999999999984,-421.99999999999704,-347.999999999999,,-4335.999999999976
2017.07.24,-52.99999999999194,48.99999999999905,-619.9999999999983,24.000000000001798,-407.0000000000018,-629.9999999999973,-631.0000000000002,68.99999999998573,-899.9999999999897,-291.9999999999874,-325.00000000000284,,-3715.9999999999823
2017.07.24,-85.00000000000173,17.999999999995797,-661.0000000000005,74.00000000000739,-397.99999999999835,-679.9999999999917,-620.0000000000045,48.99999999998794,-923.9999999999915,-271.0000000000008,-325.00000000000284,,-3823.000000000001
2017.07.24,-7.0000000000014495,18.999999999991246,-659.0000000000095,135.00000000000733,-424.00000000000216,-625.9999999999932,-580.0000000000125,217.0000000000005,-903.9999999999937,-211.9999999999891,-290.9999999999968,,-3331.999999999999
2017.07.24,12.999999999996348,-7.0000000000014495,-662.9999999999914,154.0000000000097,-421.0000000000047,-604.0000000000045,-525.0000000000057,236.99999999999832,-806.99999999998,-158.99999999999181,-266.9999999999959,,-3048.9999999999714
