date,USDCAD,NZDUSD,GBPCHF,CADCHF,EURGBP,GBPCAD,EURJPY,EURCAD,EURAUD,CADJPY,NZDJPY,empty,sum
2017.07.24,-96.99999999999153,107.99999999999699,7.0000000000014495,-59.99999999999339,53.999999999998494,-96.99999999999153,72.99999999997908,-119.00000000000244,196.0000000000184,0.0,52.00000000000671,,117.0000000000222
2017.07.24,-62.99999999999084,137.9999999999937,-38.0000000000047,-60.99999999999994,51.000000000001044,-104.99999999999955,98.99999999998954,-64.0000000000196,72.0000000000054,40.00000000000625,106.99999999999932,,175.99999999998062
2017.07.24,-96.99999999999153,167.9999999999904,-129.00000000000134,8.000000000008,63.00000000000195,-221.00000000000452,121.99999999998568,-191.00000000000784,160.00000000000458,8.000000000009777,115.0000000000091,,6.000000000004235
2017.07.24,-73.99999999999629,221.99999999999997,-134.99999999999625,7.0000000000014495,53.00000000000304,-234.00000000000088,134.9999999999909,-192.00000000001438,111.00000000001664,18.000000000000682,171.99999999999704,,83.00000000000195
2017.07.24,-42.999999999993044,207.99999999999707,-178.99999999999582,17.000000000000348,48.000000000003595,-269.9999999999925,125.0,-216.00000000001617,26.999999999999247,-1.9999999999953388,112.99999999999955,,-171.999999999993
2017.07.24,-5.999999999994898,206.99999999999054,-113.00000000000753,12.000000000000899,90.99999999999665,-200.00000000000017,12.000000000000455,-217.0000000000005,37.00000000002035,-81.99999999999363,14.000000000010004,,-244.9999999999779
2017.07.24,-116.99999999998934,131.99999999999878,-217.0000000000005,42.0000000000087,70.0000000000034,-275.000000000003,-138.00000000000523,-249.00000000001032,78.00000000000028,-201.99999999999818,-108.99999999999466,,-984.9999999999901
2017.07.24,-130.99999999999224,84.99999999999064,-269.9999999999925,16.0000000000049,-7.0000000000014495,-398.9999999999938,-126.00000000000477,-235.00000000000742,181.00000000000892,-188.99999999999295,-134.9999999999909,,-1209.9999999999718
2017.07.24,-146.99999999998602,80.99999999999774,-302.0000000000023,24.000000000001798,-21.999999999999797,-429.99999999999704,-189.99999999999773,-230.00000000001907,195.00000000001182,-229.99999999998977,-167.0000000000016,,-1417.9999999999818
2017.07.24,-140.99999999999113,64.99999999999284,-351.99999999999676,46.00000000000159,-36.999999999998145,-442.00000000000904,-123.00000000001887,-220.00000000002018,46.0000000000127,-176.9999999999925,-140.99999999999113,,-1476.0000000000107
2017.07.24,-140.99999999999113,64.99999999999284,-344.99999999999534,50.0000000000056,-34.000000000000696,-421.0000000000047,-21.000000000015007,-209.9999999999991,13.000000000018552,-101.99999999998965,-67.99999999999784,,-1213.9999999999764
2017.07.24,-110.99999999999443,86.99999999999264,-378.999999999996,79.00000000000685,-46.00000000000159,-405.9999999999952,-33.00000000001546,-174.00000000000747,-88.99999999998354,-89.9999999999892,-55.999999999997385,,-1217.999999999981
2017.07.24,-104.99999999999955,98.99999999999353,-340.00000000000693,40.00000000000669,-31.999999999998696,-442.00000000000904,-26.00000000001046,-232.00000000000998,0.0,-117.999999999995,-72.99999999999329,,-1229.0000000000227
2017.07.24,-99.99999999998899,67.9999999999903,-354.0000000000099,59.000000000009045,-34.000000000000696,-421.0000000000047,-80.0000000000125,-207.00000000000162,-49.99999999999449,-140.00000000000057,-129.99999999999545,,-1389.0000000000095
2017.07.24,-65.99999999998829,23.999999999990695,-371.00000000001023,73.00000000000084,-41.9999999999976,-408.9999999999927,-100.99999999999909,-181.00000000000892,12.000000000012001,-137.99999999999102,-197.9999999999933,,-1396.9999999999773
2017.07.24,-59.99999999999339,-40.00000000000669,-417.0000000000007,97.00000000000264,-70.99999999999883,-424.00000000000216,14.999999999986358,-152.0000000000188,-64.99999999998174,-39.99999999999204,-182.00000000000216,,-1339.0000000000077
2017.07.24,-34.99999999998504,-47.00000000000814,-468.00000000000176,141.00000000000225,-75.00000000000284,-392.9999999999989,72.99999999997908,-118.00000000001809,0.0,22.00000000000557,-149.0000000000009,,-1049.0000000000289
2017.07.24,-11.999999999989797,-20.0000000000089,-435.9999999999919,148.99999999999915,-58.000000000002494,-334.9999999999964,68.9999999999884,-86.0000000000083,-180.99999999998673,38.000000000010914,-118.99999999999977,,-990.9999999999859
2017.07.24,-73.99999999999629,-46.00000000000159,-265.0000000000041,95.00000000000064,-73.99999999999629,-228.00000000000597,-61.00000000000705,30.999999999981043,-246.99999999999721,18.000000000000682,-125.0,,-976.0000000000261
2017.07.24,-36.999999999998145,-17.000000000000348,-307.99999999999716,190.00000000000128,-90.99999999999665,-85.00000000000173,-223.0000000000132,193.99999999998306,-472.9999999999901,9.000000000000341,-131.9999999999908,,-973.0000000000034
2017.07.24,53.00000000001415,45.99999999999049,-330.0000000000081,167.00000000000603,-170.99999999999892,-161.99999999999548,-437.0000000000118,218.99999999999142,-901.9999999999806,-125.99999999999056,-242.999999999995,,-1885.9999999999782
2017.07.24,-22.999999999995246,27.999999999994696,-443.99999999999994,151.00000000000114,-288.9999999999948,-330.9999999999924,-580.0000000000125,285.00000000000193,-969.999999999982,-181.99999999998795,-265.99999999999113,,-2620.999999999958
2017.07.24,24.000000000001798,73.99999999999629,-412.9999999999967,152.00000000000767,-258.9999999999981,-296.9999999999917,-450.00000000001705,268.0000000000016,-977.99999999999,-101.99999999998965,-170.0000000000017,,-2150.9999999999777
2017.07.24,-4.000000000004,86.99999999999264,-451.0000000000014,92.00000000000318,-275.99999999999847,-479.99999999999153,-561.000000000007,136.99999999998712,-956.9999999999857,-257.99999999999557,-283.00000000000125,,-2954.0000000000023
2017.07.24,14.000000000002899,76.99999999999375,-557.0000000000075,91.00000000000774,-380.00000000000256,-621.0000000000049,-647.0000000000198,178.99999999999582,-973.999999999986,-291.9999999999874,-337.99999999999386,,-3448.000000000002
2017.07.24,-11.999999999989797,76.99999999999375,-485.0000000000021,33.000000000005244,-334.00000000000097,-651.0000000000016,-521.000000000015,75.99999999998718,-788.9999999999952,-268.99999999999125,-298.0000000000018,,-3173.0000000000114
2017.07.24,-45.99999999999049,62.99999999999084,-443.99999999999994,43.00000000000415,-321.0000000000046,-577.0000000000052,-575.9999999999934,122.99999999998423,-761.999999999996,-275.99999999999625,-301.00000000000193,,-3074.0000000000086
2017.07.24,-0.9999999999843467,73.99999999999629,-580.0000000000027,128.00000000000588,-361.9999999999957,-571.9999999999948,-597.0000000000084,195.9999999999962,-865.999999999989,-248.99999999999523,-292.0000000000016,,-3120.9999999999736
2017.07.24,-0.9999999999843467,46.999999999997044,-625.0000000000089,172.00000000000549,-388.9999999999949,-540.0000000000072,-557.0000000000164,266.999999999995,-872.9999999999905,-177.99999999999727,-254.99999999999545,,-2931.9999999999973
2017.07.24,14.000000000002899,39.00000000000014,-632.9999999999947,165.00000000000404,-400.00000000000034,-564.000000000009,-506.0000000000002,261.9999999999845,-778.9999999999964,-146.99999999999136,-244.99999999999034,,-2793.999999999991
2017.07.24,172.0000000000166,42.999999999993044,-502.00000000000244,204.99999999999963,-326.0000000000041,-292.00000000000335,-466.0000000000082,381.99999999999346,-773.9999999999858,-49.99999999999716,-248.99999999999523,,-1856.9999999999939
2017.07.24,207.00000000000162,69.9999999999923,-418.0000000000073,196.00000000000728,-256.99999999999613,-208.00000000000819,-400.0000000000057,346.9999999999862,-749.999999999984,-21.99999999999136,-218.9999999999941,,-1453.9999999999993
2017.07.24,217.0000000000005,117.99999999999588,-523.0000000000068,270.99999999999903,-368.9999999999971,-185.99999999999727,-438.0000000000166,554.9999999999944,-984.9999999999915,78.00000000000296,-81.99999999999363,,-1344.0000000000102
2017.07.24,229.00000000001253,87.99999999999919,-560.0000000000049,256.0000000000007,-443.0000000000045,-231.0000000000034,-461.00000000001273,602.999999999998,-931.9999999999995,86.00000000001273,-104.99999999998977,,-1469.9999999999918
