names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
GBPUSD,10,"['CADJPY', 'GBPJPY', 'AUDJPY']",80.0,1.0,S
USDJPY,30,"['NZDCAD', 'GBPUSD', 'NZDUSD']",100.0,-0.5512074592074594,B
USDCAD,10,"['GBPCAD', 'GBPCHF', 'GBPJPY']",100.0,-0.06,B
AUDUSD,10,"['GBPCAD', 'GBPUSD']",100.0,0.82,S
GBPCHF,10,"['AUDNZD', 'NZDCAD']",80.0,-0.6533253968253969,B
EURCHF,10,"['GBPJPY', 'USDJPY']",100.0,-0.58,B
CADCHF,10,"['AUDNZD', 'AUDCAD', 'GBPCHF']",100.0,-0.26,B
AUDCHF,10,['GBPCHF'],100.0,-0.986,B
NZDCHF,20,"['AUDNZD', 'AUDCAD', 'GBPCHF']",100.0,-0.6047619047619048,B
EURGBP,15,"['GBPJPY', 'EURUSD']",80.0,-0.31619047619047613,B
GBPJPY,10,"['AUDJPY', 'EURGBP']",80.0,0.98,S
GBPCAD,30,"['CADJPY', 'GBPJPY', 'AUDJPY', 'USDJPY']",100.0,0.8259124764124762,S
GBPAUD,10,"['EURGBP', 'GBPCHF', 'EURCHF', 'GBPUSD']",100.0,0.52,S
EURJPY,10,['AUDCAD'],80.0,-1.0,B
EURCAD,10,['AUDCAD'],80.0,-1.0,B
EURAUD,10,['GBPCHF'],100.0,1.0,S
EURNZD,10,['GBPCHF'],100.0,1.0,S
AUDJPY,10,"['EURCAD', 'NZDUSD']",80.0,-0.72,B
AUDNZD,10,"['GBPCHF', 'EURNZD', 'EURAUD', 'USDCAD', 'AUDCHF', 'EURGBP', 'AUDNZD']",80.0,-0.82,B
