date,GBPUSD,USDJPY,USDCAD,AUDUSD,GBPCHF,EURCHF,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,AUDJPY,AUDNZD,empty,sum
2017.05.15,-70.99999999999883,0.0,0.0,-4.999999999999449,-4.000000000004,-51.99999999998539,-64.0000000000085,-26.999999999999247,-36.999999999998145,0.0,-173.00000000000182,-214.00000000000307,-205.00000000001074,0.0,-56.99999999999594,-133.00000000000534,-228.00000000000597,0.0,-19.999999999997797,,-1290.000000000014
2017.05.15,-100.99999999999554,25.99999999999625,94.00000000001629,-33.000000000005244,34.000000000000696,9.999999999998899,-41.000000000002146,-36.0000000000027,-36.999999999998145,14.000000000002899,-231.99999999999932,-287.000000000015,-226.99999999999943,21.99999999999136,38.0000000000047,-130.99999999999224,-235.00000000000742,6.000000000000227,25.999999999992696,,-1090.0000000000132
2017.05.15,-101.99999999997988,33.999999999991815,111.00000000001664,-41.9999999999976,93.00000000000975,29.00000000001235,-21.00000000000435,39.00000000000014,40.00000000000669,9.00000000000345,-228.00000000000864,-301.0000000000179,-129.00000000000134,-11.00000000000989,24.999999999986144,-45.99999999999049,-106.00000000000608,42.00000000000159,68.00000000000139,,-495.99999999998624
2017.05.15,-64.99999999998174,37.9999999999967,124.99999999999733,-7.0000000000014495,168.0000000000126,49.00000000001015,21.999999999999797,38.0000000000047,57.00000000000705,4.999999999999449,-246.00000000000932,-291.00000000001904,-258.0000000000027,0.0,12.999999999996348,-93.99999999999409,-155.00000000001623,3.0000000000001137,-154.99999999999403,,-752.9999999999943
2017.05.15,-40.99999999997994,111.0000000000042,168.0000000000126,12.999999999996348,167.00000000000603,52.000000000007596,2.999999999997449,43.00000000000415,158.0000000000026,17.000000000000348,-295.0000000000159,-350.00000000000585,-205.00000000001074,60.99999999999284,79.99999999999119,-68.99999999998573,104.99999999999955,54.99999999999261,-120.99999999999334,,-47.99999999998401
2017.05.15,-31.999999999987594,61.99999999999761,212.99999999999653,-24.999999999997247,131.00000000001444,52.000000000007596,-3.0000000000085514,56.99999999999594,164.00000000000858,26.999999999999247,-203.00000000000296,-326.0000000000041,-164.99999999999292,3.9999999999906777,95.999999999985,-72.99999999998974,97.9999999999981,33.00000000000125,-68.00000000000139,,42.000000000010516
2017.05.15,-47.99999999998139,67.99999999999784,182.0000000000155,-48.000000000003595,127.99999999999478,77.00000000001594,-29.000000000001247,85.00000000000173,163.00000000000205,58.99999999999794,-337.0000000000175,-380.00000000000256,-79.99999999999119,55.999999999997385,164.99999999999292,-36.999999999998145,53.999999999998494,75.9999999999934,-51.000000000001044,,103.00000000001131
2017.05.15,-78.00000000000028,138.00000000000523,151.9999999999966,-29.999999999996696,167.00000000000603,92.00000000000318,23.999999999990695,99.00000000000463,194.0000000000053,19.00000000000235,-384.00000000001455,-318.00000000001825,-156.00000000000057,93.99999999999409,65.99999999998829,-31.999999999987594,103.99999999999298,100.99999999999909,-124.99999999999733,,126.99999999997311
2017.05.15,-72.99999999998974,203.99999999999352,136.00000000000279,-117.00000000000044,208.00000000000819,90.00000000001229,40.99999999999105,111.00000000000554,236.00000000000287,9.00000000000345,-432.9999999999927,-328.00000000001717,-147.99999999999258,168.99999999999693,44.99999999998394,-2.999999999997449,232.99999999999432,162.9999999999967,-103.99999999999298,,439.0000000000084
2017.05.15,-70.99999999999883,176.00000000000193,97.00000000001374,-124.99999999999733,215.00000000000963,106.00000000000608,56.0000000000005,114.00000000000298,253.99999999999866,19.00000000000235,-436.00000000000705,-304.9999999999997,-124.99999999999733,165.99999999999682,25.999999999992696,5.000000000010552,261.0000000000001,199.99999999998863,-110.00000000001009,,523.0000000000142
2017.05.15,-129.99999999998568,138.00000000000523,43.00000000001525,-112.99999999999643,226.99999999999943,121.00000000001555,73.00000000000084,82.00000000000429,231.99999999999886,-2.000000000002,-394.00000000000546,-266.0000000000107,-224.000000000002,112.99999999999955,0.9999999999843467,-76.99999999999375,186.99999999998164,114.99999999999488,-121.99999999999989,,4.000000000003894
2017.05.15,-115.99999999998278,134.00000000000034,-161.99999999999548,-119.99999999999788,259.0000000000092,99.00000000000463,115.99999999999389,156.99999999999602,287.0000000000039,-9.999999999998899,-407.0000000000107,-218.00000000000708,-103.99999999999298,111.99999999999477,-268.0000000000016,73.00000000001194,317.9999999999961,170.99999999999227,-103.99999999999298,,217.0000000000227
2017.05.15,-206.99999999997942,182.00000000000216,-265.0000000000041,-107.00000000000153,256.00000000001177,97.9999999999981,213.99999999999199,155.00000000000514,272.00000000000557,-46.00000000000159,-537.0000000000061,0.9999999999843467,-160.00000000000458,170.99999999999227,-350.00000000000585,97.00000000001374,313.99999999999204,213.99999999999864,-92.00000000000318,,209.99999999998937
2017.05.15,-201.99999999999108,191.0000000000025,-241.00000000000233,-95.99999999999609,273.9999999999965,95.00000000000064,197.99999999999818,138.00000000000477,256.0000000000007,-41.9999999999976,-536.0000000000014,-50.0000000000167,-184.99999999999073,211.9999999999891,-316.0000000000052,59.000000000009045,282.9999999999888,223.99999999998954,-110.99999999999443,,150.9999999999842
2017.05.15,-202.9999999999976,213.99999999999864,-173.99999999998528,-95.99999999999609,310.0000000000103,95.00000000000064,187.9999999999993,143.9999999999997,259.0000000000092,-61.999999999995396,-542.0000000000016,-86.0000000000083,-178.00000000001148,210.99999999999852,-268.0000000000016,73.00000000001194,291.9999999999812,242.999999999995,-79.00000000000685,,341.0000000000002
