date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPCHF,CADCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURNZD,CADJPY,NZDJPY,AUDCAD,NZDCAD,empty,sum
2021.02.15,-131.99999999999878,-76.99999999999375,-48.99999999998794,-102.00000000000387,-5.999999999994898,-36.999999999998145,-109.00000000000354,0.0,-138.00000000000477,0.0,-29.000000000001247,-198.0000000000075,-1.0000000000065512,-45.000000000006146,-295.0000000000008,-56.99999999998795,-171.99999999999704,-106.00000000000608,-14.999999999998348,,-1567.9999999999975
2021.02.15,-134.0000000000008,-131.00000000001444,-38.99999999998904,-96.00000000000364,29.999999999996696,-38.0000000000047,-139.00000000000023,22.999999999995246,-110.00000000001009,133.99999999998968,-21.999999999999797,-250.0,85.00000000000173,75.00000000000284,-212.99999999999653,-44.999999999987494,-183.9999999999975,-119.00000000000244,56.99999999999594,,-1116.0000000000248
2021.02.15,-139.00000000000023,-246.00000000001288,-21.999999999988695,-186.9999999999976,-8.999999999992347,-65.99999999999939,-204.00000000000418,59.99999999999339,-173.00000000000094,161.99999999999548,-7.0000000000014495,-533.0000000000155,109.00000000000354,163.00000000000205,-254.999999999983,-145.99999999998658,-306.99999999998795,-125.00000000000844,80.00000000000229,,-1844.9999999999823
2021.02.15,-155.00000000000514,-246.00000000001288,-36.999999999998145,-177.99999999999727,32.999999999994145,-36.0000000000027,-175.99999999999838,280.9999999999979,-171.00000000001003,270.99999999999903,63.00000000000195,-510.9999999999957,319.999999999987,350.00000000000585,-222.99999999999542,-138.9999999999958,-297.9999999999876,-104.00000000000409,195.9999999999962,,-760.0000000000211
2021.02.15,-208.00000000000819,-292.00000000000335,-72.99999999998974,-233.99999999999466,31.000000000003247,-79.00000000000685,-208.00000000000819,313.00000000000773,-211.00000000000563,283.99999999999534,75.9999999999983,-620.0000000000045,340.9999999999913,310.9999999999946,-309.0000000000037,-184.99999999998806,-363.9999999999901,-148.99999999999915,219.00000000000253,,-1357.0000000000089
2021.02.15,-175.99999999999838,-326.0000000000041,-31.000000000003247,-246.9999999999999,36.999999999998145,-85.00000000000173,-218.00000000000708,371.00000000001023,-192.00000000000327,304.9999999999997,97.9999999999981,-699.9999999999886,401.99999999999125,331.999999999999,-319.999999999987,-194.99999999999318,-390.99999999999113,-159.00000000000912,234.00000000000088,,-1260.9999999999898
2021.02.15,-191.00000000000784,-324.0000000000132,-65.99999999998829,-186.9999999999976,26.999999999999247,-41.000000000002146,-216.0000000000051,371.00000000001023,-191.00000000000784,315.9999999999941,102.00000000000209,-591.0000000000082,405.9999999999952,421.99999999998903,-312.00000000000114,-147.99999999999613,-341.99999999999875,-103.00000000000864,234.99999999999633,,-833.0000000000487
2021.02.15,-143.9999999999997,-448.000000000004,-21.999999999988695,-147.99999999999613,-49.00000000001015,-86.0000000000083,-240.00000000000688,368.9999999999971,-187.00000000000384,303.9999999999932,121.99999999999989,-681.999999999988,411.99999999999017,445.0000000000065,-302.9999999999866,-162.9999999999967,-334.99999999999375,-99.00000000000463,220.99999999999343,,-1033.000000000007
2021.02.15,-121.00000000000443,-553.0000000000035,16.000000000016,-146.0000000000008,-85.00000000000173,-114.99999999999844,-274.00000000000756,407.0000000000018,-196.00000000000728,310.9999999999946,134.0000000000008,-730.9999999999945,422.9999999999956,469.0000000000083,-326.0000000000041,-172.9999999999876,-349.9999999999943,-104.00000000000409,232.99999999999432,,-1180.9999999999968
2021.02.15,-85.00000000000173,-526.0000000000042,48.000000000003595,-135.00000000000512,-93.00000000000975,-126.99999999999933,-309.99999999999915,436.00000000001415,-178.00000000000037,304.9999999999997,172.00000000000549,-750.0,523.0000000000068,513.9999999999923,-407.99999999998613,-191.99999999999307,-411.9999999999919,-111.00000000000554,239.0000000000003,,-1089.999999999974
2021.02.15,-70.0000000000034,-548.9999999999995,60.99999999999994,-129.99999999999545,-137.00000000000932,-194.0000000000053,-361.0000000000002,419.0000000000138,-191.00000000000784,339.99999999999585,161.00000000000003,-765.9999999999911,482.999999999989,388.9999999999949,-480.99999999999807,-212.99999999999386,-458.999999999989,-162.0000000000066,285.9999999999974,,-1574.0000000000086
2021.02.15,-56.0000000000005,-560.0000000000049,86.0000000000083,-173.99999999999238,-157.99999999999147,-231.0000000000034,-392.9999999999989,408.9999999999927,-212.00000000000108,358.9999999999982,153.99999999999858,-822.0000000000027,441.0000000000025,287.9999999999994,-529.0000000000017,-269.999999999996,-516.9999999999959,-192.00000000000327,312.00000000000114,,-2064.999999999991
2021.02.15,-60.99999999999994,-565.9999999999999,83.00000000001084,-206.00000000000307,-167.00000000000603,-241.00000000000233,-396.00000000000745,421.0000000000047,-214.00000000000307,401.99999999999125,157.00000000000713,-883.0000000000098,432.9999999999945,283.000000000011,-553.0000000000035,-296.99999999999704,-545.9999999999923,-197.00000000000273,334.9999999999964,,-2213.0000000000114
2021.02.15,-73.00000000000084,-517.9999999999962,70.0000000000145,-162.9999999999967,-146.00000000000168,-209.9999999999991,-392.9999999999989,422.9999999999956,-207.00000000000162,395.99999999999636,156.00000000000057,-782.0000000000107,425.99999999999307,314.99999999999864,-595.9999999999966,-243.99999999999977,-511.99999999998624,-185.00000000000182,331.0000000000035,,-1911.9999999999877
2021.02.15,-65.00000000000395,-561.9999999999958,80.99999999999774,-156.0000000000059,-192.99999999999872,-265.0000000000041,-439.0000000000005,417.0000000000007,-209.00000000000364,415.99999999999415,148.99999999999915,-798.0000000000018,421.0000000000047,245.99999999999068,-612.9999999999969,-261.99999999998624,-548.9999999999924,-215.00000000000963,365.99999999999966,,-2230.000000000013
