date,CHFJPY,GBPJPY,EURJPY,CADJPY,empty,sum
2016.05.30,-66.0000000000025,-85.00000000000796,-54.99999999999261,-164.00000000000148,,-370.00000000000455
2016.05.30,-79.9999999999983,-94.99999999999886,-36.99999999999193,-87.99999999999386,,-299.99999999998295
2016.05.30,-66.99999999999307,-35.00000000002501,5.000000000009663,-90.99999999999397,,-188.0000000000024
2016.05.30,10.000000000005116,78.99999999997931,61.00000000000705,-92.99999999998931,,57.00000000000216
2016.05.30,180.99999999999739,436.9999999999834,234.00000000000887,41.00000000001103,,893.0000000000007
2016.05.30,299.0000000000066,661.0000000000014,337.0000000000033,118.00000000000921,,1415.0000000000205
2016.05.30,261.0000000000099,487.99999999999955,288.0000000000109,56.000000000011596,,1093.000000000032
2016.05.30,254.0000000000049,462.99999999999386,238.00000000001376,-52.99999999999727,,902.0000000000152
2016.05.30,269.00000000000546,443.9999999999884,258.0000000000098,-87.99999999999386,,883.0000000000098
2016.05.30,352.00000000000387,530.0000000000011,308.00000000000693,-70.99999999999795,,1119.0000000000139
2016.05.30,411.00000000000136,582.9999999999984,369.000000000014,-31.999999999996476,,1331.0000000000173
2016.05.30,475.0000000000085,808.9999999999975,464.00000000001285,85.00000000000796,,1833.0000000000266
2016.05.30,495.00000000000455,852.9999999999802,484.00000000000887,108.00000000000409,,1939.9999999999977
2016.05.30,472.999999999999,848.9999999999895,479.0000000000134,91.00000000000819,,1892.0000000000102
2016.05.30,493.9999999999998,994.9999999999761,505.00000000000966,77.00000000001239,,2070.9999999999977
2016.05.30,626.0000000000048,1103.999999999985,671.0000000000065,147.00000000000557,,2548.000000000002
2016.05.30,632.000000000005,1090.9999999999798,696.0000000000122,140.00000000000057,,2558.9999999999973
2016.05.30,632.000000000005,1116.9999999999902,708.0000000000126,142.00000000001012,,2599.0000000000177
2016.05.30,743.0000000000092,1199.9999999999886,839.0000000000128,234.00000000000887,,3016.000000000019
2016.05.30,790.0000000000063,1276.9999999999868,1008.0000000000098,362.000000000009,,3437.000000000012
2016.05.30,689.9999999999977,1144.9999999999818,956.0000000000031,344.99999999999886,,3135.999999999982
2016.05.30,828.000000000003,1304.000000000002,1051.0000000000018,399.0000000000009,,3582.0000000000077
2016.05.30,903.0000000000058,1139.9999999999864,1099.0000000000036,349.00000000000375,,3490.9999999999995
