date,GBPCHF,EURCHF,CHFJPY,EURGBP,GBPJPY,empty,sum
2017.06.21,1113.0000000000084,-467.99999999997954,234.00000000000887,434.000000000001,1033.9999999999918,,2347.0000000000305
2017.06.21,848.9999999999886,-440.9999999999803,239.00000000000432,318.00000000000716,745.0000000000045,,1710.0000000000246
2017.06.21,415.99999999999415,-446.9999999999974,329.00000000000773,-3.999999999992898,122.99999999999045,,417.00000000000205
2017.06.21,394.9999999999898,-439.99999999999596,437.0000000000118,-46.00000000000159,0.0,,346.0000000000041
2017.06.21,365.99999999999966,-437.99999999998283,485.00000000001364,-63.00000000000195,-243.99999999999977,,106.00000000002876
2017.06.21,400.00000000000034,-434.9999999999854,672.0000000000113,-35.999999999991594,-265.99999999999113,,335.0000000000434
2017.06.21,429.99999999999704,-465.99999999998863,614.0000000000043,-15.999999999993797,-224.99999999999432,,337.00000000002467
2017.06.21,480.99999999999807,-471.9999999999835,617.0000000000044,-9.999999999998899,-85.00000000000796,,531.0000000000122
2017.06.21,554.00000000001,-442.9999999999934,597.0000000000084,70.99999999999883,-125.0,,654.0000000000239
2017.06.21,683.9999999999957,-411.99999999999017,591.0000000000082,202.0000000000022,27.000000000015234,,1092.0000000000312
2017.06.21,679.9999999999917,-435.9999999999919,517.0000000000101,165.00000000000404,180.00000000000682,,1106.0000000000207
2017.06.21,714.999999999999,-432.9999999999945,577.0000000000124,182.00000000000438,128.00000000001432,,1169.0000000000355
2017.06.21,714.999999999999,-415.99999999999415,578.000000000003,200.00000000000017,149.0000000000009,,1226.0000000000089
2017.06.21,794.9999999999901,-444.9999999999843,482.00000000001353,248.99999999999923,311.00000000000705,,1392.0000000000257
2017.06.21,784.9999999999912,-472.9999999999901,506.0000000000002,223.00000000000654,368.9999999999998,,1410.0000000000077
2017.06.21,902.0000000000028,-420.9999999999825,474.00000000000375,322.00000000000006,537.0000000000061,,1814.0000000000302
2017.06.21,848.0000000000043,-408.9999999999927,456.00000000000307,297.9999999999983,497.0000000000141,,1690.000000000027
2017.06.21,885.0000000000025,-423.99999999997993,473.0000000000132,316.0000000000052,455.0000000000125,,1705.0000000000534
2017.06.21,907.9999999999977,-416.9999999999785,578.000000000003,334.00000000000097,393.0000000000007,,1796.0000000000239
2017.06.21,912.0000000000017,-411.99999999999017,621.9999999999999,336.9999999999984,401.00000000001046,,1860.0000000000202
2017.06.21,943.000000000005,-411.99999999999017,623.0000000000047,358.0000000000028,360.99999999999,,1873.0000000000123
2017.06.21,943.9999999999893,-422.9999999999956,689.0000000000072,353.99999999999875,323.0000000000075,,1887.000000000007
2017.06.22,933.000000000006,-447.99999999998175,630.0000000000097,317.0000000000006,328.00000000000296,,1760.0000000000375
2017.06.22,907.9999999999977,-440.9999999999803,617.0000000000044,312.00000000000114,277.00000000001523,,1673.0000000000382
2017.06.22,906.0000000000068,-426.9999999999996,664.0000000000015,324.00000000000205,254.99999999999545,,1722.0000000000061
2017.06.22,897.9999999999987,-417.99999999998505,644.0000000000055,324.00000000000205,337.0000000000175,,1785.0000000000387
2017.06.22,818.0000000000076,-422.9999999999956,594.0000000000083,274.00000000000756,338.99999999999864,,1602.0000000000264
2017.06.22,858.0000000000032,-402.9999999999978,569.0000000000026,302.9999999999977,348.0000000000132,,1675.0000000000189
2017.06.22,876.0000000000101,-401.99999999999125,573.0000000000075,314.0000000000032,356.9999999999993,,1718.0000000000289
2017.06.22,858.0000000000032,-423.99999999997993,395.00000000001023,291.0000000000079,403.99999999999636,,1524.0000000000377
2017.06.22,878.000000000001,-419.9999999999982,385.0000000000051,304.00000000000426,588.9999999999986,,1736.000000000011
2017.06.22,886.000000000009,-408.9999999999927,348.0000000000132,314.0000000000032,634.9999999999909,,1774.0000000000236
2017.06.22,954.9999999999948,-402.9999999999978,283.00000000000125,373.00000000000114,724.000000000018,,1932.0000000000175
2017.06.22,995.9999999999969,-419.9999999999982,281.0000000000059,387.000000000004,850.9999999999991,,2095.0000000000077
2017.06.22,981.999999999994,-414.9999999999876,337.0000000000033,387.99999999999943,741.0000000000139,,2033.000000000023
2017.06.22,913.9999999999926,-400.00000000000034,422.00000000001125,350.00000000000585,616.9999999999902,,1902.9999999999995
2017.06.22,927.9999999999955,-390.9999999999858,414.0000000000015,363.0000000000022,649.0000000000009,,1963.0000000000143
2017.06.22,919.0000000000032,-400.9999999999847,409.000000000006,355.0000000000053,620.0000000000045,,1902.0000000000343
2017.06.22,882.000000000005,-392.9999999999989,374.00000000000944,339.0000000000004,637.0000000000005,,1839.0000000000164
2017.06.22,870.9999999999995,-388.9999999999949,350.0000000000085,331.999999999999,670.9999999999923,,1835.0000000000045
2017.06.22,957.9999999999922,-400.9999999999847,360.00000000001364,387.000000000004,733.0000000000041,,2037.000000000029
2017.06.22,902.0000000000028,-448.9999999999883,459.0000000000032,304.00000000000426,528.9999999999964,,1745.0000000000184
2017.06.22,870.9999999999995,-461.0000000000003,297.00000000001125,265.99999999999955,578.000000000003,,1551.000000000013
2017.06.22,900.9999999999962,-440.9999999999803,221.00000000000364,323.0000000000066,805.0000000000068,,1809.000000000033
2017.06.22,905.0000000000002,-418.9999999999916,246.00000000000932,339.0000000000004,756.0000000000002,,1827.0000000000186
2017.06.22,862.0000000000072,-383.0,207.00000000000784,346.0000000000019,819.0000000000168,,1851.0000000000337
2017.06.22,909.0000000000042,-344.99999999999534,313.0000000000024,392.00000000000347,710.000000000008,,1979.0000000000227
2017.06.22,910.9999999999951,-342.9999999999822,297.00000000001125,421.0000000000047,775.0000000000057,,2061.0000000000346
2017.06.22,726.0000000000044,-311.99999999997897,267.0000000000101,316.0000000000052,474.9999999999943,,1472.000000000035
2017.06.22,753.0000000000036,-322.9999999999844,406.0000000000059,294.00000000000534,456.99999999999363,,1587.000000000024
2017.06.22,787.9999999999887,-324.9999999999975,443.00000000001205,341.99999999999784,424.0000000000066,,1672.0000000000077
2017.06.22,723.0000000000069,-334.9999999999964,431.0000000000116,282.99999999999994,376.0000000000048,,1478.0000000000268
2017.06.22,784.0000000000069,-387.99999999998835,461.00000000001273,328.0000000000061,437.0000000000118,,1622.0000000000493
2017.06.22,913.9999999999926,-417.99999999998505,365.0000000000091,374.0000000000077,487.99999999999955,,1723.0000000000239
2017.06.22,920.0000000000097,-456.9999999999963,354.0000000000134,341.0000000000024,661.0000000000014,,1819.0000000000305
2017.06.22,931.9999999999995,-525.999999999982,296.0000000000065,348.9999999999993,680.0000000000068,,1731.00000000003
2017.06.22,958.9999999999987,-566.9999999999842,431.0000000000116,284.0000000000065,518.0000000000007,,1625.0000000000334
2017.06.22,974.9999999999925,-583.0000000000002,624.0000000000094,270.99999999999903,366.9999999999902,,1653.999999999991
2017.06.22,968.9999999999976,-543.999999999989,657.0000000000107,280.00000000000244,354.99999999998977,,1717.0000000000116
2017.06.22,984.000000000007,-575.9999999999987,618.9999999999998,277.000000000005,371.0000000000093,,1675.0000000000225
2017.06.22,958.9999999999987,-583.0000000000002,604.0000000000134,236.00000000000287,456.99999999999363,,1673.0000000000084
2017.06.22,968.9999999999976,-578.9999999999961,656.0000000000059,250.00000000000577,414.99999999999204,,1711.000000000005
2017.06.22,920.0000000000097,-568.9999999999973,630.0000000000097,225.00000000000853,379.99999999999545,,1586.000000000026
2017.06.22,879.9999999999919,-615.9999999999943,618.9999999999998,158.0000000000026,332.9999999999984,,1373.9999999999984
2017.06.22,862.0000000000072,-608.9999999999928,648.0000000000103,148.99999999999915,276.00000000001046,,1326.0000000000343
2017.06.22,909.9999999999886,-615.9999999999943,652.000000000001,187.9999999999993,377.00000000000955,,1511.000000000004
2017.06.22,861.0000000000007,-637.9999999999831,636.0000000000099,131.00000000000333,337.0000000000175,,1327.0000000000482
2017.06.22,827.0,-647.9999999999819,637.0000000000005,84.0000000000063,259.9999999999909,,1160.0000000000157
2017.06.22,841.0000000000028,-642.9999999999936,630.0000000000097,100.00000000000009,271.000000000015,,1199.000000000034
2017.06.22,885.0000000000025,-644.0000000000001,704.0000000000077,136.99999999999824,256.0000000000002,,1338.0000000000086
2017.06.23,855.0000000000058,-668.9999999999862,449.0000000000123,148.99999999999915,318.00000000001205,,1102.000000000043
2017.06.23,855.0000000000058,-674.9999999999811,604.0000000000134,148.0000000000037,323.0000000000075,,1255.0000000000493
2017.06.23,920.0000000000097,-663.999999999998,638.0000000000052,148.99999999999915,358.0000000000041,,1401.0000000000202
2017.06.23,926.999999999989,-648.9999999999885,665.0000000000063,157.00000000000713,355.99999999999454,,1456.0000000000084
2017.06.23,920.0000000000097,-655.9999999999899,643.0000000000007,141.00000000000225,366.00000000001387,,1414.0000000000366
2017.06.23,937.9999999999944,-651.9999999999859,634.0000000000003,160.00000000000458,382.000000000005,,1462.0000000000184
2017.06.23,912.0000000000017,-665.9999999999889,629.0000000000049,136.99999999999824,276.00000000001046,,1288.0000000000264
2017.06.23,849.9999999999952,-648.9999999999885,695.0000000000074,92.99999999999864,170.00000000001592,,1159.0000000000286
2017.06.23,852.9999999999926,-652.9999999999925,735.0000000000136,99.00000000000463,140.00000000001478,,1174.0000000000332
2017.06.23,838.9999999999898,-650.9999999999794,739.0000000000043,96.00000000000719,171.99999999999704,,1195.0000000000189
2017.06.23,831.000000000004,-656.9999999999965,790.0000000000063,87.00000000000374,122.99999999999045,,1174.000000000008
2017.06.23,865.0000000000047,-658.9999999999874,798.0000000000018,106.00000000000608,110.99999999999,,1221.0000000000152
2017.06.23,839.9999999999964,-650.9999999999794,830.0000000000125,90.0000000000012,66.0000000000025,,1175.0000000000332
2017.06.23,838.0000000000055,-661.9999999999848,811.000000000007,87.99999999999919,75.00000000001705,,1150.0000000000439
2017.06.23,831.000000000004,-644.9999999999844,846.0000000000036,84.0000000000063,38.000000000010914,,1154.0000000000405
2017.06.23,841.0000000000028,-644.0000000000001,845.0000000000131,97.9999999999981,58.9999999999975,,1199.0000000000116
2017.06.23,865.0000000000047,-644.0000000000001,786.0000000000014,106.00000000000608,102.00000000000387,,1215.000000000016
2017.06.23,831.000000000004,-637.9999999999831,791.000000000011,92.99999999999864,75.00000000001705,,1152.0000000000475
2017.06.23,802.9999999999982,-634.9999999999856,769.0000000000055,80.99999999999774,76.99999999999818,,1095.000000000014
2017.06.23,628.0000000000064,-604.9999999999889,753.0000000000001,-5.999999999994898,-191.0000000000025,,579.0000000000202
2017.06.23,499.000000000005,-621.9999999999892,830.0000000000125,-109.99999999999899,-397.99999999999613,,199.0000000000332
2017.06.23,482.999999999989,-585.9999999999976,790.0000000000063,-68.00000000000139,-358.0000000000041,,260.99999999999216
2017.06.23,639.9999999999961,-654.9999999999834,873.0000000000047,-22.999999999995246,-247.99999999999045,,587.0000000000317
2017.06.23,611.000000000006,-619.9999999999983,771.0000000000008,-35.999999999991594,-234.00000000000887,,492.0000000000081
2017.06.23,554.9999999999944,-606.9999999999798,709.0000000000032,-63.00000000000195,-156.0000000000059,,438.00000000001
2017.06.23,523.9999999999911,-567.9999999999907,618.0000000000092,-13.999999999991797,-62.99999999998818,,497.0000000000297
2017.06.23,499.9999999999893,-561.9999999999958,615.0000000000091,-76.99999999999375,-144.00000000000546,,332.0000000000034
2017.06.23,425.0000000000087,-558.9999999999984,647.0000000000056,-110.99999999999443,-217.9999999999893,,184.00000000003217
2017.06.23,384.9999999999909,-534.9999999999966,611.0000000000042,-139.00000000000023,-230.99999999999454,,91.00000000000375
2017.06.23,431.0000000000036,-505.99999999998425,593.0000000000035,-85.00000000000173,-156.0000000000059,,277.00000000001523
2017.06.23,519.0000000000028,-503.99999999999335,663.0000000000109,16.0000000000049,-168.99999999998272,,525.0000000000426
2017.06.23,571.9999999999948,-494.9999999999788,713.0000000000081,33.000000000005244,-150.00000000000568,,673.0000000000236
2017.06.23,571.0000000000103,-457.9999999999807,724.0000000000038,60.00000000000449,-192.00000000000728,,705.0000000000307
2017.06.23,648.0000000000041,-526.9999999999886,719.0000000000083,121.99999999999989,-70.99999999999795,,891.0000000000257
2017.06.23,758.9999999999985,-544.9999999999955,895.0000000000102,143.00000000000423,-179.00000000000205,,1073.0000000000155
2017.06.23,758.9999999999985,-551.9999999999969,1020.0000000000102,148.99999999999915,-274.0000000000009,,1102.00000000001
2017.06.23,743.0000000000048,-524.9999999999977,959.0000000000032,134.0000000000008,-299.0000000000066,,1012.0000000000043
2017.06.23,744.9999999999957,-514.9999999999987,958.0000000000126,148.99999999999915,-199.99999999998863,,1137.00000000002
2017.06.23,778.9999999999964,-494.9999999999788,949.0000000000123,175.99999999999838,-132.000000000005,,1277.0000000000232
2017.06.23,740.0000000000073,-504.9999999999999,940.0000000000119,163.00000000000205,-168.99999999998272,,1169.0000000000387
2017.06.23,828.9999999999909,-484.9999999999799,940.0000000000119,229.00000000000142,-85.00000000000796,,1428.0000000000164
2017.06.23,827.0,-489.99999999999045,960.000000000008,219.00000000000253,-129.99999999999545,,1386.0000000000246
2017.06.23,801.0000000000073,-480.99999999999807,968.0000000000035,207.00000000000162,-174.99999999998295,,1320.0000000000314
2017.06.23,825.9999999999934,-488.9999999999839,961.0000000000127,223.00000000000654,-108.00000000000409,,1413.0000000000248
2017.06.23,795.9999999999967,-492.9999999999879,894.0000000000055,209.00000000000364,-74.99999999998863,,1331.0000000000293
2017.06.23,790.0000000000018,-484.9999999999799,889.00000000001,200.00000000000017,-94.99999999999886,,1299.0000000000332
