date,USDCAD,EURCHF,CADCHF,EURJPY,EURNZD,AUDCAD,NZDCAD,empty,sum
2020.03.23,0.0,-120.99999999999334,-60.00000000000449,-111.0000000000042,-100.99999999999554,-24.999999999997247,-14.000000000002899,,-431.9999999999978
2020.03.23,951.000000000013,-42.999999999993044,152.99999999999204,-114.00000000000432,492.0000000000035,158.0000000000026,43.999999999999595,,1641.000000000013
2020.03.23,1110.9999999999952,-120.00000000000898,230.99999999999233,4.9999999999954525,1002.9999999999983,117.00000000000044,17.000000000000348,,2363.999999999973
2020.03.23,870.0000000000152,-72.0000000000054,218.99999999999142,7.999999999995566,649.999999999995,-169.99999999999238,-139.00000000000023,,1365.9999999999993
2020.03.23,927.9999999999955,-63.99999999999739,273.000000000001,319.9999999999932,462.0000000000068,-300.99999999999574,-334.00000000000097,,1284.0000000000025
2020.03.23,870.9999999999995,-93.99999999999409,156.00000000000057,42.00000000000159,886.000000000009,150.00000000000568,12.000000000000899,,2023.0000000000232
2020.03.23,953.0000000000039,-51.000000000001044,322.9999999999955,281.9999999999965,1476.999999999995,304.00000000000426,185.99999999999727,,3473.9999999999914
2020.03.23,626.0000000000155,-86.99999999999264,182.99999999999983,173.00000000000182,1543.0000000000055,329.999999999997,136.00000000000279,,2904.0000000000296
2020.03.23,517.9999999999962,-93.99999999999409,306.9999999999906,185.99999999999284,1347.0000000000093,177.00000000000495,56.99999999999594,,2497.999999999996
2020.03.23,661.0000000000005,-62.000000000006494,362.99999999999113,319.0000000000026,1402.0000000000143,200.00000000000017,112.000000000001,,2995.0000000000027
2020.03.23,514.9999999999987,-52.000000000007596,310.9999999999946,212.99999999999386,1417.0000000000016,192.99999999999872,188.9999999999947,,2785.999999999974
2020.03.23,517.9999999999962,-70.99999999999883,287.9999999999994,203.00000000000296,1726.0000000000052,217.0000000000005,264.999999999993,,3145.9999999999986
2020.03.23,724.9999999999978,-110.00000000001009,415.99999999999415,188.99999999999295,1507.9999999999982,-15.999999999993797,-40.00000000000669,,2671.9999999999723
2020.03.23,832.0000000000105,-139.00000000000023,495.000000000001,183.9999999999975,1468.0000000000027,-12.999999999996348,-69.00000000000794,,2758.0000000000077
2020.03.23,863.0000000000138,-148.99999999999915,500.9999999999959,257.99999999999557,1763.0000000000034,79.00000000000685,-39.00000000000014,,3276.000000000016
2020.03.23,746.0000000000023,-157.00000000000713,548.9999999999995,230.00000000000398,1421.0000000000057,-51.000000000001044,-209.9999999999991,,2528.0000000000045
2020.03.23,615.00000000001,-185.99999999999727,495.000000000001,240.99999999999966,689.0000000000063,-414.9999999999987,-512.0000000000014,,927.0000000000196
2020.03.23,565.0000000000155,-215.99999999999397,332.99999999999443,186.9999999999976,821.000000000005,-351.0000000000013,-389.000000000006,,950.0000000000113
2020.03.23,706.0000000000066,-327.00000000001063,398.9999999999938,72.00000000000273,1222.000000000012,-214.99999999999852,-300.0000000000003,,1557.0000000000057
2020.03.23,931.9999999999995,-304.9999999999997,187.9999999999993,170.99999999999227,839.0000000000119,-291.99999999999227,-136.00000000000279,,1397.0000000000082
2020.03.23,853.9999999999992,-289.0000000000059,122.99999999999534,471.9999999999942,676.0000000000099,-410.9999999999947,-248.99999999999923,,1175.9999999999986
2020.03.23,818.0000000000076,-198.00000000000927,250.9999999999901,417.0000000000016,682.0000000000048,-232.99999999999432,-221.99999999999997,,1515.0000000000005
