date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,EURCHF,CADCHF,EURGBP,EURJPY,EURCAD,EURAUD,CADJPY,AUDJPY,AUDCAD,empty,sum
2015.04.13,0.0,0.0,0.0,0.0,0.0,-73.99999999999629,-73.00000000000084,0.0,-7.000000000005002,-106.00000000000608,-113.99999999999189,-58.9999999999975,-10.99999999999568,0.0,,-443.99999999999324
2015.04.13,18.0000000000069,22.0000000000109,69.9999999999923,66.0000000000025,134.00000000001188,-43.999999999999595,-135.99999999999167,35.999999999991594,19.99999999999602,-87.99999999999919,-133.99999999998968,-51.00000000000193,50.00000000001137,22.999999999995246,,-13.999999999963414
2015.04.13,43.999999999999595,-37.99999999998249,-4.999999999988347,55.999999999997385,66.99999999999484,-62.99999999999084,-108.99999999999244,9.999999999998899,-104.00000000001342,-94.00000000001629,-150.99999999999002,-19.000000000005457,-57.999999999992724,-4.000000000004,,-467.9999999999853
2015.04.13,11.00000000000545,-130.99999999999224,-104.99999999999955,16.999999999995907,26.999999999999247,-104.99999999999955,-83.9999999999952,-24.000000000001798,-141.00000000000534,-205.00000000001074,-333.0000000000055,-22.00000000000557,-19.99999999999602,34.000000000000696,,-1081.0000000000102
2015.04.13,0.0,-130.99999999999224,-136.99999999998712,-6.000000000000227,26.0000000000149,-112.000000000001,-52.99999999999194,-43.00000000000415,-170.0000000000017,-194.0000000000053,-363.0000000000022,9.000000000000341,29.000000000010573,71.99999999999429,,-1072.9999999999657
2015.04.13,9.00000000000345,-130.99999999999224,-103.99999999999298,-6.000000000000227,69.00000000000794,-95.00000000000064,-76.99999999999375,-25.00000000000835,-128.0000000000001,-214.00000000000307,-443.99999999999994,-34.000000000006025,82.00000000000784,92.99999999999864,,-1004.9999999999795
2015.04.13,-71.99999999999429,-177.99999999998929,-156.00000000000057,-93.00000000000352,29.999999999996696,-82.99999999998863,-95.00000000000064,-35.00000000000725,-124.00000000000944,-204.00000000000418,-587.9999999999885,-97.00000000000841,151.00000000001046,93.99999999999409,,-1449.9999999999934
2015.04.13,-71.99999999999429,-119.99999999998678,-160.00000000000458,-54.99999999999261,73.00000000001194,-45.99999999999049,-200.00000000000017,-50.0000000000056,-153.0000000000058,-343.00000000000443,-632.9999999999947,-120.00000000000455,185.00000000000227,121.99999999999989,,-1571.9999999999695
2015.04.13,-97.9999999999981,-157.99999999999147,-139.00000000000023,-33.00000000000125,182.0000000000155,-27.999999999983594,-217.99999999999596,-24.000000000001798,-115.0000000000091,-354.0000000000099,-560.0000000000049,-132.000000000005,204.00000000000773,104.99999999999955,,-1367.9999999999786
2015.04.13,-83.9999999999952,-119.00000000000244,-102.00000000000209,-1.9999999999953388,219.00000000001364,-45.99999999999049,-219.00000000000253,-20.0000000000089,-139.00000000001,-381.0000000000091,-557.9999999999918,-128.0000000000001,102.00000000000387,-2.000000000002,,-1478.9999999999927
2015.04.13,-34.000000000000696,-95.00000000000064,-70.99999999999883,4.0000000000048885,292.00000000000335,-49.99999999999449,-256.99999999999613,-21.00000000000435,-128.0000000000001,-434.000000000001,-1333.0000000000064,-218.00000000000352,160.0000000000108,25.999999999992696,,-2158.9999999999945
2015.04.13,16.0000000000049,62.000000000006494,17.000000000000348,106.99999999999932,456.9999999999963,3.0000000000196536,-293.99999999999426,-29.000000000001247,-86.00000000001273,-443.99999999999994,-1414.000000000004,-240.0000000000091,795.0000000000017,624.9999999999977,,-424.999999999995
2015.04.13,55.000000000005045,110.00000000001009,45.000000000006146,129.99999999999545,478.0000000000006,-3.999999999981796,-302.9999999999977,-47.00000000000814,-82.00000000000784,-483.99999999999557,-1431.0000000000045,-237.99999999999955,791.000000000011,600.0000000000006,,-379.99999999996635
2015.04.13,29.999999999996696,114.99999999999844,17.000000000000348,143.00000000000068,486.00000000000864,-17.999999999984695,-310.9999999999946,-51.000000000001044,-149.0000000000009,-489.0000000000061,-1524.9999999999986,-225.00000000000853,720.0000000000131,591.9999999999925,,-664.9999999999839
2015.04.13,62.000000000006494,162.00000000001768,52.000000000007596,198.99999999999807,537.9999999999941,-10.999999999983245,-310.9999999999946,-50.0000000000056,-159.00000000000603,-507.9999999999973,-1692.9999999999889,-198.0000000000075,832.0000000000078,685.9999999999977,,-398.9999999999536
2015.04.13,63.99999999999739,190.00000000000128,72.0000000000054,259.00000000000034,526.0000000000042,-23.999999999979593,-303.9999999999932,-67.00000000000594,-184.0000000000117,-460.000000000016,-1730.9999999999936,-140.00000000000057,851.0000000000133,752.9999999999926,,-194.9999999999859
2015.04.13,117.00000000000044,241.00000000000233,93.99999999999409,243.0000000000092,527.9999999999951,-44.99999999998394,-270.99999999999903,-104.00000000000409,-170.0000000000017,-436.9999999999985,-1615.9999999999952,-152.00000000000102,832.0000000000078,744.0000000000002,,4.000000000025807
2015.04.13,119.00000000000244,380.00000000000256,109.00000000000354,198.0000000000075,534.0000000000123,-39.999999999995595,-261.0000000000001,-186.00000000000838,-86.00000000001273,-419.9999999999982,-1580.999999999988,-188.0000000000024,836.0000000000127,690.9999999999972,,105.00000000003263
2015.04.13,-75.00000000000284,334.9999999999964,-78.00000000000028,150.00000000000568,434.000000000001,-15.999999999993797,-356.9999999999962,-238.0000000000049,-259.00000000000034,-551.0000000000126,-1571.9999999999957,-204.00000000000773,767.0000000000101,628.9999999999907,,-1035.0000000000107
2015.04.13,-41.000000000002146,330.0000000000081,-41.000000000002146,180.99999999999739,480.99999999999807,-43.999999999999595,-348.9999999999993,-201.00000000000674,-245.00000000000455,-550.000000000006,-1522.0000000000011,-222.0000000000084,729.0000000000134,606.9999999999909,,-887.000000000022
2015.04.13,-43.999999999999595,9.000000000014552,-136.00000000000279,146.0000000000008,368.00000000001273,-166.99999999998383,-324.9999999999975,-201.00000000000674,-371.9999999999999,-554.00000000001,-1679.0000000000082,-150.99999999999625,641.0000000000053,540.9999999999915,,-1923.99999999998
2015.04.13,112.99999999999643,111.00000000001664,-52.99999999999194,266.00000000000534,463.0000000000134,-206.99999999997942,-229.99999999999687,-95.00000000000064,-332.00000000000784,-541.0000000000136,-1727.9999999999961,-138.00000000000523,773.0000000000103,741.9999999999982,,-855.9999999999513
