date,USDCHF,GBPUSD,EURUSD,USDJPY,AUDUSD,NZDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURCAD,EURAUD,AUDJPY,NZDJPY,NZDCAD,AUDNZD,empty,sum
2017.02.20,-21.00000000000435,-86.0000000000083,-8.999999999992347,-90.00000000000341,-50.0000000000056,0.0,-89.00000000000574,-71.00000000002105,-106.99999999999932,-121.00000000000443,-46.00000000000159,-63.99999999999739,-31.000000000003247,0.0,-46.999999999997044,-70.99999999999883,-180.0000000000024,-232.00000000000998,-45.99999999999227,-64.99999999999773,-151.00000000000114,-160.00000000000458,,-1737.0000000000507
2017.02.20,-55.000000000005045,-165.9999999999995,79.00000000000685,-97.00000000000841,-26.000000000003798,12.999999999996348,-103.99999999999298,-103.00000000000864,-158.00000000000125,-126.0000000000039,-46.999999999997044,3.999999999992898,22.999999999995246,167.0000000000016,-124.99999999999733,-181.9999999999933,-234.00000000000088,-327.00000000001063,40.00000000000625,-52.99999999999727,-85.99999999999719,150.00000000000568,,-1413.000000000012
2017.02.20,-103.99999999999298,-353.0000000000033,110.00000000001009,-58.9999999999975,-2.999999999997449,-26.999999999999247,-211.00000000000563,-109.00000000000354,-183.00000000000693,-133.00000000000534,-43.999999999999595,36.0000000000027,-14.999999999998348,221.00000000000364,-257.99999999998045,-354.9999999999942,-219.00000000001364,-373.00000000000114,34.000000000006025,-147.99999999999613,-31.999999999998696,181.00000000000892,,-2043.9999999999625
2017.02.20,-119.99999999998678,-387.000000000004,179.00000000001802,-34.000000000006025,-63.00000000000195,-48.99999999999905,-245.0000000000063,-126.0000000000039,-168.99999999999693,-121.00000000000443,21.999999999999797,113.99999999999189,-34.000000000000696,293.9999999999827,-312.9999999999855,-506.0000000000064,-263.99999999999756,-495.000000000001,-37.9999999999967,-179.9999999999926,27.999999999994696,192.99999999999872,,-2314.0000000000045
2017.02.20,-42.999999999993044,-275.9999999999874,96.00000000000719,-47.000000000011255,-114.00000000000298,-106.00000000000608,-204.99999999998852,-124.00000000001299,-129.0000000000049,-129.00000000000134,34.000000000000696,110.99999999999443,4.999999999999449,114.00000000000432,-210.99999999998343,-428.9999999999905,-239.99999999999577,-496.99999999999187,-102.99999999999443,-239.00000000000432,63.00000000000195,188.00000000001037,,-2280.9999999999504
2017.02.20,8.999999999992347,-219.99999999999798,80.00000000001339,-54.000000000002046,-67.00000000000594,-109.00000000000354,-226.99999999999943,-122.00000000002208,-70.00000000000739,-144.0000000000108,-29.999999999996696,58.99999999999794,-6.0000000000060005,135.99999999999568,-237.99999999998266,-326.9999999999884,-207.00000000000162,-394.00000000000546,-75.9999999999934,-224.00000000000375,7.0000000000014495,226.99999999999943,,-1997.0000000000268
2017.02.20,19.999999999997797,-229.99999999999687,2.0000000000131024,-44.00000000001114,-129.00000000000134,-148.99999999999915,-231.0000000000034,-122.00000000002208,-34.000000000006025,-133.00000000000534,-34.99999999999615,71.99999999999429,-12.000000000000899,108.00000000000409,-237.99999999998266,-370.00000000000364,-225.99999999999287,-428.00000000000614,-96.9999999999942,-257.000000000005,19.00000000000235,209.00000000001472,,-2305.000000000001
2017.02.20,92.00000000000318,-161.99999999999548,-39.999999999995595,-112.99999999999955,-121.00000000000443,-148.0000000000037,-262.999999999991,-115.00000000002063,-28.999999999996362,-161.00000000000003,-56.99999999999594,90.99999999999665,-34.000000000000696,151.9999999999868,-232.99999999999432,-334.9999999999964,-184.00000000000637,-347.9999999999928,-69.00000000000261,-245.00000000000455,44.99999999999504,242.00000000000887,,-2035.0000000000098
2017.02.20,99.00000000000463,-154.99999999999403,-18.999999999991246,-252.00000000000955,-87.99999999999919,-150.00000000000568,-256.99999999999613,-119.00000000000244,-195.0000000000074,-193.00000000000983,-92.99999999999864,59.99999999999339,-34.000000000000696,253.99999999999068,-212.99999999999653,-313.99999999999204,-140.0000000000068,-296.9999999999917,1.0000000000047748,-207.9999999999984,78.99999999999574,299.00000000000483,,-1935.0000000000057
2017.02.20,97.9999999999981,-143.99999999998857,1.0000000000065512,-295.0000000000017,-39.00000000000014,-129.9999999999968,-241.00000000000233,-117.00000000001154,-219.0000000000083,-199.00000000000472,-119.99999999999788,73.99999999999629,-19.999999999997797,395.9999999999866,-120.99999999999334,-181.9999999999933,-103.00000000000864,-221.00000000000452,164.00000000000148,-75.9999999999934,97.9999999999981,327.00000000001063,,-1069.0000000000055
2017.02.20,87.99999999999919,-153.9999999999875,19.00000000001345,-245.00000000000455,-29.000000000001247,-129.00000000000134,-239.99999999999577,-118.00000000001809,-192.99999999999784,-198.00000000000927,-104.99999999999955,81.9999999999932,-17.000000000000348,383.99999999998613,-110.99999999999443,-170.00000000000347,-96.00000000000719,-235.00000000000742,162.00000000000614,-100.99999999999909,95.99999999999609,341.00000000001353,,-969.0000000000197
2017.02.20,72.0000000000054,-133.99999999998968,35.00000000000725,-239.00000000000432,-19.00000000000235,-100.00000000000009,-205.99999999999508,-119.00000000000244,-198.99999999999807,-205.00000000001074,-90.99999999999665,71.99999999999429,5.999999999994898,347.99999999998477,-61.99999999998429,-141.99999999999767,-73.00000000001194,-229.99999999999687,156.99999999999648,-84.99999999999375,117.99999999999588,334.00000000001205,,-761.999999999993
2017.02.20,69.00000000000794,-150.00000000000568,43.00000000001525,-245.00000000000455,-29.999999999996696,-112.000000000001,-212.99999999999653,-116.00000000000499,-207.9999999999984,-198.00000000000927,-90.0000000000012,80.99999999999774,-1.0000000000065512,376.0000000000048,-109.99999999998789,-201.00000000000674,-100.99999999999554,-251.00000000000122,150.00000000000568,-96.9999999999942,112.99999999999643,295.0000000000008,,-995.9999999999819
2017.02.20,35.00000000000725,-192.99999999999872,67.00000000001705,-197.00000000000273,-21.999999999999797,-101.00000000000664,-205.99999999999508,-118.00000000001809,-192.00000000000728,-198.00000000000927,-90.99999999999665,90.99999999999665,3.999999999992898,332.9999999999984,-86.99999999999264,-197.00000000000273,-92.00000000000318,-269.00000000000813,126.00000000000477,-108.00000000000409,124.00000000000189,302.0000000000023,,-989.0000000000239
2017.02.20,28.000000000005798,-190.00000000000128,84.0000000000174,-200.00000000000284,19.00000000000235,-100.00000000000009,-204.99999999998852,-123.00000000000644,-204.9999999999983,-195.00000000000074,-102.99999999999754,98.99999999999353,9.00000000000345,334.0000000000032,-154.99999999999403,-141.99999999999767,-154.99999999999403,-229.99999999999687,161.00000000000136,-106.99999999999932,104.99999999999955,365.0000000000153,,-905.9999999999359
2017.02.20,58.000000000002494,-214.00000000000307,59.000000000009045,-248.00000000000466,34.99999999999615,-121.00000000000443,-278.00000000000045,-129.00000000000134,-222.99999999999898,-204.00000000000418,-141.99999999999767,88.99999999999464,-36.999999999998145,405.00000000000114,-180.99999999998673,-106.99999999999044,-147.00000000000824,-158.99999999999804,224.00000000000375,-82.99999999999841,102.99999999999754,405.9999999999952,,-893.9999999999952
2017.02.20,80.00000000001339,-251.00000000000122,-22.999999999995246,-347.999999999999,9.00000000000345,-135.00000000000733,-383.0,-146.00000000000168,-271.0000000000008,-252.0000000000078,-195.9999999999962,29.999999999996696,-121.00000000000443,489.9999999999807,-244.9999999999841,-188.9999999999947,-112.000000000001,-141.99999999999767,256.0000000000002,-60.000000000002274,107.99999999999699,383.0,,-1518.0000000000018
2017.02.20,86.99999999999264,-310.9999999999946,-27.999999999983594,-328.00000000000296,43.999999999999595,-75.9999999999983,-414.00000000000324,-135.00000000001845,-239.00000000000432,-264.0000000000087,-222.99999999999542,-18.0000000000069,-131.00000000000333,588.9999999999986,-220.99999999998232,-168.99999999999693,-26.999999999999247,-78.00000000000028,317.0000000000073,-1.0000000000047748,49.99999999999449,358.00000000001387,,-1217.9999999999968
2017.02.20,9.999999999998899,-377.0000000000051,48.000000000003595,-294.00000000001114,73.99999999999629,-56.0000000000005,-384.00000000000654,-167.00000000000603,-320.0000000000074,-252.0000000000078,-217.99999999999596,4.999999999999449,-92.00000000000318,587.9999999999939,-217.99999999998488,-141.99999999999767,-103.99999999999298,-123.99999999999079,320.0000000000074,13.999999999995794,65.00000000000395,358.9999999999982,,-1265.000000000012
2017.02.20,-7.0000000000014495,-340.00000000000693,90.00000000001229,-274.0000000000009,75.9999999999983,-36.999999999998145,-326.0000000000041,-169.00000000001913,-313.0000000000024,-208.00000000000819,-175.00000000000293,17.000000000000348,-75.00000000000284,581.9999999999936,-251.00000000000122,-217.99999999998488,-124.99999999999733,-171.99999999999437,289.0000000000015,21.000000000000796,48.000000000003595,337.0000000000095,,-1230.000000000004
2017.02.20,0.0,-530.9999999999926,55.000000000005045,-262.00000000000045,20.999999999993246,-38.0000000000047,-554.9999999999944,-160.00000000000458,-266.00000000000534,-213.00000000000762,-173.00000000000094,13.999999999991797,-211.00000000000563,498.9999999999952,-567.9999999999907,-565.9999999999999,-208.99999999999253,-285.00000000000193,195.0000000000074,-24.999999999991473,27.999999999994696,296.0000000000074,,-2953.999999999998
2017.02.20,22.0000000000109,-567.9999999999907,86.0000000000083,-204.9999999999983,-11.00000000000545,-46.999999999997044,-611.9999999999903,-201.00000000000674,-204.00000000000773,-184.00000000000637,-100.00000000000009,12.999999999996348,-207.00000000000162,694.9999999999932,-670.9999999999993,-692.9999999999881,-251.00000000000122,-337.99999999999386,147.99999999999613,-39.00000000000148,2.000000000002,246.00000000001288,,-3118.9999999999695
2017.02.20,-17.000000000000348,-808.0000000000088,141.00000000001333,-308.9999999999975,-21.999999999999797,-48.000000000003595,-818.0000000000076,-224.000000000002,-371.9999999999999,-164.00000000000858,-77.00000000000485,32.999999999994145,-341.99999999999784,828.000000000003,-992.9999999999994,-998.9999999999943,-317.0000000000117,-400.00000000000034,150.99999999999625,-30.9999999999917,-19.00000000000235,253.00000000001432,,-4554.000000000009
2017.02.20,2.999999999997449,-740.9999999999917,126.0000000000039,-302.0000000000067,9.00000000000345,-46.999999999997044,-722.0000000000005,-219.00000000001364,-352.00000000000387,-186.00000000000838,-117.00000000000044,4.999999999999449,-306.00000000000625,957.9999999999984,-916.99999999999,-846.9999999999977,-297.9999999999983,-330.0000000000081,228.9999999999992,7.999999999995566,2.999999999997449,270.00000000001467,,-3773.0000000000127
2017.02.20,51.000000000001044,-611.000000000006,65.00000000000395,-302.99999999999727,-24.000000000001798,-31.999999999998696,-702.9999999999869,-227.00000000002163,-308.00000000000693,-190.00000000000128,-106.00000000000608,-13.00000000000745,-280.9999999999979,882.9999999999814,-754.9999999999945,-753.9999999999881,-263.99999999999756,-314.99999999999864,188.0000000000024,34.000000000006025,-31.999999999998696,222.99999999999542,,-3474.0000000000196
2017.02.20,-7.999999999985796,-690.9999999999972,97.00000000001374,-300.00000000001137,9.999999999998899,-29.999999999996696,-679.9999999999917,-164.00000000000858,-358.0000000000041,-143.00000000000423,-80.99999999999774,51.000000000001044,-312.00000000000114,966.9999999999845,-903.9999999999937,-817.000000000001,-286.00000000000847,-303.9999999999932,242.999999999995,61.99999999999761,-46.00000000000159,249.00000000001032,,-3444.999999999995
2017.02.20,14.000000000002899,-690.9999999999972,101.00000000001774,-295.0000000000017,-41.000000000002146,-29.999999999996696,-781.9999999999939,-243.00000000001543,-329.9999999999983,-153.00000000000313,-85.00000000000173,-12.000000000000899,-312.00000000000114,963.9999999999986,-935.9999999999812,-872.0000000000061,-307.99999999999716,-371.00000000001023,165.99999999999682,43.00000000000637,-67.00000000000594,181.00000000000892,,-4058.999999999982
2017.02.20,68.00000000000139,-727.9999999999953,108.00000000001918,-256.0000000000002,-60.99999999999994,-28.000000000005798,-858.9999999999875,-278.00000000000045,-222.0000000000084,-161.00000000000003,-92.99999999999864,-35.00000000000725,-329.999999999997,1016.9999999999959,-1062.9999999999918,-974.9999999999925,-385.00000000001313,-405.0000000000109,146.0000000000008,27.000000000001023,-121.99999999999989,158.0000000000137,,-4476.999999999976
2017.02.20,95.00000000000064,-703.9999999999935,87.00000000001484,-246.9999999999999,-48.99999999999905,-39.00000000000014,-817.000000000001,-287.000000000015,-195.0000000000074,-160.00000000000458,-102.00000000000209,-34.000000000000696,-290.9999999999968,860.99999999999,-960.9999999999897,-905.0000000000002,-432.0000000000102,-442.9999999999934,129.99999999999545,-10.000000000005116,-100.99999999999554,175.00000000001404,,-4429.0
2017.02.20,127.00000000001043,-607.0000000000019,-0.9999999999843467,-271.0000000000008,-58.99999999999794,-62.000000000006494,-780.9999999999873,-256.00000000001177,-165.99999999999682,-185.00000000000182,-138.00000000000477,-36.999999999998145,-317.0000000000006,861.9999999999948,-861.999999999985,-835.9999999999923,-326.0000000000041,-375.9999999999986,135.00000000000512,-16.000000000005343,-67.00000000000594,192.99999999999872,,-4045.999999999975
2017.02.20,65.00000000000395,-702.0000000000026,14.000000000002899,-274.0000000000009,-36.0000000000027,-46.00000000000159,-802.9999999999982,-216.00000000001617,-246.9999999999999,-188.00000000001037,-141.00000000000225,-41.9999999999976,-341.99999999999784,947.0000000000027,-1057.9999999999811,-838.0000000000055,-361.9999999999957,-273.9999999999965,185.00000000000227,25.000000000005684,-155.00000000000514,212.99999999999653,,-4275.0
