date,AUDUSD,GBPCHF,AUDCHF,GBPCAD,EURCAD,EURAUD,CADJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2020.06.01,-95.99999999999609,-384.9999999999909,-132.99999999999423,-28.000000000005798,-15.00000000000945,-216.00000000001617,-27.000000000001023,-82.99999999999974,-80.99999999999774,-124.99999999999733,,-1189.0000000000084
2020.06.01,-105.99999999999498,-380.00000000000256,-168.00000000000148,12.999999999996348,120.99999999999334,-251.00000000000122,57.00000000000216,-104.99999999999955,-55.000000000005045,-92.00000000000318,,-966.0000000000163
2020.06.01,-44.99999999999504,-365.99999999999966,-98.99999999999353,18.0000000000069,-100.0000000000112,-209.9999999999991,-125.99999999999056,-104.00000000000409,-131.99999999999878,-73.99999999999629,,-1237.9999999999816
2020.06.01,-42.999999999993044,-353.99999999998766,-80.99999999999774,331.999999999999,-37.00000000002035,-130.0000000000079,12.000000000000455,-117.00000000000044,-153.99999999999858,-48.000000000003595,,-620.00000000001
2020.06.01,-9.999999999998899,-282.9999999999888,-46.00000000000159,327.99999999999494,-107.00000000001265,-30.0000000000189,-54.000000000002046,-73.00000000000084,-97.00000000000264,-45.000000000006146,,-417.00000000003763
2020.06.01,-39.00000000000014,-295.99999999998516,-63.99999999999739,322.00000000000006,-121.00000000001555,5.999999999994898,-69.99999999999318,-94.00000000000519,-121.00000000000443,-25.999999999992696,,-502.99999999999875
2020.06.01,-422.9999999999956,-651.0000000000016,-407.0000000000018,266.0000000000107,-41.000000000002146,-860.0000000000163,-19.99999999999602,-339.0000000000004,-263.0000000000021,-150.00000000000568,,-2888.000000000011
2020.06.01,-371.99999999999454,-612.9999999999969,-387.99999999999943,175.99999999999838,333.9999999999899,-777.0000000000055,274.0000000000009,-255.00000000000523,-226.99999999999943,-121.99999999999989,,-1970.0000000000118
2020.06.01,-592.9999999999991,-756.9999999999854,-566.9999999999953,215.99999999999397,320.9999999999935,-1119.0000000000034,245.00000000000455,-472.00000000000574,-258.0000000000027,-289.0000000000059,,-3273.0000000000055
2020.06.01,-796.9999999999922,-858.0000000000032,-766.0,319.0000000000026,303.9999999999932,-1600.0000000000014,310.0000000000023,-731.0000000000039,-341.99999999999784,-459.0000000000094,,-4620.00000000001
2020.06.01,-687.9999999999998,-858.0000000000032,-658.9999999999985,390.0000000000015,344.99999999999534,-1345.0000000000184,323.99999999999807,-563.0000000000024,-310.9999999999946,-356.00000000000074,,-3721.0000000000223
2020.06.01,-835.9999999999923,-837.9999999999832,-790.0000000000018,217.0000000000005,422.9999999999956,-1660.000000000017,359.99999999999943,-665.0000000000044,-304.9999999999997,-445.0000000000065,,-4539.000000000009
