date,USDJPY,GBPCHF,EURCHF,CADCHF,AUDCHF,NZDCHF,GBPCAD,EURNZD,NZDCAD,AUDNZD,empty,sum
2015.04.20,-4.9999999999954525,-34.000000000000696,-89.99999999999008,-67.9999999999903,-370.9999999999991,-278.9999999999959,-104.99999999999955,0.0,-43.999999999999595,-275.000000000003,,-1270.9999999999736
2015.04.20,-33.00000000000125,-69.00000000000794,-99.99999999998899,-39.999999999995595,-312.00000000000114,-234.00000000000088,-306.00000000000625,135.00000000001845,50.99999999998994,-185.00000000001293,,-1093.0000000000066
2015.04.20,-105.00000000000398,-164.00000000000858,-96.00000000000719,-118.99999999999133,-288.9999999999948,-270.99999999999903,-299.00000000000483,150.00000000000568,-23.00000000000635,-198.99999999999363,,-1415.000000000004
2015.04.20,-27.999999999991587,-170.99999999998784,-56.99999999999594,-113.99999999999189,-404.99999999999983,-402.00000000000233,-189.00000000001694,87.00000000001484,-70.0000000000034,-304.00000000001535,,-1652.9999999999905
2015.04.20,-78.99999999999352,-255.99999999998957,-62.000000000006494,-205.99999999999508,-378.00000000000057,-312.9999999999966,-239.00000000001143,92.00000000000318,-84.0000000000063,-182.99999999999983,,-1707.9999999999961
2015.04.20,-134.00000000000034,-180.99999999998673,-53.999999999998494,-146.99999999999713,-342.9999999999933,-320.9999999999935,-179.00000000001802,270.00000000001467,31.999999999998696,-100.0000000000112,,-1156.9999999999852
2015.04.20,-173.99999999999238,-205.99999999999508,-39.999999999995595,-210.99999999999451,-400.00000000000034,-383.99999999999545,-117.00000000001154,313.00000000000773,43.999999999999595,-107.00000000001265,,-1281.9999999999905
2015.04.20,-90.99999999999397,-215.99999999999397,-18.0000000000069,-242.99999999999324,-424.9999999999976,-365.99999999999966,-14.000000000002899,377.0000000000051,-3.0000000000085514,-146.00000000000168,,-1144.9999999999934
2015.04.20,-19.99999999999602,-252.0000000000078,-7.0000000000014495,-236.99999999999832,-402.9999999999978,-383.99999999999545,-77.00000000001594,300.00000000001137,-6.0000000000060005,-146.00000000000168,,-1232.0000000000089
2015.04.20,-43.99999999999693,-329.00000000000153,-28.999999999990145,-292.9999999999988,-461.99999999999574,-431.99999999999903,-48.000000000003595,487.99999999999955,17.000000000000348,-109.00000000000354,,-1240.9999999999895
2015.04.20,-69.99999999999318,-333.0000000000055,-39.999999999995595,-275.99999999999847,-414.9999999999987,-458.00000000000284,-46.0000000000127,416.00000000001637,1.999999999990898,-46.999999999997044,,-1266.9999999999966
2015.04.20,-75.00000000000284,-360.9999999999891,-1.999999999990898,-300.99999999999574,-386.9999999999929,-471.99999999999466,-31.000000000003247,480.00000000001376,31.999999999998696,-1.0000000000065512,,-1117.9999999999638
2015.04.20,-96.00000000000364,-331.999999999999,-15.999999999993797,-316.99999999998954,-393.9999999999944,-495.000000000001,53.999999999998494,618.0000000000074,92.99999999999864,65.00000000000395,,-819.9999999999729
2015.04.20,-79.9999999999983,-347.9999999999928,-21.999999999988695,-342.9999999999933,-419.00000000000273,-495.9999999999964,62.99999999999084,568.000000000013,24.999999999997247,17.000000000000348,,-1034.9999999999707
2015.04.20,-128.0000000000001,-364.9999999999931,-34.000000000000696,-352.9999999999922,-439.99999999999596,-509.9999999999993,123.99999999999079,619.000000000014,36.999999999998145,2.999999999997449,,-1046.9999999999807
