date,GBPUSD,EURUSD,CADCHF,EURCAD,EURAUD,empty,sum
2018.03.05,-80.00000000001339,-73.99999999999629,-101.00000000000664,-150.00000000000568,-134.00000000001188,,-539.0000000000339
2018.03.05,22.999999999995246,16.000000000016,-196.00000000000728,73.99999999999629,-99.00000000000463,,-182.00000000000438
2018.03.05,-139.00000000000023,-282.9999999999888,-197.99999999999818,-129.00000000000134,-104.00000000001519,,-853.0000000000039
2018.03.05,-181.00000000000892,-329.99999999998585,-167.00000000000603,-172.0000000000166,-185.99999999999727,,-1036.0000000000146
2018.03.05,-22.999999999995246,-161.99999999999548,-175.00000000000293,-84.0000000000174,-192.99999999999872,,-637.0000000000098
2018.03.05,22.999999999995246,-58.99999999998684,-151.00000000000114,24.999999999986144,-167.00000000000603,,-329.0000000000126
2018.03.05,5.999999999994898,-39.999999999995595,-101.00000000000664,41.000000000002146,-97.00000000001374,,-191.00000000001893
2018.03.05,4.999999999988347,-34.99999999998504,-121.99999999999989,29.999999999996696,-158.99999999999804,,-280.99999999999795
2018.03.05,-93.00000000000975,-97.9999999999981,-99.00000000000463,49.99999999999449,26.999999999999247,,-213.00000000001876
2018.03.05,-114.99999999999844,-125.99999999998168,-50.0000000000056,95.999999999985,109.00000000000354,,-85.99999999999714
2018.03.05,-144.99999999999514,-161.99999999999548,-50.0000000000056,79.99999999999119,79.99999999999119,,-197.00000000001387
2018.03.05,-80.99999999999774,-106.99999999999044,-51.000000000001044,92.99999999998754,82.00000000000429,,-63.999999999997414
2018.03.05,-87.00000000001484,-130.99999999999224,-62.000000000006494,59.99999999999339,19.999999999997797,,-200.0000000000224
2018.03.05,-86.0000000000083,-129.99999999998568,-65.00000000000395,55.99999999998939,-5.999999999994898,,-231.00000000000347
2018.03.05,-26.0000000000149,-120.99999999999334,-60.00000000000449,80.99999999999774,17.999999999984695,,-108.0000000000303
2018.03.05,-90.00000000001229,-198.99999999999363,-68.00000000000139,17.999999999984695,-12.000000000012001,,-351.00000000003456
2018.03.05,-126.0000000000039,-239.99999999999577,-80.00000000000229,-29.00000000001235,-33.00000000001635,,-508.00000000003064
2018.03.05,-151.9999999999966,-454.9999999999832,-90.0000000000012,-219.00000000001364,-137.00000000000932,,-1053.0000000000039
2018.03.05,-238.0000000000049,-635.9999999999922,-141.00000000000225,-448.000000000004,-306.00000000000625,,-1769.0000000000095
2018.03.05,-278.00000000000045,-544.9999999999955,-121.99999999999989,-338.0000000000161,-250.00000000001688,,-1533.0000000000286
2018.03.05,-292.00000000000335,-498.9999999999828,-86.0000000000083,-246.99999999999721,-94.00000000001629,,-1218.000000000008
2018.03.05,-146.00000000000168,-315.99999999998295,-126.99999999999933,-41.000000000002146,7.0000000000014495,,-622.9999999999847
2018.03.05,-123.00000000000644,-119.99999999998678,-63.00000000000195,83.9999999999952,157.99999999999147,,-64.0000000000085
2018.03.05,-39.00000000001125,-207.99999999998596,-87.00000000000374,-53.00000000001415,58.99999999998684,,-328.0000000000283
2018.03.05,150.00000000000568,-185.99999999999727,-96.00000000000719,-38.0000000000047,9.999999999998899,,-160.00000000000458
2018.03.05,173.99999999998528,-259.9999999999936,-136.00000000000279,-118.00000000001809,-107.00000000001265,,-447.00000000004184
2018.03.05,146.99999999998602,-273.9999999999965,-119.00000000000244,-97.9999999999981,-94.00000000001629,,-438.0000000000273
2018.03.05,109.00000000000354,-371.99999999999454,-158.99999999999804,-168.99999999999693,-204.00000000000418,,-794.9999999999902
2018.03.05,93.99999999999409,-479.99999999999153,-109.00000000000354,-43.00000000001525,-181.00000000000892,,-719.0000000000252
