date,USDCHF,GBPUSD,EURCHF,CADCHF,NZDCHF,GBPJPY,GBPAUD,EURCAD,EURAUD,EURNZD,AUDJPY,empty,sum
2017.06.19,19.999999999997797,33.00000000001635,18.999999999991246,-53.00000000000304,-106.00000000000608,-91.99999999998454,100.0000000000112,163.9999999999864,31.999999999987594,146.00000000000168,-204.9999999999983,,58.000000000000284
2017.06.19,75.9999999999983,-79.99999999999119,31.999999999987594,-107.00000000000153,-92.99999999999864,96.00000000000364,22.0000000000109,44.99999999998394,-32.0000000000098,208.00000000000819,-180.99999999999739,,-14.000000000005969
2017.06.19,134.0000000000008,-24.000000000001798,-21.00000000000435,-158.0000000000026,-150.00000000000568,-74.99999999998863,167.00000000000603,89.99999999999008,76.99999999999375,248.00000000000378,-201.99999999999818,,85.99999999999318
2017.06.19,99.00000000000463,36.999999999998145,-23.00000000001745,-143.9999999999997,-163.00000000000205,-109.99999999998522,215.00000000000963,122.99999999998423,99.99999999998899,243.99999999999977,-201.99999999999818,,175.99999999998283
2017.06.19,109.00000000000354,3.0000000000196536,-33.00000000001635,-129.00000000000134,-180.99999999999784,-121.99999999998568,129.00000000000134,174.99999999999181,66.99999999999484,201.00000000000674,-248.99999999999523,,-29.999999999978513
2017.06.19,116.00000000000499,36.999999999998145,-43.00000000001525,-139.00000000000023,-243.99999999999977,-264.00000000001,259.9999999999936,165.9999999999995,140.99999999999113,73.00000000001194,-271.0000000000008,,-168.00000000002672
2017.06.19,192.99999999999872,87.00000000001484,-19.00000000001345,-179.00000000000693,-334.00000000000097,-444.9999999999932,290.9999999999968,51.000000000001044,-42.0000000000087,-151.9999999999966,-364.0000000000043,,-913.0000000000127
2017.06.19,214.00000000000307,-7.999999999985796,-24.000000000001798,-152.00000000000767,-360.0000000000048,-334.0000000000032,154.0000000000097,114.99999999999844,-73.99999999999629,-184.00000000000637,-368.9999999999998,,-1021.9999999999945
2017.06.19,163.99999999999747,9.999999999998899,-23.00000000001745,-109.99999999999899,-424.00000000000216,-275.99999999998204,52.99999999999194,190.00000000000128,-104.00000000001519,-340.9999999999913,-379.99999999999545,,-1241.0000000000132
2017.06.19,156.00000000000057,-9.999999999998899,-26.0000000000149,-129.00000000000134,-570.9999999999993,-203.00000000000296,59.000000000009045,161.99999999999548,-58.000000000002494,-638.9999999999895,-338.99999999999864,,-1598.000000000003
2017.06.19,140.0000000000068,-43.999999999999595,-30.0000000000189,-140.0000000000068,-514.9999999999987,-173.00000000000182,36.999999999998145,146.99999999998602,-21.00000000000435,-512.0000000000014,-328.9999999999935,,-1440.000000000034
2017.06.19,155.00000000000514,-18.999999999991246,-23.00000000001745,-158.99999999999804,-483.99999999999557,-227.00000000000387,147.00000000000824,99.99999999998899,15.999999999993797,-468.00000000000176,-307.9999999999927,,-1270.0000000000045
2017.06.19,136.00000000000279,24.000000000001798,-9.000000000014552,-136.00000000000279,-480.99999999999807,-320.99999999999795,181.00000000000892,116.00000000000499,4.999999999988347,-478.0000000000006,-344.99999999999886,,-1308.000000000006
2017.06.19,141.00000000000225,60.000000000015596,-10.000000000021103,-134.0000000000008,-439.0000000000005,-381.0000000000002,253.99999999999866,136.99999999998712,28.999999999990145,-377.9999999999894,-343.9999999999941,,-1065.0000000000123
2017.06.19,169.00000000000804,50.0000000000167,-25.00000000000835,-156.00000000000057,-480.99999999999807,-324.99999999998863,273.9999999999965,110.99999999999443,32.999999999994145,-445.0000000000065,-301.00000000000193,,-1095.999999999994
2017.06.19,201.00000000000674,17.000000000000348,-38.0000000000047,-178.00000000000037,-461.0000000000003,-256.0000000000002,259.9999999999936,78.99999999998464,25.999999999992696,-385.99999999999744,-269.999999999996,,-1006.000000000021
2017.06.19,191.00000000000784,11.00000000000545,-25.00000000000835,-172.00000000000549,-439.0000000000005,-231.99999999999932,236.99999999999832,76.99999999999375,7.999999999985796,-368.9999999999971,-266.9999999999959,,-980.0000000000155
2017.06.19,207.00000000000162,-9.999999999998899,-39.00000000001125,-151.00000000000114,-392.00000000000347,-276.9999999999868,340.00000000000693,127.99999999999478,121.99999999999989,-239.99999999999577,-239.99999999999488,,-551.9999999999891
2017.06.19,175.99999999999838,14.000000000002899,-86.0000000000083,-163.99999999999747,-360.0000000000048,-364.0000000000043,347.0000000000084,170.99999999998784,208.99999999999253,-99.00000000000463,-289.0000000000015,,-445.000000000031
2017.06.19,91.00000000000774,85.00000000000173,-25.00000000000835,-29.999999999996696,-265.0000000000041,-367.999999999995,465.0000000000043,360.9999999999891,269.9999999999925,19.00000000001345,-233.99999999999466,,369.00000000001
2017.06.19,165.9999999999995,151.00000000001222,74.99999999998064,-46.00000000000159,-280.00000000000244,-631.0000000000002,544.0000000000111,195.9999999999962,24.999999999986144,-146.00000000000168,-346.9999999999942,,-293.0000000000142
2017.06.19,-5.999999999994898,209.9999999999991,182.99999999999983,154.99999999999403,-102.00000000000209,-633.0000000000098,1150.999999999991,445.99999999999085,595.9999999999966,86.0000000000083,-40.99999999999682,,2044.999999999976
2017.06.19,-19.999999999997797,282.0000000000045,215.99999999999397,122.99999999999534,-141.00000000000225,-653.9999999999964,1039.9999999999966,343.99999999998875,397.0000000000029,-49.99999999999449,-112.99999999999955,,1423.9999999999916
2017.06.19,-30.999999999992145,337.0000000000095,205.99999999999508,127.99999999999478,-141.99999999999767,-671.999999999997,1103.9999999999939,366.999999999984,422.9999999999956,-41.99999999998649,-90.00000000000341,,1587.9999999999961
2017.06.19,-64.99999999999284,389.0000000000171,256.99999999999613,124.99999999999733,-185.00000000000182,-670.9999999999923,1028.0000000000066,297.9999999999983,278.00000000000045,-201.99999999999108,-129.0000000000049,,1123.0000000000332
2017.06.19,-41.9999999999976,345.0000000000175,243.99999999999977,73.99999999999629,-265.99999999999955,-609.0000000000089,887.9999999999999,214.99999999998744,183.99999999998417,-358.9999999999982,-161.00000000000136,,512.9999999999793
2017.06.19,-88.99999999999464,236.99999999999832,256.99999999999613,129.00000000000134,-212.99999999999653,-447.00000000000273,676.0000000000099,297.9999999999983,176.99999999998272,-262.00000000000665,-173.00000000000182,,589.9999999999843
2017.06.19,-134.99999999999625,294.0000000000165,215.99999999999397,119.99999999999788,-116.00000000000499,-544.9999999999875,734.9999999999968,340.9999999999913,296.9999999999917,9.999999999998899,-197.9999999999933,,1019.0000000000051
2017.06.19,-182.99999999999983,319.0000000000026,299.99999999998914,153.99999999999858,12.000000000000899,-713.9999999999986,807.0000000000022,293.99999999999426,281.99999999998226,171.99999999999437,-265.00000000000057,,1177.999999999965
2017.06.19,-93.99999999999409,175.99999999999838,317.9999999999961,156.00000000000057,-50.0000000000056,-530.0000000000011,652.0000000000082,273.9999999999965,151.9999999999966,11.00000000000545,-231.99999999999932,,833.0000000000016
2017.06.19,19.00000000000235,46.0000000000127,262.999999999991,81.9999999999932,0.999999999995449,-644.0000000000055,646.9999999999976,194.99999999998963,197.00000000000273,195.9999999999962,-304.9999999999926,,696.9999999999828
2017.06.19,55.000000000005045,-8.999999999992347,236.99999999999832,-1.0000000000065512,-33.000000000005244,-586.9999999999891,618.0000000000074,65.00000000000395,221.99999999998886,163.00000000000205,-283.00000000000125,,447.00000000001114
2017.06.19,141.99999999999767,-68.99999999998573,200.00000000000017,8.999999999992347,-72.0000000000054,-582.9999999999984,568.000000000013,141.99999999999767,161.99999999999548,131.00000000001444,-310.99999999999284,,319.0000000000283
2017.06.19,153.99999999999858,-122.99999999998423,178.99999999999582,-85.99999999999719,-100.00000000000009,-570.999999999998,523.0000000000068,-25.00000000000835,197.00000000000273,102.00000000000209,-320.99999999999795,,-70.99999999997965
2017.06.19,109.99999999999899,-46.999999999997044,236.99999999999832,-143.9999999999997,-41.000000000002146,-615.9999999999854,565.9999999999999,-221.00000000000452,131.99999999999878,141.99999999999767,-328.00000000000296,,-209.99999999999812
2017.06.19,187.9999999999993,-134.99999999999625,243.99999999999977,-239.0000000000003,-111.00000000000554,-455.99999999998886,446.9999999999974,-419.9999999999982,2.999999999997449,-14.999999999987246,-293.99999999999693,,-787.9999999999794
2017.06.19,200.00000000000017,-340.9999999999913,236.99999999999832,-309.0000000000037,-116.00000000000499,-224.99999999999432,191.00000000000784,-551.0000000000126,9.999999999998899,-17.999999999984695,-284.000000000006,,-1205.9999999999923
2017.06.19,246.00000000000176,-288.99999999998374,241.99999999998667,-302.0000000000023,-158.99999999999804,-368.9999999999998,168.0000000000126,-543.0000000000045,-141.99999999999767,-117.99999999999588,-381.0000000000002,,-1646.9999999999811
2017.06.19,216.0000000000051,-329.99999999998585,247.99999999998158,-265.99999999999955,-129.9999999999968,-370.00000000000455,113.99999999999189,-480.00000000001376,-104.99999999999955,-66.99999999999484,-412.00000000000614,,-1582.0000000000223
2017.06.19,233.00000000000543,-262.999999999991,264.9999999999819,-206.00000000000617,-95.99999999999609,-507.000000000005,295.0000000000008,-382.0000000000157,-80.00000000001339,-12.999999999996348,-400.99999999999625,,-1155.0000000000318
2017.06.19,326.0000000000041,-361.9999999999957,226.99999999999943,-229.00000000000142,-111.00000000000554,-467.9999999999893,246.00000000001288,-372.00000000001677,-94.00000000001629,5.000000000010552,-403.0000000000058,,-1235.0000000000036
2017.06.19,335.0000000000075,-403.99999999998215,220.99999999998232,-284.0000000000065,-100.00000000000009,-418.9999999999827,194.0000000000053,-477.0000000000163,-99.00000000000463,36.0000000000138,-399.0000000000009,,-1395.9999999999845
2017.06.19,331.999999999999,-352.9999999999811,243.99999999999977,-260.00000000000466,-111.00000000000554,-502.9999999999859,278.00000000000045,-466.00000000001086,-111.00000000001664,-17.999999999984695,-406.0000000000059,,-1373.999999999996
2017.06.19,358.9999999999982,-400.9999999999847,223.99999999997976,-236.99999999999832,-100.99999999999554,-493.9999999999998,218.99999999999142,-392.9999999999989,-117.00000000001154,31.000000000003247,-429.00000000000205,,-1339.0000000000182
2017.06.19,370.00000000000364,-405.9999999999952,227.99999999998377,-272.00000000000557,-87.99999999999919,-539.999999999992,214.00000000000307,-465.0000000000043,-131.99999999999878,56.99999999999594,-459.0000000000032,,-1493.0000000000118
2017.06.19,353.99999999999875,-381.99999999999346,230.9999999999812,-307.0000000000017,-80.99999999999774,-576.9999999999982,221.00000000000452,-538.0000000000163,-138.0000000000159,59.99999999999339,-475.9999999999991,,-1633.0000000000443
