date,USDCHF,USDJPY,USDCAD,GBPCHF,EURGBP,EURNZD,AUDJPY,AUDCAD,empty,sum
2021.01.25,0.0,-6.000000000000227,0.0,-278.00000000000045,-15.00000000000945,-112.99999999998533,-3.9999999999906777,-169.00000000000804,,-584.9999999999942
2021.01.25,55.99999999998939,12.999999999991019,61.99999999998429,-218.99999999999142,44.99999999999504,121.00000000001555,7.999999999995566,-130.0000000000079,,-44.000000000028464
2021.01.25,98.99999999999353,6.000000000000227,163.9999999999864,-276.9999999999939,17.999999999995797,-38.99999999998904,-63.00000000000239,-206.00000000000617,,-298.0000000000156
2021.01.25,110.99999999999443,0.0,143.99999999998857,-303.9999999999932,17.999999999995797,-68.99999999998573,-61.99999999999761,-213.00000000000762,,-375.00000000000534
2021.01.25,114.99999999999844,-27.000000000001023,127.99999999999478,-300.99999999999574,29.999999999996696,-136.99999999998712,-78.99999999999352,-226.00000000000398,,-496.9999999999915
2021.01.25,87.99999999999919,-6.000000000000227,82.99999999998863,-306.00000000000625,40.99999999999105,-239.99999999999577,-120.00000000000455,-224.000000000002,,-684.0000000000299
2021.01.25,105.99999999999498,19.99999999999602,78.00000000000028,-340.9999999999913,17.999999999995797,-271.99999999998334,-96.9999999999942,-179.00000000000693,,-666.9999999999886
2021.01.25,155.99999999998948,58.9999999999975,129.00000000000134,-344.99999999999534,18.999999999991246,-315.99999999998295,-102.99999999999443,-181.00000000000892,,-582.000000000002
2021.01.25,131.99999999999878,7.999999999995566,58.000000000002494,-357.99999999999164,13.999999999991797,-424.99999999998647,-128.99999999999068,-204.00000000000418,,-903.9999999999844
2021.01.25,88.99999999999464,-28.000000000005798,-11.00000000000545,-397.0000000000029,-30.000000000007798,-500.9999999999959,-179.00000000000205,-237.00000000000944,,-1294.0000000000346
2021.01.25,88.99999999999464,-12.000000000000455,-24.000000000001798,-400.00000000000034,-27.00000000001035,-476.9999999999941,-191.0000000000025,-241.00000000000233,,-1283.0000000000173
2021.01.25,88.99999999999464,-26.00000000001046,-25.00000000000835,-422.9999999999956,-31.000000000003247,-488.9999999999839,-189.99999999999773,-249.00000000001032,,-1344.0000000000148
2021.01.25,67.9999999999903,-58.000000000006935,-72.0000000000054,-384.9999999999909,-10.000000000010001,-498.9999999999828,-233.0000000000041,-289.0000000000059,,-1478.0000000000157
2021.01.25,66.99999999999484,-40.00000000000625,-83.00000000001084,-424.00000000000216,-25.00000000000835,-502.00000000000244,-233.99999999999466,-280.00000000000244,,-1521.0000000000325
2021.01.25,73.99999999999629,-70.00000000000739,-101.00000000001774,-456.00000000001194,-52.000000000007596,-527.9999999999951,-243.99999999999977,-294.00000000000534,,-1671.0000000000487
2021.01.25,70.99999999999883,-88.00000000000807,-123.00000000000644,-470.9999999999992,-62.000000000006494,-557.9999999999918,-242.999999999995,-291.0000000000079,,-1765.0000000000161
2021.01.25,56.99999999999594,-84.00000000000318,-180.0000000000024,-522.0000000000002,-99.00000000000463,-571.9999999999948,-272.99999999999613,-296.0000000000074,,-1969.0000000000127
2021.01.25,86.99999999999264,-90.00000000000341,-173.00000000000094,-544.9999999999955,-99.00000000000463,-626.9999999999998,-231.99999999999932,-244.00000000001089,,-1923.0000000000218
2021.01.25,89.99999999999008,-102.00000000000387,-151.9999999999966,-551.0000000000126,-121.99999999999989,-642.9999999999936,-194.00000000000261,-241.00000000000233,,-1915.0000000000214
2021.01.25,57.99999999999139,-91.00000000000819,-171.00000000001003,-519.0000000000028,-90.0000000000012,-580.0000000000027,-200.9999999999934,-214.00000000000307,,-1808.00000000003
2021.01.25,63.99999999999739,-70.00000000000739,-147.00000000000824,-553.0000000000035,-111.00000000000554,-587.9999999999885,-203.00000000000296,-208.00000000000819,,-1816.000000000027
2021.01.25,109.99999999999899,-71.00000000001216,-89.00000000000574,-520.0000000000093,-54.00000000000959,-645.999999999991,-185.99999999999284,-239.0000000000003,,-1695.0000000000216
2021.01.25,149.99999999999457,-39.00000000000148,-23.00000000001745,-492.0000000000035,-64.0000000000085,-739.0000000000008,-155.00000000000114,-225.00000000000853,,-1587.0000000000468
2021.01.25,207.99999999999707,-1.0000000000047748,39.999999999995595,-414.00000000000324,-42.0000000000087,-818.9999999999919,-131.00000000000023,-198.00000000000927,,-1357.0000000000255
2021.01.25,286.99999999999284,-1.0000000000047748,22.999999999995246,-490.999999999997,-79.00000000000685,-931.9999999999995,-167.99999999999216,-195.00000000000074,,-1556.000000000013
2021.01.25,213.99999999999199,25.99999999999625,-73.99999999999629,-537.0000000000097,-123.00000000000644,-927.9999999999955,-230.00000000000398,-208.00000000000819,,-1860.0000000000318
2021.01.25,182.99999999999983,18.999999999991246,-107.00000000001265,-544.0000000000111,-123.00000000000644,-912.999999999986,-227.00000000000387,-212.00000000000108,,-1924.0000000000302
2021.01.25,185.99999999999727,21.000000000000796,-62.000000000006494,-461.0000000000003,-80.00000000000229,-872.9999999999905,-216.99999999999875,-198.00000000000927,,-1684.0000000000093
2021.01.25,195.9999999999962,36.000000000001364,0.0,-446.9999999999974,-82.00000000000429,-899.9999999999897,-183.9999999999975,-225.00000000000853,,-1605.9999999999995
2021.01.25,192.99999999999872,-21.000000000000796,82.99999999998863,-414.00000000000324,-54.00000000000959,-913.9999999999926,-140.99999999999113,-286.00000000000847,,-1554.0000000000184
2021.01.25,200.99999999999562,-61.00000000000705,73.99999999999629,-483.99999999999557,-146.00000000000168,-1011.9999999999907,-140.99999999999113,-317.0000000000006,,-1885.999999999995
2021.01.25,208.99999999999253,-75.00000000000284,66.99999999999484,-499.000000000005,-128.00000000000588,-983.9999999999849,-143.00000000000068,-296.0000000000074,,-1849.0000000000196
2021.01.25,251.99999999999667,-38.000000000010914,78.99999999998464,-540.0000000000072,-116.00000000000499,-1007.0000000000024,-152.00000000000102,-308.00000000000824,,-1830.0000000000532
2021.01.25,273.9999999999965,-16.000000000005343,55.99999999998939,-527.9999999999951,-135.00000000000733,-1020.9999999999831,-176.00000000000193,-294.00000000000534,,-1840.0000000000123
2021.01.25,398.9999999999938,58.9999999999975,208.99999999999253,-539.0000000000006,-153.00000000000313,-1022.9999999999961,-97.99999999999898,-280.00000000000244,,-1426.0000000000175
2021.01.25,400.9999999999958,-8.000000000009777,236.99999999999832,-624.0000000000023,-184.00000000000637,-953.9999999999882,-34.99999999999659,-233.00000000000543,,-1400.0000000000146
2021.01.25,409.99999999999926,-5.000000000009663,395.99999999999636,-594.0000000000057,-143.00000000000423,-665.9999999999889,91.99999999999875,-210.00000000001017,,-720.0000000000243
2021.01.25,394.9999999999898,-28.000000000005798,425.99999999999307,-537.9999999999941,-81.00000000000884,-678.0000000000008,118.00000000000921,-221.99999999999997,,-608.0000000000175
2021.01.25,369.99999999999255,-20.000000000010232,373.99999999998545,-523.9999999999911,-72.0000000000054,-685.9999999999866,91.00000000000819,-201.00000000000674,,-668.000000000014
2021.01.25,363.99999999999767,-25.000000000005684,283.99999999999534,-590.0000000000016,-99.00000000000463,-732.9999999999836,63.00000000000239,-192.00000000000327,,-928.0000000000035
2021.01.25,365.99999999999966,-6.000000000000227,254.999999999983,-512.0000000000014,-57.00000000000705,-949.9999999999842,13.00000000000523,-208.00000000000819,,-1099.0000000000132
2021.01.25,369.99999999999255,-16.000000000005343,258.99999999998704,-556.0000000000009,-82.00000000000429,-764.9999999999934,16.000000000005343,-226.00000000000398,,-1000.000000000023
2021.01.25,359.99999999999363,-30.000000000001137,297.9999999999983,-530.9999999999926,-79.00000000000685,-682.9999999999892,43.00000000000637,-239.0000000000003,,-860.9999999999918
2021.01.25,386.9999999999929,-2.0000000000095497,373.00000000000114,-492.0000000000035,-49.00000000001015,-611.9999999999903,85.99999999999852,-215.00000000000963,,-524.0000000000306
2021.01.25,389.99999999999034,3.9999999999906777,411.99999999999017,-483.99999999999557,-39.00000000000014,-603.9999999999824,91.99999999999875,-238.0000000000049,,-467.0000000000131
2021.01.25,378.999999999996,-19.000000000005457,337.99999999999386,-503.99999999999335,-59.000000000009045,-723.9999999999914,40.00000000000625,-260.00000000000466,,-809.0000000000077
