,name,direction
0,GBPUSD,S
1,EURUSD,S
2,GBPCHF,S
3,EURCHF,S
4,CADCHF,S
5,EURGBP,B
6,GBPCAD,S
7,GBPAUD,S
8,EURJPY,S
9,CADJPY,S
10,AUDJPY,S
