date,USDCHF,EURUSD,USDCAD,NZDUSD,GBPCHF,CHFJPY,CADCHF,GBPAUD,EURJPY,EURCAD,EURNZD,AUDCAD,NZDCAD,empty,sum
2016.02.08,-107.99999999999699,11.00000000000545,28.000000000005798,-3.999999999992898,309.0000000000037,254.99999999999545,-34.99999999999615,269.9999999999925,207.00000000002206,2.999999999997449,223.99999999997976,-31.999999999998696,14.999999999998348,,1143.000000000016
2016.02.08,-68.00000000000139,38.0000000000047,69.00000000000794,-36.0000000000027,275.000000000003,227.99999999999443,-37.99999999999359,225.00000000000853,179.00000000000205,19.999999999997797,173.99999999998528,-41.000000000002146,7.9999999999968985,,1033.000000000001
2016.02.08,-146.99999999999713,2.999999999997449,242.99999999999324,-209.9999999999991,480.99999999999807,189.00000000000716,-197.00000000000273,-34.000000000000696,174.0000000000066,259.9999999999936,-295.0000000000008,-114.00000000000298,-119.00000000000244,,233.99999999999017
2016.02.08,-176.99999999999383,18.0000000000069,121.99999999999989,-115.99999999999389,521.0000000000159,155.00000000000114,-159.9999999999935,114.99999999999844,180.00000000000682,102.99999999998644,-25.00000000000835,-121.00000000000443,-70.0000000000034,,545.0000000000182
2016.02.08,-197.00000000000273,-24.000000000001798,107.99999999999699,-190.99999999999673,544.9999999999955,174.0000000000066,-163.99999999999747,-59.00000000003125,197.00000000000273,148.99999999999915,-274.00000000001864,-202.0000000000022,-185.00000000000182,,-123.00000000005176
2016.02.08,-185.00000000000182,8.000000000008,100.0000000000112,-237.99999999999378,560.0000000000049,219.99999999999886,-151.9999999999966,-193.00000000002092,258.0000000000098,91.99999999998099,-340.00000000000693,-304.9999999999997,-256.0000000000007,,-431.00000000000665
2016.02.08,-200.99999999999562,21.00000000000435,113.00000000000753,-239.99999999999577,595.0000000000122,296.0000000000065,-170.99999999999892,-242.99999999999324,376.0000000000048,89.99999999999008,-321.0000000000157,-324.00000000000205,-248.99999999999923,,-257.9999999999751
2016.02.08,-215.99999999999397,19.999999999997797,78.00000000000028,-248.99999999999923,622.9999999999958,361.99999999999477,-163.99999999999747,-97.00000000001374,473.0000000000132,52.99999999999194,-345.0000000000175,-287.0000000000039,-285.9999999999974,,-35.0000000000295
2016.02.08,-209.9999999999991,-31.999999999987594,-2.999999999997449,-207.00000000000162,615.9999999999943,411.00000000000136,-117.00000000000044,141.99999999999767,451.0000000000218,39.999999999995595,-321.0000000000157,-224.9999999999974,-280.00000000000244,,265.00000000000904
2016.02.08,-260.00000000000466,-58.000000000002494,45.000000000006146,-202.9999999999976,653.0000000000147,352.99999999999443,-178.99999999999582,131.99999999997658,418.00000000000637,125.99999999998168,-350.00000000000585,-175.99999999999838,-243.00000000000432,,257.99999999997067
