date,USDCHF,USDJPY,AUDUSD,NZDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPCAD,GBPAUD,EURAUD,EURNZD,AUDJPY,AUDCAD,NZDCAD,empty,sum
2021.10.11,-57.99999999999139,-106.99999999999932,16.0000000000049,-26.000000000003798,-79.00000000000685,28.000000000005798,250.99999999999056,-75.9999999999983,-4.999999999999449,48.99999999999905,106.00000000000608,55.99999999998939,25.00000000000835,69.00000000000794,53.999999999998494,-67.99999999999784,-0.999999999995449,-12.000000000000899,,222.00000000001728
2021.10.11,-61.999999999995396,-145.00000000001023,58.99999999999794,3.999999999992898,-48.99999999998794,55.000000000005045,274.9999999999915,-86.99999999999264,1.0000000000065512,30.999999999992145,98.0000000000092,22.999999999995246,18.0000000000069,109.99999999998789,124.99999999999733,-28.000000000005798,34.99999999999615,-11.00000000000545,,451.9999999999813
2021.10.11,-128.99999999999022,-204.00000000000773,7.0000000000014495,-42.0000000000087,-187.99999999998818,109.00000000000354,306.99999999998795,-153.99999999999858,-53.999999999998494,119.99999999999788,130.0000000000079,54.99999999998284,85.00000000000173,89.00000000000574,71.99999999998319,-137.00000000000045,-9.00000000000345,5.999999999994898,,62.99999999997132
2021.10.11,-120.99999999999334,-166.00000000001103,48.000000000003595,12.999999999996348,-181.00000000000892,86.0000000000083,286.00000000000136,-127.99999999999478,-5.999999999994898,62.99999999999084,121.00000000000443,110.99999999999443,209.9999999999991,171.99999999999437,192.99999999999872,-61.00000000000705,9.00000000000345,-41.000000000002146,,607.9999999999827
2021.10.11,-138.99999999998914,-175.00000000001137,92.99999999999864,-39.00000000000014,-197.00000000000273,94.00000000001629,283.00000000000125,-154.99999999999403,-7.9999999999968985,123.99999999999079,121.99999999999989,113.99999999999189,330.0000000000081,266.999999999995,58.99999999998684,-22.00000000000557,55.000000000005045,71.99999999999429,,877.9999999999881
2021.10.11,-174.99999999999181,-170.0000000000017,134.0000000000008,-31.999999999998696,-238.99999999998923,116.00000000000499,232.99999999998988,-141.99999999999767,6.0000000000060005,141.99999999999767,106.00000000000608,198.99999999999363,430.00000000001927,330.0000000000081,37.99999999998249,30.000000000001137,56.99999999999594,112.000000000001,,1175.0000000000277
2021.10.11,-81.9999999999932,-91.00000000000819,-21.999999999999797,-174.00000000000747,-295.0000000000008,102.00000000000209,268.0000000000007,-158.99999999999804,-69.9999999999923,207.99999999999707,64.0000000000085,235.99999999999176,299.00000000000483,133.00000000000534,-144.0000000000108,-88.00000000000807,-24.999999999997247,178.99999999999582,,338.99999999999017
2021.10.11,-132.99999999999423,-196.00000000001216,-71.99999999999429,-198.00000000000927,-395.99999999999636,151.9999999999966,316.99999999999307,-207.00000000000162,-153.99999999999858,266.999999999995,36.0000000000027,259.9999999999936,215.00000000000963,8.999999999992347,-228.00000000000597,-219.0000000000083,-80.00000000000229,203.99999999999307,,-423.00000000004695
2021.10.11,-154.99999999999403,-268.0000000000007,-151.00000000000114,-229.00000000000142,-473.99999999999665,170.00000000000347,365.99999999999966,-253.99999999999866,-242.99999999999324,308.9999999999926,3.0000000000085514,259.9999999999936,89.00000000000574,-163.00000000000205,-297.9999999999983,-362.99999999999955,-143.00000000000423,203.99999999999307,,-1339.9999999999936
2021.10.11,-147.99999999999258,-267.0000000000101,-176.99999999999383,-211.00000000000563,-451.0000000000014,164.00000000000858,372.99999999999045,-252.99999999999213,-259.9999999999936,286.99999999999284,5.000000000010552,235.99999999999176,12.000000000012001,-224.000000000002,-258.0000000000027,-388.00000000000523,-161.00000000000003,175.00000000000293,,-1545.99999999999
2021.10.11,-214.99999999999852,-340.0000000000034,-195.9999999999962,-197.00000000000273,-537.9999999999941,209.9999999999991,369.99999999999034,-290.00000000000136,-324.00000000000205,318.99999999999153,-14.999999999998348,262.999999999991,-40.99999999997994,-302.0000000000023,-263.00000000001324,-465.0000000000034,-204.00000000000418,175.00000000000293,,-2053.000000000025
2021.10.11,-235.99999999999176,-434.0000000000117,-153.99999999999858,-170.00000000000347,-567.9999999999907,235.00000000000742,437.9999999999882,-305.99999999999517,-302.9999999999977,313.99999999999204,-10.999999999994348,265.99999999998846,56.000000000011596,-215.99999999999397,-209.9999999999991,-484.00000000000887,-159.9999999999935,146.00000000000168,,-1796.9999999999893
2021.10.11,-250.9999999999901,-574.0000000000123,-149.99999999999457,-143.00000000000423,-601.9999999999915,251.00000000000122,570.999999999998,-331.999999999999,-314.0000000000032,298.9999999999937,-21.999999999999797,251.99999999998556,81.00000000001995,-215.99999999999397,-141.99999999999767,-587.0000000000033,-139.00000000000023,97.9999999999981,,-1919.9999999999934
2021.10.11,-230.99999999999233,-588.9999999999986,-102.99999999999754,-145.00000000000622,-509.99999999998823,243.99999999999977,608.9999999999947,-303.9999999999932,-249.99999999999466,287.9999999999994,33.000000000005244,193.99999999998306,118.00000000001809,-79.00000000000685,-126.0000000000039,-537.9999999999967,-90.99999999999665,115.99999999999389,,-1363.9999999999804
2021.10.11,-208.99999999999253,-528.0000000000058,-92.00000000000318,-134.0000000000008,-469.0000000000083,204.00000000000418,573.9999999999981,-282.99999999999994,-226.99999999999943,261.0000000000001,30.000000000007798,195.9999999999962,129.00000000000134,-75.00000000000284,-120.00000000000898,-484.99999999999943,-88.99999999999464,112.000000000001,,-1205.0000000000073
2021.10.11,-207.99999999999707,-575.0000000000028,-109.00000000000354,-139.00000000000023,-509.00000000000387,215.00000000000963,625.9999999999906,-309.99999999999915,-249.99999999999466,263.99999999999756,11.00000000000545,179.99999999998016,146.00000000000168,-96.00000000000719,-107.00000000001265,-537.0000000000061,-68.99999999999685,81.9999999999932,,-1385.000000000046
2021.10.11,-209.9999999999991,-562.0000000000118,-100.00000000000009,-139.00000000000023,-516.0000000000053,218.00000000000708,607.9999999999899,-281.99999999999335,-237.99999999999378,266.999999999995,8.000000000008,258.99999999998704,168.0000000000126,-82.00000000000429,-114.99999999999844,-519.999999999996,-100.99999999999554,119.00000000000244,,-1217.999999999996
2021.10.11,-186.99999999999272,-625.0,-220.99999999999343,-204.99999999999963,-608.9999999999928,199.00000000001583,706.9999999999936,-358.0000000000028,-332.99999999999443,309.99999999999915,-66.99999999999484,212.99999999999653,46.0000000000127,-327.00000000001063,-252.0000000000078,-700.0000000000028,-134.0000000000008,90.0000000000012,,-2452.9999999999736
2021.10.11,-141.99999999999767,-614.0000000000043,-246.00000000000176,-192.99999999999872,-543.999999999989,216.00000000001617,757.9999999999956,-258.9999999999981,-319.99999999999807,267.99999999999045,-11.999999999989797,349.99999999998363,-18.999999999991246,-273.9999999999965,-116.00000000000499,-721.0000000000036,-241.99999999999778,148.99999999999915,,-1960.9999999999868
2021.10.11,-68.99999999999685,-603.9999999999992,-271.9999999999945,-230.000000000008,-550.9999999999903,156.00000000000057,839.9999999999892,-248.99999999999923,-293.99999999999426,253.99999999999866,-59.99999999999339,381.99999999999346,65.00000000000395,-307.99999999999716,-182.0000000000155,-742.0000000000044,-212.99999999999653,141.99999999999767,,-1935.0000000000055
2021.10.11,-53.999999999998494,-702.0000000000124,-287.0000000000039,-217.0000000000005,-419.9999999999982,70.0000000000145,965.999999999994,-225.99999999999287,-290.9999999999968,230.99999999999233,-44.99999999999504,253.99999999999866,-131.99999999999878,-439.0000000000116,-258.0000000000027,-831.0000000000031,-246.00000000000176,137.9999999999937,,-2489.000000000023
2021.10.11,-42.999999999993044,-687.0000000000118,-349.99999999999477,-301.0000000000068,-353.99999999998766,41.000000000002146,964.9999999999892,-236.99999999999832,-341.99999999999784,297.9999999999983,-24.999999999997247,141.99999999999767,-354.9999999999942,-585.9999999999976,-484.00000000001774,-888.0000000000052,-293.99999999999426,217.99999999999596,,-3282.0000000000136
2021.10.11,-30.999999999992145,-783.0000000000013,-292.00000000000335,-246.00000000000176,-235.99999999999176,-48.000000000003595,1089.999999999989,-143.9999999999997,-278.9999999999959,237.99999999999378,-14.999999999998348,194.99999999998963,-360.9999999999891,-571.9999999999948,-463.9999999999977,-894.999999999996,-324.00000000000205,241.99999999999778,,-2924.9999999999977
2021.10.11,-38.99999999998904,-808.0000000000069,-358.0000000000028,-352.00000000000784,-343.99999999998875,-2.999999999997449,1098.9999999999895,-246.00000000000176,-351.0000000000013,345.99999999999073,-47.9999999999925,108.99999999998133,-395.99999999999636,-670.9999999999993,-658.0000000000031,-990.0000000000091,-292.9999999999988,266.999999999995,,-3736.0000000000387
2021.10.11,-156.99999999999602,-894.0000000000055,-297.00000000000284,-312.00000000000114,-265.99999999998846,4.000000000004,1043.9999999999968,-292.9999999999988,-376.99999999999403,386.9999999999929,9.00000000000345,-105.00000000002174,-585.9999999999976,-720.9999999999939,-764.0000000000091,-983.0000000000041,-273.000000000001,268.99999999999704,,-4315.00000000002
