date,USDCHF,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,CADJPY,AUDJPY,AUDCAD,NZDCAD,empty,sum
2019.04.15,-106.00000000000608,-15.000000000000568,-100.99999999999554,-63.99999999999739,0.0,-18.0000000000069,-21.00000000000435,0.0,-24.999999999997247,-21.999999999999797,0.0,-119.00000000000244,-1.0000000000047748,-215.99999999999397,-39.00000000001125,-33.00000000000125,-8.999999999992347,-72.0000000000054,-51.99999999998539,0.0,-48.99999999999238,-67.00000000000594,0.0,,-1029.0000000000032
2019.04.15,-158.99999999999804,3.0000000000001137,-87.99999999999919,-32.999999999994145,80.00000000000229,96.00000000000719,25.999999999992696,-31.999999999996476,37.00000000000925,26.999999999999247,129.00000000000134,-123.00000000000644,24.00000000000091,-106.00000000000608,79.00000000000685,-16.000000000005343,6.000000000017103,-38.0000000000047,23.00000000001745,10.99999999999568,-21.000000000000796,-36.0000000000027,99.00000000000463,,-11.999999999959158
2019.04.15,-123.00000000000644,10.99999999999568,-89.99999999999008,-1.999999999990898,85.00000000000173,113.99999999999189,39.999999999995595,9.000000000000341,63.00000000000195,52.000000000007596,141.00000000000225,-113.00000000000753,36.000000000001364,-160.00000000000458,147.99999999999258,12.000000000000455,-54.99999999998284,41.000000000002146,-2.999999999997449,18.000000000000682,1.0000000000047748,-17.999999999995797,102.00000000000209,,309.00000000002547
2019.04.15,-117.99999999999588,10.000000000005116,-38.99999999998904,-34.99999999999615,112.99999999999643,156.00000000000057,38.0000000000047,37.9999999999967,120.00000000000898,26.000000000003798,170.00000000000347,-100.00000000000009,95.99999999997522,-160.00000000000458,224.000000000002,30.000000000001137,-26.999999999999247,63.99999999999739,47.00000000001925,79.9999999999983,-12.000000000000455,-31.999999999998696,163.99999999999747,,853.0000000000265
2019.04.15,-123.00000000000644,25.000000000005684,-37.99999999998249,-44.99999999999504,116.00000000000499,180.0000000000024,56.99999999999594,46.999999999997044,123.00000000000644,21.00000000000435,173.9999999999964,-95.00000000000064,137.9999999999768,-190.00000000000128,326.0000000000041,58.9999999999975,-8.999999999992347,134.99999999999625,38.0000000000047,82.99999999999841,-18.000000000000682,-46.999999999997044,170.99999999999892,,1128.0000000000139
2019.04.15,-131.99999999999878,57.00000000000216,-78.99999999998464,-63.99999999999739,107.00000000000153,184.00000000000637,68.99999999998573,69.00000000000261,116.00000000000499,11.00000000000545,178.99999999999582,-98.0000000000092,188.99999999999295,-259.0000000000092,279.99999999999136,87.99999999999386,-46.999999999997044,117.99999999999588,26.0000000000149,87.99999999999386,-15.999999999991132,-46.999999999997044,180.99999999999784,,1020.0000000000009
2019.04.15,-163.00000000000205,63.00000000000239,-92.99999999998754,-70.99999999999883,92.00000000000318,256.00000000001177,75.99999999998718,55.999999999997385,115.00000000000954,20.0000000000089,175.00000000000293,-67.00000000000594,231.99999999999932,-351.99999999999676,415.99999999999415,87.99999999999386,-51.99999999998539,141.99999999999767,-11.999999999989797,86.99999999998909,-9.000000000000341,-48.000000000003595,163.99999999999747,,1115.0000000000246
2019.04.15,-160.99999999998892,-9.000000000000341,-98.99999999998244,-73.99999999999629,89.00000000000574,303.0000000000088,85.00000000000173,-10.99999999999568,118.00000000000699,7.0000000000014495,173.9999999999964,-39.00000000000014,222.99999999998477,-387.000000000004,526.0000000000042,13.00000000000523,-61.99999999998429,188.9999999999947,-19.999999999997797,30.9999999999917,-82.99999999999841,-48.000000000003595,170.00000000000347,,935.0000000000532
2019.04.15,-157.99999999999147,-10.000000000005116,-137.9999999999937,-119.99999999999788,83.9999999999952,293.0000000000099,82.00000000000429,-25.99999999999625,94.00000000000519,-29.999999999996696,166.99999999999494,-45.000000000006146,173.00000000000182,-428.9999999999905,527.9999999999951,-4.0000000000048885,-95.999999999985,232.99999999999432,-29.999999999996696,-7.000000000005002,-132.000000000005,-73.00000000000084,192.00000000000327,,548.0000000000289
2019.04.15,-137.00000000000932,-22.00000000000557,-66.99999999999484,-92.99999999999864,131.00000000000333,297.9999999999983,93.99999999999409,-9.999999999990905,121.99999999999989,-12.999999999996348,207.00000000000162,-53.00000000000304,179.00000000000205,-340.00000000000693,489.99999999999045,28.999999999996362,-57.99999999998029,207.00000000000162,56.000000000011596,51.9999999999925,-78.00000000000296,-87.00000000000374,206.00000000000617,,1113.0000000000055
