names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
USDCHF,50,"['GBPAUD', 'GBPCAD', 'NZDCHF']",80.0,-1.0,B
GBPUSD,10,['GBPAUD'],100.0,1.0,S
EURUSD,20,"['EURAUD', 'AUDNZD', 'EURCAD', 'GBPCAD', 'AUDCHF']",100.0,0.96,S
USDCAD,10,['GBPAUD'],100.0,-0.6406428571428573,B
AUDUSD,10,['GBPAUD'],100.0,1.0,S
NZDUSD,10,['GBPAUD'],80.0,1.0,S
GBPCHF,10,['GBPJPY'],100.0,-0.32784126984127,B
CHFJPY,10,"['USDCHF', 'GBPUSD', 'AUDUSD', 'NZDUSD']",80.0,-0.5457619047619047,B
AUDCHF,20,"['CHFJPY', 'GBPJPY', 'NZDCAD', 'AUDCAD']",80.0,0.6,S
NZDCHF,10,"['EURGBP', 'AUDCHF']",100.0,-1.0,B
EURGBP,10,"['USDJPY', 'GBPJPY']",100.0,0.9728571428571429,S
GBPJPY,20,"['AUDCAD', 'USDJPY', 'USDCHF', 'NZDUSD', 'AUDUSD', 'GBPUSD', 'CADCHF', 'EURUSD']",80.0,-0.46,B
GBPCAD,10,"['EURGBP', 'GBPCHF']",80.0,1.0,S
GBPAUD,10,"['EURNZD', 'NZDCHF']",100.0,1.0,S
EURAUD,10,"['EURCAD', 'EURAUD']",100.0,0.5858095238095242,S
EURNZD,10,"['EURGBP', 'AUDCHF']",100.0,1.0,S
CADJPY,50,"['GBPCHF', 'USDCAD', 'AUDUSD']",80.0,-0.10813904559492796,B
NZDJPY,50,"['GBPCHF', 'NZDUSD', 'EURCHF']",80.0,-0.19443329400217946,B
AUDCAD,10,['USDCHF'],100.0,0.9840000000000001,S
NZDCAD,15,"['AUDUSD', 'AUDJPY', 'USDCHF', 'NZDUSD']",80.0,0.14,S
AUDNZD,10,['USDJPY'],80.0,-0.972,B
