date,EURCHF,AUDJPY,empty,sum
2016.05.23,-75.99999999998718,-580.9999999999889,,-656.999999999976
2016.05.23,-150.00000000000568,-607.9999999999899,,-757.9999999999956
2016.05.23,-121.99999999999989,-652.9999999999916,,-774.9999999999915
2016.05.23,-147.99999999999258,-601.9999999999897,,-749.9999999999823
2016.05.23,-136.00000000000279,-620.9999999999951,,-756.999999999998
2016.05.23,-116.99999999998934,-613.9999999999901,,-730.9999999999794
2016.05.23,-80.99999999999774,-566.9999999999931,,-647.9999999999908
2016.05.23,-123.99999999999079,-547.9999999999876,,-671.9999999999784
2016.05.23,-123.99999999999079,-590.999999999994,,-714.9999999999848
2016.05.24,-123.99999999999079,-585.9999999999985,,-709.9999999999893
2016.05.24,-126.0000000000039,-578.9999999999935,,-704.9999999999974
2016.05.24,-116.00000000000499,-581.9999999999936,,-697.9999999999986
2016.05.24,-97.9999999999981,-542.9999999999922,,-640.9999999999902
2016.05.24,-86.99999999999264,-546.999999999997,,-633.9999999999897
2016.05.24,-89.00000000000574,-537.9999999999967,,-627.0000000000025
2016.05.24,-92.99999999998754,-634.9999999999909,,-727.9999999999784
2016.05.24,-89.99999999999008,-649.0000000000009,,-738.999999999991
2016.05.24,-140.99999999999113,-467.9999999999893,,-608.9999999999804
2016.05.24,-151.9999999999966,-548.9999999999924,,-700.999999999989
2016.05.24,-148.99999999999915,-567.9999999999978,,-716.999999999997
2016.05.24,-163.00000000000205,-490.99999999999966,,-654.0000000000017
2016.05.24,-177.99999999998929,-740.9999999999997,,-918.999999999989
2016.05.24,-192.99999999999872,-803.9999999999878,,-996.9999999999866
2016.05.24,-195.9999999999962,-783.9999999999918,,-979.999999999988
2016.05.24,-204.99999999998852,-835.9999999999985,,-1040.999999999987
2016.05.24,-194.99999999998963,-854.9999999999898,,-1049.9999999999793
2016.05.24,-200.99999999998454,-926.9999999999925,,-1127.999999999977
2016.05.24,-194.99999999998963,-945.999999999998,,-1140.9999999999875
2016.05.24,-133.99999999998968,-1109.9999999999995,,-1243.9999999999893
2016.05.24,-63.99999999999739,-1048.9999999999923,,-1112.9999999999898
2016.05.24,-60.99999999999994,-1095.9999999999895,,-1156.9999999999895
2016.05.24,-7.999999999985796,-1092.9999999999893,,-1100.9999999999752
2016.05.24,-17.999999999984695,-1006.9999999999908,,-1024.9999999999754
2016.05.24,-7.999999999985796,-998.9999999999952,,-1006.999999999981
2016.05.24,53.999999999998494,-944.9999999999932,,-890.9999999999947
2016.05.24,-18.999999999991246,-986.9999999999948,,-1005.999999999986
2016.05.24,46.0000000000127,-1034.9999999999966,,-988.9999999999839
2016.05.24,26.999999999999247,-1102.9999999999945,,-1075.9999999999952
2016.05.24,70.99999999999883,-1021.9999999999914,,-950.9999999999925
2016.05.24,144.0000000000108,-938.999999999993,,-794.9999999999822
2016.05.24,215.00000000000963,-881.9999999999908,,-666.9999999999811
2016.05.24,161.00000000001114,-857.9999999999899,,-696.9999999999787
2016.05.24,181.00000000000892,-777.9999999999916,,-596.9999999999827
2016.05.24,133.00000000000534,-623.9999999999952,,-490.9999999999899
2016.05.24,109.00000000000354,-540.9999999999968,,-431.9999999999933
2016.05.24,168.0000000000126,-417.99999999999216,,-249.99999999997956
2016.05.24,208.00000000000819,-461.9999999999891,,-253.9999999999809
2016.05.24,221.00000000000452,-512.999999999991,,-291.99999999998647
2016.05.24,212.00000000001216,-510.9999999999957,,-298.9999999999835
2016.05.24,191.00000000000784,-537.9999999999967,,-346.99999999998886
2016.05.24,266.0000000000107,-576.9999999999982,,-310.9999999999875
2016.05.24,235.00000000000742,-549.9999999999972,,-314.99999999998977
2016.05.24,245.0000000000063,-525.9999999999962,,-280.99999999998994
2016.05.24,243.00000000001543,-527.000000000001,,-283.99999999998556
2016.05.24,214.00000000000307,-519.999999999996,,-305.99999999999295
2016.05.24,239.00000000001143,-506.9999999999908,,-267.99999999997937
2016.05.24,249.99999999999466,-479.99999999998977,,-229.9999999999951
2016.05.25,238.0000000000049,-452.99999999998875,,-214.99999999998386
2016.05.25,231.0000000000034,-438.99999999999295,,-207.99999999998954
2016.05.25,215.99999999999397,-435.99999999999284,,-219.99999999999886
2016.05.25,231.0000000000034,-307.9999999999927,,-76.99999999998931
2016.05.25,252.0000000000078,-284.9999999999966,,-32.9999999999888
2016.05.25,293.0000000000099,-288.99999999998727,,4.000000000022624
2016.05.25,283.99999999999534,-312.9999999999882,,-28.999999999992838
2016.05.25,268.0000000000016,-322.9999999999933,,-54.9999999999917
2016.05.25,266.999999999995,-451.9999999999982,,-185.00000000000318
2016.05.25,239.00000000001143,-359.99999999999943,,-120.999999999988
2016.05.25,269.00000000000813,-312.9999999999882,,-43.99999999998005
2016.05.25,229.00000000001253,-274.0000000000009,,-44.999999999988376
2016.05.25,243.00000000001543,-196.99999999998852,,46.000000000026915
2016.05.25,266.0000000000107,-283.00000000000125,,-16.999999999990564
2016.05.25,280.9999999999979,-283.00000000000125,,-2.0000000000033538
2016.05.25,253.99999999999866,-271.0000000000008,,-17.00000000000213
2016.05.25,283.000000000011,-250.99999999999056,,32.000000000020464
2016.05.25,278.00000000000045,-250.0,,28.000000000000455
2016.05.25,304.9999999999997,-134.9999999999909,,170.0000000000088
2016.05.25,300.99999999999574,-143.99999999999125,,157.0000000000045
2016.05.25,324.9999999999975,-351.99999999998965,,-26.999999999992156
2016.05.25,327.99999999999494,-323.99999999999807,,3.9999999999968736
2016.05.25,300.00000000001137,-293.99999999999693,,6.000000000014438
2016.05.25,300.00000000001137,-183.9999999999975,,116.00000000001387
2016.05.25,300.00000000001137,-208.99999999998897,,91.0000000000224
2016.05.25,398.9999999999938,-143.99999999999125,,255.00000000000256
2016.05.25,470.00000000001484,-110.99999999999,,359.00000000002484
2016.05.25,415.99999999999415,-55.999999999997385,,359.99999999999676
2016.05.25,357.00000000000733,-128.99999999999068,,228.00000000001666
2016.05.25,414.00000000000324,-114.99999999999488,,299.00000000000836
2016.05.25,415.0000000000098,-79.9999999999983,,335.0000000000115
2016.05.25,371.00000000001023,-3.0000000000001137,,368.0000000000101
2016.05.25,419.9999999999982,-69.99999999999318,,350.000000000005
2016.05.25,415.99999999999415,-104.99999999998977,,311.0000000000044
2016.05.25,446.0000000000131,-100.99999999999909,,345.000000000014
2016.05.25,404.0000000000044,-237.99999999999955,,166.00000000000483
2016.05.25,392.00000000001455,-354.99999999998977,,37.000000000024784
2016.05.25,383.0,-292.99999999999216,,90.00000000000784
2016.05.25,329.00000000000153,-271.99999999999136,,57.000000000010175
2016.05.25,290.00000000001245,-244.99999999999034,,45.00000000002211
2016.05.25,292.00000000000335,-134.00000000000034,,158.000000000003
2016.05.25,299.00000000000483,-188.99999999999295,,110.00000000001188
2016.05.25,326.0000000000041,-158.99999999999181,,167.00000000001228
2016.05.25,300.00000000001137,-247.99999999999045,,52.00000000002092
2016.05.25,309.0000000000037,-158.00000000000125,,151.00000000000244
2016.05.25,336.00000000000296,-164.99999999999204,,171.0000000000109
2016.05.25,312.00000000000114,-112.99999999999955,,199.0000000000016
2016.05.25,324.9999999999975,-156.99999999999648,,168.00000000000102
2016.05.26,324.9999999999975,-164.99999999999204,,160.00000000000546
2016.05.26,314.00000000001427,-272.99999999999613,,41.00000000001813
2016.05.26,297.0000000000139,-212.99999999999386,,84.00000000002007
2016.05.26,295.0000000000008,-259.00000000000034,,36.000000000000455
2016.05.26,317.0000000000117,-300.9999999999877,,16.000000000023988
2016.05.26,320.00000000000915,-339.9999999999892,,-19.999999999980048
2016.05.26,297.9999999999983,-552.9999999999973,,-254.99999999999898
2016.05.26,322.00000000000006,-746.9999999999999,,-424.99999999999983
2016.05.26,313.00000000000773,-821.9999999999885,,-508.9999999999808
2016.05.26,320.00000000000915,-658.0000000000013,,-337.9999999999921
2016.05.26,314.00000000001427,-434.99999999998806,,-120.9999999999738
2016.05.26,333.0000000000055,-500.99999999999056,,-167.99999999998505
2016.05.26,304.9999999999997,-402.000000000001,,-97.00000000000131
2016.05.26,319.0000000000026,-444.9999999999932,,-125.99999999999056
2016.05.26,316.0000000000052,-375.99999999999056,,-59.99999999998539
2016.05.26,306.00000000000625,-358.99999999999466,,-52.999999999988404
2016.05.26,297.0000000000139,-390.00000000000057,,-92.99999999998664
2016.05.26,299.00000000000483,-396.0000000000008,,-96.99999999999596
2016.05.26,300.00000000001137,-432.9999999999927,,-132.99999999998136
2016.05.26,279.00000000000705,-428.99999999998784,,-149.9999999999808
2016.05.26,205.99999999999508,-365.99999999999966,,-160.00000000000458
2016.05.26,139.00000000000023,-335.9999999999985,,-196.9999999999983
2016.05.26,76.99999999999375,-326.9999999999982,,-250.00000000000443
2016.05.26,87.00000000001484,-277.9999999999916,,-190.99999999997675
2016.05.26,109.00000000000354,-234.99999999999943,,-125.9999999999959
2016.05.26,127.00000000001043,-184.99999999998806,,-57.99999999997763
2016.05.26,72.0000000000054,-60.99999999999284,,11.000000000012562
2016.05.26,70.99999999999883,-44.999999999987494,,26.00000000001134
2016.05.26,123.00000000000644,-79.9999999999983,,43.00000000000814
2016.05.26,121.00000000001555,-57.999999999992724,,63.00000000002282
2016.05.26,73.99999999999629,-68.9999999999884,,5.000000000007887
2016.05.26,73.99999999999629,-46.999999999997044,,26.999999999999247
2016.05.26,141.99999999999767,-79.9999999999983,,61.999999999999375
2016.05.26,239.00000000001143,-215.99999999999397,,23.00000000001745
2016.05.26,175.99999999999838,-233.99999999999466,,-57.99999999999628
2016.05.26,188.00000000001037,-328.9999999999935,,-140.99999999998315
2016.05.26,165.9999999999995,-206.99999999999363,,-40.999999999994145
2016.05.26,182.0000000000155,-173.99999999999238,,8.000000000023107
2016.05.26,190.00000000000128,-286.9999999999919,,-96.99999999999065
2016.05.26,229.00000000001253,-272.99999999999613,,-43.9999999999836
2016.05.26,238.0000000000049,-274.9999999999915,,-36.999999999986585
2016.05.26,202.9999999999976,-287.9999999999967,,-84.99999999999909
2016.05.26,195.9999999999962,-295.99999999999227,,-99.99999999999608
2016.05.26,154.99999999999403,-324.99999999998863,,-169.9999999999946
2016.05.26,195.00000000001182,-271.99999999999136,,-76.99999999997954
2016.05.26,158.99999999999804,-256.0000000000002,,-97.00000000000219
2016.05.26,157.00000000000713,-266.9999999999959,,-109.99999999998877
2016.05.26,167.00000000000603,-174.99999999999716,,-7.999999999991132
2016.05.27,161.00000000001114,-199.99999999998863,,-38.99999999997749
2016.05.27,188.9999999999947,-203.99999999999352,,-14.999999999998806
2016.05.27,153.00000000000313,-260.9999999999957,,-107.99999999999255
2016.05.27,150.00000000000568,-250.99999999999056,,-100.99999999998488
2016.05.27,156.00000000000057,-262.999999999991,,-106.99999999999045
2016.05.27,173.00000000000094,-221.9999999999942,,-48.999999999993264
2016.05.27,201.00000000000674,-181.99999999998795,,19.000000000018787
2016.05.27,208.00000000000819,-105.99999999999454,,102.00000000001364
2016.05.27,215.99999999999397,-143.00000000000068,,72.99999999999329
2016.05.27,178.00000000001148,-73.99999999999807,,104.00000000001342
2016.05.27,178.99999999999582,-79.9999999999983,,98.99999999999753
2016.05.27,173.00000000000094,-164.99999999999204,,8.000000000008896
2016.05.27,168.0000000000126,-111.99999999999477,,56.00000000001782
2016.05.27,167.00000000000603,-105.99999999999454,,61.00000000001148
2016.05.27,158.99999999999804,-126.99999999999534,,32.0000000000027
2016.05.27,170.00000000000347,-138.9999999999958,,31.000000000007674
2016.05.27,157.00000000000713,-171.99999999999704,,-14.99999999998991
2016.05.27,154.99999999999403,-192.99999999999784,,-38.00000000000381
2016.05.27,113.00000000000753,-225.9999999999991,,-112.99999999999156
2016.05.27,185.99999999999727,-253.99999999999068,,-67.9999999999934
2016.05.27,224.000000000002,-297.9999999999876,,-73.99999999998562
2016.05.27,198.00000000000927,-206.99999999999363,,-8.999999999984368
2016.05.27,215.00000000000963,-266.9999999999959,,-51.99999999998627
2016.05.27,167.00000000000603,-315.9999999999883,,-148.99999999998226
2016.05.27,175.99999999999838,-250.99999999999056,,-74.99999999999218
2016.05.27,168.0000000000126,-263.9999999999958,,-95.9999999999832
2016.05.27,236.00000000001398,-349.9999999999943,,-113.99999999998033
2016.05.27,175.00000000001404,-451.9999999999982,,-276.99999999998414
2016.05.27,178.99999999999582,-396.0000000000008,,-217.00000000000497
2016.05.27,215.00000000000963,-418.99999999999693,,-203.9999999999873
2016.05.27,218.00000000000708,-372.99999999999045,,-154.99999999998337
2016.05.27,306.00000000000625,-516.9999999999959,,-210.99999999998965
2016.05.27,331.0000000000146,-496.9999999999999,,-165.99999999998528
2016.05.27,329.00000000000153,-535.9999999999872,,-206.99999999998562
2016.05.27,361.9999999999957,-467.9999999999893,,-105.99999999999363
2016.05.27,388.0000000000106,-491.9999999999902,,-103.99999999997965
2016.05.27,412.00000000001234,-335.9999999999985,,76.00000000001381
2016.05.27,428.00000000000614,-333.999999999989,,94.00000000001717
2016.05.27,426.9999999999996,-376.99999999999534,,50.00000000000426
2016.05.27,432.0000000000102,-344.99999999999886,,87.00000000001131
2016.05.27,436.00000000001415,-348.99999999998954,,87.00000000002461
2016.05.27,365.99999999999966,-393.99999999999125,,-27.999999999991587
2016.05.27,373.00000000000114,-254.99999999999545,,118.00000000000568
2016.05.27,409.0000000000149,-201.99999999999818,,207.0000000000167
2016.05.27,388.9999999999949,-163.99999999998727,,225.00000000000762
2016.05.27,371.99999999999454,-163.99999999998727,,208.00000000000728
2016.05.27,365.99999999999966,-182.99999999999272,,183.00000000000693
2016.05.27,354.9999999999942,-283.9999999999918,,71.00000000000239
