date,USDCAD,EURCHF,AUDCHF,EURJPY,EURCAD,empty,sum
2016.02.08,28.000000000005798,7.0000000000014495,107.99999999999699,207.00000000002206,2.999999999997449,,353.0000000000237
2016.02.08,69.00000000000794,11.00000000000545,101.00000000000664,179.00000000000205,19.999999999997797,,380.00000000001984
2016.02.08,242.99999999999324,-26.999999999999247,297.9999999999983,174.0000000000066,259.9999999999936,,947.9999999999925
2016.02.08,121.99999999999989,-72.99999999998974,270.0000000000036,180.00000000000682,102.99999999998644,,602.000000000007
2016.02.08,107.99999999999699,-59.000000000009045,328.0000000000061,197.00000000000273,148.99999999999915,,722.9999999999959
2016.02.08,100.0000000000112,-69.00000000000794,394.00000000000546,258.0000000000098,91.99999999998099,,774.9999999999994
2016.02.08,113.00000000000753,-97.9999999999981,428.00000000000614,376.0000000000048,89.99999999999008,,909.0000000000105
2016.02.08,78.00000000000028,-110.99999999999443,395.99999999999636,473.0000000000132,52.99999999999194,,889.0000000000074
2016.02.08,-2.999999999997449,-58.000000000002494,304.9999999999997,451.0000000000218,39.999999999995595,,735.0000000000172
2016.02.08,45.000000000006146,-83.9999999999952,331.0000000000035,418.00000000000637,125.99999999998168,,836.0000000000026
2016.02.08,42.999999999993044,-62.99999999999084,302.9999999999977,367.999999999995,123.99999999999079,,774.9999999999858
2016.02.08,42.999999999993044,-49.00000000001015,290.9999999999968,338.0000000000223,186.99999999998164,,809.9999999999836
2016.02.08,53.00000000001415,-42.0000000000087,329.999999999997,328.00000000000296,238.99999999998923,,907.9999999999947
2016.02.08,195.9999999999962,-36.999999999998145,370.9999999999991,461.00000000001273,347.9999999999928,,1339.0000000000027
2016.02.08,249.00000000001032,-31.000000000003247,417.99999999999613,576.0000000000218,429.99999999999704,,1642.000000000022
2016.02.08,174.00000000000747,-97.9999999999981,426.9999999999996,634.0000000000146,225.99999999999287,,1363.0000000000166
2016.02.08,181.00000000000892,-123.00000000000644,441.99999999999795,611.9999999999948,249.99999999999466,,1361.99999999999
2016.02.08,236.00000000001398,-154.0000000000097,431.99999999999903,756.0000000000002,253.99999999999866,,1524.0000000000023
2016.02.08,351.99999999999676,-121.99999999999989,517.9999999999962,664.0000000000157,363.9999999999866,,1775.9999999999955
2016.02.08,320.00000000000915,-119.00000000000244,600.0000000000006,516.0000000000196,410.99999999998363,,1728.0000000000105
2016.02.08,565.9999999999999,-114.99999999999844,619.0000000000028,540.0000000000205,400.00000000000034,,2010.000000000025
2016.02.08,356.00000000000074,-139.00000000000023,585.9999999999976,507.000000000005,209.9999999999991,,1520.0000000000023
2016.02.08,316.0000000000052,-347.9999999999928,558.9999999999984,600.9999999999991,-185.99999999999727,,942.0000000000127
2016.02.08,-21.00000000000435,-249.00000000001032,236.00000000000287,356.00000000002296,-543.0000000000045,,-220.9999999999934
2016.02.08,76.0000000000094,-205.00000000001074,231.99999999999886,276.00000000001046,-362.00000000001785,,16.99999999999011
2016.02.08,42.0000000000087,-170.00000000000347,262.00000000000665,117.999999999995,-235.00000000000742,,16.99999999999946
2016.02.08,-192.99999999999872,-59.99999999999339,487.99999999999955,-528.9999999999964,224.000000000002,,-69.99999999998693
2016.02.08,-8.999999999992347,-171.99999999999437,565.0000000000044,-405.9999999999775,268.9999999999859,,247.00000000002615
