names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
GBPUSD,10,"['CADJPY', 'GBPJPY', 'AUDJPY']",80.0,1.0,S
USDJPY,30,"['NZDCAD', 'GBPUSD', 'NZDUSD']",100.0,-0.5446380841380842,B
USDCAD,10,"['GBPCAD', 'GBPCHF', 'GBPJPY']",100.0,-0.1,B
AUDUSD,10,"['GBPCAD', 'GBPUSD']",100.0,0.9,S
GBPCHF,10,"['AUDNZD', 'NZDCAD']",80.0,-0.5900952380952381,B
EURCHF,10,"['GBPJPY', 'USDJPY']",100.0,-0.66,B
CHFJPY,10,['AUDCAD'],80.0,-1.0,B
CADCHF,10,"['AUDNZD', 'AUDCAD', 'GBPCHF']",100.0,-0.52,B
AUDCHF,10,['GBPCHF'],100.0,-1.0,B
NZDCHF,10,"['AUDNZD', 'AUDCAD', 'GBPCHF']",80.0,-0.42,B
GBPJPY,10,"['AUDJPY', 'EURGBP']",80.0,0.98,S
GBPCAD,30,"['CADJPY', 'GBPJPY', 'AUDJPY', 'USDJPY']",100.0,0.7269430014430014,S
GBPAUD,10,"['EURGBP', 'GBPCHF', 'EURCHF', 'GBPUSD']",100.0,0.6,S
EURJPY,10,['AUDCAD'],80.0,-0.986,B
EURCAD,10,['AUDCAD'],80.0,-1.0,B
EURAUD,10,['GBPCHF'],100.0,1.0,S
EURNZD,10,['GBPCHF'],100.0,1.0,S
AUDJPY,10,"['EURCAD', 'NZDUSD']",80.0,-0.88,B
AUDNZD,10,"['GBPCHF', 'EURNZD', 'EURAUD', 'USDCAD', 'AUDCHF', 'EURGBP', 'AUDNZD']",80.0,-0.9,B
