date,EURCHF,CADCHF,EURCAD,EURAUD,CADJPY,NZDJPY,empty,sum
2018.07.09,-29.999999999996696,31.000000000003247,-245.99999999999068,-113.00000000000753,37.9999999999967,-4.9999999999954525,,-324.99999999999045
2018.07.09,-65.00000000000395,60.99999999999994,-226.99999999999943,-112.000000000001,19.000000000005457,-4.0000000000048885,,-328.00000000000387
2018.07.09,-90.99999999999665,48.99999999999905,-304.9999999999997,-164.00000000000858,78.00000000000296,96.00000000000364,,-336.9999999999993
2018.07.09,-85.00000000000173,49.99999999999449,-293.99999999999426,-199.00000000001583,27.000000000001023,-24.00000000000091,,-525.0000000000172
2018.07.09,-90.99999999999665,75.00000000000284,-266.999999999995,-194.0000000000053,34.99999999999659,-30.000000000001137,,-471.99999999999864
2018.07.09,-114.0000000000141,60.00000000000449,-327.99999999999494,-117.00000000001154,43.99999999999693,4.9999999999954525,,-450.0000000000237
2018.07.09,-124.99999999999733,60.99999999999994,-331.999999999999,-40.0000000000178,82.99999999999841,64.00000000000716,,-289.0000000000086
2018.07.09,-117.99999999999588,53.00000000000304,-351.0000000000124,-43.00000000001525,76.99999999999818,43.00000000000637,,-339.0000000000159
2018.07.09,-86.0000000000083,31.999999999998696,-340.00000000000693,39.999999999995595,9.000000000000341,-46.999999999997044,,-392.0000000000176
2018.07.09,-87.99999999999919,26.999999999999247,-357.00000000000733,194.99999999998963,111.0000000000042,61.99999999999761,,-50.00000000001583
2018.07.09,-72.0000000000054,44.99999999999504,-296.9999999999917,211.99999999998997,155.00000000000114,90.00000000000341,,132.99999999999247
2018.07.09,-70.99999999999883,38.0000000000047,-303.9999999999932,250.99999999997902,127.00000000000955,64.00000000000716,,105.00000000000841
2018.07.09,-86.0000000000083,31.999999999998696,-340.00000000000693,263.99999999999756,127.00000000000955,88.99999999999864,,85.9999999999892
2018.07.09,-107.00000000001265,65.99999999999939,-300.00000000001137,231.99999999998778,156.0000000000059,82.00000000000784,,128.99999999997692
2018.07.09,-107.00000000001265,63.00000000000195,-300.00000000001137,170.99999999998784,136.0000000000099,31.999999999996476,,-5.000000000027853
2018.07.09,-104.99999999999955,75.00000000000284,-278.00000000000045,238.99999999998923,149.0000000000009,52.00000000000671,,131.9999999999997
