date,EURCHF,CADCHF,EURCAD,EURAUD,CADJPY,NZDJPY,empty,sum
2018.07.09,-79.00000000000685,0.0,-286.00000000000847,-126.0000000000039,0.0,-31.00000000000591,,-522.0000000000251
2018.07.09,-106.00000000000608,16.0000000000049,-266.999999999995,-142.0000000000199,-4.9999999999954525,-22.00000000000557,,-526.000000000017
2018.07.09,-200.00000000000017,39.999999999995595,-331.999999999999,-208.00000000000819,1.0000000000047748,-15.000000000000568,,-714.0000000000075
2018.07.09,-120.99999999999334,43.00000000000415,-336.00000000000296,-249.00000000001032,18.000000000000682,-27.000000000001023,,-672.0000000000028
2018.07.09,-106.00000000000608,41.9999999999976,-322.00000000000006,-243.00000000001543,9.000000000000341,-45.000000000001705,,-665.0000000000254
2018.07.09,-116.00000000000499,46.999999999997044,-344.00000000001097,-194.0000000000053,4.0000000000048885,-33.00000000000125,,-636.0000000000206
2018.07.09,-124.99999999999733,48.99999999999905,-341.99999999999784,-141.00000000001333,18.000000000000682,-31.00000000000591,,-572.0000000000147
2018.07.09,-154.0000000000097,41.9999999999976,-390.0000000000015,-80.00000000001339,58.9999999999975,6.000000000000227,,-517.0000000000292
2018.07.09,-117.99999999999588,26.999999999999247,-365.99999999999966,-73.00000000001194,-15.000000000000568,-85.99999999999852,,-631.0000000000073
2018.07.09,-133.00000000000534,11.00000000000545,-401.00000000000693,32.999999999994145,2.0000000000095497,-54.99999999999261,,-542.9999999999957
2018.07.09,-96.00000000000719,19.999999999997797,-360.0000000000048,188.9999999999947,108.00000000000409,58.9999999999975,,-80.00000000001785
2018.07.09,-78.00000000000028,27.999999999994696,-331.999999999999,170.99999999998784,114.00000000000432,22.00000000000557,,-75.00000000000682
2018.07.09,-102.00000000000209,31.999999999998696,-354.9999999999942,231.99999999998778,94.99999999999886,12.000000000000455,,-86.00000000001052
2018.07.09,-107.00000000001265,27.999999999994696,-343.00000000000443,192.99999999999872,126.00000000000477,55.00000000000682,,-48.00000000001208
2018.07.09,-127.00000000001043,56.99999999999594,-331.999999999999,166.99999999998383,129.0000000000049,31.999999999996476,,-74.00000000002828
