date,USDCHF,GBPUSD,EURUSD,USDJPY,AUDUSD,NZDUSD,EURCHF,CHFJPY,CADCHF,AUDCHF,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,CADJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2017.11.06,-25.00000000000835,58.000000000002494,25.999999999992696,-119.99999999999034,0.0,-70.0000000000034,-18.999999999991246,-58.9999999999975,-71.99999999999429,53.999999999998494,-182.99999999999272,-180.0000000000024,-133.00000000000534,-117.999999999995,34.99999999998504,-53.00000000001415,128.0000000000001,-111.0000000000042,75.00000000000284,-122.99999999999534,147.00000000000824,,-743.0000000000043
2017.11.06,-39.00000000000014,78.99999999998464,48.99999999998794,-165.99999999999682,32.999999999994145,-68.99999999999685,-21.999999999988695,-78.99999999999352,-68.99999999999685,85.00000000000173,-271.99999999999136,-229.99999999999687,-96.00000000000719,-201.99999999999818,100.99999999999554,-41.000000000002146,165.00000000000625,-153.99999999999636,117.99999999999588,-139.00000000000023,182.0000000000155,,-765.9999999999836
2017.11.06,-97.00000000001374,100.99999999999554,75.00000000000284,-209.99999999999375,26.999999999999247,-51.000000000001044,-124.99999999999733,-107.99999999998988,-143.9999999999997,124.00000000000189,-350.9999999999991,-225.99999999999287,-140.99999999999113,-276.00000000001046,103.99999999999298,-83.9999999999952,218.00000000000352,-156.99999999999648,95.99999999999609,-97.9999999999981,211.00000000000563,,-1111.999999999981
2017.11.06,-83.00000000001084,104.99999999999955,48.99999999998794,-200.00000000000284,19.00000000000235,-38.0000000000047,-86.99999999999264,-111.99999999999477,-136.99999999999824,108.00000000000809,-346.99999999998,-231.99999999998778,-163.9999999999864,-235.00000000001364,72.99999999998974,-69.00000000000794,212.0000000000033,-143.00000000000068,85.99999999999719,-82.99999999999974,216.00000000001617,,-1061.9999999999757
2017.11.06,-116.00000000000499,59.99999999999339,21.00000000000435,-253.0000000000001,14.999999999998348,-41.9999999999976,-89.99999999999008,-128.0000000000001,-152.99999999999204,130.0000000000079,-361.99999999999477,-198.99999999999363,-113.00000000000753,-263.00000000000523,54.99999999998284,-36.999999999998145,240.99999999999966,-180.99999999999739,95.00000000000064,-97.9999999999981,204.00000000000418,,-1213.9999999999884
2017.11.06,-192.99999999999872,-26.0000000000149,-49.00000000001015,-430.9999999999974,-48.000000000003595,14.999999999998348,-116.99999999998934,-215.99999999999397,-173.9999999999964,126.99999999999933,-492.999999999995,-165.9999999999995,-140.0000000000068,-388.00000000000523,37.99999999998249,-76.99999999999375,337.0000000000033,-237.99999999999955,59.99999999999339,-68.00000000000139,207.00000000000162,,-2040.0000000000275
2017.11.06,-175.00000000001404,-56.99999999999594,-12.000000000012001,-685.0000000000023,-34.99999999999615,0.999999999995449,-130.99999999999224,-487.99999999999955,-165.9999999999995,124.00000000000189,-792.999999999978,-113.99999999999189,-69.9999999999923,-723.0000000000132,71.99999999998319,-93.99999999999409,543.0000000000064,-427.0000000000067,68.99999999999685,-76.99999999999375,206.00000000001728,,-3031.9999999999804
2017.11.06,-156.00000000000057,-12.000000000012001,7.0000000000014495,-638.9999999999958,-24.000000000001798,0.0,-123.99999999999079,-467.9999999999893,-156.99999999999602,124.00000000000189,-781.9999999999823,-156.00000000000057,-102.00000000000209,-695.999999999998,83.9999999999952,-103.00000000000864,515.0000000000006,-397.99999999999613,75.00000000000284,-71.99999999999429,214.00000000000307,,-2869.9999999999636
2017.11.06,-93.00000000000975,51.99999999998539,68.99999999998573,-503.9999999999907,9.00000000000345,117.00000000000044,-116.00000000000499,-405.00000000000114,-118.99999999999133,109.00000000000354,-680.9999999999832,-217.99999999998488,-116.00000000000499,-609.0000000000089,143.99999999998857,-112.000000000001,423.0000000000018,-170.0000000000017,105.99999999999498,90.0000000000012,453.0000000000145,,-1571.0000000000034
2017.11.06,-78.00000000000028,72.99999999998974,75.99999999998718,-344.99999999999886,39.00000000000014,117.00000000000044,-103.99999999999298,-265.99999999999113,-97.9999999999981,123.00000000000644,-495.9999999999809,-258.0000000000027,-73.99999999999629,-432.9999999999927,165.9999999999995,-60.99999999999994,289.0000000000015,-58.000000000006935,149.99999999999457,87.00000000000374,501.0000000000181,,-649.9999999999596
