date,USDCAD,EURCHF,NZDCHF,EURGBP,GBPCAD,GBPAUD,EURJPY,EURNZD,AUDJPY,empty,sum
2021.08.23,0.0,0.0,-58.99999999999794,-15.00000000000945,-424.99999999998647,-756.0000000000011,-167.0000000000016,-381.99999999999346,-239.00000000000432,,-2042.9999999999943
2021.08.23,102.00000000000209,-8.999999999992347,97.9999999999981,31.999999999998696,-380.00000000000256,-712.0000000000015,-185.00000000000227,-357.99999999999164,-233.99999999999466,,-1645.999999999986
2021.08.23,103.99999999999298,33.00000000001635,119.00000000000244,74.99999999999174,-489.99999999999045,-611.9999999999903,-252.00000000000955,-306.9999999999906,-296.0000000000065,,-1625.999999999984
2021.08.23,163.00000000000205,85.00000000000173,164.99999999999292,90.99999999999665,-448.9999999999883,-453.99999999999886,-255.00000000002387,-115.99999999998278,-322.00000000000273,,-1092.0000000000032
2021.08.23,113.99999999999189,104.99999999999955,190.99999999999673,95.99999999999609,-417.0000000000007,-392.9999999999989,-290.00000000002046,-133.99999999998968,-365.99999999999966,,-1094.000000000025
2021.08.23,144.0000000000108,86.0000000000083,146.00000000000168,95.00000000000064,-424.00000000000216,-422.9999999999956,-274.0000000000009,-136.99999999998712,-344.99999999999886,,-1131.9999999999632
2021.08.23,69.00000000000794,87.99999999999919,163.99999999999747,43.999999999999595,-453.99999999999886,-411.99999999999017,-374.00000000002365,-204.99999999998852,-444.0000000000026,,-1523.9999999999995
2021.08.23,-116.99999999998934,93.00000000000975,195.9999999999962,19.999999999997797,-456.9999999999963,-404.0000000000044,-421.0000000000207,-331.999999999999,-540.9999999999968,,-1963.0000000000027
2021.08.23,-215.00000000000963,117.00000000001154,176.99999999999383,15.999999999993797,-360.9999999999891,-388.9999999999949,-418.00000000000637,-250.99999999997902,-537.0000000000061,,-1860.9999999999861
2021.08.23,-371.99999999999454,89.00000000000574,141.99999999999767,60.99999999999994,-217.0000000000005,-310.9999999999946,-483.0000000000041,-262.999999999991,-593.0000000000035,,-1946.999999999985
2021.08.23,-401.00000000000693,90.00000000001229,151.00000000000114,73.00000000000084,-89.99999999999008,-252.99999999999213,-484.00000000000887,-180.99999999998673,-573.0000000000075,,-1667.999999999978
2021.08.23,-347.0000000000084,107.00000000001265,221.99999999999997,93.99999999999409,-96.99999999999153,-221.00000000000452,-483.0000000000041,-350.9999999999902,-573.0000000000075,,-1648.9999999999995
2021.08.23,-388.9999999999949,113.00000000000753,259.9999999999936,141.99999999999767,-21.00000000000435,-168.99999999999693,-548.0000000000018,-348.9999999999993,-611.0000000000042,,-1572.0000000000027
2021.08.23,-400.00000000000034,156.00000000000057,207.00000000000162,130.99999999999224,-17.999999999984695,-158.99999999999804,-588.0000000000223,-232.99999999999432,-635.0000000000051,,-1539.0000000000105
2021.08.23,-391.000000000008,175.99999999999838,156.99999999999602,123.99999999999079,-25.999999999992696,-228.99999999999034,-567.0000000000073,-115.99999999998278,-608.9999999999947,,-1480.9999999999905
2021.08.23,-374.0000000000077,182.99999999999983,185.00000000000182,120.99999999999334,-31.999999999987594,-221.00000000000452,-554.000000000002,-9.999999999998899,-576.9999999999982,,-1279.0000000000039
2021.08.23,-426.9999999999996,198.00000000000927,195.9999999999962,92.99999999999864,-55.000000000005045,-246.99999999999721,-584.0000000000032,-70.99999999999883,-635.0000000000051,,-1532.000000000005
2021.08.23,-473.99999999999665,209.00000000001472,236.99999999999832,81.9999999999932,-8.999999999992347,-265.0000000000041,-618.0000000000234,-110.99999999999443,-664.0000000000015,,-1613.0000000000061
2021.08.23,-537.0000000000097,169.00000000001913,234.99999999999633,13.999999999991797,-34.000000000000696,-370.00000000000364,-653.00000000002,-175.99999999999838,-662.9999999999967,,-2015.0000000000218
2021.08.23,-490.999999999997,140.0000000000068,203.99999999999307,34.99999999999615,15.00000000000945,-351.99999999999676,-617.0000000000186,-242.99999999999324,-646.0000000000008,,-1955.000000000001
2021.08.23,-490.999999999997,34.000000000000696,82.99999999999974,62.99999999999084,34.000000000000696,-312.00000000000114,-584.0000000000032,-239.99999999999577,-635.9999999999957,,-2049.000000000001
2021.08.23,-523.9999999999911,-37.99999999998249,37.99999999999359,117.99999999999588,75.00000000000284,-310.9999999999946,-642.0000000000243,-37.99999999998249,-625.0,,-1946.9999999999827
2021.08.23,-651.0000000000016,8.000000000008,105.99999999999498,102.99999999999754,107.99999999999699,-255.00000000000523,-745.0000000000045,-162.99999999997982,-736.0000000000042,,-2224.9999999999977
2021.08.23,-690.9999999999972,32.0000000000098,124.99999999999733,152.99999999999204,248.00000000000378,-106.99999999999044,-771.000000000015,-162.99999999997982,-746.9999999999999,,-1920.999999999979
2021.08.23,-744.9999999999957,31.000000000003247,161.00000000000003,81.9999999999932,283.000000000011,-22.999999999995246,-868.0000000000234,-392.9999999999989,-906.0000000000059,,-2378.000000000012
2021.08.23,-751.9999999999972,143.00000000000423,313.99999999999204,44.99999999999504,205.00000000001074,-42.999999999993044,-881.0000000000002,-422.9999999999956,-933.9999999999975,,-2325.999999999982
2021.08.23,-747.9999999999931,267.0000000000172,373.00000000000114,13.999999999991797,151.9999999999966,-119.00000000000244,-861.0000000000184,-364.9999999999931,-906.0000000000059,,-2193.0000000000064
2021.08.23,-751.9999999999972,243.00000000001543,402.00000000000233,-13.00000000000745,90.99999999999665,-65.99999999998829,-876.0000000000048,-475.99999999998755,-986.9999999999948,,-2433.9999999999654
2021.08.23,-753.0000000000036,218.00000000000708,386.9999999999929,-15.00000000000945,69.00000000000794,-102.99999999998644,-886.0000000000241,-550.9999999999903,-963.0000000000081,,-2597.000000000014
2021.08.23,-970.0000000000042,252.0000000000078,452.99999999999227,-90.0000000000012,143.00000000000423,-48.000000000003595,-885.0000000000193,-719.9999999999873,-1049.0000000000066,,-2914.000000000018
2021.08.23,-903.0000000000093,233.00000000001654,463.0000000000023,-113.00000000000753,92.00000000000318,-85.00000000000173,-859.0000000000089,-676.9999999999943,-1024.000000000001,,-2873.000000000001
2021.08.23,-926.999999999989,280.9999999999979,490.999999999997,-94.00000000000519,-11.00000000000545,-133.00000000000534,-930.0000000000068,-660.9999999999783,-1061.9999999999977,,-3045.9999999999927
2021.08.23,-909.9999999999886,96.00000000000719,297.9999999999983,-73.00000000000084,66.00000000001049,-129.00000000000134,-885.0000000000193,-612.9999999999969,-1036.0000000000014,,-3185.9999999999923
2021.08.23,-948.9999999999999,108.00000000001918,324.9999999999975,-96.00000000000719,-5.999999999994898,-121.99999999999989,-758.0000000000098,-721.9999999999782,-930.9999999999974,,-3150.9999999999704
2021.08.23,-1038.99999999999,29.00000000001235,317.9999999999961,-165.00000000000404,-9.999999999998899,-228.00000000000597,-680.0000000000068,-642.9999999999936,-933.9999999999975,,-3351.999999999988
2021.08.23,-1272.999999999991,-31.999999999987594,265.99999999999955,-179.00000000000693,-56.99999999999594,-231.99999999998778,-695.0000000000216,-681.9999999999826,-939.9999999999977,,-3823.9999999999714
2021.08.23,-1299.0000000000057,-2.999999999997449,342.9999999999933,-226.00000000000398,246.99999999999721,-126.0000000000039,-683.9999999999975,-979.9999999999809,-1021.0000000000008,,-3749.0
2021.08.23,-1488.0000000000005,1.0000000000065512,412.9999999999967,-215.00000000000963,358.00000000001387,-31.000000000003247,-634.0000000000146,-1096.9999999999925,-1048.0000000000018,,-3741.0000000000055
2021.08.23,-1476.999999999995,-5.999999999994898,469.99999999999267,-212.00000000000108,456.00000000001194,109.00000000000354,-675.0000000000114,-1096.9999999999925,-1096.0000000000036,,-3527.9999999999905
2021.08.23,-1503.9999999999943,-1.999999999990898,456.9999999999963,-192.99999999999872,507.000000000013,109.00000000000354,-681.0000000000116,-1047.9999999999823,-1094.0000000000082,,-3448.999999999973
2021.08.23,-1567.9999999999916,-32.999999999994145,465.9999999999998,-208.00000000000819,544.0000000000111,109.00000000000354,-665.0000000000205,-1097.999999999999,-1073.9999999999982,,-3526.9999999999973
2021.08.23,-1581.9999999999945,-25.999999999992696,463.0000000000023,-198.00000000000927,595.0000000000122,112.000000000001,-659.0000000000202,-1061.9999999999852,-1070.0000000000073,,-3426.9999999999936
2021.08.23,-1594.0000000000066,-8.999999999992347,461.0000000000003,-192.99999999999872,595.0000000000122,117.99999999999588,-668.0000000000064,-1023.9999999999804,-1082.0000000000077,,-3395.9999999999836
2021.08.23,-1665.9999999999898,-24.000000000001798,317.0000000000006,-179.00000000000693,639.9999999999961,110.99999999999443,-667.0000000000016,-1167.9999999999914,-1070.999999999998,,-3706.999999999998
2021.08.23,-1652.000000000009,-20.999999999982144,-200.00000000000017,-173.00000000000094,659.0000000000095,151.9999999999966,-673.0000000000018,-1055.9999999999902,-1069.0000000000027,,-4032.999999999981
2021.08.23,-1629.9999999999982,-44.99999999998394,405.9999999999952,-192.00000000000327,609.0000000000151,144.99999999999514,-615.0000000000091,-1004.9999999999892,-1063.0000000000023,,-3389.9999999999804
2021.08.23,-1587.000000000005,-34.000000000000696,404.99999999999983,-179.00000000000693,584.0000000000067,158.0000000000137,-630.0000000000239,-985.999999999998,-1048.0000000000018,,-3317.000000000016
2021.08.23,-1639.999999999997,-35.999999999991594,366.9999999999951,-182.99999999999983,591.0000000000082,156.00000000000057,-641.0000000000196,-908.999999999982,-1046.0000000000064,,-3340.9999999999927
