date,GBPUSD,NZDUSD,GBPAUD,EURAUD,empty,sum
2016.09.05,297.9999999999983,-365.99999999999966,-8.000000000008,-354.9999999999942,,-431.0000000000036
2016.09.05,262.00000000000665,-308.00000000000824,43.999999999999595,-412.9999999999967,,-414.9999999999987
2016.09.05,299.00000000000483,-230.000000000008,156.99999999998494,-393.99999999998323,,-168.00000000000145
2016.09.05,25.00000000000835,-295.0000000000008,-320.00000000000915,-383.99999999998437,,-973.9999999999859
2016.09.05,-2.999999999997449,-292.00000000000335,-365.0000000000153,-451.99999999998573,,-1112.0000000000018
2016.09.05,-46.999999999997044,-312.00000000000114,-407.0000000000018,-492.0000000000035,,-1258.0000000000036
2016.09.05,109.00000000000354,-284.0000000000065,-307.00000000001285,-495.99999999998533,,-978.0000000000011
2016.09.05,171.99999999999437,-304.00000000000426,-222.00000000001108,-471.9999999999835,,-826.0000000000045
2016.09.05,194.0000000000053,-312.00000000000114,-232.00000000000998,-483.99999999999557,,-834.0000000000014
2016.09.05,112.000000000001,-296.0000000000074,-292.00000000000335,-400.9999999999847,,-876.9999999999945
2016.09.05,80.99999999999774,-299.00000000000483,-302.0000000000023,-410.99999999998363,,-930.999999999993
2016.09.05,70.99999999999883,-292.9999999999988,-279.00000000000705,-387.99999999998835,,-888.9999999999955
2016.09.05,51.000000000001044,-284.0000000000065,-308.0000000000194,-384.9999999999909,,-926.0000000000157
2016.09.05,53.999999999998494,-292.9999999999988,-313.00000000000773,-391.9999999999924,,-944.0000000000005
2016.09.05,53.999999999998494,-291.0000000000079,-307.00000000001285,-431.0000000000036,,-975.0000000000259
2016.09.05,79.00000000000685,-282.0000000000045,-281.0000000000201,-431.0000000000036,,-915.0000000000214
2016.09.05,76.0000000000094,-272.00000000000557,-311.0000000000168,-461.0000000000003,,-968.0000000000133
2016.09.06,18.0000000000069,-265.0000000000041,-411.0000000000058,-512.0000000000014,,-1170.0000000000043
2016.09.06,124.99999999999733,-273.000000000001,-232.00000000000998,-434.9999999999854,,-814.9999999999991
2016.09.06,123.99999999999079,-301.0000000000068,-279.00000000000705,-451.99999999998573,,-908.0000000000089
2016.09.06,70.99999999999883,-291.0000000000079,-310.0000000000103,-454.9999999999832,,-985.0000000000025
2016.09.06,38.0000000000047,-343.00000000000443,-419.0000000000138,-497.99999999999847,,-1222.000000000012
2016.09.06,63.99999999999739,-326.0000000000041,-435.0000000000076,-523.9999999999911,,-1221.0000000000055
2016.09.06,100.99999999999554,-322.00000000000006,-610.0000000000216,-713.9999999999924,,-1545.0000000000186
2016.09.06,96.00000000000719,-302.0000000000023,-644.0000000000001,-849.9999999999952,,-1699.9999999999905
2016.09.06,126.0000000000039,-312.00000000000114,-702.0000000000026,-919.9999999999875,,-1807.9999999999873
2016.09.06,150.00000000000568,-381.0000000000091,-1039.000000000012,-1105.9999999999848,,-2376.0
2016.09.06,154.99999999999403,-372.0000000000057,-1116.000000000006,-1241.0000000000032,,-2574.000000000021
2016.09.06,205.99999999999508,-439.0000000000005,-1138.0000000000168,-1235.9999999999927,,-2607.000000000015
2016.09.06,262.00000000000665,-426.9999999999996,-1036.0000000000148,-1191.9999999999932,,-2393.000000000001
2016.09.06,263.99999999999756,-390.0000000000015,-1162.0000000000186,-1283.9999999999964,,-2572.000000000019
2016.09.06,262.999999999991,-433.0000000000056,-1199.0000000000168,-1310.9999999999955,,-2680.000000000027
2016.09.06,265.0000000000041,-430.00000000000813,-1161.000000000012,-1322.000000000001,,-2648.0000000000173
2016.09.06,265.0000000000041,-443.99999999999994,-952.0000000000196,-1195.999999999997,,-2327.0000000000127
2016.09.06,300.99999999999574,-507.0000000000019,-1010.0000000000219,-1280.9999999999989,,-2497.0000000000273
2016.09.06,266.0000000000107,-517.0000000000008,-978.0000000000122,-1251.9999999999864,,-2480.9999999999886
2016.09.06,310.9999999999946,-580.0000000000027,-1061.000000000001,-1421.99999999999,,-2751.999999999999
2016.09.06,472.00000000000574,-694.0000000000057,-1222.000000000012,-1546.000000000003,,-2990.000000000015
2016.09.06,381.0000000000091,-682.0000000000048,-1309.0000000000045,-1492.9999999999889,,-3102.999999999989
2016.09.06,353.0000000000033,-678.0000000000008,-1361.0000000000123,-1462.999999999992,,-3149.000000000002
2016.09.06,367.0000000000062,-661.0000000000005,-1277.000000000017,-1418.9999999999925,,-2990.0000000000036
2016.09.06,323.99999999999096,-699.0000000000052,-1250.0000000000177,-1313.999999999993,,-2939.000000000025
2016.09.06,296.9999999999917,-672.0000000000059,-1205.0000000000116,-1290.9999999999977,,-2871.0000000000236
2016.09.06,373.00000000000114,-690.0000000000017,-1150.0000000000066,-1268.9999999999868,,-2735.999999999994
2016.09.06,356.00000000000074,-675.9999999999989,-1137.0000000000102,-1192.9999999999995,,-2650.000000000008
2016.09.06,356.00000000000074,-659.0000000000095,-1072.0000000000064,-1149.0,,-2524.0000000000155
2016.09.06,514.9999999999987,-651.0000000000016,-708.0000000000198,-1126.999999999989,,-1971.0000000000118
2016.09.06,536.0000000000032,-619.0000000000028,-662.000000000007,-1156.0000000000014,,-1901.0000000000082
2016.09.06,493.0000000000101,-600.0000000000006,-612.0000000000125,-1076.9999999999945,,-1795.9999999999975
2016.09.06,512.0000000000014,-644.0000000000001,-475.0000000000032,-941.9999999999984,,-1549.0000000000005
2016.09.06,619.9999999999983,-670.9999999999993,-467.0000000000174,-1015.9999999999947,,-1534.0000000000132
2016.09.06,943.000000000005,-1247.0000000000093,-799.0000000000164,-1070.9999999999998,,-2174.0000000000205
2016.09.06,1150.0000000000066,-1378.0000000000014,-859.0000000000098,-1018.9999999999922,,-2105.999999999997
2016.09.06,1302.0000000000032,-1321.0000000000055,-711.0000000000172,-985.999999999998,,-1716.0000000000173
2016.09.06,1295.0000000000018,-1284.0000000000073,-712.0000000000015,-1018.9999999999922,,-1719.999999999999
2016.09.06,1336.0000000000039,-1336.9999999999993,-747.0000000000088,-1030.999999999982,,-1778.9999999999864
2016.09.06,1256.999999999997,-1367.000000000007,-799.0000000000164,-992.9999999999994,,-1902.000000000026
2016.09.06,1293.9999999999952,-1419.0000000000036,-743.0000000000048,-919.9999999999875,,-1788.0000000000007
2016.09.06,1316.0000000000061,-1429.0000000000025,-801.0000000000073,-879.9999999999919,,-1793.9999999999955
2016.09.06,1387.9999999999893,-1418.0000000000082,-798.0000000000098,-868.9999999999865,,-1697.000000000015
2016.09.06,1380.0000000000034,-1417.0000000000016,-770.000000000004,-896.9999999999923,,-1703.9999999999945
2016.09.06,1329.0000000000025,-1375.9999999999995,-814.0000000000036,-936.9999999999878,,-1797.9999999999886
2016.09.06,1282.0000000000055,-1344.0000000000007,-923.0000000000072,-987.9999999999889,,-1972.9999999999914
2016.09.06,1316.9999999999905,-1375.000000000004,-934.0000000000126,-992.9999999999994,,-1985.0000000000257
2016.09.06,1353.000000000004,-1391.0000000000089,-885.0000000000025,-975.9999999999991,,-1899.0000000000064
2016.09.07,1374.0000000000086,-1389.0000000000068,-1036.0000000000148,-1088.0,,-2139.0000000000127
2016.09.07,1309.0000000000045,-1350.0000000000068,-924.0000000000136,-992.9999999999994,,-1958.0000000000155
2016.09.07,1309.9999999999889,-1324.000000000003,-873.0000000000126,-966.9999999999845,,-1854.0000000000114
2016.09.07,1297.999999999999,-1291.0000000000089,-831.000000000004,-947.9999999999933,,-1772.000000000007
2016.09.07,1259.00000000001,-1306.000000000007,-847.00000000002,-944.9999999999958,,-1839.0000000000127
2016.09.07,1150.999999999991,-1410.0000000000002,-1099.0000000000055,-1041.000000000003,,-2399.0000000000177
2016.09.07,1201.999999999992,-1392.0000000000043,-1086.000000000009,-1027.9999999999845,,-2304.000000000006
2016.09.07,1151.9999999999975,-1330.0000000000089,-887.0000000000156,-859.9999999999941,,-1925.000000000021
2016.09.07,1177.9999999999902,-1296.0000000000082,-862.0000000000072,-903.9999999999937,,-1884.0000000000189
2016.09.07,1184.0000000000073,-1434.000000000002,-886.000000000009,-1041.000000000003,,-2177.0000000000064
2016.09.07,1194.9999999999905,-1419.0000000000036,-789.0000000000175,-753.9999999999881,,-1767.0000000000186
2016.09.07,1204.9999999999893,-1492.0000000000045,-824.0000000000025,-768.9999999999975,,-1880.0000000000152
2016.09.07,1222.9999999999964,-1548.000000000005,-771.0000000000106,-732.9999999999836,,-1829.0000000000027
2016.09.07,1221.9999999999898,-1564.0000000000098,-832.0000000000105,-780.000000000003,,-1954.0000000000334
2016.09.07,1114.9999999999993,-1568.0000000000027,-1033.0000000000173,-819.9999999999985,,-2306.000000000019
2016.09.07,1124.9999999999982,-1529.0000000000025,-972.0000000000173,-802.9999999999982,,-2179.00000000002
2016.09.07,1167.9999999999914,-1551.0000000000023,-883.0000000000116,-778.9999999999964,,-2045.0000000000189
2016.09.07,1177.9999999999902,-1536.9999999999995,-944.0000000000115,-834.0000000000014,,-2137.0000000000223
2016.09.07,1197.0000000000036,-1658.9999999999993,-1095.0000000000016,-890.9999999999974,,-2447.9999999999945
2016.09.07,1212.9999999999975,-1614.0000000000043,-867.0000000000177,-821.9999999999894,,-2090.000000000014
2016.09.07,1053.9999999999993,-1811.000000000007,-788.0000000000109,-788.9999999999952,,-2334.0000000000136
2016.09.07,1089.999999999991,-1771.0000000000005,-674.000000000019,-636.9999999999986,,-1992.0000000000273
2016.09.07,1018.9999999999922,-1741.0000000000036,-850.0000000000174,-723.9999999999914,,-2296.00000000002
2016.09.07,848.9999999999886,-1733.0000000000068,-1060.0000000000164,-736.0000000000033,,-2680.0000000000377
2016.09.07,760.0000000000051,-1891.0000000000093,-1245.0000000000073,-790.0000000000018,,-3166.000000000013
2016.09.07,665.0000000000044,-1926.0000000000055,-1415.0000000000107,-820.9999999999828,,-3496.9999999999945
2016.09.07,676.0000000000099,-1945.0000000000077,-1512.0000000000023,-915.9999999999835,,-3696.9999999999836
2016.09.07,753.0000000000036,-2002.0000000000039,-1572.0000000000177,-956.9999999999857,,-3778.0000000000036
2016.09.07,825.0000000000091,-1939.0000000000018,-1526.0000000000052,-956.0000000000013,,-3595.9999999999995
2016.09.07,713.9999999999924,-1956.0000000000023,-1578.0000000000127,-997.9999999999878,,-3818.0000000000105
2016.09.07,659.999999999994,-1947.0000000000098,-1552.00000000002,-1069.9999999999932,,-3909.000000000029
2016.09.07,737.0000000000099,-2031.000000000005,-1809.0000000000161,-1222.9999999999964,,-4326.000000000007
2016.09.07,577.0000000000052,-2046.9999999999989,-1990.000000000003,-1163.000000000003,,-4622.999999999999
2016.09.07,707.9999999999975,-2002.0000000000039,-1891.0000000000205,-1195.999999999997,,-4381.000000000024
2016.09.07,770.000000000004,-2062.000000000008,-1827.000000000001,-1166.9999999999848,,-4285.99999999999
2016.09.07,408.00000000000836,-1901.0000000000082,-1931.0000000000161,-1054.9999999999836,,-4479.0
2016.09.07,426.9999999999996,-1760.000000000006,-1847.000000000021,-953.0000000000039,,-4133.000000000031
2016.09.07,425.99999999999307,-1728.0000000000073,-1852.000000000009,-984.9999999999915,,-4139.000000000015
2016.09.07,346.0000000000019,-1707.000000000003,-1863.0000000000146,-964.9999999999936,,-4189.000000000009
2016.09.07,263.99999999999756,-1680.0000000000036,-1968.000000000014,-943.9999999999893,,-4328.000000000009
2016.09.07,272.00000000000557,-1684.0000000000077,-1957.0000000000086,-916.99999999999,,-4286.000000000001
2016.09.07,293.0000000000099,-1679.0000000000082,-1882.000000000006,-890.9999999999974,,-4159.000000000002
2016.09.07,350.9999999999902,-1709.000000000005,-1909.0000000000052,-906.9999999999911,,-4174.000000000011
2016.09.07,397.0000000000029,-1687.0000000000052,-1814.0000000000045,-862.9999999999916,,-3966.999999999998
2016.09.07,398.9999999999938,-1701.000000000008,-1835.0000000000089,-834.9999999999858,,-3972.0000000000086
2016.09.07,435.9999999999919,-1700.0000000000016,-1792.000000000016,-838.9999999999898,,-3895.0000000000155
2016.09.07,398.00000000000944,-1714.9999999999998,-1795.0000000000132,-862.9999999999916,,-3974.9999999999955
2016.09.07,419.9999999999982,-1736.9999999999995,-1819.000000000015,-941.9999999999984,,-4078.0000000000146
2016.09.08,388.0000000000106,-1731.0000000000048,-1978.0000000000132,-1019.9999999999986,,-4341.0000000000055
2016.09.08,402.9999999999978,-1724.0000000000034,-1914.0000000000157,-949.9999999999842,,-4185.0000000000055
2016.09.08,408.9999999999927,-1736.000000000004,-1941.000000000015,-971.9999999999951,,-4240.000000000022
2016.09.08,442.00000000000904,-1755.0000000000066,-1895.0000000000023,-981.999999999994,,-4189.999999999994
2016.09.08,441.0000000000025,-1762.000000000008,-1872.000000000007,-950.9999999999908,,-4144.000000000004
2016.09.08,402.9999999999978,-1749.0000000000005,-1780.0000000000039,-895.9999999999857,,-4021.999999999992
2016.09.08,405.9999999999952,-1804.0000000000057,-1822.0000000000125,-905.9999999999845,,-4126.000000000007
2016.09.08,519.0000000000028,-1891.0000000000093,-1861.0000000000016,-941.9999999999984,,-4175.000000000006
2016.09.08,550.9999999999903,-1905.0000000000011,-1832.0000000000114,-944.9999999999958,,-4131.000000000018
2016.09.08,588.9999999999951,-1952.0000000000093,-1747.0000000000095,-880.9999999999984,,-3991.000000000022
2016.09.08,543.999999999989,-1939.0000000000018,-1750.000000000007,-870.9999999999995,,-4016.0000000000196
2016.09.08,547.999999999993,-1906.0000000000077,-1874.00000000002,-974.9999999999925,,-4207.000000000027
2016.09.08,560.0000000000049,-1885.9999999999989,-1842.0000000000102,-917.9999999999966,,-4086.000000000001
2016.09.08,534.9999999999966,-1802.999999999999,-1796.0000000000198,-875.0000000000035,,-3939.000000000026
2016.09.08,550.9999999999903,-1870.000000000005,-1939.0000000000018,-966.9999999999845,,-4225.000000000001
2016.09.08,539.0000000000006,-1863.999999999999,-1909.0000000000052,-937.9999999999944,,-4171.999999999998
2016.09.08,478.0000000000006,-1819.0000000000039,-1924.0000000000146,-951.9999999999973,,-4217.000000000015
2016.09.08,517.9999999999962,-1917.000000000002,-2375.000000000016,-1319.0000000000034,,-5093.0000000000255
2016.09.08,364.00000000000875,-1897.0000000000043,-2406.000000000019,-1238.99999999999,,-5178.000000000005
2016.09.08,367.99999999999056,-1939.0000000000018,-2714.0000000000164,-1436.9999999999993,,-5722.000000000026
2016.09.08,470.9999999999992,-2000.0000000000018,-2685.000000000004,-1492.9999999999889,,-5706.999999999996
2016.09.08,561.9999999999958,-1947.0000000000098,-2679.000000000009,-1553.9999999999886,,-5618.000000000012
2016.09.08,506.9999999999908,-2021.0000000000061,-2880.000000000016,-1574.9999999999932,,-5969.000000000024
2016.09.08,605.9999999999955,-2031.000000000005,-2897.0000000000164,-1567.9999999999916,,-5890.000000000017
2016.09.08,634.0000000000013,-2004.0000000000057,-2749.0000000000014,-1527.9999999999961,,-5647.000000000002
2016.09.08,622.9999999999958,-1907.0000000000032,-2691.0000000000214,-1424.9999999999875,,-5400.000000000016
2016.09.08,571.0000000000103,-1961.0000000000016,-2851.0000000000036,-1408.9999999999936,,-5649.999999999988
2016.09.08,592.9999999999991,-1956.0000000000023,-2797.000000000005,-1262.9999999999918,,-5423.0
2016.09.08,683.9999999999957,-1897.0000000000043,-2681.0,-1279.9999999999923,,-5174.000000000001
2016.09.08,497.99999999999847,-1863.999999999999,-2957.0000000000095,-1435.9999999999927,,-5759.000000000003
2016.09.08,421.99999999998903,-1797.9999999999995,-2773.000000000003,-1072.9999999999907,,-5222.000000000005
2016.09.08,218.00000000000708,-1809.000000000005,-2932.0000000000014,-1227.0000000000002,,-5749.999999999999
2016.09.08,143.00000000000423,-1645.0000000000075,-2716.0000000000073,-685.0000000000023,,-4903.000000000013
2016.09.08,60.99999999999994,-1758.9999999999995,-2799.000000000018,-764.9999999999934,,-5262.000000000012
2016.09.08,-92.00000000000318,-1553.9999999999998,-2751.0000000000146,-676.9999999999943,,-5074.000000000012
2016.09.08,49.99999999999449,-1536.000000000004,-2367.000000000008,-722.0000000000005,,-4575.000000000018
2016.09.08,164.00000000000858,-1568.0000000000027,-2439.000000000013,-733.9999999999902,,-4576.999999999997
2016.09.08,7.0000000000014495,-1425.0000000000095,-2287.000000000017,-573.9999999999857,,-4279.000000000011
2016.09.08,-65.00000000000395,-1324.000000000003,-2183.000000000002,-578.9999999999961,,-4151.000000000005
2016.09.08,-83.9999999999952,-1191.0000000000086,-1955.0000000000177,-434.000000000001,,-3664.0000000000227
2016.09.08,12.999999999996348,-1136.0000000000036,-1782.0000000000168,-358.9999999999982,,-3264.0000000000223
2016.09.08,87.99999999999919,-1169.0000000000089,-1735.0000000000198,-290.9999999999968,,-3107.0000000000264
2016.09.08,-35.00000000000725,-1126.0000000000048,-1749.0000000000005,-214.99999999998744,,-3125.0
2016.09.08,28.000000000005798,-1142.0000000000098,-1740.0000000000082,-224.000000000002,,-3078.000000000014
2016.09.08,28.000000000005798,-1134.0000000000016,-1673.0000000000134,-156.00000000000057,,-2935.0000000000095
2016.09.08,-36.999999999998145,-1119.0000000000034,-1653.0000000000155,-116.99999999998934,,-2926.000000000007
2016.09.08,21.00000000000435,-1135.0000000000082,-1690.0000000000136,-140.99999999999113,,-2945.000000000008
2016.09.08,-1.999999999990898,-1192.000000000004,-1717.000000000013,-92.99999999998754,,-3003.999999999996
2016.09.09,-35.999999999991594,-1196.0000000000082,-1879.0000000000084,-123.99999999999079,,-3234.999999999999
2016.09.09,38.0000000000047,-1242.0000000000098,-1724.0000000000143,-105.99999999998388,,-3034.000000000003
2016.09.09,-4.000000000004,-1273.0000000000018,-1755.0000000000177,-55.99999999998939,,-3088.000000000013
2016.09.09,25.00000000000835,-1262.0000000000075,-1757.0000000000086,-99.99999999998899,,-3093.999999999997
2016.09.09,63.99999999999739,-1268.0000000000025,-1769.0000000000205,-99.99999999998899,,-3073.0000000000146
2016.09.09,85.00000000000173,-1277.000000000006,-1755.0000000000177,-126.0000000000039,,-3073.000000000026
2016.09.09,45.99999999999049,-1343.0000000000052,-1806.0000000000186,-150.99999999999002,,-3254.0000000000236
2016.09.09,140.0000000000068,-1334.0000000000018,-1717.000000000013,-139.00000000000023,,-3050.000000000008
2016.09.09,175.99999999999838,-1336.9999999999993,-1681.0000000000214,-146.00000000000168,,-2988.000000000024
2016.09.09,204.00000000000418,-1305.0000000000007,-1664.000000000021,-112.000000000001,,-2877.000000000018
2016.09.09,167.00000000000603,-1284.0000000000073,-1523.0000000000077,41.000000000002146,,-2599.000000000007
2016.09.09,246.99999999999721,-1275.9999999999993,-1412.0000000000132,85.00000000000173,,-2356.0000000000136
2016.09.09,259.9999999999936,-1224.000000000003,-1434.000000000002,70.0000000000145,,-2327.999999999997
2016.09.09,241.00000000000233,-1230.0000000000089,-1500.0000000000125,22.0000000000109,,-2467.000000000008
2016.09.09,282.9999999999888,-1280.0000000000034,-1466.0000000000118,24.000000000001798,,-2439.0000000000246
2016.09.09,314.99999999999864,-1243.0000000000052,-1388.0000000000114,75.00000000000284,,-2241.0000000000155
2016.09.09,306.00000000000625,-1224.000000000003,-1449.0000000000114,12.999999999996348,,-2354.000000000012
2016.09.09,333.0000000000055,-1236.0000000000039,-1547.0000000000095,-61.99999999998429,,-2511.9999999999923
2016.09.09,212.99999999999653,-1210.0,-1502.0000000000034,33.00000000001635,,-2465.9999999999905
2016.09.09,154.99999999999403,-1152.0000000000086,-1401.0000000000077,167.00000000000603,,-2231.0000000000164
2016.09.09,82.99999999998863,-1116.000000000006,-1432.0000000000111,180.0000000000024,,-2285.000000000026
2016.09.09,18.0000000000069,-1101.0000000000075,-1289.0000000000068,395.99999999999636,,-1976.000000000011
2016.09.09,-55.000000000005045,-947.000000000009,-1216.000000000017,538.0000000000163,,-1680.0000000000146
2016.09.09,-52.99999999999194,-985.0000000000025,-1027.0000000000002,580.0000000000027,,-1484.9999999999918
2016.09.09,-14.000000000002899,-994.000000000006,-1114.000000000015,614.0000000000034,,-1508.0000000000202
2016.09.09,-31.000000000003247,-1031.000000000004,-1156.0000000000014,561.0000000000115,,-1656.9999999999973
2016.09.09,46.999999999997044,-1023.0000000000073,-1091.0000000000198,543.0000000000045,,-1524.0000000000255
2016.09.09,-53.999999999998494,-918.0000000000077,-1008.0000000000089,632.0000000000103,,-1348.0000000000045
2016.09.09,134.99999999999625,-919.0000000000032,-592.0000000000148,765.0000000000157,,-611.0000000000061
2016.09.09,195.9999999999962,-889.0000000000065,-530.0000000000082,829.0000000000131,,-394.00000000000534
2016.09.09,52.000000000007596,-864.0000000000092,-343.00000000000443,907.9999999999977,,-247.00000000000819
2016.09.09,7.0000000000014495,-741.0000000000027,-262.00000000000665,876.0000000000101,,-119.99999999999784
2016.09.09,-39.00000000001125,-665.9999999999999,-194.0000000000053,765.0000000000157,,-134.00000000000068
2016.09.09,-466.9999999999952,-574.0000000000078,-388.0000000000106,717.000000000012,,-712.0000000000016
2016.09.09,-534.9999999999966,-763.0000000000026,-503.000000000009,761.0000000000117,,-1039.9999999999964
2016.09.09,-391.000000000008,-759.0000000000097,-512.0000000000014,733.0000000000059,,-929.0000000000132
2016.09.09,-392.9999999999989,-706.0000000000066,-456.00000000001194,745.0000000000178,,-809.9999999999994
2016.09.09,-384.00000000000654,-672.0000000000059,-401.00000000000693,914.0000000000148,,-543.0000000000048
2016.09.09,-388.9999999999949,-595.0000000000011,-119.00000000000244,990.000000000002,,-112.99999999999636
2016.09.09,-360.0000000000048,-553.0000000000035,-149.00000000002134,1006.000000000018,,-56.000000000011596
2016.09.09,-333.9999999999899,-578.0000000000007,-166.00000000002169,1018.0000000000077,,-60.00000000000455
2016.09.09,-361.9999999999957,-567.0000000000064,-66.00000000001049,1097.0000000000146,,102.00000000000205
2016.09.09,-445.0000000000065,-562.0000000000069,-145.00000000001734,1113.0000000000084,,-39.00000000002228
2016.09.09,-428.00000000000614,-595.0000000000011,-160.00000000000458,1168.9999999999977,,-14.000000000014097
2016.09.09,-316.0000000000052,-603.0000000000091,-11.00000000000545,1177.000000000006,,246.99999999998613
2016.09.09,-246.99999999999721,-595.0000000000011,5.999999999994898,1209.0000000000157,,373.00000000001216
2016.09.09,-296.9999999999917,-497.000000000003,171.99999999999437,1343.0000000000052,,721.0000000000048
2016.09.09,-283.99999999999534,-447.0000000000085,266.999999999995,1390.0000000000023,,925.9999999999934
